"","FFL","No_FFL","PP","PM","PN","NP","NM","NN","MP","MM2","MM1","MN","NonPl_X"
"Plastic
genes",18.8321167883212,81.1678832116788,4.1579296615793,4.08460517584605,0.863525768635258,1.22141119221411,0.708029197080292,0.677615571776156,2.00486618004866,2.52433090024331,1.93043574430436,0.659367396593674,0
"Non-plastic
genes",6.0126582278481,93.9873417721519,1.42405063291139,0.738396624472574,0,0.791139240506329,0.949367088607595,0.105485232067511,0.949367088607595,0.632911392405063,0.316455696202532,0.105485232067511,0
