"","FBL","No_FBL","Inhibiting","Activating","Size2","Size3","Size4","Size5","Size6"
"Plastic
genes",0.992063492063492,99.0079365079365,0.198412698412698,0.793650793650794,0.892857142857143,0,0.0992063492063492,0,0
"Non-plastic
genes",0.497512437810945,99.5024875621891,0.124378109452736,0.373134328358209,0.456053067993366,0.0414593698175788,0,0,0
