"","FFL","No_FFL","PP","PM","PN","NP","NM","NN","MP","MM2","MM1","MN","NonPl_X"
"Plastic
genes",0.0323729362253156,99.9676270637747,0,0,0.0323729362253156,0,0,0,0,0,0,0,0
"Non-plastic
genes",0.0467945718296678,99.9532054281703,0.0467945718296678,0,0,0,0,0,0,0,0,0,0
