V1,V2,V3
sgrR,sgrR,-1
sgrR,sgrS,1
sgrR,sgrT,1
sgrR,sroA,-1
sgrR,thiB,-1
sgrR,thiP,-1
sgrR,thiQ,-1
sgrS,adiY,-1
sgrS,asd,-1
sgrS,folE,-1
sgrS,manX,-1
sgrS,manY,-1
sgrS,manZ,-1
sgrS,ptsG,-1
sgrS,purR,-1
sgrS,yeiB,-1
sgrS,yigL,1
sibC,ibsC,-1
slyA,cas1,1
slyA,cas2,1
slyA,casA,1
slyA,casB,1
slyA,casC,1
slyA,casD,1
slyA,casE,1
slyA,elfA,1
slyA,fecI,-1
slyA,fecR,-1
slyA,gspC,1
slyA,gspD,1
slyA,gspE,1
slyA,gspF,1
slyA,gspG,1
slyA,gspH,1
slyA,gspI,1
slyA,gspJ,1
slyA,gspK,1
slyA,gspL,1
slyA,gspM,1
slyA,gspO,1
slyA,hlyE,1
slyA,leuO,1
slyA,mdtM,1
slyA,paaA,1
slyA,paaB,1
slyA,paaC,1
slyA,paaD,1
slyA,paaE,1
slyA,paaF,1
slyA,paaG,1
slyA,paaH,1
slyA,paaI,1
slyA,paaJ,1
slyA,paaK,1
slyA,pagP,1
slyA,rmf,1
slyA,rsd,1
slyA,sgcA,-1
slyA,sgcB,-1
slyA,sgcC,-1
slyA,sgcE,-1
slyA,sgcQ,-1
slyA,sgcR,-1
slyA,sgcX,-1
slyA,slyA,1
slyA,yjiN,1
soxR,aroF,1
soxR,fumC,1
soxR,sodA,1
soxR,soxR,-1
soxR,soxS,1
soxR,tyrA,1
soxR,yjcB,1
soxR,yrbL,1
soxS,acnA,1
soxS,acrA,1
soxS,acrB,1
soxS,acrZ,1
soxS,aldA,1
soxS,cadA,1
soxS,dapD,1
soxS,decR,1
soxS,fldA,1
soxS,fldB,1
soxS,fpr,1
soxS,fumC,1
soxS,fur,1
soxS,glnD,1
soxS,inaA,1
soxS,map,1
soxS,marA,1
soxS,marB,1
soxS,marR,1
soxS,mdaB,1
soxS,micF,1
soxS,nepI,1
soxS,nfo,1
soxS,nfsA,1
soxS,nfsB,1
soxS,ompN,1
soxS,ompW,-1
soxS,pgi,1
soxS,poxB,1
soxS,pqiA,1
soxS,pqiB,1
soxS,pqiC,1
soxS,ptsG,1
soxS,ribA,1
soxS,rimK,1
soxS,rob,-1
soxS,sodA,1
soxS,soxS,-1
soxS,tolC,1
soxS,uof,1
soxS,waaY,1
soxS,waaZ,1
soxS,ybjC,1
soxS,ybjN,1
soxS,ydbK,1
soxS,ygiB,1
soxS,ygiC,1
soxS,yhbW,1
soxS,yrbL,1
soxS,zinT,1
soxS,zwf,1
spf,araF,-1
spf,ascF,-1
spf,atoD,-1
spf,caiA,-1
spf,dppB,1
spf,ebgC,-1
spf,fucI,-1
spf,fucK,-1
spf,fucP,-1
spf,galK,-1
spf,gdhA,-1
spf,glpF,-1
spf,gltA,-1
spf,gss,1
spf,lldP,-1
spf,maeA,-1
spf,nanC,-1
spf,nanT,-1
spf,paaK,-1
spf,puuE,-1
spf,sdhC,-1
spf,srlA,-1
spf,sthA,-1
spf,sucC,-1
spf,xylF,-1
spf,yjiA,-1
spf,ytfJ,-1
sraG,pnp,-1
srlR,gutM,-1
srlR,gutQ,-1
srlR,srlA,-1
srlR,srlB,-1
srlR,srlD,-1
srlR,srlE,-1
srlR,srlR,-1
srmB,rplM,1
srmB,rpsI,1
srsR,adhE,1
srsR,bluR,1
srsR,cdgI,1
srsR,dhaK,1
srsR,dhaL,1
srsR,dhaM,1
srsR,dinJ,1
srsR,fucA,1
srsR,fucI,1
srsR,fucK,1
srsR,fucO,1
srsR,fucP,1
srsR,fucR,1
srsR,fucU,1
srsR,hycB,1
srsR,narZ,1
srsR,paaA,1
srsR,paaB,1
srsR,paaC,1
srsR,paaD,1
srsR,paaE,1
srsR,paaF,1
srsR,paaG,1
srsR,paaH,1
srsR,paaI,1
srsR,paaJ,1
srsR,paaK,1
srsR,paaZ,1
srsR,pflB,1
srsR,yafL,1
srsR,yafQ,1
srsR,yfdK,1
srsR,yfdM,1
srsR,yfdN,1
srsR,yfdO,1
srsR,yfdP,1
srsR,yfdQ,1
stfZ,ftsZ,-1
stpA,bglB,-1
stpA,bglF,-1
stpA,bglG,-1
stpA,cas1,1
stpA,cas2,1
stpA,casA,1
stpA,casB,1
stpA,casC,1
stpA,casD,1
stpA,casE,1
stpA,fau,-1
stpA,leuO,-1
stpA,malE,1
stpA,malF,1
stpA,malG,1
stpA,malH,1
stpA,ssrS,-1
stpA,stpA,-1
sutR,cysE,-1
sutR,fliA,-1
sutR,fliZ,-1
sutR,pfkB,-1
sutR,sutR,5
sutR,tcyJ,-1
sutR,ydcO,-1
sutR,ypfN,1
sxy,sxy,1
symR,symE,-1
tdcA,tdcA,1
tdcA,tdcB,1
tdcA,tdcC,1
tdcA,tdcD,1
tdcA,tdcE,1
tdcA,tdcF,1
tdcA,tdcG,1
tdcR,tdcA,1
tdcR,tdcB,1
tdcR,tdcC,1
tdcR,tdcD,1
tdcR,tdcE,1
tdcR,tdcF,1
tdcR,tdcG,1
thrS,thrS,-1
torR,adiA,1
torR,adiC,1
torR,gadA,5
torR,gadB,1
torR,gadC,1
torR,gadE,1
torR,gadX,5
torR,hdeA,1
torR,hdeB,1
torR,mdtE,1
torR,mdtF,1
torR,rpoS,1
torR,slp,1
torR,tnaA,1
torR,tnaB,1
torR,tnaC,1
torR,torA,1
torR,torC,1
torR,torD,1
torR,torR,-1
torR,yhiD,1
treR,treB,-1
treR,treC,-1
trpR,aroH,-1
trpR,aroL,-1
trpR,aroM,-1
trpR,mtr,-1
trpR,trpA,-1
trpR,trpB,-1
trpR,trpC,-1
trpR,trpD,-1
trpR,trpE,-1
trpR,trpL,-1
trpR,trpR,-1
trpR,yaiA,-1
ttdR,ttdA,1
ttdR,ttdB,1
ttdR,ttdR,1
ttdR,ttdT,1
tyrR,aroF,-1
tyrR,aroG,-1
tyrR,aroL,-1
tyrR,aroM,-1
tyrR,aroP,-1
tyrR,folA,1
tyrR,mtr,1
tyrR,tyrA,-1
tyrR,tyrB,-1
tyrR,tyrP,5
tyrR,tyrR,-1
tyrR,yaiA,-1
uhpA,uhpT,1
uidR,uidA,-1
uidR,uidB,-1
uidR,uidC,-1
uidR,uidR,-1
ulaR,ulaA,-1
ulaR,ulaB,-1
ulaR,ulaC,-1
ulaR,ulaD,-1
ulaR,ulaE,-1
ulaR,ulaF,-1
ulaR,ulaG,-1
uvrY,csrB,1
uvrY,csrC,1
uvrY,luxS,1
uvrY,uhpT,1
uvrY,ydeP,1
uxuR,exuR,-1
uxuR,fliC,-1
uxuR,gntP,-1
uxuR,lgoD,-1
uxuR,lgoR,-1
uxuR,uidA,-1
uxuR,uidB,-1
uxuR,uidC,-1
uxuR,uxuA,-1
uxuR,uxuB,-1
uxuR,uxuR,-1
xapR,xapA,1
xapR,xapB,1
xylR,araC,-1
xylR,xylA,1
xylR,xylB,1
xylR,xylE,1
xylR,xylF,1
xylR,xylG,1
xylR,xylH,1
xylR,xylR,1
xynR,yagA,-1
xynR,yagB,-1
xynR,yagE,-1
xynR,yagF,-1
yafC,cysJ,1
yafQ,cspE,-1
yafQ,dinJ,-1
yafQ,yafQ,-1
yciT,bsmA,1
yciT,cusF,-1
yciT,rdcA,-1
yciT,ybiY,1
ycjW,ompG,-1
ycjW,ycjM,-1
ycjW,ycjN,-1
ycjW,ycjO,-1
ycjW,ycjP,-1
ycjW,ycjQ,-1
ycjW,ycjR,-1
ycjW,ycjS,-1
ycjW,ycjT,-1
ycjW,ycjU,-1
ycjW,ycjV,-1
ydcI,flu,1
ydcI,iraP,1
ydcI,isrC,1
ydcI,smrB,1
ydeO,appA,1
ydeO,appB,1
ydeO,appC,1
ydeO,appX,1
ydeO,dctR,1
ydeO,gadE,1
ydeO,gadF,1
ydeO,gadW,1
ydeO,hyaA,1
ydeO,hyaB,1
ydeO,hyaC,1
ydeO,hyaD,1
ydeO,hyaE,1
ydeO,hyaF,1
ydeO,mdtE,1
ydeO,mdtF,1
ydeO,nhaR,1
ydeO,safA,-1
ydeO,slp,1
ydeO,uspD,1
ydeO,ydeO,-1
ydeO,yiiS,1
yebK,yebK,-1
yefM,yefM,-1
yefM,yoeB,-1
yeiE,argO,-1
yeiE,cysJ,-1
yeiE,dcuC,-1
yeiE,ftp,-1
yeiE,gltF,1
yeiE,infA,-1
yeiE,mdtF,-1
yeiE,pflB,-1
yeiE,putA,-1
yeiE,sodC,1
yeiE,ssuA,-1
yeiE,uspF,1
yeiE,ydcT,-1
yeiE,yibQ,-1
yeiE,yoaC,1
yeiL,yeiL,1
yfeC,hybE,-1
yfeC,rpmB,-1
yfeC,rpmH,-1
yfeC,rpsU,-1
yfeC,yfeC,1
yfeC,ygdR,-1
ygbI,ygbJ,-1
ygbI,ygbK,-1
ygiV,mcbR,-1
yhaJ,bssS,1
yhaJ,ybiJ,1
yhaJ,ygiD,1
yhaJ,yhaJ,1
yhaJ,yhaK,1
yhaJ,yhaL,1
yhaJ,yhhW,1
yhaJ,yqjF,1
yiaU,adeP,1
yiaU,gltD,1
yiaU,waaP,1
yiaU,yiaT,1
yiaU,yiaV,1
yiaU,yiaW,1
yidZ,malE,-1
yidZ,ppiC,-1
yidZ,rbsD,-1
yidZ,rof,-1
yieP,cusA,-1
yieP,dauA,-1
yieP,ybiX,1
yieP,ykgE,-1
yieP,yohJ,-1
yjjQ,dgcN,-1
yjjQ,flhC,-1
yjjQ,flhD,-1
yjjQ,gfcA,-1
yjjQ,ompC,-1
yjjQ,ybhL,-1
yjjQ,yciX,-1
yjjQ,yfiB,-1
yjjQ,yfiR,-1
yjjQ,ymiA,-1
yoeB,yefM,-1
yoeB,yoeB,-1
yqhC,dkgA,1
yqhC,yqhD,1
zntR,zntA,5
zraR,acrE,1
zraR,cpxP,1
zraR,cspB,1
zraR,exuR,1
zraR,fliA,1
zraR,gadW,1
zraR,glnA,1
zraR,glnH,1
zraR,mdtL,1
zraR,pnp,1
zraR,raiA,1
zraR,rfaD,1
zraR,rpoH,1
zraR,sspA,1
zraR,ssrA,1
zraR,tnaA,1
zraR,tnaB,1
zraR,yhhY,1
zraR,yjjY,1
zraR,yrdD,1
zraR,zraP,1
zraR,zraR,1
zraR,zraS,1
zur,pliG,-1
zur,ykgM,-1
zur,ykgO,-1
zur,zinT,-1
zur,znuA,-1
zur,znuB,-1
zur,znuC,-1
