"","V1","FFL","No_FFL","Pos_pos","Pos_mixt","Pos_neg","Neg_pos","Neg_mixt","Neg_neg","Mixt_pos","Mixt_mixt_hom","Mixt_mixt_het","Mixt_neg"
"1","tauB",1,0,0.5,0,0,0,0,0,0.5,0,0,0
"2","csgA",1,0,0.173913043478261,0.347826086956522,0.0434782608695652,0.0869565217391304,0,0,0.173913043478261,0.0869565217391304,0.0869565217391304,0
"3","csgD",1,0,0.157142857142857,0.392857142857142,0.221428571428571,0.0357142857142857,0.0642857142857143,0.0142857142857143,0.0214285714285714,0.00714285714285714,0.0714285714285714,0.0142857142857143
"4","csgF",1,0,0.180327868852459,0.366120218579235,0.169398907103825,0.0546448087431694,0.0601092896174863,0.0109289617486339,0.0546448087431694,0.0163934426229508,0.0765027322404372,0.0109289617486339
"5","csgG",1,0,0.180327868852459,0.366120218579235,0.169398907103825,0.0546448087431694,0.0601092896174863,0.0109289617486339,0.0546448087431694,0.0163934426229508,0.0765027322404372,0.0109289617486339
"6","iraP",1,0,0.363636363636364,0.272727272727273,0,0.181818181818182,0.0909090909090909,0,0.0909090909090909,0,0,0
"7","yccT",1,0,0,0.2,0,0,0.4,0,0,0.4,0,0
"8","gadC",1,0,0.208955223880597,0.328358208955224,0.0895522388059701,0.134328358208955,0.0298507462686567,0,0.0597014925373134,0.0298507462686567,0.0746268656716418,0.0447761194029851
"9","gadF",1,0,0.423076923076923,0.221153846153846,0.0288461538461538,0.153846153846154,0.00961538461538462,0,0.0865384615384615,0.00961538461538462,0.0576923076923077,0.00961538461538462
"10","gltB",1,0,0.215384615384615,0.261538461538462,0.0923076923076923,0.169230769230769,0.0461538461538462,0.0153846153846154,0.0923076923076923,0.0153846153846154,0.0769230769230769,0.0153846153846154
"11","gltD",1,0,0.215384615384615,0.261538461538462,0.0923076923076923,0.169230769230769,0.0461538461538462,0.0153846153846154,0.0923076923076923,0.0153846153846154,0.0769230769230769,0.0153846153846154
"12","mdtE",1,0,0.347826086956522,0.217391304347826,0.0326086956521739,0.206521739130435,0.0108695652173913,0,0.0978260869565217,0.0108695652173913,0.0652173913043478,0.0108695652173913
"13","mdtF",1,0,0.347826086956522,0.217391304347826,0.0326086956521739,0.173913043478261,0.0326086956521739,0,0.0978260869565217,0.0217391304347826,0.0652173913043478,0.0108695652173913
"14","yhiD",1,0,0.176470588235294,0.352941176470588,0.137254901960784,0.0392156862745098,0.0588235294117647,0.0392156862745098,0.0392156862745098,0.0588235294117647,0.0784313725490196,0.0196078431372549
"15","dctR",1,0,0.215686274509804,0.313725490196078,0.0392156862745098,0.137254901960784,0.117647058823529,0,0.0392156862745098,0.0392156862745098,0.0980392156862745,0
"16","glsA",1,0,0.166666666666667,0.5,0,0.166666666666667,0,0,0.166666666666667,0,0,0
"17","appC",1,0,0.466666666666667,0.333333333333333,0,0.0666666666666667,0,0,0.133333333333333,0,0,0
"18","appX",1,0,0.7,0,0,0.1,0,0,0.2,0,0,0
"19","hyaB",1,0,0.233333333333333,0.466666666666667,0.1,0.0333333333333333,0.0333333333333333,0,0.0666666666666667,0.0666666666666667,0,0
"20","hyaC",1,0,0.233333333333333,0.466666666666667,0.1,0.0333333333333333,0.0333333333333333,0,0.0666666666666667,0.0666666666666667,0,0
"21","hyaD",1,0,0.233333333333333,0.466666666666667,0.1,0.0333333333333333,0.0333333333333333,0,0.0666666666666667,0.0666666666666667,0,0
"22","hyaE",1,0,0.233333333333333,0.466666666666667,0.1,0.0333333333333333,0.0333333333333333,0,0.0666666666666667,0.0666666666666667,0,0
"23","hyaF",1,0,0.233333333333333,0.466666666666667,0.1,0.0333333333333333,0.0333333333333333,0,0.0666666666666667,0.0666666666666667,0,0
"24","fliA",1,0,0.155844155844156,0.168831168831169,0.0779220779220779,0.207792207792208,0.207792207792208,0.025974025974026,0,0.051948051948052,0.0779220779220779,0.025974025974026
"25","fliE",1,0,0.166666666666667,0.0833333333333333,0,0.366666666666667,0.166666666666667,0,0,0.0833333333333333,0.133333333333333,0
"26","fliH",1,0,0.144927536231884,0.115942028985507,0.0144927536231884,0.318840579710145,0.144927536231884,0.0144927536231884,0,0.115942028985507,0.115942028985507,0.0144927536231884
"27","fliZ",1,0,0.146067415730337,0.168539325842697,0.0674157303370786,0.235955056179775,0.191011235955056,0.0224719101123595,0,0.0561797752808989,0.0898876404494382,0.0224719101123595
"28","ttdR",0,1,0,0,0,0,0,0,0,0,0,0
"29","glcA",1,0,0.142857142857143,0.5,0.0714285714285714,0.214285714285714,0.0714285714285714,0,0,0,0,0
"30","glcG",1,0,0.142857142857143,0.5,0.0714285714285714,0.214285714285714,0.0714285714285714,0,0,0,0,0
"31","mhpA",1,0,1,0,0,0,0,0,0,0,0,0
"32","fdnG",1,0,0.5,0.5,0,0,0,0,0,0,0,0
"33","hcr",1,0,0.8,0,0,0,0,0,0.2,0,0,0
"34","nrfA",1,0,0.219512195121951,0.121951219512195,0,0.439024390243903,0.024390243902439,0,0.0975609756097561,0,0.0975609756097561,0
"35","ddpA",1,0,1,0,0,0,0,0,0,0,0,0
"36","ddpB",1,0,1,0,0,0,0,0,0,0,0,0
"37","ddpD",1,0,1,0,0,0,0,0,0,0,0,0
"38","glnG",1,0,0.666666666666667,0,0,0.333333333333333,0,0,0,0,0,0
"39","hisP",1,0,0.625,0.375,0,0,0,0,0,0,0,0
"40","patA",1,0,1,0,0,0,0,0,0,0,0,0
"41","potF",1,0,0.166666666666667,0.666666666666667,0.166666666666667,0,0,0,0,0,0,0
"42","potG",1,0,1,0,0,0,0,0,0,0,0,0
"43","pdeL",1,0,0,1,0,0,0,0,0,0,0,0
"44","appA",1,0,0.7,0,0,0.1,0,0,0.2,0,0,0
"45","appB",1,0,0.7,0,0,0.1,0,0,0.2,0,0,0
"46","caiD",1,0,0.545454545454546,0.363636363636364,0,0,0,0,0,0,0.0909090909090909,0
"47","slp",1,0,0.263157894736842,0.315789473684211,0.0350877192982456,0.12280701754386,0.105263157894737,0,0.0350877192982456,0.0350877192982456,0.087719298245614,0
"48","hdeB",1,0,0.176470588235294,0.352941176470588,0.137254901960784,0.0392156862745098,0.0588235294117647,0.0392156862745098,0.0392156862745098,0.0588235294117647,0.0784313725490196,0.0196078431372549
"49","hdeD",1,0,0.268292682926829,0.317073170731707,0.024390243902439,0.146341463414634,0,0,0.0975609756097561,0.024390243902439,0.0975609756097561,0.024390243902439
"50","hdeA",1,0,0.176470588235294,0.352941176470588,0.137254901960784,0.0392156862745098,0.0588235294117647,0.0392156862745098,0.0392156862745098,0.0588235294117647,0.0784313725490196,0.0196078431372549
"51","yccJ",1,0,0.25,0,0,0.25,0,0,0.5,0,0,0
"52","yhiM",1,0,0.217391304347826,0.347826086956522,0.0434782608695652,0.0869565217391304,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.130434782608696,0,0
"53","wrbA",1,0,0.2,0,0,0.4,0,0,0.4,0,0,0
"54","gadB",1,0,0.160919540229885,0.32183908045977,0.114942528735632,0.103448275862069,0.0804597701149425,0.0229885057471264,0.0459770114942529,0.0459770114942529,0.0574712643678161,0.0459770114942529
"55","gadA",1,0,0.178571428571429,0.321428571428571,0.142857142857143,0.107142857142857,0.0714285714285714,0,0.0714285714285714,0.0714285714285714,0.0178571428571429,0.0178571428571429
"56","ybaT",1,0,0.333333333333333,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0
"57","nrdE",1,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0
"58","nrdI",1,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0
"59","sufC",1,0,0.461538461538462,0.307692307692308,0,0.230769230769231,0,0,0,0,0,0
"60","sufD",1,0,0.461538461538462,0.307692307692308,0,0.230769230769231,0,0,0,0,0,0
