"","V1","FFL","No_FFL","C3","C1","C2","C4","I2","I4","I3","I1","NonPl_X"
"1","aidB",1,0,0,0.25,0,0,0,0,0,0,0.75
"2","ssuD",1,0,0,0,0,0,0,0,0,0,1
"3","tauA",1,0,0,0,0,0,0,0,0,0,1
"4","tauB",1,0,0,0,0,0,0,0,0,0,1
"5","tauC",1,0,0,0,0,0,0,0,0,0,1
"6","csgA",1,0,0,0.153846153846154,0.0769230769230769,0,0,0,0.0769230769230769,0,0.692307692307692
"7","csgD",1,0,0,0.0930232558139535,0,0,0,0,0.0232558139534884,0,0.883720930232559
"8","csgE",1,0,0,0.0857142857142857,0.0142857142857143,0,0,0,0.0142857142857143,0,0.885714285714284
"9","csgF",1,0,0,0.0857142857142857,0.0142857142857143,0,0,0,0.0142857142857143,0,0.885714285714284
"10","csgG",1,0,0,0.0857142857142857,0.0142857142857143,0,0,0,0.0142857142857143,0,0.885714285714284
"11","iraP",1,0,0,0,0,0,0,0,0,0,1
"12","tcyJ",1,0,0,0,0,0.0303030303030303,0,0,0,0,0.969696969696969
"13","yccT",1,0,0,0,0,0,0,0,0,0,1
"14","gadC",1,0,0,0.166666666666667,0,0,0,0,0.0333333333333333,0,0.8
"15","gadE",1,0,0,0.15625,0,0,0,0,0.03125,0,0.8125
"16","gadF",1,0,0,0.214285714285714,0,0,0,0,0.0238095238095238,0,0.761904761904762
"17","gadX",1,0,0,0.0869565217391304,0,0,0,0,0,0,0.913043478260869
"18","mdtE",1,0,0,0.210526315789474,0,0,0,0,0.0263157894736842,0,0.763157894736842
"19","mdtF",1,0,0,0.228571428571429,0,0,0,0,0.0285714285714286,0,0.742857142857143
"20","yhiD",1,0,0,0.0555555555555556,0,0,0,0,0.0555555555555556,0,0.888888888888889
"21","dctR",1,0,0,0.0909090909090909,0,0,0,0,0.0909090909090909,0,0.818181818181818
"22","glsA",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0,0
"23","rpoS",1,0,0,0,0,0,0,0,0,0,1
"24","mcbA",0,1,0,0,0,0,0,0,0,0,0
"25","yciE",1,0,0,0,0,0,0,0,0,0,1
"26","yciF",0,1,0,0,0,0,0,0,0,0,0
"27","yciG",0,1,0,0,0,0,0,0,0,0,0
"28","metE",1,0,0,0,0,0,0,0,0,0,1
"29","metR",0,1,0,0,0,0,0,0,0,0,0
"30","prpB",1,0,0,0,0,0,0,0,0,0,1
"31","prpC",1,0,0,0,0,0,0,0,0,0,1
"32","prpD",1,0,0,0,0,0,0,0,0,0,1
"33","prpR",1,0,0,0,0,0,0,0,0,0,1
"34","adiA",1,0,0,0,0,0,0,0,0,0,1
"35","appC",1,0,0,0.111111111111111,0,0,0,0,0.111111111111111,0,0.777777777777778
"36","appX",1,0,0,0.142857142857143,0,0,0,0,0,0,0.857142857142857
"37","hyaA",1,0,0,0.1,0,0,0,0,0,0,0.9
"38","hyaB",1,0,0,0.1,0,0,0,0,0,0,0.9
"39","hyaC",1,0,0,0.1,0,0,0,0,0,0,0.9
"40","hyaD",1,0,0,0.1,0,0,0,0,0,0,0.9
"41","hyaE",1,0,0,0.1,0,0,0,0,0,0,0.9
"42","hyaF",1,0,0,0.1,0,0,0,0,0,0,0.9
"43","araA",1,0,0,0,0,0,0,0,0,0,1
"44","araB",1,0,0,0,0,0,0,0,0,0,1
"45","araC",1,0,0,0,0,0,0,0,0,0,1
