"","FBL_number","No_FBL","FBL"
"1",6,0,1
"2",6,0,1
"3",4,0,1
"4",1,0,1
"5",1,0,1
"6",13,0,1
"7",1,0,1
"8",10,0,1
"9",2,0,1
"10",8,0,1
"11",3,0,1
"12",9,0,1
"13",8,0,1
"14",5,0,1
"15",12,0,1
"16",15,0,1
"17",12,0,1
"18",1,0,1
"19",3,0,1
"20",3,0,1
"21",8,0,1
"22",10,0,1
"23",8,0,1
"24",10,0,1
"25",9,0,1
"26",1,0,1
"27",5,0,1
"28",12,0,1
"29",4,0,1
"30",7,0,1
"31",1,0,1
"32",12,0,1
"33",13,0,1
"34",16,0,1
"35",11,0,1
"36",1,0,1
"37",3,0,1
"38",7,0,1
"39",4,0,1
"40",4,0,1
"41",4,0,1
"42",2,0,1
"43",6,0,1
"44",10,0,1
"45",3,0,1
"46",3,0,1
"47",3,0,1
"48",0,0,1
"49",4,0,1
"50",4,0,1
"51",4,0,1
"52",5,0,1
"53",5,0,1
"54",7,0,1
"55",3,0,1
"56",3,0,1
"57",3,0,1
"58",1,0,1
"59",17,0,1
"60",12,0,1
"61",6,0,1
"62",4,0,1
"63",4,0,1
"64",8,0,1
"65",13,0,1
"66",5,0,1
"67",2,0,1
"68",6,0,1
"69",1,0,1
"70",4,0,1
"71",5,0,1
"72",6,0,1
"73",0,0,1
"74",7,0,1
"75",7,0,1
"76",1,0,1
"77",2,0,1
"78",4,0,1
"79",5,0,1
"80",5,0,1
"81",5,0,1
"82",3,0,1
"83",11,0,1
"84",7,0,1
"85",2,0,1
"86",12,0,1
"87",5,0,1
"88",7,0,1
"89",7,0,1
"90",1,0,1
"91",7,0,1
"92",3,0,1
"93",6,0,1
"94",7,0,1
"95",4,0,1
"96",2,0,1
"97",6,0,1
"98",2,0,1
"99",7,0,1
"100",6,0,1
"101",0,0,1
"102",7,0,1
"103",1,0,1
"104",2,0,1
"105",5,0,1
"106",3,0,1
"107",5,0,1
"108",8,0,1
"109",5,0,1
"110",3,0,1
"111",13,0,1
"112",4,0,1
"113",7,0,1
"114",15,0,1
"115",7,0,1
"116",7,0,1
"117",4,0,1
"118",2,0,1
"119",2,0,1
"120",3,0,1
"121",3,0,1
"122",8,0,1
"123",6,0,1
"124",2,0,1
"125",4,0,1
"126",1,0,1
"127",3,0,1
"128",5,0,1
"129",2,0,1
"130",4,0,1
"131",1,0,1
"132",4,0,1
"133",2,0,1
"134",5,0,1
"135",3,0,1
"136",7,0,1
"137",8,0,1
"138",2,0,1
"139",2,0,1
"140",1,0,1
"141",7,0,1
"142",20,0,1
"143",0,0,1
"144",3,0,1
"145",3,0,1
"146",5,0,1
"147",5,0,1
"148",7,0,1
"149",7,0,1
"150",5,0,1
"151",1,0,1
"152",1,0,1
"153",7,0,1
"154",3,0,1
"155",0,0,1
"156",2,0,1
"157",1,0,1
"158",0,0,1
"159",0,0,1
"160",0,0,1
"161",0,0,1
"162",3,0,1
"163",3,0,1
"164",1,0,1
"165",2,0,1
"166",7,0,1
"167",0,0,1
"168",6,0,1
"169",2,0,1
"170",4,0,1
"171",1,0,1
"172",1,0,1
"173",0,0,1
"174",1,0,1
"175",5,0,1
"176",5,0,1
"177",1,0,1
"178",3,0,1
"179",7,0,1
"180",1,0,1
"181",3,0,1
"182",0,0,1
"183",1,0,1
"184",5,0,1
"185",7,0,1
"186",0,0,1
"187",4,0,1
"188",3,0,1
"189",4,0,1
"190",1,0,1
"191",1,0,1
"192",5,0,1
"193",2,0,1
"194",2,0,1
"195",0,0,1
"196",1,0,1
"197",3,0,1
"198",4,0,1
"199",1,0,1
"200",1,0,1
"201",0,0,1
"202",3,0,1
"203",5,0,1
"204",2,0,1
"205",0,0,1
"206",3,0,1
"207",4,0,1
"208",0,0,1
"209",3,0,1
"210",2,0,1
"211",5,0,1
"212",4,0,1
"213",2,0,1
"214",1,0,1
"215",7,0,1
"216",7,0,1
"217",0,0,1
"218",4,0,1
"219",2,0,1
"220",4,0,1
"221",3,0,1
"222",2,0,1
"223",4,0,1
"224",6,0,1
"225",0,0,1
"226",3,0,1
"227",2,0,1
"228",5,0,1
"229",8,0,1
"230",0,0,1
"231",6,0,1
"232",6,0,1
"233",1,0,1
"234",2,0,1
"235",3,0,1
"236",0,0,1
"237",1,0,1
"238",5,0,1
"239",2,0,1
"240",2,0,1
"241",3,0,1
"242",3,0,1
"243",1,0,1
"244",3,0,1
"245",1,0,1
"246",8,0,1
"247",2,0,1
"248",3,0,1
"249",3,0,1
"250",2,0,1
"251",1,0,1
"252",7,0,1
"253",2,0,1
"254",5,0,1
"255",3,0,1
"256",1,0,1
"257",3,0,1
"258",1,0,1
"259",6,0,1
"260",9,0,1
"261",3,0,1
"262",4,0,1
"263",0,0,1
"264",1,0,1
"265",2,0,1
"266",3,0,1
"267",3,0,1
"268",2,0,1
"269",1,0,1
"270",2,0,1
"271",0,0,1
"272",12,0,1
"273",1,0,1
"274",3,0,1
"275",3,0,1
"276",3,0,1
"277",1,0,1
"278",0,0,1
"279",0,0,1
"280",10,0,1
"281",1,0,1
"282",10,0,1
"283",1,0,1
"284",4,0,1
"285",7,0,1
"286",1,0,1
"287",3,0,1
"288",3,0,1
"289",2,0,1
"290",1,0,1
"291",4,0,1
"292",3,0,1
"293",1,0,1
"294",1,0,1
"295",1,0,1
"296",0,0,1
"297",4,0,1
"298",9,0,1
"299",6,0,1
"300",2,0,1
