"","Coherent","Incoherent","No_loop","Loop"
"321",0,1,0,1
"322",0,1,0,1
"323",0,1,0,1
"324",0.526315789473684,0.473684210526316,0,1
"325",1,0,0,1
"326",0,0,1,0
"327",0,1,0,1
"328",0,0,1,0
"329",0,0,1,0
"330",0,1,0,1
"331",0,0,1,0
"332",0.727272727272727,0.272727272727273,0,1
"333",0,0,1,0
"334",0,0,1,0
"335",0,1,0,1
"336",0.429447852760737,0.570552147239264,0,1
"337",0.463157894736842,0.536842105263158,0,1
"338",0,0,1,0
"339",1,0,0,1
"340",0,0,1,0
"341",0.74468085106383,0.25531914893617,0,1
"342",0,0,1,0
"343",0,0,1,0
"344",0,0,1,0
"345",0,0,1,0
"346",1,0,0,1
"347",1,0,0,1
"348",0,0,1,0
"349",0,0,1,0
"350",0.2,0.8,0,1
"351",0,0,1,0
"352",0,0,1,0
"353",0,0,1,0
"354",0,0,1,0
"355",0,1,0,1
"356",1,0,0,1
"357",1,0,0,1
"358",0,0,1,0
"359",0,0,1,0
"360",0,0,1,0
"361",1,0,0,1
"362",0,0,1,0
"363",0,1,0,1
"364",0,0,1,0
"365",1,0,0,1
"366",0,0,1,0
"367",0,0,1,0
"368",0,0,1,0
"369",0.264705882352941,0.735294117647059,0,1
"370",1,0,0,1
"371",0,0,1,0
"372",0,0,1,0
"373",0,0,1,0
"374",0,1,0,1
"375",0,0,1,0
"376",0,0,1,0
"377",0,0,1,0
"378",0,0,1,0
"379",0,0,1,0
"380",0,0,1,0
"381",0,0,1,0
"382",1,0,0,1
"383",0.296296296296296,0.703703703703703,0,1
"384",0,0,1,0
"385",0,0,1,0
"386",0,0,1,0
"387",0,0,1,0
"388",0,0,1,0
"389",0.727272727272727,0.272727272727273,0,1
"390",0,0,1,0
"391",0,0,1,0
"392",0,0,1,0
"393",0,1,0,1
"394",0,0,1,0
"395",0,1,0,1
"396",0,0,1,0
"397",0,0,1,0
"398",1,0,0,1
"399",0,0,1,0
"400",0,0,1,0
"401",0,0,1,0
"402",1,0,0,1
"403",0,0,1,0
"404",0,0,1,0
"405",1,0,0,1
"406",1,0,0,1
"407",0.05,0.95,0,1
"408",0,0,1,0
"409",0,0,1,0
"410",1,0,0,1
"411",0,0,1,0
"412",0,0,1,0
"413",0,0,1,0
"414",0,0,1,0
"415",0,0,1,0
"416",0.55,0.45,0,1
"417",0,0,1,0
"418",0,0,1,0
"419",0.774193548387096,0.225806451612903,0,1
"420",0,0,1,0
"421",0,1,0,1
"422",0,0,1,0
"423",0,0,1,0
"424",1,0,0,1
"425",0.59375,0.40625,0,1
"426",0,1,0,1
"427",0,0,1,0
"428",0.285714285714286,0.714285714285714,0,1
"429",1,0,0,1
"430",0,1,0,1
"431",0,0,1,0
"432",0,0,1,0
"433",0.305084745762712,0.694915254237288,0,1
"434",0.181818181818182,0.818181818181818,0,1
"435",0,1,0,1
"436",0,0,1,0
"437",0,0,1,0
"438",1,0,0,1
"439",0,1,0,1
"440",0,0,1,0
"441",0.888888888888889,0.111111111111111,0,1
"442",0,0,1,0
"443",1,0,0,1
"444",0,0,1,0
"445",0,1,0,1
"446",1,0,0,1
"447",1,0,0,1
"448",0,0,1,0
"449",0.242424242424242,0.757575757575757,0,1
"450",0.304347826086957,0.695652173913043,0,1
"451",0.634408602150537,0.365591397849462,0,1
"452",0,0,1,0
"453",0.125,0.875,0,1
"454",0,0,1,0
"455",0,0,1,0
"456",0,0,1,0
"457",0,0,1,0
"458",0,0,1,0
"459",0.840579710144927,0.159420289855072,0,1
"460",0,1,0,1
"461",0,0,1,0
"462",0,0,1,0
"463",0,0,1,0
"464",0,1,0,1
"465",0.705882352941177,0.294117647058824,0,1
"466",0,0,1,0
"467",0,0,1,0
"468",0,0,1,0
"469",0,0,1,0
"470",0,0,1,0
"471",0,0,1,0
"472",1,0,0,1
"473",0,0,1,0
"474",0,0,1,0
"475",0.608695652173913,0.391304347826087,0,1
"476",0,0,1,0
"477",0,0,1,0
"478",0,0,1,0
"479",0,0,1,0
"480",0,0,1,0
"481",0,0,1,0
"482",1,0,0,1
"483",0,0,1,0
"484",0,0,1,0
"485",0,0,1,0
"486",0,0,1,0
"487",0,0,1,0
"488",0,1,0,1
"489",0,0,1,0
"490",0,0,1,0
"491",1,0,0,1
"492",0,1,0,1
"493",0,0,1,0
"494",0,0,1,0
"495",0,0,1,0
"496",0,0,1,0
"497",0,0,1,0
"498",0,0,1,0
"499",0,0,1,0
"500",0,0,1,0
"501",0.304347826086957,0.695652173913043,0,1
"502",1,0,0,1
"503",0,0,1,0
"504",0.102040816326531,0.89795918367347,0,1
"505",0,0,1,0
"506",1,0,0,1
"507",0,0,1,0
"508",0,0,1,0
"509",0,0,1,0
"510",0,0,1,0
"511",1,0,0,1
"512",0.0833333333333333,0.916666666666667,0,1
"513",0,0,1,0
"514",1,0,0,1
"515",0,0,1,0
"516",1,0,0,1
"517",0.444444444444445,0.555555555555556,0,1
"518",1,0,0,1
"519",0,0,1,0
"520",0,1,0,1
"521",0,1,0,1
"522",0,0,1,0
"523",0,1,0,1
"524",0.275862068965517,0.724137931034483,0,1
"525",1,0,0,1
"526",0,0,1,0
"527",1,0,0,1
"528",0,0,1,0
"529",1,0,0,1
"530",0.181818181818182,0.818181818181818,0,1
"531",0,0,1,0
"532",0.473684210526316,0.526315789473684,0,1
"533",0,1,0,1
"534",0,0,1,0
"535",1,0,0,1
"536",0,0,1,0
"537",0,0,1,0
"538",1,0,0,1
"539",0,0,1,0
"540",0,1,0,1
"541",0,0,1,0
"542",0,1,0,1
"543",0,0,1,0
"544",0,0,1,0
"545",0,0,1,0
"546",0,0,1,0
"547",0,0,1,0
"548",0.269230769230769,0.730769230769231,0,1
"549",0,0,1,0
"550",0,1,0,1
"551",0,0,1,0
"552",0,0,1,0
"553",0.692307692307692,0.307692307692308,0,1
"554",1,0,0,1
"555",0,0,1,0
"556",0,0,1,0
"557",0.618181818181818,0.381818181818182,0,1
"558",0,0,1,0
"559",0,0,1,0
"560",0,0,1,0
"561",1,0,0,1
"562",0,1,0,1
"563",0,0,1,0
"564",0,0,1,0
"565",0,0,1,0
"566",0,0,1,0
"567",1,0,0,1
"568",0,0,1,0
"569",0,0,1,0
"570",0,1,0,1
"571",0,0,1,0
"572",0.258064516129032,0.741935483870967,0,1
"573",0,0,1,0
"574",0,0,1,0
"575",0.407960199004975,0.592039800995024,0,1
"576",0.263157894736842,0.736842105263157,0,1
"577",1,0,0,1
"578",0.5,0.5,0,1
"579",0.5,0.5,0,1
"580",0,0,1,0
"581",0,1,0,1
"582",0,1,0,1
"583",1,0,0,1
"584",1,0,0,1
"585",0,0,1,0
"586",0,0,1,0
"587",0,0,1,0
"588",0,0,1,0
"589",0,0,1,0
"590",0.313725490196078,0.686274509803921,0,1
"591",0.310344827586207,0.689655172413793,0,1
"592",0.323529411764706,0.676470588235294,0,1
"593",0.657894736842105,0.342105263157895,0,1
"594",0,1,0,1
"595",0,0,1,0
"596",0,0,1,0
"597",1,0,0,1
"598",0,0,1,0
"599",0,0,1,0
"600",0,1,0,1
"601",0,0,1,0
"602",0,0,1,0
"603",0,0,1,0
"604",0,0,1,0
"605",0,0,1,0
"606",0,0,1,0
"607",0,0,1,0
"608",0.2,0.8,0,1
"609",0,1,0,1
"610",0,0,1,0
"611",0,0,1,0
"612",0,0,1,0
"613",0,0,1,0
"614",0,0,1,0
"615",0,0,1,0
"616",0,0,1,0
"617",0,0,1,0
"618",0,0,1,0
"619",0,0,1,0
"620",0,0,1,0
"621",0,0,1,0
"622",0,1,0,1
"623",0,0,1,0
"624",1,0,0,1
"625",0.397435897435898,0.602564102564102,0,1
"626",0,0,1,0
"627",0,0,1,0
"628",0,0,1,0
"629",0,0,1,0
"630",0.791666666666666,0.208333333333333,0,1
"631",0,0,1,0
"632",0,0,1,0
"633",0.318840579710145,0.681159420289855,0,1
"634",0,0,1,0
"635",0,1,0,1
"636",0,1,0,1
"637",0,0,1,0
"638",0.809523809523808,0.19047619047619,0,1
"639",0.32258064516129,0.677419354838709,0,1
"640",0,0,1,0
"641",0.416666666666667,0.583333333333333,0,1
"642",0,0,1,0
"643",0,1,0,1
"644",0.448275862068966,0.551724137931035,0,1
"645",0,0,1,0
"646",0,1,0,1
"647",0,0,1,0
"648",0,0,1,0
"649",0,0,1,0
"650",0,0,1,0
"651",0,0,1,0
"652",0,0,1,0
"653",0,1,0,1
"654",0,0,1,0
"655",0,0,1,0
"656",0,0,1,0
"657",0,0,1,0
"658",0,0,1,0
"659",1,0,0,1
"660",0,0,1,0
"661",0,0,1,0
"662",0.363636363636364,0.636363636363636,0,1
"663",0,0,1,0
"664",0,0,1,0
"665",0,0,1,0
"666",0,1,0,1
"667",0,0,1,0
"668",0.125,0.875,0,1
"669",0,0,1,0
"670",0,0,1,0
"671",0,0,1,0
"672",0,0,1,0
"673",0,0,1,0
"674",0,0,1,0
"675",0,0,1,0
"676",0,0,1,0
"677",0.413793103448276,0.586206896551724,0,1
"678",0,0,1,0
"679",0,0,1,0
"680",0,0,1,0
"681",1,0,0,1
"682",1,0,0,1
"683",0.166666666666667,0.833333333333334,0,1
"684",0,1,0,1
"685",0,0,1,0
"686",0,0,1,0
"687",0,0,1,0
"688",0,0,1,0
"689",1,0,0,1
"690",0,0,1,0
"691",0,0,1,0
"692",1,0,0,1
"693",0,0,1,0
"694",0,0,1,0
"695",0,0,1,0
"696",0,0,1,0
"697",1,0,0,1
"698",0,0,1,0
"699",1,0,0,1
"700",1,0,0,1
"701",1,0,0,1
"702",0.586206896551724,0.413793103448276,0,1
"703",0,0,1,0
"704",0,0,1,0
"705",0,0,1,0
"706",0,0,1,0
"707",0,1,0,1
"708",0,0,1,0
"709",0,0,1,0
"710",0,0,1,0
"711",0,1,0,1
"712",0,0,1,0
"713",0,1,0,1
"714",0,0,1,0
"715",0,0,1,0
"716",0,0,1,0
"717",0.791666666666666,0.208333333333333,0,1
"718",0,0,1,0
"719",0,0,1,0
"720",0,0,1,0
"721",0,0,1,0
"722",1,0,0,1
"723",0,0,1,0
"724",0,1,0,1
"725",0,0,1,0
"726",0,1,0,1
"727",0,0,1,0
"728",0,1,0,1
"729",0,0,1,0
"730",1,0,0,1
"731",0,0,1,0
"732",0.444444444444444,0.555555555555556,0,1
"733",0,0,1,0
"734",0,0,1,0
"735",0,1,0,1
"736",0,0,1,0
"737",0,0,1,0
"738",1,0,0,1
"739",0,0,1,0
"740",0,0,1,0
"741",0.999999999999999,0,0,1
"742",0,0,1,0
"743",0,0,1,0
"744",0,0,1,0
"745",0.111111111111111,0.888888888888889,0,1
"746",1,0,0,1
"747",0,0,1,0
"748",0,0,1,0
"749",0,0,1,0
"750",0,0,1,0
"751",0,0,1,0
"752",0,1,0,1
"753",0,0,1,0
"754",0.666666666666667,0.333333333333333,0,1
"755",0,0,1,0
"756",0,0,1,0
"757",0,0,1,0
"758",0,0,1,0
"759",1,0,0,1
"760",0.117647058823529,0.882352941176471,0,1
"761",1,0,0,1
"762",0,0,1,0
"763",0,1,0,1
"764",0,0,1,0
"765",0,0,1,0
"766",0,1,0,1
"767",0.172413793103448,0.827586206896551,0,1
"768",0,0,1,0
"769",0.64,0.36,0,1
"770",0,0,1,0
"771",0.131578947368421,0.868421052631578,0,1
"772",0,1,0,1
"773",0.225,0.775,0,1
"774",0.616438356164384,0.383561643835616,0,1
"775",0,0,1,0
"776",0,0,1,0
"777",0.115384615384615,0.884615384615384,0,1
"778",0,0,1,0
"779",0.875,0.125,0,1
"780",0,1,0,1
"781",0,0,1,0
"782",0,1,0,1
"783",0.24390243902439,0.75609756097561,0,1
"784",0.775,0.225,0,1
"785",0.175,0.825,0,1
"786",0.5,0.5,0,1
"787",0,1,0,1
"788",0,1,0,1
"789",0.625,0.375,0,1
"790",0,0,1,0
"791",0.268292682926829,0.731707317073171,0,1
"792",0,0,1,0
"793",0.4,0.6,0,1
"794",0,0,1,0
"795",0,0,1,0
"796",1,0,0,1
"797",0,0,1,0
"798",0,0,1,0
"799",0,0,1,0
"800",0,0,1,0
"801",0,0,1,0
"802",0,1,0,1
"803",0,0,1,0
"804",0,0,1,0
"805",0,0,1,0
"806",0,0,1,0
"807",0,0,1,0
"808",0,0,1,0
"809",0,0,1,0
"810",0,0,1,0
"811",0,0,1,0
"812",0,1,0,1
"813",0,0,1,0
"814",0,0,1,0
"815",0,0,1,0
"816",0,0,1,0
"817",0,0,1,0
"818",0,1,0,1
"819",0,0,1,0
"820",0,0,1,0
"821",0,0,1,0
"822",0,0,1,0
"823",1,0,0,1
"824",1,0,0,1
"825",0,0,1,0
"826",0,1,0,1
"827",1,0,0,1
"828",0,0,1,0
"829",1,0,0,1
"830",0,0,1,0
"831",0,0,1,0
"832",0,0,1,0
"833",0,0,1,0
"834",0,0,1,0
"835",0,0,1,0
"836",0,0,1,0
"837",0,0,1,0
"838",0.26027397260274,0.739726027397261,0,1
"839",0,0,1,0
"840",0,0,1,0
"841",0,0,1,0
"842",0,0,1,0
"843",0,0,1,0
"844",0.333333333333333,0.666666666666667,0,1
"845",0,0,1,0
"846",0,0,1,0
"847",0,0,1,0
"848",0.36,0.64,0,1
"849",0,0,1,0
"850",0,0,1,0
"851",0,0,1,0
"852",0,0,1,0
"853",0,0,1,0
"854",0,0,1,0
"855",0,0,1,0
"856",0,0,1,0
"857",0.333333333333333,0.666666666666667,0,1
"858",0,0,1,0
"859",0.24390243902439,0.75609756097561,0,1
"860",0.588235294117647,0.411764705882353,0,1
"861",0.2,0.8,0,1
"862",0,0,1,0
"863",0.203703703703704,0.796296296296296,0,1
"864",0,1,0,1
"865",0,0,1,0
"866",0,0,1,0
"867",0.75,0.25,0,1
"868",0,0,1,0
"869",0,0,1,0
"870",0,1,0,1
"871",0,1,0,1
"872",0,1,0,1
"873",0,0,1,0
"874",0,0,1,0
"875",0,0,1,0
"876",0,0,1,0
"877",0,0,1,0
"878",0,0,1,0
"879",0,0,1,0
"880",0,1,0,1
"881",0,0,1,0
"882",0.153846153846154,0.846153846153846,0,1
"883",0,0,1,0
"884",0,0,1,0
"885",1,0,0,1
"886",0.391304347826087,0.608695652173913,0,1
"887",1,0,0,1
"888",0,0,1,0
"889",0.333333333333333,0.666666666666667,0,1
"890",0,0,1,0
"891",0,0,1,0
"892",0.0384615384615385,0.961538461538461,0,1
"893",1,0,0,1
"894",0,1,0,1
"895",0,0,1,0
"896",0,0,1,0
"897",0.166666666666667,0.833333333333334,0,1
"898",0,0,1,0
"899",0,0,1,0
"900",0,0,1,0
"901",0,0,1,0
"902",0.230769230769231,0.769230769230769,0,1
"903",0.333333333333333,0.666666666666667,0,1
"904",0,0,1,0
"905",0,0,1,0
"906",0,0,1,0
"907",0.333333333333333,0.666666666666666,0,1
"908",0,0,1,0
"909",0,0,1,0
"910",0,0,1,0
"911",0,0,1,0
"912",0,0,1,0
"913",0,0,1,0
"914",0,0,1,0
"915",0.390243902439024,0.609756097560976,0,1
"916",0,0,1,0
"917",0,0,1,0
"918",0,0,1,0
"919",0,0,1,0
"920",1,0,0,1
"921",0,0,1,0
"922",0,0,1,0
"923",0,0,1,0
"924",0,0,1,0
"925",0,1,0,1
"926",0,0,1,0
"927",0.791666666666666,0.208333333333333,0,1
"928",1,0,0,1
"929",0,1,0,1
"930",0,0,1,0
"931",0,0,1,0
"932",0,0,1,0
"933",0,0,1,0
"934",0,0,1,0
"935",0.333333333333333,0.666666666666666,0,1
"936",0,0,1,0
"937",0,0,1,0
"938",0.62962962962963,0.37037037037037,0,1
"939",0,1,0,1
"940",0,0,1,0
"941",0,1,0,1
"942",0.45,0.55,0,1
"943",0,0,1,0
"944",0,0,1,0
"945",1,0,0,1
"946",0,0,1,0
"947",0,0,1,0
"948",1,0,0,1
"949",0,1,0,1
"950",0,0,1,0
"951",0.307692307692308,0.692307692307692,0,1
"952",0,0,1,0
"953",0,0,1,0
"954",0,0,1,0
"955",0,0,1,0
"956",0,0,1,0
"957",0.442622950819672,0.557377049180328,0,1
"958",0,1,0,1
"959",0,0,1,0
"960",1,0,0,1
"961",0,1,0,1
"962",0,0,1,0
"963",0,0,1,0
"964",0,0,1,0
"965",0,0,1,0
"966",1,0,0,1
"967",0,0,1,0
"968",0,0,1,0
"969",0,0,1,0
"970",0,0,1,0
"971",0,0,1,0
"972",0.999999999999999,0,0,1
"973",1,0,0,1
"974",1,0,0,1
"975",0.870967741935483,0.129032258064516,0,1
"976",0,0,1,0
"977",0,0,1,0
"978",0,0,1,0
"979",0,1,0,1
"980",0,0,1,0
"981",1,0,0,1
"982",0,0,1,0
"983",0,0,1,0
"984",0,0,1,0
"985",0.125,0.875,0,1
"986",0,0,1,0
"987",0,0,1,0
"988",0,0,1,0
"989",1,0,0,1
"990",0.689655172413793,0.310344827586207,0,1
"991",0,0,1,0
"992",0,1,0,1
"993",0,0,1,0
"994",1,0,0,1
"995",0,0,1,0
"996",0,0,1,0
"997",0,0,1,0
"998",0,1,0,1
"999",0,0,1,0
"1000",1,0,0,1
"1001",0,0,1,0
"1002",0.365591397849462,0.634408602150537,0,1
"1003",0,0,1,0
"1004",0,0,1,0
"1005",0,0,1,0
"1006",0,0,1,0
"1007",0,1,0,1
"1008",0,0,1,0
"1009",0,0,1,0
"1010",0,1,0,1
"1011",1,0,0,1
"1012",1,0,0,1
"1013",0,0,1,0
"1014",0,0,1,0
"1015",0.0909090909090909,0.909090909090909,0,1
"1016",0,0,1,0
"1017",0,0,1,0
"1018",0,0,1,0
"1019",0.545454545454546,0.454545454545455,0,1
"1020",0,0,1,0
"1021",0,0,1,0
"1022",1,0,0,1
"1023",0,0,1,0
"1024",0,0,1,0
"1025",0,0,1,0
"1026",0,0,1,0
"1027",0,0,1,0
"1028",0,0,1,0
"1029",0,0,1,0
"1030",0,0,1,0
"1031",0,0,1,0
"1032",0,0,1,0
"1033",0.721153846153846,0.278846153846154,0,1
"1034",0,0,1,0
"1035",0,0,1,0
"1036",0,0,1,0
"1037",0,1,0,1
"1038",0,0,1,0
"1039",0,0,1,0
"1040",0.323529411764706,0.676470588235294,0,1
"1041",0.411764705882353,0.588235294117647,0,1
"1042",0.647058823529412,0.352941176470588,0,1
"1043",0.12,0.88,0,1
"1044",0.548387096774193,0.451612903225806,0,1
"1045",0.264705882352941,0.735294117647059,0,1
"1046",0,1,0,1
"1047",0,0,1,0
"1048",1,0,0,1
"1049",0,0,1,0
"1050",1,0,0,1
"1051",0,0,1,0
"1052",0.564516129032258,0.435483870967742,0,1
"1053",0,0,1,0
"1054",0,1,0,1
"1055",0.125,0.875,0,1
"1056",0,0,1,0
"1057",0,0,1,0
"1058",0,0,1,0
"1059",1,0,0,1
"1060",0.875,0.125,0,1
"1061",0.25,0.75,0,1
"1062",0,0,1,0
"1063",0,1,0,1
"1064",1,0,0,1
"1065",1,0,0,1
"1066",0,0,1,0
"1067",0,0,1,0
"1068",0,0,1,0
"1069",0,0,1,0
"1070",0,0,1,0
"1071",0,0,1,0
"1072",0.583333333333333,0.416666666666667,0,1
"1073",0,0,1,0
"1074",0,0,1,0
"1075",0,1,0,1
"1076",0,0,1,0
"1077",0.777777777777778,0.222222222222222,0,1
"1078",0,0,1,0
"1079",0,0,1,0
"1080",0.228571428571429,0.771428571428572,0,1
"1081",0,0,1,0
"1082",0,0,1,0
"1083",0,0,1,0
"1084",0,0,1,0
"1085",0,1,0,1
"1086",0,0,1,0
"1087",0,0,1,0
"1088",0.555555555555556,0.444444444444445,0,1
"1089",0,0,1,0
"1090",0,1,0,1
"1091",0,0,1,0
"1092",0,0,1,0
"1093",0,0,1,0
"1094",0,0,1,0
"1095",0,1,0,1
