"","Coherent","Incoherent","No_loop","Loop"
"1",1,0,0,1
"2",1,0,0,1
"3",1,0,0,1
"4",0.230769230769231,0.769230769230769,0,1
"5",0,1,0,1
"6",0,1,0,1
"7",0,1,0,1
"8",1,0,0,1
"9",0,0,1,0
"10",0,1,0,1
"11",1,0,0,1
"12",0,0,1,0
"13",0,0,1,0
"14",0.408163265306123,0.591836734693878,0,1
"15",1,0,0,1
"16",0.0714285714285714,0.928571428571429,0,1
"17",0,0,1,0
"18",1,0,0,1
"19",0.435483870967742,0.564516129032258,0,1
"20",0.403225806451613,0.596774193548387,0,1
"21",0,0,1,0
"22",1,0,0,1
"23",0.291666666666667,0.708333333333333,0,1
"24",0,1,0,1
"25",0.339285714285714,0.660714285714286,0,1
"26",0,0,1,0
"27",0,0,1,0
"28",0,0,1,0
"29",0,0,1,0
"30",1,0,0,1
"31",0,0,1,0
"32",0,0,1,0
"33",0,0,1,0
"34",0,0,1,0
"35",0,0,1,0
"36",1,0,0,1
"37",0.291666666666667,0.708333333333333,0,1
"38",0.333333333333333,0.666666666666667,0,1
"39",0.333333333333333,0.666666666666667,0,1
"40",0.333333333333333,0.666666666666667,0,1
"41",0.333333333333333,0.666666666666667,0,1
"42",1,0,0,1
"43",0,0,1,0
"44",0,1,0,1
"45",0,0,1,0
"46",0.827586206896551,0.172413793103448,0,1
"47",0,0,1,0
"48",0.230769230769231,0.769230769230769,0,1
"49",0.727272727272727,0.272727272727273,0,1
"50",0.2,0.8,0,1
"51",0,0,1,0
"52",0,0,1,0
"53",1,0,0,1
"54",0,0,1,0
"55",1,0,0,1
"56",1,0,0,1
"57",0,0,1,0
"58",0,0,1,0
"59",0,0,1,0
"60",1,0,0,1
"61",0,0,1,0
"62",0,1,0,1
"63",1,0,0,1
"64",0,1,0,1
"65",0,0,1,0
"66",0,0,1,0
"67",0,0,1,0
"68",0,0,1,0
"69",0,0,1,0
"70",0.321428571428571,0.678571428571428,0,1
"71",0,0,1,0
"72",0,0,1,0
"73",0,0,1,0
"74",0.166666666666667,0.833333333333334,0,1
"75",0,0,1,0
"76",0,0,1,0
"77",0.526315789473684,0.473684210526316,0,1
"78",0,0,1,0
"79",0,0,1,0
"80",0.553846153846154,0.446153846153846,0,1
"81",1,0,0,1
"82",0,0,1,0
"83",1,0,0,1
"84",0,1,0,1
"85",0,0,1,0
"86",0,0,1,0
"87",1,0,0,1
"88",0,0,1,0
"89",0,1,0,1
"90",1,0,0,1
"91",0,0,1,0
"92",0,0,1,0
"93",0,0,1,0
"94",0.4,0.6,0,1
"95",0,0,1,0
"96",0,1,0,1
"97",0,0,1,0
"98",0,0,1,0
"99",0.171428571428571,0.828571428571429,0,1
"100",0,1,0,1
"101",0,1,0,1
"102",0,0,1,0
"103",0,0,1,0
"104",0,0,1,0
"105",0,0,1,0
"106",0,0,1,0
"107",0,0,1,0
"108",0,0,1,0
"109",0.473684210526316,0.526315789473684,0,1
"110",0.758620689655172,0.241379310344828,0,1
"111",0,0,1,0
"112",0,1,0,1
"113",0,1,0,1
"114",0.338461538461538,0.661538461538461,0,1
"115",1,0,0,1
"116",0.352941176470588,0.647058823529412,0,1
"117",0,0,1,0
"118",0,0,1,0
"119",0,0,1,0
"120",0,0,1,0
"121",0,0,1,0
"122",0.3,0.7,0,1
"123",0,0,1,0
"124",1,0,0,1
"125",0,1,0,1
"126",0,0,1,0
"127",0,0,1,0
"128",0,0,1,0
"129",0,0,1,0
"130",0,0,1,0
"131",0,0,1,0
"132",0.461538461538462,0.538461538461538,0,1
"133",0,1,0,1
"134",0,1,0,1
"135",0,0,1,0
"136",0.203389830508475,0.796610169491525,0,1
"137",0,0,1,0
"138",0,0,1,0
"139",0,0,1,0
"140",1,0,0,1
"141",0,0,1,0
"142",1,0,0,1
"143",1,0,0,1
"144",0,0,1,0
"145",1,0,0,1
"146",0,0,1,0
"147",0,0,1,0
"148",0,0,1,0
"149",0,0,1,0
"150",0,1,0,1
"151",0.545454545454546,0.454545454545455,0,1
"152",0,1,0,1
"153",0,1,0,1
"154",0,1,0,1
"155",0,0,1,0
"156",0,0,1,0
"157",0,0,1,0
"158",0,0,1,0
"159",1,0,0,1
"160",0.533333333333333,0.466666666666667,0,1
"161",0,0,1,0
"162",0.111111111111111,0.888888888888889,0,1
"163",0,1,0,1
"164",0,0,1,0
"165",0,0,1,0
"166",0,0,1,0
"167",0,0,1,0
"168",0,1,0,1
"169",0,0,1,0
"170",1,0,0,1
"171",0,1,0,1
"172",0.0588235294117647,0.941176470588235,0,1
"173",0.1,0.9,0,1
"174",0.451612903225806,0.548387096774193,0,1
"175",0,0,1,0
"176",0,1,0,1
"177",0,0,1,0
"178",0,0,1,0
"179",0.551724137931035,0.448275862068966,0,1
"180",0,0,1,0
"181",0,0,1,0
"182",0,0,1,0
"183",0,0,1,0
"184",0,0,1,0
"185",0,0,1,0
"186",0,0,1,0
"187",0,0,1,0
"188",0,0,1,0
"189",0,0,1,0
"190",0.75,0.25,0,1
"191",1,0,0,1
"192",0,0,1,0
"193",0.263157894736842,0.736842105263157,0,1
"194",0,0,1,0
"195",0,0,1,0
"196",1,0,0,1
"197",0,0,1,0
"198",0,1,0,1
"199",0,0,1,0
"200",0,1,0,1
"201",0,0,1,0
"202",0,0,1,0
"203",0,0,1,0
"204",0,0,1,0
"205",0,0,1,0
"206",0,0,1,0
"207",0,0,1,0
"208",0,0,1,0
"209",0.448275862068966,0.551724137931035,0,1
"210",0,0,1,0
"211",0,0,1,0
"212",0,1,0,1
"213",1,0,0,1
"214",0,0,1,0
"215",0,1,0,1
"216",0,0,1,0
"217",0,0,1,0
"218",0,0,1,0
"219",0,0,1,0
"220",0,0,1,0
"221",0,1,0,1
"222",0,0,1,0
"223",0,0,1,0
"224",0,0,1,0
"225",0,0,1,0
"226",1,0,0,1
"227",0,0,1,0
"228",0,0,1,0
"229",0.775,0.225,0,1
"230",0,0,1,0
"231",0,0,1,0
"232",0,0,1,0
"233",1,0,0,1
"234",0,0,1,0
"235",1,0,0,1
"236",0,1,0,1
"237",0,1,0,1
"238",0,0,1,0
"239",0,0,1,0
"240",0,0,1,0
"241",0,0,1,0
"242",1,0,0,1
"243",0,1,0,1
"244",1,0,0,1
"245",0,0,1,0
"246",0,0,1,0
"247",0,0,1,0
"248",1,0,0,1
"249",0,0,1,0
"250",0.2,0.8,0,1
"251",0,0,1,0
"252",0.238095238095238,0.761904761904762,0,1
"253",1,0,0,1
"254",1,0,0,1
"255",1,0,0,1
"256",0,0,1,0
"257",0,1,0,1
"258",0,1,0,1
"259",0,0,1,0
"260",1,0,0,1
"261",0,0,1,0
"262",0,1,0,1
"263",0,0,1,0
"264",0.1,0.9,0,1
"265",0,1,0,1
"266",0,0,1,0
"267",0,0,1,0
"268",0,0,1,0
"269",0,0,1,0
"270",0,0,1,0
"271",0.774193548387096,0.225806451612903,0,1
"272",0,0,1,0
"273",0,0,1,0
"274",0,0,1,0
"275",0.344827586206897,0.655172413793103,0,1
"276",0,1,0,1
"277",0,0,1,0
"278",1,0,0,1
"279",0,0,1,0
"280",0,0,1,0
"281",1,0,0,1
"282",0,0,1,0
"283",0,0,1,0
"284",0,0,1,0
"285",0,0,1,0
"286",0,1,0,1
"287",0,0,1,0
"288",0.153846153846154,0.846153846153846,0,1
"289",0,1,0,1
"290",0,0,1,0
"291",0,0,1,0
"292",0,0,1,0
"293",1,0,0,1
"294",0,0,1,0
"295",1,0,0,1
"296",0,0,1,0
"297",0,1,0,1
"298",1,0,0,1
"299",0,0,1,0
"300",0,0,1,0
"301",0,0,1,0
"302",0,0,1,0
"303",0,0,1,0
"304",1,0,0,1
"305",0,0,1,0
"306",0.533333333333333,0.466666666666667,0,1
"307",0,0,1,0
"308",0.714285714285714,0.285714285714286,0,1
"309",0,1,0,1
"310",0,0,1,0
"311",0,0,1,0
"312",0.05,0.95,0,1
"313",0.230769230769231,0.769230769230769,0,1
"314",0.2,0.8,0,1
"315",0,0,1,0
"316",0,0,1,0
"317",0.685714285714286,0.314285714285714,0,1
"318",0,0,1,0
"319",1,0,0,1
"320",0,0,1,0
