"","FBL","No_FBL","Inhibiting","Activating","Size2","Size3","Size4","Size5","Size6"
"1",0,1,0,0,0,0,0,0,0
"2",1,0,0,1,0.0769230769230769,0.153846153846154,0.384615384615385,0.384615384615385,0
"3",1,0,0.422222222222222,0.577777777777778,0.0888888888888889,0.2,0.4,0.311111111111111,0
"4",1,0,0,1,0.210526315789474,0.263157894736842,0.315789473684211,0.210526315789474,0
"5",1,0,0,1,0.2,0.1,0.4,0.3,0
"6",0,1,0,0,0,0,0,0,0
"7",1,0,0.466666666666667,0.533333333333333,0.0666666666666667,0.0666666666666667,0.4,0.466666666666667,0
"8",0,1,0,0,0,0,0,0,0
"9",0,1,0,0,0,0,0,0,0
"10",0,1,0,0,0,0,0,0,0
"11",0,1,0,0,0,0,0,0,0
"12",0,1,0,0,0,0,0,0,0
"13",0,1,0,0,0,0,0,0,0
"14",0,1,0,0,0,0,0,0,0
"15",1,0,0.0909090909090909,0.909090909090909,0.727272727272727,0.181818181818182,0.0909090909090909,0,0
"16",1,0,0,1,1,0,0,0,0
"17",0,1,0,0,0,0,0,0,0
"18",0,1,0,0,0,0,0,0,0
"19",1,0,0,1,0.5,0,0.5,0,0
"20",1,0,0,1,0.333333333333333,0,0.666666666666667,0,0
"21",0,1,0,0,0,0,0,0,0
"22",0,1,0,0,0,0,0,0,0
"23",0,1,0,0,0,0,0,0,0
"24",0,1,0,0,0,0,0,0,0
"25",1,0,0,1,1,0,0,0,0
"26",0,1,0,0,0,0,0,0,0
"27",1,0,0.166666666666667,0.833333333333333,0.5,0,0.5,0,0
"28",0,1,0,0,0,0,0,0,0
"29",1,0,0,1,0.333333333333333,0.333333333333333,0.333333333333333,0,0
"30",0,1,0,0,0,0,0,0,0
"31",1,0,0.5,0.5,0.5,0.5,0,0,0
"32",0,1,0,0,0,0,0,0,0
"33",1,0,0,1,0.25,0.5,0.25,0,0
"34",0,1,0,0,0,0,0,0,0
"35",0,1,0,0,0,0,0,0,0
"36",1,0,0,1,0.2,0,0.8,0,0
"37",0,1,0,0,0,0,0,0,0
"38",0,1,0,0,0,0,0,0,0
"39",0,1,0,0,0,0,0,0,0
"40",0,1,0,0,0,0,0,0,0
"41",0,1,0,0,0,0,0,0,0
