"","V1","FBL_number","No_FBL","FBL"
"884","eutC",0,0,1
"885","yphA",0,0,1
"886","ybdD",0,0,1
"887","lacA",0,0,1
"888","ygfB",0,0,1
"889","tam",0,0,1
"890","ydcY",0,0,1
"891","ispZ",0,0,1
"892","yihS",0,0,1
"893","yidQ",0,0,1
"894","yajD",0,0,1
"895","ada",0,0,1
"896","uxaA",0,0,1
"897","greB",0,0,1
"898","yafC",0,0,1
"899","ptsN",0,0,1
"900","ilvL",0,0,1
"901","phoR",0,0,1
"902","rbn",0,0,1
"903","ugpE",0,0,1
"904","uvrA",0,0,1
"905","pgpA",0,0,1
"906","yabI",0,0,1
"907","argG",0,0,1
"908","acpP",0,0,1
"909","frr",0,0,1
"910","crp",3,0,1
"911","fldB",0,0,1
"912","feaR",0,0,1
"913","fucU",0,0,1
"914","intB",0,0,1
"915","ydcS",0,0,1
"916","glk",0,0,1
"917","slyD",0,0,1
"918","yhhW",0,0,1
"919","garP",0,0,1
"920","norV",0,0,1
"921","yfeS",0,0,1
"922","csrA",1,0,1
"923","hfq",0,0,1
"924","cfa",0,0,1
"925","yeaQ",0,0,1
"926","hdeD",0,0,1
"927","osmY",0,0,1
"928","cbpA",0,0,1
"929","yahO",0,0,1
"930","yccJ",0,0,1
"931","asr",0,0,1
"932","ydiZ",0,0,1
"933","yebV",0,0,1
"934","wrbA",0,0,1
"935","ycaC",0,0,1
"936","yiaG",0,0,1
"937","dps",0,0,1
"938","aceK",0,0,1
"939","acnA",0,0,1
"940","aroA",0,0,1
"941","aroH",0,0,1
"942","aroP",0,0,1
"943","dadA",0,0,1
"944","atpH",0,0,1
"945","bax",0,0,1
"946","bioB",0,0,1
"947","cirA",0,0,1
"948","cpxA",0,0,1
"949","artM",0,0,1
"950","asnA",0,0,1
"951","aspA",0,0,1
"952","atpA",0,0,1
"953","atpB",0,0,1
"954","atpC",0,0,1
"955","atpE",0,0,1
"956","atpF",0,0,1
"957","atpG",0,0,1
"958","atpI",0,0,1
"959","cdd",0,0,1
"960","cheA",0,0,1
"961","clpB",0,0,1
"962","clpX",0,0,1
"963","deoB",0,0,1
"964","deoC",0,0,1
"965","deoD",0,0,1
"966","edd",0,0,1
"967","fdoG",0,0,1
"968","flgH",0,0,1
"969","flhA",0,0,1
"970","flhE",0,0,1
"971","fumA",0,0,1
"972","dppC",0,0,1
"973","fdhD",0,0,1
"974","fhuD",0,0,1
"975","frdA",0,0,1
"976","frdC",0,0,1
"977","fucI",0,0,1
"978","gcvH",0,0,1
"979","carA",0,0,1
"980","coaA",0,0,1
"981","codB",0,0,1
"982","cvpA",0,0,1
"983","cydA",0,0,1
"984","cydC",0,0,1
"985","cydD",0,0,1
"986","dnaJ",0,0,1
"987","dnaK",0,0,1
"988","fdoH",0,0,1
"989","flgB",0,0,1
"990","flgC",0,0,1
"991","flgD",0,0,1
"992","flgE",0,0,1
"993","flgF",0,0,1
"994","flgG",0,0,1
"995","flgI",0,0,1
"996","flgJ",0,0,1
"997","flgK",0,0,1
"998","flgL",0,0,1
"999","glcC",0,0,1
"1000","gltA",0,0,1
"1001","gpmA",0,0,1
"1002","grxA",0,0,1
"1003","gshA",0,0,1
"1004","iap",0,0,1
"1005","idi",0,0,1
"1006","ispF",0,0,1
"1007","kgtP",0,0,1
"1008","lldD",0,0,1
"1009","map",0,0,1
"1010","menF",0,0,1
"1011","metN",0,0,1
"1012","mltC",0,0,1
"1013","mqo",0,0,1
"1014","nuoN",0,0,1
"1015","pdhR",0,0,1
"1016","pdxY",0,0,1
"1017","proP",0,0,1
"1018","rbsA",0,0,1
"1019","rbsC",0,0,1
"1020","rimI",0,0,1
"1021","rpoE",12,0,1
"1022","rseA",0,0,1
"1023","sdhB",0,0,1
"1024","gcvT",0,0,1
"1025","glgS",0,0,1
"1026","glpA",0,0,1
"1027","hflK",0,0,1
"1028","hflX",0,0,1
"1029","htpX",0,0,1
"1030","ilvB",0,0,1
"1031","ivbL",0,0,1
"1032","katG",0,0,1
"1033","maa",0,0,1
"1034","manX",0,0,1
"1035","miaA",0,0,1
"1036","mutL",0,0,1
"1037","nrdD",0,0,1
"1038","nrdG",0,0,1
"1039","pitA",0,0,1
"1040","pntA",0,0,1
"1041","ppiA",0,0,1
"1042","proV",0,0,1
