"","FFL","No_FFL","C3","C1","C2","C4","I2","I4","I3","I1","NonPl_X"
"1",1,0,0.15625,0.09375,0.09375,0.09375,0.15625,0.0625,0.25,0.09375,0
"2",1,0,0.272727272727273,0,0.181818181818182,0,0.363636363636364,0,0.0909090909090909,0.0909090909090909,0
"3",1,0,0,0,0,0.2,0.2,0,0.4,0.2,0
"4",1,0,0,0.2,0.4,0,0.2,0,0,0.2,0
"5",1,0,0.166666666666667,0,0,0.166666666666667,0.333333333333333,0,0.333333333333333,0,0
"6",1,0,0.25,0.0576923076923077,0.134615384615385,0.153846153846154,0.115384615384615,0,0.0576923076923077,0.230769230769231,0
"7",1,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0
"8",0,1,0,0,0,0,0,0,0,0,0
"9",1,0,0,0.142857142857143,0.142857142857143,0,0,0.571428571428571,0,0.142857142857143,0
"10",0,1,0,0,0,0,0,0,0,0,0
"11",0,1,0,0,0,0,0,0,0,0,0
"12",1,0,0,0,1,0,0,0,0,0,0
"13",1,0,0.5,0,0,0,0.5,0,0,0,0
"14",0,1,0,0,0,0,0,0,0,0,0
"15",1,0,0.0526315789473684,0.210526315789474,0.105263157894737,0.105263157894737,0.105263157894737,0.157894736842105,0.105263157894737,0.157894736842105,0
"16",1,0,0,0,0,0,0.5,0.5,0,0,0
"17",1,0,0,0.142857142857143,0,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0
"18",0,1,0,0,0,0,0,0,0,0,0
"19",0,1,0,0,0,0,0,0,0,0,0
"20",1,0,0,0.25,0.2,0.1,0,0.05,0,0.4,0
"21",0,1,0,0,0,0,0,0,0,0,0
"22",1,0,0,0,0,0,0.5,0,0,0.5,0
"23",1,0,0.1,0,0.3,0.1,0,0.2,0,0.3,0
"24",1,0,0,0,0.125,0.125,0,0.375,0.125,0.25,0
"25",1,0,0.2,0.1,0.2,0,0.2,0,0.1,0.2,0
"26",1,0,0.34375,0.03125,0.0625,0.09375,0.21875,0,0.09375,0.15625,0
"27",1,0,0,0.170731707317073,0.0731707317073171,0.170731707317073,0.0487804878048781,0.341463414634146,0.0975609756097561,0.0975609756097561,0
"28",0,1,0,0,0,0,0,0,0,0,0
"29",1,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
"30",0,1,0,0,0,0,0,0,0,0,0
"31",0,1,0,0,0,0,0,0,0,0,0
"32",1,0,0.5,0,0,0,0.5,0,0,0,0
"33",0,1,0,0,0,0,0,0,0,0,0
"34",0,1,0,0,0,0,0,0,0,0,0
"35",0,1,0,0,0,0,0,0,0,0,0
"36",0,1,0,0,0,0,0,0,0,0,0
"37",0,1,0,0,0,0,0,0,0,0,0
"38",0,1,0,0,0,0,0,0,0,0,0
"39",1,0,0.103448275862069,0.103448275862069,0.137931034482759,0.0689655172413793,0.103448275862069,0.103448275862069,0.275862068965517,0.103448275862069,0
"40",0,1,0,0,0,0,0,0,0,0,0
"41",1,0,0.260869565217391,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.173913043478261,0.0434782608695652,0.173913043478261,0.217391304347826,0
