"","FBL","No_FBL","Inhibiting","Activating","Size2","Size3","Size4","Size5","Size6"
"1",1,0,0,1,0.461538461538462,0.230769230769231,0.153846153846154,0.153846153846154,0
"2",1,0,0,1,0.103448275862069,0.137931034482759,0.413793103448276,0.344827586206897,0
"3",0,1,0,0,0,0,0,0,0
"4",0,1,0,0,0,0,0,0,0
"5",0,1,0,0,0,0,0,0,0
"6",0,1,0,0,0,0,0,0,0
"7",0,1,0,0,0,0,0,0,0
"8",0,1,0,0,0,0,0,0,0
"9",0,1,0,0,0,0,0,0,0
"10",0,1,0,0,0,0,0,0,0
"11",0,1,0,0,0,0,0,0,0
"12",0,1,0,0,0,0,0,0,0
"13",0,1,0,0,0,0,0,0,0
"14",0,1,0,0,0,0,0,0,0
"15",1,0,0,1,1,0,0,0,0
"16",0,1,0,0,0,0,0,0,0
"17",1,0,0,1,1,0,0,0,0
"18",0,1,0,0,0,0,0,0,0
"19",0,1,0,0,0,0,0,0,0
"20",0,1,0,0,0,0,0,0,0
"21",0,1,0,0,0,0,0,0,0
"22",0,1,0,0,0,0,0,0,0
"23",0,1,0,0,0,0,0,0,0
"24",0,1,0,0,0,0,0,0,0
"25",0,1,0,0,0,0,0,0,0
"26",0,1,0,0,0,0,0,0,0
"27",0,1,0,0,0,0,0,0,0
"28",0,1,0,0,0,0,0,0,0
"29",0,1,0,0,0,0,0,0,0
"30",1,0,0,1,0.428571428571429,0.428571428571429,0.142857142857143,0,0
"31",1,0,0,1,0.5,0,0.5,0,0
"32",1,0,0,1,0.428571428571429,0.428571428571429,0.142857142857143,0,0
"33",1,0,0,1,0,0.125,0.5,0.375,0
"34",0,1,0,0,0,0,0,0,0
"35",0,1,0,0,0,0,0,0,0
"36",0,1,0,0,0,0,0,0,0
"37",0,1,0,0,0,0,0,0,0
"38",0,1,0,0,0,0,0,0,0
"39",0,1,0,0,0,0,0,0,0
"40",0,1,0,0,0,0,0,0,0
"41",0,1,0,0,0,0,0,0,0
"42",0,1,0,0,0,0,0,0,0
"43",0,1,0,0,0,0,0,0,0
"44",1,0,0,1,0.444444444444444,0.222222222222222,0.333333333333333,0,0
"45",0,1,0,0,0,0,0,0,0
"46",1,0,0,1,1,0,0,0,0
"47",0,1,0,0,0,0,0,0,0
"48",0,1,0,0,0,0,0,0,0
"49",1,0,0,1,0.25,0.25,0.5,0,0
"50",0,1,0,0,0,0,0,0,0
"51",0,1,0,0,0,0,0,0,0
"52",0,1,0,0,0,0,0,0,0
"53",0,1,0,0,0,0,0,0,0
"54",0,1,0,0,0,0,0,0,0
"55",0,1,0,0,0,0,0,0,0
"56",0,1,0,0,0,0,0,0,0
"57",0,1,0,0,0,0,0,0,0
"58",0,1,0,0,0,0,0,0,0
"59",0,1,0,0,0,0,0,0,0
"60",0,1,0,0,0,0,0,0,0
"61",0,1,0,0,0,0,0,0,0
"62",1,0,0,0.999999999999999,0.0740740740740741,0.111111111111111,0.481481481481481,0.333333333333333,0
"63",0,1,0,0,0,0,0,0,0
"64",0,1,0,0,0,0,0,0,0
"65",0,1,0,0,0,0,0,0,0
"66",1,0,0.0909090909090909,0.909090909090909,0.181818181818182,0,0.454545454545455,0.363636363636364,0
"67",0,1,0,0,0,0,0,0,0
"68",0,1,0,0,0,0,0,0,0
"69",0,1,0,0,0,0,0,0,0
"70",0,1,0,0,0,0,0,0,0
"71",0,1,0,0,0,0,0,0,0
"72",0,1,0,0,0,0,0,0,0
"73",1,0,0.241379310344828,0.758620689655172,0.0689655172413793,0.0689655172413793,0.344827586206897,0.517241379310345,0
"74",1,0,0,1,1,0,0,0,0
"75",0,1,0,0,0,0,0,0,0
"76",0,1,0,0,0,0,0,0,0
"77",0,1,0,0,0,0,0,0,0
"78",0,1,0,0,0,0,0,0,0
"79",0,1,0,0,0,0,0,0,0
"80",0,1,0,0,0,0,0,0,0
"81",1,0,0,1,0.0714285714285714,0,0.285714285714286,0.642857142857143,0
"82",0,1,0,0,0,0,0,0,0
"83",0,1,0,0,0,0,0,0,0
"84",1,0,0,1,0.285714285714286,0,0.428571428571429,0.285714285714286,0
"85",0,1,0,0,0,0,0,0,0
"86",0,1,0,0,0,0,0,0,0
"87",0,1,0,0,0,0,0,0,0
"88",0,1,0,0,0,0,0,0,0
"89",0,1,0,0,0,0,0,0,0
"90",0,1,0,0,0,0,0,0,0
"91",1,0,1,0,0.0476190476190476,0,0.380952380952381,0.571428571428571,0
"92",1,0,0,1,0.153846153846154,0.307692307692308,0.461538461538462,0.0769230769230769,0
"93",1,0,1,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0
"94",0,1,0,0,0,0,0,0,0
"95",0,1,0,0,0,0,0,0,0
"96",0,1,0,0,0,0,0,0,0
"97",0,1,0,0,0,0,0,0,0
"98",1,0,0,1,0.0731707317073171,0.0731707317073171,0.390243902439024,0.463414634146342,0
"99",0,1,0,0,0,0,0,0,0
"100",0,1,0,0,0,0,0,0,0
"101",0,1,0,0,0,0,0,0,0
"102",1,0,0.660818713450291,0.339181286549708,0.0175438596491228,0.0584795321637427,0.216374269005848,0.707602339181285,0
"103",0,1,0,0,0,0,0,0,0
"104",0,1,0,0,0,0,0,0,0
"105",0,1,0,0,0,0,0,0,0
"106",0,1,0,0,0,0,0,0,0
"107",0,1,0,0,0,0,0,0,0
"108",0,1,0,0,0,0,0,0,0
"109",1,0,0,0.999999999999997,0.0260869565217391,0.0521739130434783,0.269565217391304,0.652173913043478,0
"110",0,1,0,0,0,0,0,0,0
