"","FFL","No_FFL","C3","C1","C2","C4","I2","I4","I3","I1","NonPl_X","coherent","incoherent","homogenous","heterogenous"
"All_plast",100,6.38297872340426,2.14635355259863,6.7167688960555,6.77950884928357,8.58689021423905,0.365182150566054,0.539828224433982,0.743977259934707,0.0797872340425532,74.041703618846,24.2295215121767,1.7287748689773,9.76813282365417,16.1901635574999
"Anticor",100,5.63380281690141,4.26247677347052,0,0,17.0528383127846,0.725220890560756,0.5700871898055,0.100603621730382,0.158450704225352,77.1303225074229,21.3153150862551,1.55436240632199,5.55778485383677,17.3118926387403
"Cor",100,7.14285714285714,0,13.5294916334832,13.6558678249855,0,0,0.509136988128585,1.39654195011338,0,70.9089616032893,27.1853594584687,1.90567893824196,14.0386286216118,15.0524097750988
"No_sel",100,16.2790697674419,0.0726744186046512,1.12776435450854,0,0.586985688729875,1.02862254025045,0.166112956810631,0.2234382124943,0.288213078910753,96.5061887496908,1.78742446184307,1.70638678846613,2.39517427017427,1.09863698013493
"Sel",100,782.352941176471,0,0,0,0,0,23.6274509803922,9.16666666666667,0,67.2058823529412,0,32.7941176470588,23.6274509803922,9.16666666666667
