"","V1","FFL","No_FFL","ID_A_N","ID_A_P","ID_D_N","ID_D_N.1","II_A_N","II_A_P","II_D_N","II_D_N.1","NP_X"
"1","metH",1,0,0,0,0,0,0,0,1,0,0
"2","cheR",0,1,0,0,0,0,0,0,0,0,0
"3","yjiA",0,1,0,0,0,0,0,0,0,0,0
"4","hslJ",1,0,0,0,0,0,0,0,1,0,0
"5","wcaF",0,1,0,0,0,0,0,0,0,0,0
"6","waaH",1,0,0,1,0,0,0,0,0,0,0
"7","ytfF",0,1,0,0,0,0,0,0,0,0,0
"8","cheW",0,1,0,0,0,0,0,0,0,0,0
"9","btsT",1,0,0,0,0,0,0,0.5,0.5,0,0
"10","recA",1,0,0,0,0,0.5,0,0,0.5,0,0
"11","hyfD",1,0,0,0.666666666666667,0,0.166666666666667,0,0,0,0.166666666666667,0
"12","rutD",1,0,0,1,0,0,0,0,0,0,0
"13","fadR",1,0,0,0,0,0.5,0,0,0.5,0,0
"14","aas",0,1,0,0,0,0,0,0,0,0,0
"15","trmJ",0,1,0,0,0,0,0,0,0,0,0
"16","tmk",0,1,0,0,0,0,0,0,0,0,0
"17","fadR",1,0,0,0,0,0.5,0,0,0.5,0,0
"18","pspF",0,1,0,0,0,0,0,0,0,0,0
"19","yfaX",0,1,0,0,0,0,0,0,0,0,0
"20","oxyR",1,0,0,0.75,0,0,0,0.25,0,0,0
"21","btsT",1,0,0,0,0,0,0,0.5,0.5,0,0
"22","glnQ",1,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,0
"23","oppD",1,0,0.5,0,0,0,0.5,0,0,0,0
"24","ddpF",1,0,0,1,0,0,0,0,0,0,0
"25","ydeN",1,0,0,0.25,0,0,0,0,0.75,0,0
"26","yeaV",0,1,0,0,0,0,0,0,0,0,0
"27","fruB",0,1,0,0,0,0,0,0,0,0,0
"28","focB",1,0,0,0.666666666666667,0,0.166666666666667,0,0,0,0.166666666666667,0
"29","lgoT",0,1,0,0,0,0,0,0,0,0,0
"30","ivy",0,1,0,0,0,0,0,0,0,0,0
"31","yaiY",1,0,0,0,0,0.5,0,0,0.5,0,0
"32","ldtB",0,1,0,0,0,0,0,0,0,0,0
"33","ycfJ",0,1,0,0,0,0,0,0,0,0,0
"34","ydcF",0,1,0,0,0,0,0,0,0,0,0
"35","mgrB",0,1,0,0,0,0,0,0,0,0,0
"36","letB",0,1,0,0,0,0,0,0,0,0,0
"37","yodD",0,1,0,0,0,0,0,0,0,0,0
"38","rcsD",1,0,0,0,0,0,0,0,1,0,0
"39","hda",0,1,0,0,0,0,0,0,0,0,0
"40","pgpC",0,1,0,0,0,0,0,0,0,0,0
"41","kbp",1,0,0,1,0,0,0,0,0,0,0
"42","ygaP",0,1,0,0,0,0,0,0,0,0,0
"43","lplT",0,1,0,0,0,0,0,0,0,0,0
"44","yhdN",0,1,0,0,0,0,0,0,0,0,0
"45","yhiJ",0,1,0,0,0,0,0,0,0,0,0
"46","yicN",0,1,0,0,0,0,0,0,0,0,0
"47","psiE",1,0,0,0.5,0,0,0,0,0.5,0,0
"48","yjcB",0,1,0,0,0,0,0,0,0,0,0
