"","V1","FFL","No_FFL","ID_A_N","ID_A_P","ID_D_N","ID_D_N.1","II_A_N","II_A_P","II_D_N","II_D_N.1","NP_X"
"49","pdeC",0,1,0,0,0,0,0,0,0,0,0
"50","yjeJ",0,1,0,0,0,0,0,0,0,0,0
"51","qorB",0,1,0,0,0,0,0,0,0,0,0
"52","bglJ",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0
"53","yciE",1,0,0,0.5,0,0,0,0,0.5,0,0
"54","yciF",0,1,0,0,0,0,0,0,0,0,0
"55","yciG",0,1,0,0,0,0,0,0,0,0,0
"56","mlrA",1,0,0,0.5,0,0,0,0,0.5,0,0
"57","fdhF",1,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0
"58","nrfD",1,0,0,0.75,0,0,0,0,0.25,0,0
"59","ytfE",1,0,0,0,0,1,0,0,0,0,0
"60","glnL",1,0,0,0.75,0,0,0,0.25,0,0,0
"61","rcsA",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.166666666666667,0.166666666666667,0
"62","metJ",1,0,0,0,0,0,0,0,1,0,0
"63","mdtJ",1,0,0,0,0,0,0,0,1,0,0
"64","yjjI",0,1,0,0,0,0,0,0,0,0,0
"65","fepD",1,0,0,0,0,0,0,0,1,0,0
"66","yieP",0,1,0,0,0,0,0,0,0,0,0
"67","ybiV",0,1,0,0,0,0,0,0,0,0,0
"68","galP",1,0,0,0.111111111111111,0,0,0.222222222222222,0,0.666666666666667,0,0
"69","ispA",0,1,0,0,0,0,0,0,0,0,0
"70","ypeC",0,1,0,0,0,0,0,0,0,0,0
"71","metJ",1,0,0,0,0,0,0,0,1,0,0
"72","yieP",0,1,0,0,0,0,0,0,0,0,0
"73","ispA",0,1,0,0,0,0,0,0,0,0,0
"74","ybiV",0,1,0,0,0,0,0,0,0,0,0
"75","miaA",1,0,0,1,0,0,0,0,0,0,0
"76","rplY",1,0,0,0,0,0.5,0,0,0.5,0,0
"77","ybfA",0,1,0,0,0,0,0,0,0,0,0
"78","soxS",1,0,0,0.2,0,0.3,0.1,0,0.4,0,0
"79","ndh",1,0,0.166666666666667,0,0,0,0.416666666666667,0,0.416666666666667,0,0
"80","ynfM",0,1,0,0,0,0,0,0,0,0,0
"81","ydbK",0,1,0,0,0,0,0,0,0,0,0
"82","ybjX",1,0,0,0,0,0.5,0,0,0.5,0,0
"83","osmE",1,0,0.222222222222222,0.111111111111111,0,0,0.222222222222222,0,0.444444444444444,0,0
"84","rof",0,1,0,0,0,0,0,0,0,0,0
"85","holB",0,1,0,0,0,0,0,0,0,0,0
"86","ygiW",0,1,0,0,0,0,0,0,0,0,0
"87","ldhA",0,1,0,0,0,0,0,0,0,0,0
"88","rbfA",1,0,0,0.25,0.25,0,0,0,0.5,0,0
"89","proV",1,0,0,0.571428571428571,0,0,0,0.285714285714286,0.142857142857143,0,0
"90","proW",1,0,0,0.571428571428571,0,0,0,0.285714285714286,0.142857142857143,0,0
"91","yccA",1,0,0,1,0,0,0,0,0,0,0
"92","yjiX",0,1,0,0,0,0,0,0,0,0,0
"93","proP",1,0,0,1,0,0,0,0,0,0,0
"94","rdgC",0,1,0,0,0,0,0,0,0,0,0
"95","nrdA",1,0,0,0.333333333333333,0,0,0,0.166666666666667,0.5,0,0
"96","evgA",1,0,0,0.5,0,0,0,0,0.5,0,0
"97","slt",1,0,0,1,0,0,0,0,0,0,0
"98","ynfB",1,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0
"99","dcrB",0,1,0,0,0,0,0,0,0,0,0
"100","dppC",1,0,0,0.142857142857143,0,0,0,0.285714285714286,0.571428571428571,0,0
"101","asnB",1,0,0,0,0,1,0,0,0,0,0
"102","dinJ",1,0,0,0,0,0.285714285714286,0.285714285714286,0,0.428571428571429,0,0
"103","ytfH",0,1,0,0,0,0,0,0,0,0,0
"104","treF",0,1,0,0,0,0,0,0,0,0,0
"105","yeaY",0,1,0,0,0,0,0,0,0,0,0
"106","yjgM",0,1,0,0,0,0,0,0,0,0,0
"107","htpX",1,0,0,0,0,0,1,0,0,0,0
"108","cbl",1,0,0,0.6,0,0,0,0.2,0.2,0,0
"109","yceK",0,1,0,0,0,0,0,0,0,0,0
"110","uspG",0,1,0,0,0,0,0,0,0,0,0
