"","V1","FFL","No_FFL","Pos_pos","Pos_mixt","Pos_neg","Neg_pos","Neg_mixt","Neg_neg","Mixt_pos","Mixt_mixt_hom","Mixt_mixt_het","Mixt_neg","NP_X"
"149","eco",0,1,0,0,0,0,0,0,0,0,0,0,0
"150","cspD",1,0,0,0,0,0,0,0,0,0,1,0,0
"151","dnaK",0,1,0,0,0,0,0,0,0,0,0,0,0
"152","flgD",1,0,0.0909090909090909,0,0,0.363636363636364,0,0,0,0,0.545454545454546,0,0
"153","flgE",1,0,0.0909090909090909,0,0,0.363636363636364,0,0,0,0,0.545454545454546,0,0
"154","flgF",1,0,0.0909090909090909,0,0,0.363636363636364,0,0,0,0,0.545454545454546,0,0
"155","flgG",1,0,0.0909090909090909,0,0,0.363636363636364,0,0,0,0,0.545454545454546,0,0
"156","flgI",1,0,0.0909090909090909,0,0,0.363636363636364,0,0,0,0,0.545454545454546,0,0
"157","gatA",1,0,0,0,0,0,0,0,0,0,1,0,0
"158","gatB",1,0,0,0,0,0,0,0,0,0,1,0,0
"159","gatZ",1,0,0,0,0,0,0,0,0,0,1,0,0
"160","glcC",1,0,0,0,0,0,0,0,0,0,1,0,0
"161","gltA",1,0,0,0,0,0,0,0,0,0,1,0,0
"162","hslJ",0,1,0,0,0,0,0,0,0,0,0,0,0
"163","lpxD",1,0,0,0,0,0,0,0,0,0,1,0,0
"164","nuoC",1,0,0,0.0689655172413793,0,0,0,0,0,0.0689655172413793,0.793103448275862,0.0689655172413793,0
"165","rpoE",1,0,0,0,0,0,0,0,0,0,0.999999999999999,0,0
"166","rseA",1,0,0,0,0,0,0.0547945205479452,0,0.0136986301369863,0,0.93150684931507,0,0
"167","glgS",1,0,0,0,0,0,0,0,0,0,1,0,0
"168","htpX",1,0,0,0,0,0,0,0,0,0.5,0.5,0,0
"169","miaA",1,0,0,0,0,0,0,0,0,0,1,0,0
"170","nmpC",0,1,0,0,0,0,0,0,0,0,0,0,0
"171","rpoH",1,0,0,0,0,0.0454545454545455,0,0,0,0,0.954545454545454,0,0
"172","sdaC",0,1,0,0,0,0,0,0,0,0,0,0,0
"173","dinI",1,0,0,0,0,0,0,0,0,0,1,0,0
"174","dinJ",1,0,0,0,0,0,0,0,0,0,1,0,0
"175","fadL",1,0,0,0,0,0.0256410256410256,0.0256410256410256,0,0.0512820512820513,0,0.897435897435898,0,0
"176","fliD",1,0,0.0555555555555556,0,0,0.388888888888889,0,0,0,0,0.555555555555556,0,0
