"","V1","Loop_number","No_loop","Loop"
"1","hisC",0,0,1
"2","livK",0,0,1
"3","tesA",0,0,1
"4","trpD",3,0,1
"5","iaaA",0,0,1
"6","garD",0,0,1
"7","garL",3,0,1
"8","sgbH",19,0,1
"9","uxuB",9,0,1
"10","rihA",0,0,1
"11","rihC",0,0,1
"12","ccmC",33,0,1
"13","nohD",0,0,1
"14","sbcB",0,0,1
"15","insH10",0,0,1
"16","insH11",0,0,1
"17","insH3",0,0,1
"18","insH4",0,0,1
"19","insH5",0,0,1
"20","insH6",0,0,1
"21","insH7",0,0,1
"22","insH8",0,0,1
"23","insH9",0,0,1
"24","psuG",0,0,1
"25","fabR",0,0,1
"26","cdaR",0,0,1
"27","yhcE",0,0,1
"28","iraD",12,0,1
"29","ymfL",0,0,1
"30","ypdK",0,0,1
"31","yjbT",0,0,1
"32","livJ",0,0,1
"33","malE",27,0,1
"34","ybdL",0,0,1
"35","yibT",0,0,1
"36","metL",1,0,1
"37","metA",2,0,1
"38","atoD",5,0,1
"39","atoA",3,0,1
"40","rhaA",1,0,1
"41","ykgJ",0,0,1
"42","ybiJ",0,0,1
"43","azoR",0,0,1
"44","yncJ",0,0,1
"45","yhaK",0,0,1
"46","chiX",0,0,1
"47","ybeD",1,0,1
"48","hspQ",1,0,1
"49","norR",0,0,1
"50","argH",0,0,1
"51","sokX",0,0,1
"52","micA",0,0,1
"53","mgtS",1,0,1
"54","fklB",0,0,1
"55","tomB",2,0,1
"56","chiP",3,0,1
"57","chiQ",3,0,1
"58","dgcZ",14,0,1
"59","yoaI",0,0,1
"60","hisL",1,0,1
"61","yfgG",0,0,1
"62","gcvB",1,0,1
"63","ryhB",0,0,1
"64","ydcV",1,0,1
"65","rhaS",5,0,1
"66","osmY",44,0,1
"67","asr",7,0,1
"68","ycaC",1,0,1
"69","dps",34,0,1
"70","dadA",0,0,1
"71","dadX",0,0,1
"72","bax",0,0,1
"73","borD",1,0,1
"74","btuB",0,0,1
"75","cirA",9,0,1
"76","asnA",4,0,1
"77","clpB",1,0,1
