"","V1","FFL","No_FFL","PP","PM","PN","NP","NM","NN","MP","MM2","MM1","MN","NonPl_X"
"1","cfa",1,0,0.125,0.375,0,0,0.125,0,0.25,0,0.125,0,0
"2","yeaQ",0,1,0,0,0,0,0,0,0,0,0,0,0
"3","ompC",1,0,0.395348837209302,0.0232558139534884,0,0.0930232558139535,0.0930232558139535,0,0.232558139534884,0.116279069767442,0.0465116279069767,0,0
"4","arnB",0,1,0,0,0,0,0,0,0,0,0,0,0
"5","arnC",0,1,0,0,0,0,0,0,0,0,0,0,0
"6","slp",1,0,0.157894736842105,0.280701754385965,0.0350877192982456,0.0175438596491228,0.0701754385964912,0.0175438596491228,0.0175438596491228,0.210526315789474,0.0701754385964912,0.12280701754386,0
"7","hdeB",1,0,0.254901960784314,0.137254901960784,0,0.0980392156862745,0.0392156862745098,0,0.235294117647059,0.137254901960784,0.0784313725490196,0.0196078431372549,0
"8","hdeD",1,0,0.195121951219512,0.146341463414634,0,0.0975609756097561,0.0487804878048781,0,0.414634146341464,0.0731707317073171,0.024390243902439,0,0
"9","osmY",1,0,0.227272727272727,0.113636363636364,0,0.113636363636364,0.136363636363636,0.0227272727272727,0.318181818181818,0.0227272727272727,0.0454545454545455,0,0
"10","cbpA",1,0,0.125,0.375,0,0.375,0,0,0,0,0.125,0,0
"11","hdeA",1,0,0.137254901960784,0.196078431372549,0.0588235294117647,0.0784313725490196,0.0588235294117647,0,0.274509803921569,0.0196078431372549,0.176470588235294,0,0
"12","yahO",0,1,0,0,0,0,0,0,0,0,0,0,0
"13","yccJ",1,0,0,0,0,0.25,0,0,0.75,0,0,0,0
"14","asr",1,0,0,0,0.571428571428571,0,0,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0
"15","ydiZ",0,1,0,0,0,0,0,0,0,0,0,0,0
"16","yebV",0,1,0,0,0,0,0,0,0,0,0,0,0
"17","yhiM",1,0,0.0869565217391304,0.130434782608696,0.0434782608695652,0,0.0434782608695652,0.0869565217391304,0,0.347826086956522,0.0434782608695652,0.217391304347826,0
"18","wrbA",1,0,0.2,0,0,0,0.2,0,0,0.6,0,0,0
"19","ghxQ",0,1,0,0,0,0,0,0,0,0,0,0,0
"20","wzzE",0,1,0,0,0,0,0,0,0,0,0,0,0
"21","glsA",1,0,0.5,0,0,0,0,0,0.5,0,0,0,0
"22","ycaC",1,0,1,0,0,0,0,0,0,0,0,0,0
"23","gadB",1,0,0.0229885057471264,0.172413793103448,0.160919540229885,0,0.0689655172413793,0.0804597701149425,0.0459770114942529,0.126436781609195,0.0804597701149425,0.241379310344827,0
"24","gadA",1,0,0.0892857142857143,0.214285714285714,0.0714285714285714,0.0714285714285714,0.0892857142857143,0,0.196428571428571,0.0535714285714286,0.214285714285714,0,0
"25","gadE",1,0,0.142857142857143,0.345238095238095,0.0714285714285714,0.0476190476190476,0.0357142857142857,0.0238095238095238,0.130952380952381,0.0476190476190476,0.154761904761905,0,0
"26","gadX",1,0,0.175438596491228,0.245614035087719,0.0526315789473684,0.0526315789473684,0.0701754385964912,0.0175438596491228,0.140350877192982,0.087719298245614,0.087719298245614,0.0701754385964912,0
"27","yiaG",1,0,0.5,0,0,0,0,0,0.5,0,0,0,0
"28","dps",1,0,0.0882352941176471,0.147058823529412,0.205882352941176,0.0294117647058824,0.176470588235294,0.117647058823529,0.0294117647058824,0.0294117647058824,0.147058823529412,0.0294117647058824,0
"29","ybaT",1,0,0.333333333333333,0,0,0,0,0,0.666666666666667,0,0,0,0
"30","gadW",1,0,0.265625,0.28125,0.03125,0.078125,0,0,0.234375,0.015625,0.09375,0,0
