"","V1","FFL","No_FFL","Pos_pos","Pos_mixt","Pos_neg","Neg_pos","Neg_mixt","Neg_neg","Mixt_pos","Mixt_mixt_hom","Mixt_mixt_het","Mixt_neg"
"1","aaeR",0,1,0,0,0,0,0,0,0,0,0,0
"2","acnB",1,0,0,0.5,0.375,0,0.125,0,0,0,0,0
"3","acrR",0,1,0,0,0,0,0,0,0,0,0,0
"4","adiY",1,0,0,0,1,0,0,0,0,0,0,0
"5","agrB",0,1,0,0,0,0,0,0,0,0,0,0
"6","allS",0,1,0,0,0,0,0,0,0,0,0,0
"7","alpA",0,1,0,0,0,0,0,0,0,0,0,0
"8","alsR",0,1,0,0,0,0,0,0,0,0,0,0
"9","ameF",0,1,0,0,0,0,0,0,0,0,0,0
"10","arcZ",0,1,0,0,0,0,0,0,0,0,0,0
"11","argP",0,1,0,0,0,0,0,0,0,0,0,0
"12","arrS",1,0,0,0,0,0,0,0,1,0,0,0
"13","arsR",0,1,0,0,0,0,0,0,0,0,0,0
"14","asflhD",0,1,0,0,0,0,0,0,0,0,0,0
"15","atoC",0,1,0,0,0,0,0,0,0,0,0,0
"16","azuR",1,0,0,0,1,0,0,0,0,0,0,0
"17","baeR",1,0,1,0,0,0,0,0,0,0,0,0
"18","basR",0,1,0,0,0,0,0,0,0,0,0,0
"19","bglG",1,0,0.214285714285714,0.428571428571428,0.107142857142857,0.107142857142857,0.107142857142857,0,0,0,0.0357142857142857,0
"20","birA",0,1,0,0,0,0,0,0,0,0,0,0
"21","bluR",0,1,0,0,0,0,0,0,0,0,0,0
"22","btsR",0,1,0,0,0,0,0,0,0,0,0,0
"23","C0293",0,1,0,0,0,0,0,0,0,0,0,0
"24","cecR",0,1,0,0,0,0,0,0,0,0,0,0
"25","chbR",1,0,0,1,0,0,0,0,0,0,0,0
"26","chiX",0,1,0,0,0,0,0,0,0,0,0,0
"27","citR",0,1,0,0,0,0,0,0,0,0,0,0
"28","cpxQ",0,1,0,0,0,0,0,0,0,0,0,0
"29","cpxR",1,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0,0.333333333333333,0
"30","cra",1,0,0,1,0,0,0,0,0,0,0,0
"31","csqR",0,1,0,0,0,0,0,0,0,0,0,0
"32","cyaR",1,0,0.363636363636364,0.363636363636364,0,0,0,0,0.272727272727273,0,0,0
"33","cynR",0,1,0,0,0,0,0,0,0,0,0,0
"34","dcuR",1,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0
"35","decR",1,0,0.5,0,0,0.5,0,0,0,0,0,0
"36","deoR",0,1,0,0,0,0,0,0,0,0,0,0
"37","dgoR",0,1,0,0,0,0,0,0,0,0,0,0
"38","dhaR",1,0,0,0,0,1,0,0,0,0,0,0
"39","dicF",0,1,0,0,0,0,0,0,0,0,0,0
"40","dpiA",1,0,0.0625,0.5,0.375,0,0,0,0,0.0625,0,0
"41","dsdC",0,1,0,0,0,0,0,0,0,0,0,0
"42","dsrA",1,0,0,1,0,0,0,0,0,0,0,0
"43","ebgR",0,1,0,0,0,0,0,0,0,0,0,0
"44","envR",0,1,0,0,0,0,0,0,0,0,0,0
"45","envY",0,1,0,0,0,0,0,0,0,0,0,0
"46","fhlA",1,0,0.4,0.3,0,0.1,0,0,0.2,0,0,0
"47","fimR2",0,1,0,0,0,0,0,0,0,0,0,0
"48","fimZ",0,1,0,0,0,0,0,0,0,0,0,0
"49","fnrS",0,1,0,0,0,0,0,0,0,0,0,0
"50","frlR",0,1,0,0,0,0,0,0,0,0,0,0
"51","gadW",1,0,0.339622641509434,0.339622641509434,0.0566037735849057,0.0566037735849057,0.0377358490566038,0,0.132075471698113,0.0377358490566038,0,0
"52","gadY",1,0,0.366666666666667,0.133333333333333,0,0.233333333333333,0.166666666666667,0,0.0666666666666667,0.0333333333333333,0,0
"53","gatR",0,1,0,0,0,0,0,0,0,0,0,0
"54","gcvA",0,1,0,0,0,0,0,0,0,0,0,0
"55","gcvB",1,0,1,0,0,0,0,0,0,0,0,0
"56","glaR",0,1,0,0,0,0,0,0,0,0,0,0
"57","glmZ",0,1,0,0,0,0,0,0,0,0,0,0
"58","glnZ",1,0,0.666666666666667,0,0,0.333333333333333,0,0,0,0,0,0
"59","glpR",0,1,0,0,0,0,0,0,0,0,0,0
"60","glrR",0,1,0,0,0,0,0,0,0,0,0,0
"61","gntR",0,1,0,0,0,0,0,0,0,0,0,0
"62","hicB",0,1,0,0,0,0,0,0,0,0,0,0
"63","higA",0,1,0,0,0,0,0,0,0,0,0,0
"64","higB",0,1,0,0,0,0,0,0,0,0,0,0
"65","hipA",1,0,0.142857142857143,0.142857142857143,0,0.428571428571429,0,0,0,0,0.285714285714286,0
"66","hprR",0,1,0,0,0,0,0,0,0,0,0,0
"67","hupB",1,0,0,0.5,0,0,0.5,0,0,0,0,0
"68","hyfR",1,0,0.2,0.8,0,0,0,0,0,0,0,0
"69","hypT",0,1,0,0,0,0,0,0,0,0,0,0
"70","ihfA",1,0,0,0.4,0.2,0,0,0,0,0.2,0.2,0
"71","ihfB",1,0,0,0.2,0,0,0.2,0,0.2,0.2,0.2,0
"72","ilvY",1,0,0,0,0,0,0,0,1,0,0,0
"73","istR",0,1,0,0,0,0,0,0,0,0,0,0
"74","kdgR",0,1,0,0,0,0,0,0,0,0,0,0
"75","lacI",0,1,0,0,0,0,0,0,0,0,0,0
"76","leuO",1,0,0.0833333333333333,0.5,0.166666666666667,0.0833333333333333,0.166666666666667,0,0,0,0,0
"77","lsrR",0,1,0,0,0,0,0,0,0,0,0,0
"78","lysR",0,1,0,0,0,0,0,0,0,0,0,0
"79","malH",1,0,0.578947368421053,0.315789473684211,0,0.0526315789473684,0,0,0.0526315789473684,0,0,0
"80","matA",1,0,0,1,0,0,0,0,0,0,0,0
"81","mazE",1,0,0.111111111111111,0.518518518518518,0.185185185185185,0.037037037037037,0,0.0740740740740741,0.037037037037037,0,0.037037037037037,0
"82","mazF",1,0,0.111111111111111,0.518518518518518,0.185185185185185,0.037037037037037,0,0.0740740740740741,0.037037037037037,0,0.037037037037037,0
"83","mcaS",1,0,0,1,0,0,0,0,0,0,0,0
"84","mcbR",0,1,0,0,0,0,0,0,0,0,0,0
"85","mgrR",1,0,1,0,0,0,0,0,0,0,0,0
"86","micA",0,1,0,0,0,0,0,0,0,0,0,0
"87","micC",0,1,0,0,0,0,0,0,0,0,0,0
"88","micF",1,0,0.243589743589744,0.358974358974359,0.0897435897435897,0.0256410256410256,0.0641025641025641,0.0384615384615385,0.102564102564103,0.0641025641025641,0.0128205128205128,0
"89","micL",0,1,0,0,0,0,0,0,0,0,0,0
"90","mlc",1,0,1,0,0,0,0,0,0,0,0,0
"91","mngR",0,1,0,0,0,0,0,0,0,0,0,0
"92","mntR",0,1,0,0,0,0,0,0,0,0,0,0
"93","modE",0,1,0,0,0,0,0,0,0,0,0,0
"94","mprA",0,1,0,0,0,0,0,0,0,0,0,0
"95","mqsA",0,1,0,0,0,0,0,0,0,0,0,0
"96","mraZ",0,1,0,0,0,0,0,0,0,0,0,0
"97","murR",1,0,0,0,0,0,0,0,1,0,0,0
"98","nagC",0,1,0,0,0,0,0,0,0,0,0,0
"99","nanR",0,1,0,0,0,0,0,0,0,0,0,0
"100","nemR",1,0,0,1,0,0,0,0,0,0,0,0
"101","nfeR",0,1,0,0,0,0,0,0,0,0,0,0
"102","nikR",1,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0
"103","nimR",0,1,0,0,0,0,0,0,0,0,0,0
"104","norR",0,1,0,0,0,0,0,0,0,0,0,0
"105","nsrR",0,1,0,0,0,0,0,0,0,0,0,0
"106","ohsC",0,1,0,0,0,0,0,0,0,0,0,0
"107","omrA",0,1,0,0,0,0,0,0,0,0,0,0
"108","omrB",0,1,0,0,0,0,0,0,0,0,0,0
"109","oxyS",0,1,0,0,0,0,0,0,0,0,0,0
"110","paaX",0,1,0,0,0,0,0,0,0,0,0,0
