"","V1","FFL","No_FFL","C3","C1","C2","C4","I2","I4","I3","I1","NonPl_X"
"1","idnO",1,0,0,0.5,0,0,0,0,0,0,0.5
"2","idnD",1,0,0,0.5,0,0,0,0,0,0,0.5
"3","idnK",1,0,0,0.6,0,0,0,0,0.2,0,0.2
"4","idnR",1,0,0,0.5,0,0,0,0,0.5,0,0
"5","gntU",1,0,0,0.2,0,0,0,0,0.6,0,0.2
"6","cspG",0,1,0,0,0,0,0,0,0,0,0
"7","gntK",1,0,0,0.2,0,0,0,0,0.6,0,0.2
"8","yjgR",0,1,0,0,0,0,0,0,0,0,0
"9","yjjZ",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"10","flhC",1,0,0.121212121212121,0.151515151515152,0.121212121212121,0,0,0,0.333333333333333,0,0.272727272727273
"11","alr",0,1,0,0,0,0,0,0,0,0,0
"12","glpF",1,0,0,0.25,0.25,0,0,0,0.5,0,0
"13","yddH",0,1,0,0,0,0,0,0,0,0,0
"14","cspA",1,0,0,0.5,0,0,0,0,0.5,0,0
"15","glpT",1,0,0,0.1875,0.0625,0,0,0.0625,0.1875,0,0.5
"16","codA",1,0,0,0,0,0,0,0,1,0,0
"17","flhD",1,0,0.121212121212121,0.151515151515152,0.121212121212121,0,0,0,0.333333333333333,0,0.272727272727273
"18","metQ",1,0,0,0,0,0,0,0,1,0,0
"19","mcrB",0,1,0,0,0,0,0,0,0,0,0
"20","garR",1,0,0,0.25,0,0.25,0,0,0.5,0,0
"21","metI",1,0,0,0,0,0,0,0,1,0,0
"22","malZ",0,1,0,0,0,0,0,0,0,0,0
"23","ykgM",0,1,0,0,0,0,0,0,0,0,0
"24","kdgK",0,1,0,0,0,0,0,0,0,0,0
"25","zraP",1,0,0,1,0,0,0,0,0,0,0
"26","pspC",1,0,0,0,0,0,0,0,0,0,1
"27","pspD",1,0,0,0,0,0,0,0,0,0,1
"28","pspA",1,0,0,0,0,0,0,0,0,0,1
"29","pspB",1,0,0,0,0,0,0,0,0,0,1
"30","yjiN",0,1,0,0,0,0,0,0,0,0,0
"31","zwf",1,0,0,0.307692307692308,0,0.153846153846154,0.0769230769230769,0.153846153846154,0.230769230769231,0,0.0769230769230769
"32","dapE",0,1,0,0,0,0,0,0,0,0,0
"33","secE",0,1,0,0,0,0,0,0,0,0,0
"34","yebK",0,1,0,0,0,0,0,0,0,0,0
"35","ompX",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"36","fabH",1,0,0,0.25,0,0.5,0,0,0.25,0,0
"37","yifK",0,1,0,0,0,0,0,0,0,0,0
"38","uup",0,1,0,0,0,0,0,0,0,0,0
"39","pyrH",0,1,0,0,0,0,0,0,0,0,0
"40","argI",1,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,0
"41","speE",0,1,0,0,0,0,0,0,0,0,0
"42","rplU",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0
"43","rplY",1,0,0,0,0,0.5,0,0,0.5,0,0
"44","ldrD",0,1,0,0,0,0,0,0,0,0,0
"45","yegD",0,1,0,0,0,0,0,0,0,0,0
"46","yddJ",0,1,0,0,0,0,0,0,0,0,0
"47","caiT",1,0,0,0.666666666666667,0,0.111111111111111,0,0.111111111111111,0.111111111111111,0,0
"48","alaS",0,1,0,0,0,0,0,0,0,0,0
"49","nusG",0,1,0,0,0,0,0,0,0,0,0
"50","dnaB",0,1,0,0,0,0,0,0,0,0,0
"51","era",0,1,0,0,0,0,0,0,0,0,0
"52","rplL",1,0,0,0,0,0,1,0,0,0,0
"53","plsX",0,1,0,0,0,0,0,0,0,0,0
"54","lyxK",1,0,0,0.3,0,0,0,0,0.1,0,0.6
