"","FBL_number","No_FBL","FBL"
"1",246,0,1
"2",8,0,1
"3",0,0,1
"4",68,0,1
"5",57,0,1
"6",0,0,1
"7",40,0,1
"8",0,0,1
"9",1379,0,1
"10",607,0,1
"11",2,0,1
"12",0,0,1
"13",0,0,1
"14",294,0,1
"15",280,0,1
"16",309,0,1
"17",0,0,1
"18",423,0,1
"19",449,0,1
"20",558,0,1
"21",131,0,1
"22",0,0,1
"23",83,0,1
"24",0,0,1
"25",127,0,1
"26",147,0,1
"27",188,0,1
"28",177,0,1
"29",0,0,1
"30",0,0,1
"31",423,0,1
"32",62,0,1
"33",0,0,1
"34",0,0,1
"35",0,0,1
"36",305,0,1
"37",186,0,1
"38",57,0,1
"39",100,0,1
"40",0,0,1
"41",0,0,1
"42",0,0,1
"43",22,0,1
"44",30,0,1
"45",20,0,1
"46",1,0,1
"47",0,0,1
"48",45,0,1
"49",0,0,1
"50",0,0,1
"51",0,0,1
"52",36,0,1
"53",588,0,1
"54",431,0,1
"55",95,0,1
"56",0,0,1
"57",145,0,1
"58",0,0,1
"59",46,0,1
"60",0,0,1
"61",292,0,1
"62",64,0,1
"63",208,0,1
"64",7,0,1
"65",0,0,1
"66",38,0,1
"67",12,0,1
"68",44,0,1
"69",60,0,1
"70",0,0,1
"71",75,0,1
"72",17,0,1
"73",0,0,1
"74",9,0,1
"75",2,0,1
"76",0,0,1
"77",3,0,1
"78",0,0,1
"79",0,0,1
"80",1,0,1
"81",0,0,1
"82",531,0,1
"83",455,0,1
"84",0,0,1
"85",2,0,1
"86",13,0,1
"87",24,0,1
"88",0,0,1
"89",90,0,1
"90",203,0,1
"91",0,0,1
"92",723,0,1
"93",442,0,1
"94",419,0,1
"95",0,0,1
"96",152,0,1
"97",250,0,1
"98",0,0,1
"99",0,0,1
"100",25,0,1
"101",0,0,1
"102",0,0,1
"103",0,0,1
"104",0,0,1
"105",1,0,1
"106",1,0,1
"107",1,0,1
"108",97,0,1
"109",12,0,1
"110",7,0,1
"111",1,0,1
"112",11,0,1
"113",0,0,1
"114",7,0,1
"115",6,0,1
"116",120,0,1
"117",75,0,1
"118",67,0,1
"119",0,0,1
"120",28,0,1
"121",0,0,1
"122",1,0,1
"123",37,0,1
"124",2,0,1
"125",12,0,1
"126",0,0,1
"127",390,0,1
"128",94,0,1
"129",21,0,1
"130",42,0,1
"131",16,0,1
"132",1,0,1
"133",0,0,1
"134",59,0,1
"135",86,0,1
"136",84,0,1
"137",0,0,1
"138",172,0,1
"139",0,0,1
"140",0,0,1
"141",0,0,1
"142",0,0,1
"143",63,0,1
"144",0,0,1
"145",0,0,1
"146",67,0,1
"147",0,0,1
"148",7,0,1
"149",21,0,1
"150",17,0,1
"151",9,0,1
"152",884,0,1
"153",371,0,1
"154",0,0,1
"155",0,0,1
"156",0,0,1
"157",197,0,1
"158",406,0,1
"159",313,0,1
"160",424,0,1
"161",513,0,1
"162",77,0,1
"163",47,0,1
"164",26,0,1
"165",12,0,1
"166",122,0,1
"167",8,0,1
"168",25,0,1
"169",318,0,1
"170",558,0,1
"171",494,0,1
"172",0,0,1
"173",0,0,1
"174",0,0,1
"175",176,0,1
"176",364,0,1
"177",561,0,1
"178",0,0,1
"179",184,0,1
"180",0,0,1
"181",69,0,1
"182",4,0,1
"183",96,0,1
"184",298,0,1
"185",237,0,1
"186",45,0,1
"187",0,0,1
"188",0,0,1
"189",0,0,1
"190",215,0,1
"191",88,0,1
"192",228,0,1
"193",63,0,1
"194",111,0,1
"195",404,0,1
"196",0,0,1
"197",54,0,1
"198",0,0,1
"199",1,0,1
"200",211,0,1
"201",127,0,1
"202",366,0,1
"203",108,0,1
"204",0,0,1
"205",0,0,1
"206",2,0,1
"207",34,0,1
"208",0,0,1
"209",229,0,1
"210",5,0,1
"211",0,0,1
"212",0,0,1
"213",0,0,1
"214",13,0,1
"215",0,0,1
"216",479,0,1
"217",225,0,1
"218",0,0,1
"219",34,0,1
"220",10,0,1
"221",39,0,1
"222",0,0,1
"223",88,0,1
"224",102,0,1
"225",45,0,1
"226",58,0,1
"227",0,0,1
"228",1,0,1
"229",9,0,1
"230",0,0,1
"231",4,0,1
"232",0,0,1
"233",63,0,1
"234",6,0,1
"235",76,0,1
"236",0,0,1
"237",18,0,1
"238",0,0,1
"239",22,0,1
"240",0,0,1
"241",69,0,1
"242",28,0,1
"243",315,0,1
"244",0,0,1
"245",76,0,1
"246",53,0,1
"247",48,0,1
"248",0,0,1
"249",0,0,1
"250",0,0,1
"251",47,0,1
"252",0,0,1
"253",207,0,1
"254",251,0,1
"255",0,0,1
"256",0,0,1
"257",35,0,1
"258",0,0,1
"259",1,0,1
"260",2,0,1
"261",25,0,1
"262",51,0,1
"263",0,0,1
"264",0,0,1
"265",0,0,1
"266",0,0,1
"267",0,0,1
"268",446,0,1
"269",514,0,1
"270",951,0,1
"271",1016,0,1
"272",15,0,1
"273",262,0,1
"274",0,0,1
"275",319,0,1
"276",259,0,1
"277",332,0,1
"278",50,0,1
"279",75,0,1
"280",18,0,1
"281",0,0,1
"282",0,0,1
"283",4,0,1
"284",25,0,1
"285",0,0,1
"286",217,0,1
"287",278,0,1
"288",332,0,1
"289",452,0,1
"290",101,0,1
"291",84,0,1
"292",0,0,1
"293",52,0,1
"294",0,0,1
"295",0,0,1
"296",0,0,1
"297",45,0,1
"298",2,0,1
"299",70,0,1
"300",0,0,1
"301",21,0,1
"302",0,0,1
"303",8,0,1
"304",29,0,1
"305",10,0,1
"306",0,0,1
"307",1,0,1
"308",109,0,1
"309",0,0,1
"310",15,0,1
"311",72,0,1
"312",34,0,1
"313",43,0,1
"314",8,0,1
"315",0,0,1
"316",0,0,1
"317",0,0,1
"318",5,0,1
"319",26,0,1
"320",0,0,1
"321",111,0,1
"322",54,0,1
"323",44,0,1
"324",0,0,1
"325",0,0,1
"326",0,0,1
"327",103,0,1
"328",0,0,1
"329",0,0,1
"330",25,0,1
"331",30,0,1
"332",24,0,1
"333",0,0,1
"334",0,0,1
"335",4,0,1
"336",0,0,1
"337",0,0,1
"338",12,0,1
"339",0,0,1
"340",0,0,1
"341",571,0,1
"342",174,0,1
"343",194,0,1
"344",173,0,1
"345",0,0,1
"346",0,0,1
"347",6,0,1
"348",0,0,1
"349",69,0,1
"350",0,0,1
"351",994,0,1
"352",568,0,1
"353",0,0,1
"354",684,0,1
"355",0,0,1
"356",0,0,1
"357",9,0,1
"358",0,0,1
"359",43,0,1
"360",0,0,1
"361",5,0,1
"362",3,0,1
"363",0,0,1
"364",2,0,1
"365",0,0,1
"366",0,0,1
"367",212,0,1
"368",237,0,1
"369",64,0,1
"370",0,0,1
"371",27,0,1
"372",0,0,1
"373",0,0,1
"374",0,0,1
"375",0,0,1
"376",137,0,1
"377",44,0,1
"378",43,0,1
"379",0,0,1
"380",64,0,1
"381",12,0,1
"382",0,0,1
"383",23,0,1
"384",16,0,1
"385",120,0,1
"386",193,0,1
"387",53,0,1
"388",139,0,1
"389",0,0,1
"390",0,0,1
"391",0,0,1
"392",0,0,1
"393",0,0,1
"394",3,0,1
"395",41,0,1
"396",18,0,1
"397",0,0,1
"398",34,0,1
"399",26,0,1
"400",0,0,1
"401",0,0,1
"402",896,0,1
"403",0,0,1
"404",79,0,1
"405",0,0,1
"406",0,0,1
"407",74,0,1
"408",83,0,1
"409",0,0,1
"410",0,0,1
"411",0,0,1
"412",0,0,1
"413",77,0,1
"414",0,0,1
"415",277,0,1
"416",0,0,1
"417",0,0,1
"418",135,0,1
"419",82,0,1
"420",0,0,1
"421",0,0,1
"422",41,0,1
"423",125,0,1
"424",76,0,1
"425",0,0,1
"426",22,0,1
"427",0,0,1
"428",0,0,1
"429",0,0,1
"430",73,0,1
"431",273,0,1
"432",48,0,1
"433",63,0,1
"434",0,0,1
"435",24,0,1
"436",0,0,1
"437",32,0,1
"438",0,0,1
"439",0,0,1
"440",618,0,1
"441",807,0,1
"442",0,0,1
