"","FFL","No_FFL","PP","PM","PN","NP","NM","NN","MP","MM2","MM1","MN","NonPl_X"
"Plastic
genes",1.61290322580645,98.3870967741936,0,0,1.61290322580645,0,0,0,0,0,0,0,0
"Non-plastic
genes",3.26554846370788,96.7344515362921,0.423779130176636,0.0643214091336401,0.0148434021077631,1.04274899807036,0.838652219088615,0.0791648112414032,0.51506605313938,0.0791648112414032,0.163277423185394,0.0445302063232893,0
