"","FFL","No_FFL","PP","PM","PN","NP","NM","NN","MP","MM2","MM1","MN","NonPl_X","coherent","incoherent","homogenous_pos","homogenous_neg","heterogenous"
"All_plast",92.3333333333333,7.66666666666667,8.85753337844783,9.58624089290525,5.38684228482511,9.27227831124805,6.94905387623847,4.20627526810871,10.5511195774805,13.6707429878713,14.9516221771129,8.90162457909528,0,56.3452944076139,35.9880389257195,28.6809312671763,18.4947421320291,45.1576599341279
"Anticor",96,4,13.4076309295815,9.38507023267139,1.8633940438577,15.9871234722434,6.03977886013875,1.88554089520292,17.4194390336646,10.7729390348803,15.6084518188096,3.63063167894991,0,59.5250801945754,36.4749198054246,46.8141934354894,7.37956661801052,41.8062399465001
"Cor",88.6666666666667,11.3333333333333,4.3074358273142,9.78741155313911,8.91029052579252,2.5574331502527,7.85832889233818,6.52700964101451,3.68280012129636,16.5685469408623,14.2947925354162,14.1726174792407,0,53.1655086206524,35.5011580460143,10.5476690988633,29.6099176460477,48.5090799217557
"No_sel",75,25,6.04233101296029,11.0889353935409,5.29693062324688,3.3671241462252,9.25700342804341,4.43472842039166,9.08552740039358,8.95954301471235,9.10305110128331,8.36482545920239,0,37.2037083188197,37.7962916811803,18.4949825595791,18.0964845028409,38.40853293758
"Sel",9.33333333333333,90.6666666666667,0.981481481481482,0.944444444444445,0.111111111111111,0.666666666666667,1.14814814814815,0.361111111111111,1.87037037037037,1.7962962962963,1.37037037037037,0.0833333333333333,0,5.28703703703704,4.0462962962963,3.51851851851852,0.555555555555556,5.25925925925926
