"","V1","FBL_number","No_FBL","FBL"
"874","yfeD",0,0,1
"875","aqpZ",0,0,1
"877","cycA",0,0,1
"878","aroF",0,0,1
"879","gcvP",0,0,1
"880","yebY",0,0,1
"881","mutM",0,0,1
"883","exbD",0,0,1
"885","crl",0,0,1
"888","gltP",0,0,1
"889","agaV",0,0,1
"890","sucB",0,0,1
"891","yafD",0,0,1
"892","ilvM",0,0,1
"894","pyrD",0,0,1
"895","glgC",0,0,1
"897","uhpB",0,0,1
"898","ybhG",0,0,1
"900","rimJ",0,0,1
"901","iscA",0,0,1
"902","chaA",0,0,1
"903","ydhR",0,0,1
"905","ydgJ",0,0,1
"906","acs",0,0,1
"907","asd",0,0,1
"908","tpx",0,0,1
"914","ais",0,0,1
"917","napH",0,0,1
"919","ybiV",0,0,1
"922","pykF",0,0,1
"923","efeB",0,0,1
"924","uspE",0,0,1
"926","glpK",0,0,1
"927","eda",0,0,1
"929","cysK",0,0,1
"930","napF",0,0,1
"931","ynaJ",0,0,1
"936","galP",0,0,1
"937","yojI",0,0,1
"938","osmC",0,0,1
"940","yhbS",0,0,1
"942","ung",0,0,1
"945","ybaN",0,0,1
"947","brnQ",0,0,1
"949","galE",0,0,1
"950","fumC",0,0,1
"951","bfd",0,0,1
"953","crr",0,0,1
"954","xseB",0,0,1
"955","wzzE",0,0,1
"957","slyB",0,0,1
"958","fhuE",0,0,1
"961","gltK",0,0,1
"962","yedE",0,0,1
"963","putP",0,0,1
"964","speC",0,0,1
"967","exuT",0,0,1
"969","iscU",0,0,1
"970","ilvC",0,0,1
"971","ybiT",0,0,1
"972","phoA",0,0,1
"973","yceH",0,0,1
"975","napA",0,0,1
"976","cusR",0,0,1
"977","ispA",0,0,1
"979","yceB",0,0,1
"983","adhE",0,0,1
"984","fepG",0,0,1
"986","pqqL",0,0,1
"987","ftsZ",0,0,1
"988","glnH",0,0,1
"989","ypeC",0,0,1
"990","yqhD",0,0,1
"993","aroG",0,0,1
"994","idnO",0,0,1
"995","idnD",0,0,1
"996","idnK",0,0,1
"999","cspG",0,0,1
"1002","yjjZ",0,0,1
"1003","flhC",8,0,1
"1005","glpF",0,0,1
"1007","cspA",5,0,1
"1008","glpT",0,0,1
"1010","flhD",8,0,1
"1013","garR",0,0,1
"1018","zraP",0,0,1
"1019","pspC",0,0,1
"1020","pspD",0,0,1
"1021","pspA",0,0,1
"1022","pspB",0,0,1
"1026","secE",0,0,1
"1028","ompX",0,0,1
"1033","argI",0,0,1
"1034","speE",0,0,1
"1036","rplY",0,0,1
"1068","inaA",0,0,1
"1071","potA",0,0,1
"1077","aroL",0,0,1
"1080","speB",0,0,1
"1082","stpA",3,0,1
"1085","thiI",0,0,1
"1088","upp",0,0,1
"1091","rpsA",5,0,1
"1092","lamB",0,0,1
"1095","pcnB",0,0,1
"1099","yhbE",0,0,1
"1103","yidC",0,0,1
"1108","secA",0,0,1
"1124","yebO",0,0,1
"1126","rnpA",0,0,1
"1127","yebC",0,0,1
"1128","pyrF",0,0,1
"1131","queA",0,0,1
"1134","rpsT",0,0,1
"1135","entD",0,0,1
"1140","rpsF",1,0,1
"1146","fecR",0,0,1
"1147","yhdZ",0,0,1
"1162","ydiY",0,0,1
"1165","soxS",22,0,1
"1174","potB",0,0,1
"1180","greA",0,0,1
"1189","ybfE",0,0,1
"1190","cysM",0,0,1
"1194","spoT",0,0,1
"1195","rpsB",0,0,1
"1200","fecI",0,0,1
"1207","modA",0,0,1
"1211","lysA",0,0,1
"1212","frmR",0,0,1
"1214","cysD",0,0,1
"1217","priB",0,0,1
"1218","prfC",0,0,1
"1219","metF",0,0,1
"1222","purB",0,0,1
"1224","tsf",0,0,1
"1227","cobS",0,0,1
"1234","yfhL",0,0,1
"1236","apt",0,0,1
"1238","cysN",0,0,1
"1244","cysU",0,0,1
"1247","ynfM",0,0,1
"1251","cysJ",0,0,1
"1260","uraA",0,0,1
"1270","astC",0,0,1
"1273","astD",0,0,1
"1275","ybgI",0,0,1
"1277","sdaA",0,0,1
"1283","yihX",0,0,1
"1285","yfdY",0,0,1
"1297","cspI",0,0,1
"1298","uspA",0,0,1
"1306","mrr",0,0,1
"1308","ugpB",0,0,1
"1315","srmB",0,0,1
"1317","yecA",0,0,1
"1321","yaeH",0,0,1
"1324","yqjE",0,0,1
"1336","ydbK",0,0,1
"1337","yiiS",0,0,1
"1339","grxB",0,0,1
"1340","yacL",0,0,1
"1343","aldB",0,0,1
"1344","ybhC",0,0,1
"1345","arcA",16,0,1
"1348","mscL",0,0,1
"1355","yjeI",0,0,1
"1358","hdhA",0,0,1
"1360","ycbZ",0,0,1
"1364","osmE",0,0,1
"1367","rof",0,0,1
"1372","elaB",0,0,1
"1373","ccmG",0,0,1
"1377","yhaH",0,0,1
"1381","msyB",0,0,1
"1388","ytfK",0,0,1
"1392","otsB",0,0,1
"1405","yadS",0,0,1
"1409","cysQ",0,0,1
