"","V1","Loop_number","No_loop","Loop"
"287","tgt",0,0,1
"288","tnaB",2,0,1
"289","tnaC",1,0,1
"290","treB",3,0,1
"291","treC",3,0,1
"292","ubiB",0,0,1
"293","yagE",0,0,1
"294","pdeL",1,0,1
"295","yajC",0,0,1
"296","ybaL",0,0,1
"297","ybfA",0,0,1
"298","ybjN",10,0,1
"299","efeB",0,0,1
"300","ycfP",0,0,1
"301","bhsA",3,0,1
"302","ydgD",0,0,1
"303","nemR",1,0,1
"304","ydiH",0,0,1
"305","leuE",0,0,1
"306","yecD",0,0,1
"307","tcyL",0,0,1
"308","yejG",0,0,1
"309","yfcA",0,0,1
"310","yfcD",0,0,1
"311","yfcE",0,0,1
"312","yfjF",0,0,1
"313","ratA",0,0,1
"314","ygbE",0,0,1
"315","yccA",0,0,1
"316","tusE",0,0,1
"317","ldtC",1,0,1
"318","ydhF",0,0,1
"319","raiA",2,0,1
"320","ygaH",0,0,1
"321","ygaZ",0,0,1
"322","ygdR",0,0,1
"323","trmB",0,0,1
"324","yghG",0,0,1
"325","yghJ",0,0,1
"326","ygiB",7,0,1
"327","ygdQ",0,0,1
"328","argO",1,0,1
"329","rsmE",0,0,1
"330","ygiW",0,0,1
"331","yhcN",0,0,1
"332","tusD",0,0,1
"333","yheO",0,0,1
"334","yieE",3,0,1
"335","yieF",0,0,1
"336","yigI",0,0,1
"337","yjeM",0,0,1
"338","tabA",0,0,1
"339","yjjU",0,0,1
"340","ykgA",0,0,1
"341","ylaC",0,0,1
"342","yncD",0,0,1
"343","yodC",0,0,1
"344","rcnB",1,0,1
"345","yraQ",0,0,1
"346","yhaL",0,0,1
"347","yhiI",0,0,1
"348","yjiA",0,0,1
"349","yjiX",0,0,1
"350","btsT",3,0,1
"351","ykfF",0,0,1
"352","pdeB",0,0,1
"353","ylbF",0,0,1
"354","yncE",3,0,1
"355","yqjA",3,0,1
"356","yqjC",0,0,1
"357","yqjD",0,0,1
"358","ytfJ",4,0,1
"359","recA",0,0,1
"360","rnk",0,0,1
"361","serU",0,0,1
"362","slt",2,0,1
"363","speA",0,0,1
"364","speD",0,0,1
"365","spy",1,0,1
"366","tatA",0,0,1
"367","tatB",0,0,1
"368","ubiE",0,0,1
"369","uvrY",2,0,1
"370","yciB",0,0,1
"371","yciC",0,0,1
"372","yciI",0,0,1
"373","yebE",0,0,1
"374","mtfA",0,0,1
"375","btsS",0,0,1
"376","patZ",0,0,1
"377","ygiC",7,0,1
"378","adeP",0,0,1
"379","yihA",0,0,1
"380","yijD",0,0,1
"381","bsmA",0,0,1
"382","rraB",0,0,1
"383","ynfD",0,0,1
"384","yqaE",2,0,1
"385","yqgB",0,0,1
"386","mzrA",3,0,1
"387","speG",3,0,1
"388","srlA",16,0,1
"389","srlB",9,0,1
"390","srlD",9,0,1
"391","srlE",9,0,1
"392","srlR",4,0,1
"393","tap",3,0,1
"394","tar",3,0,1
"395","tsr",1,0,1
"396","tsx",4,0,1
"397","udp",1,0,1
"398","yafE",0,0,1
"399","yafY",0,0,1
"400","cnoX",0,0,1
"401","ybeX",1,0,1
"402","ybeY",0,0,1
"403","ybeZ",0,0,1
"404","pxpA",0,0,1
"405","ybiX",0,0,1
"406","ybjX",0,0,1
"407","ycgR",32,0,1
"408","ycjX",0,0,1
"409","yeaD",0,0,1
"410","yebW",0,0,1
"411","yecR",30,0,1
"412","yeeR",0,0,1
"413","yffB",0,0,1
"414","cas2",13,0,1
"415","ygiS",0,0,1
"416","tusB",0,0,1
"417","yhhQ",0,0,1
"418","pdeH",32,0,1
"419","yiaD",0,0,1
"420","rdcA",3,0,1
"421","ykfB",0,0,1
"422","ymdA",24,0,1
"423","yneE",0,0,1
"424","ynfB",5,0,1
"425","zntR",1,0,1
"426","allA",0,0,1
"427","cdh",0,0,1
"428","dnaA",3,0,1
"429","dnaN",4,0,1
"430","entE",1,0,1
"431","fecA",8,0,1
"432","fecB",8,0,1
"433","fecC",8,0,1
"434","fecD",8,0,1
"435","fecE",8,0,1
"436","fepA",2,0,1
"437","fhuC",0,0,1
"438","frwB",0,0,1
"439","ftsA",17,0,1
"440","ftsQ",13,0,1
"441","fucK",4,0,1
"442","galK",19,0,1
"443","gntT",1,0,1
"444","gpmM",1,0,1
"445","gpsA",0,0,1
"446","hrpB",0,0,1
"447","hslR",0,0,1
"448","hupA",1,0,1
"449","hybA",1,0,1
"450","idnT",3,0,1
"451","lnt",0,0,1
"452","lpxB",0,0,1
"453","malF",19,0,1
"454","malG",19,0,1
"455","malK",1,0,1
"456","malM",1,0,1
"457","malP",1,0,1
"458","malQ",7,0,1
"459","mdlB",0,0,1
"460","menA",0,0,1
"461","mltB",0,0,1
"462","modC",1,0,1
"463","murG",3,0,1
"464","napC",43,0,1
"465","narY",0,0,1
"466","nrdF",3,0,1
"467","pflC",0,0,1
"468","pheA",0,0,1
"469","phoB",0,0,1
"470","phoU",17,0,1
"471","aceE",10,0,1
"472","acnB",8,0,1
"473","adk",0,0,1
"474","ahpC",2,0,1
"475","aldA",22,0,1
"476","apaG",4,0,1
"477","argS",0,0,1
"478","aspC",1,0,1
"479","avtA",0,0,1
"480","can",2,0,1
"481","wzzB",0,0,1
"482","cyoA",41,0,1
"483","cyoC",41,0,1
"484","cyoD",41,0,1
"485","cyoE",41,0,1
"486","cysZ",0,0,1
"487","dld",0,0,1
"488","dsbB",0,0,1
"489","emrA",0,0,1
"490","fabI",0,0,1
"491","fadR",0,0,1
"492","fdx",0,0,1
"493","fnr",7,0,1
"494","folE",7,0,1
"495","fpr",2,0,1
"496","galF",0,0,1
"497","ghrA",0,0,1
"498","glf",0,0,1
"499","gloA",4,0,1
"500","gltX",1,0,1
"501","gmhA",4,0,1
"502","gnd",5,0,1
"503","gpt",0,0,1
"504","guaA",8,0,1
"505","lolB",0,0,1
"506","hha",2,0,1
"507","hpt",5,0,1
"508","iadA",0,0,1
"509","insA1",0,0,1
"510","insA2",0,0,1
"511","kdsA",0,0,1
"512","kdsB",0,0,1
"513","lgt",0,0,1
"514","lldP",4,0,1
"515","luxS",4,0,1
"516","lysP",0,0,1
"517","mdtJ",1,0,1
"518","mdtL",1,0,1
"519","menB",0,0,1
"520","mepA",0,0,1
"521","metG",0,0,1
"522","metK",9,0,1
"523","miaB",0,0,1
"524","mipA",0,0,1
"525","mreB",0,0,1
"526","mrp",0,0,1
"527","mtn",2,0,1
"528","nadE",1,0,1
"529","ndh",19,0,1
"530","ndk",0,0,1
"531","nemA",2,0,1
"532","nuoG",29,0,1
"533","nuoH",29,0,1
"534","nuoI",29,0,1
"535","nuoJ",29,0,1
"536","nuoK",29,0,1
"537","nuoL",29,0,1
"538","ompR",4,0,1
"539","oppB",12,0,1
"540","oppC",12,0,1
"541","oppD",12,0,1
"542","oppF",12,0,1
"543","pal",0,0,1
"544","pdxH",0,0,1
"545","pepB",0,0,1
"546","pepN",0,0,1
"547","pepP",0,0,1
"548","pmrD",0,0,1
"549","psiF",0,0,1
"550","pstA",17,0,1
"551","pstB",22,0,1
"552","pstC",19,0,1
"553","pstS",19,0,1
"554","rne",0,0,1
"555","tdcB",12,0,1
"556","tdcC",12,0,1
"557","trkA",0,0,1
"558","ulaE",5,0,1
"559","ulaR",0,0,1
"560","pflA",0,0,1
"561","pgi",3,0,1
"562","pheM",1,0,1
"563","pncB",3,0,1
"564","ppsA",2,0,1
"565","ppx",0,0,1
"566","proC",0,0,1
"567","ptsG",13,0,1
"568","ptsH",39,0,1
"569","ptsI",5,0,1
"570","purU",0,0,1
"571","pyrG",0,0,1
"572","rcsB",0,0,1
"573","relA",28,0,1
"574","rfbC",0,0,1
"575","rfbD",0,0,1
"576","rfe",0,0,1
"577","rhlB",0,0,1
"578","uxaC",8,0,1
"579","yagF",0,0,1
"580","ybaV",0,0,1
"581","rrrD",0,0,1
"582","ybjG",0,0,1
"583","ycdZ",0,0,1
"584","ycjF",0,0,1
"585","ycjO",0,0,1
"586","yddB",0,0,1
"587","yghD",0,0,1
"588","rho",0,0,1
"589","ribA",0,0,1
"590","rmf",13,0,1
"591","rnb",0,0,1
"592","rnt",0,0,1
"593","rsd",27,0,1
"594","rsuA",0,0,1
"595","sdhC",15,0,1
"596","sdhD",4,0,1
"597","serC",0,0,1
"598","sfsB",2,0,1
"599","sppA",0,0,1
"600","sra",23,0,1
"601","surA",0,0,1
"602","tatE",0,0,1
"603","tehB",0,0,1
"604","tolB",0,0,1
"605","tolQ",0,0,1
"606","tpiA",2,0,1
"607","bipA",0,0,1
"608","yhdT",0,0,1
"609","yhfS",0,0,1
"610","yhfU",0,0,1
"611","yhgE",0,0,1
"612","rsmJ",0,0,1
"613","yicG",0,0,1
"614","yihF",0,0,1
"615","yjaB",0,0,1
"616","yjeJ",0,0,1
"617","yjfL",0,0,1
"618","yjgM",0,0,1
"619","ubiH",0,0,1
"620","xerC",0,0,1
"621","yadG",0,0,1
"622","yadH",0,0,1
"623","yaiA",2,0,1
"624","ybgC",0,0,1
"625","ybhB",0,0,1
"626","ycaR",0,0,1
"627","mepK",0,0,1
"628","gloC",0,0,1
"629","ycdX",0,0,1
"630","ycdY",0,0,1
"631","ychH",0,0,1
"632","ychJ",0,0,1
"633","ydfG",0,0,1
"634","tcyP",0,0,1
"635","yeaC",0,0,1
"636","yeaK",0,0,1
"637","yeeN",0,0,1
"638","yjhD",0,0,1
"639","ykgF",0,0,1
"640","ymdB",22,0,1
"641","yoaE",0,0,1
"642","yohK",0,0,1
"643","yqfA",0,0,1
"644","nfeF",0,0,1
"645","igaA",0,0,1
"646","yrfG",0,0,1
"647","yeeZ",0,0,1
"648","yehS",0,0,1
"649","btsR",0,0,1
"650","yeiG",0,0,1
"651","yfaE",8,0,1
"652","alaA",0,0,1
"653","epmC",0,0,1
"654","yfcZ",3,0,1
"655","yfdG",0,0,1
"656","yfdI",0,0,1
"657","pgpC",0,0,1
"658","yfjW",0,0,1
"659","ygdI",0,0,1
"660","rapZ",1,0,1
"661","tusC",0,0,1
"662","yhjR",0,0,1
"663","yieP",0,0,1
"664","yjbQ",3,0,1
"665","rsgA",0,0,1
"666","queG",0,0,1
"667","lptF",0,0,1
