"","V1","FFL","No_FFL","NonPl_X"
"2023","sgbH",1,0,0
"2024","uxuB",1,0,0
"2025","hcxB",0,1,0
"2026","rihA",0,1,0
"2027","rihC",0,1,0
"2028","ccmC",1,0,0
"2029","nohD",0,1,0
"2030","sbcB",0,1,0
"2031","insH10",0,1,0
"2032","insH11",0,1,0
"2033","insH3",0,1,0
"2034","insH4",0,1,0
"2035","insH5",0,1,0
"2036","insH6",0,1,0
"2037","insH7",0,1,0
"2038","insH8",0,1,0
"2039","insH9",0,1,0
"2040","dgcT",1,0,0
"2041","fabR",0,1,0
"2042","grcA",1,0,0
"2043","cdaR",0,1,0
"2044","alaE",1,0,0
"2045","yhcE",0,1,0
"2046","iraD",1,0,0
"2047","ymfL",0,1,0
"2048","ypdK",0,1,0
"2049","yjbT",0,1,0
"2050","livJ",1,0,0
"2051","malE",1,0,0
"2052","ghxP",0,1,0
"2053","ybdL",0,1,0
"2054","bssS",1,0,0
"2055","yibT",0,1,0
"2056","metL",1,0,0
"2057","metA",1,0,0
"2058","atoD",1,0,0
"2059","atoA",1,0,0
"2060","rhaA",1,0,0
"2061","ykgJ",0,1,0
"2062","ybiJ",0,1,0
"2063","azoR",0,1,0
"2064","yncJ",0,1,0
"2065","yhaK",0,1,0
"2066","pspG",1,0,0
"2067","chiX",0,1,0
"2068","ybeD",1,0,0
"2069","hspQ",1,0,0
"2070","norR",0,1,0
"2071","argH",1,0,0
"2072","sokX",0,1,0
"2073","micA",0,1,0
"2074","bssR",0,1,0
"2075","ldtE",0,1,0
"2076","fklB",0,1,0
"2077","tomB",1,0,0
"2078","chiP",1,0,0
"2079","chiQ",1,0,0
"2080","dgcZ",1,0,0
"2081","yoaI",0,1,0
"2082","hisL",1,0,0
"2083","yfgG",1,0,0
"2084","gcvB",1,0,0
"2085","ryhB",1,0,0
"2086","ydcV",1,0,0
"2087","patD",1,0,0
"2088","rhaS",1,0,0
"2089","crcB",0,1,0
"2090","feoA",1,0,0
"2091","fimB",1,0,0
"2092","lrp",1,0,0
"2093","nlpD",0,1,0
"2094","relB",0,1,0
"2095","relE",0,1,0
"2096","ruvA",0,1,0
"2097","sdiA",1,0,0
"2098","yajI",0,1,0
"2099","ybbC",0,1,0
"2100","ybcW",0,1,0
"2101","ycgJ",1,0,0
"2102","ycgL",0,1,0
"2103","ycgZ",1,0,0
"2104","ychE",0,1,0
"2105","ydcD",0,1,0
"2106","yefM",1,0,0
"2107","ygaC",1,0,0
"2108","yhhX",0,1,0
"2109","yiiF",0,1,0
"2110","lspA",1,0,0
"2111","nuoE",1,0,0
"2112","nuoF",1,0,0
"2113","pgk",1,0,0
"2114","rfbX",0,1,0
"2115","thyA",0,1,0
"2116","tktA",0,1,0
"2117","ybiW",0,1,0
"2118","yedF",0,1,0
"2119","accD",1,0,0
"2120","agaR",0,1,0
"2121","allR",0,1,0
"2122","chpS",1,0,0
"2123","cobU",1,0,0
"2124","corA",0,1,0
"2125","creA",1,0,0
"2126","cybB",0,1,0
"2127","dicA",0,1,0
"2128","dsrB",0,1,0
"2129","dtd",0,1,0
"2130","flxA",1,0,0
"2131","ftsE",0,1,0
"2132","ftsY",0,1,0
"2133","hipB",1,0,0
"2134","intF",0,1,0
"2135","mobA",0,1,0
"2136","mobB",0,1,0
"2137","ogrK",0,1,0
"2138","panD",1,0,0
"2139","pdxJ",0,1,0
"2140","ssb",1,0,0
"2141","sulA",1,0,0
"2142","tfaS",0,1,0
"2143","umuD",0,1,0
"2144","yacC",0,1,0
"2145","yciN",0,1,0
"2146","yebG",0,1,0
"2147","yedJ",0,1,0
"2148","yeiS",0,1,0
"2149","yfdK",0,1,0
"2150","yhaJ",0,1,0
"2151","yhbP",0,1,0
"2152","yhhM",0,1,0
"2153","yibL",0,1,0
"2154","yidB",0,1,0
"2155","yifN",0,1,0
"2156","yihD",1,0,0
"2157","yjaG",0,1,0
"2158","yjbD",0,1,0
"2159","yjdJ",0,1,0
"2160","yjjX",0,1,0
"2161","ymfK",0,1,0
"2162","ymgA",1,0,0
"2163","ynjH",1,0,0
"2164","yoaF",0,1,0
"2165","yoaH",0,1,0
"2166","yrdA",0,1,0
"2167","zipA",0,1,0
"2168","alaX",1,0,0
"2169","ansA",0,1,0
"2170","argQ",0,1,0
"2171","argZ",0,1,0
"2172","artI",1,0,0
"2173","artP",1,0,0
"2174","fbaA",1,0,0
"2175","glnS",1,0,0
"2176","glnW",1,0,0
"2177","gltT",1,0,0
"2178","gltU",1,0,0
"2179","gltV",1,0,0
"2180","gltW",1,0,0
"2181","ileT",1,0,0
"2182","ileU",1,0,0
"2183","leuW",1,0,0
"2184","lysQ",0,1,0
"2185","lysT",1,0,0
"2186","lysW",1,0,0
"2187","lysY",0,1,0
"2188","lysZ",0,1,0
"2189","metT",1,0,0
"2190","metU",1,0,0
"2191","nuoA",1,0,0
"2192","nuoB",1,0,0
"2193","oppA",1,0,0
"2194","pepQ",0,1,0
"2195","potC",0,1,0
"2196","pssA",0,1,0
"2197","rfaD",1,0,0
"2198","ribE",1,0,0
"2199","serT",1,0,0
"2200","thrV",1,0,0
"2201","tyrT",1,0,0
"2202","tyrV",1,0,0
"2203","yfdH",0,1,0
"2204","yfaZ",0,1,0
"2205","ampD",1,0,0
"2206","cueR",0,1,0
"2207","intR",0,1,0
"2208","priC",0,1,0
"2209","seqA",1,0,0
"2210","yajG",0,1,0
"2211","ytfP",0,1,0
