"","FFL","No_FFL","C3","C1","C2","C4","I2","I4","I3","I1","NonPl_X","coherent","incoherent","homogenous","heterogenous"
"Plastic
genes",94.8333333333333,5.16666666666667,13.2570724618519,7.6373075998076,22.8715651859034,28.7052142302142,9.62765952729188,8.26740874865875,2.07016987641988,2.3969357031857,0,72.4711594777771,22.3621738555562,38.7894483376101,56.0438849957232
"Anticor",93.3333333333333,6.66666666666667,0.547222222222222,14.9968374218374,2.16933621933622,54.8357503607504,1.24803992303992,15.0623136123136,0.638636363636364,3.83519721019721,0,72.5491462241462,20.7841871091871,31.8544131794132,61.4789201539202
"Cor",96.3333333333333,3.66666666666667,25.9669227014815,0.277777777777778,43.5737941524706,2.5746780996781,18.0072791315438,1.47250388500388,3.50170338920339,0.958674196174196,0,72.393172731408,23.9401606019253,45.724483495807,50.6088498375263
"No_sel",86,14,13.8894097321047,21.2041545404829,6.85338785605156,7.1930854153557,7.67810325128532,9.77497214932531,8.91284496464648,10.494042090748,0,49.1400375439949,36.8599624560051,52.5466396731982,33.4533603268018
"Non-plastic
genes",23.0769230769231,76.9230769230769,1.6025641025641,2.20178372352285,3.27480490523969,1.99275362318841,4.38963210702341,4.68227424749164,3.34448160535117,1.58862876254181,0,9.07190635451505,14.005016722408,12.876254180602,10.2006688963211
