"","V1","FFL","No_FFL","C3","C1","C2","C4","I2","I4","I3","I1","NonPl_X"
"259","rmf",0,1,0,0,0,0,0,0,0,0,0
"260","rnb",0,1,0,0,0,0,0,0,0,0,0
"261","rsd",1,0,0,0.375,0,0.375,0,0,0.25,0,0
"262","surA",0,1,0,0,0,0,0,0,0,0,0
"263","yicG",0,1,0,0,0,0,0,0,0,0,0
"264","yjaB",0,1,0,0,0,0,0,0,0,0,0
"265","yaiA",1,0,0,0,0,0,0,0,1,0,0
"266","ybhB",0,1,0,0,0,0,0,0,0,0,0
"267","yeaC",0,1,0,0,0,0,0,0,0,0,0
"268","yeeN",0,1,0,0,0,0,0,0,0,0,0
"269","yjhD",0,1,0,0,0,0,0,0,0,0,0
"270","yehS",0,1,0,0,0,0,0,0,0,0,0
"271","yhjR",1,0,0,1,0,0,0,0,0,0,0
"272","yjbQ",1,0,0.25,0,0,0,0.25,0,0.25,0.25,0
"273","rpoS",1,0,0.111111111111111,0.277777777777778,0,0.111111111111111,0,0.0555555555555556,0.333333333333333,0.111111111111111,0
"274","iscR",1,0,0,0,0,0,0,0,1,0,0
"275","nrdH",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"276","nrdI",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"277","argT",1,0,0,0.5,0,0,0,0.5,0,0,0
"278","betI",1,0,0,0,0,0,0,0,1,0,0
"279","clpA",0,1,0,0,0,0,0,0,0,0,0
"280","hybD",1,0,0,0,0,0,0,0,1,0,0
"281","tonB",0,1,0,0,0,0,0,0,0,0,0
"282","fis",1,0,0,0.222222222222222,0,0.444444444444444,0,0,0.111111111111111,0,0.222222222222222
"283","smg",0,1,0,0,0,0,0,0,0,0,0
"284","ycgM",0,1,0,0,0,0,0,0,0,0,0
"285","mgsA",0,1,0,0,0,0,0,0,0,0,0
"286","sucC",1,0,0,0.2,0.15,0.05,0,0.1,0.3,0,0.2
"287","pepD",1,0,0,0,0,0,0,0,1,0,0
"288","yciH",1,0,0,1,0,0,0,0,0,0,0
"289","exbB",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0,0
"290","pnuC",0,1,0,0,0,0,0,0,0,0,0
"291","sanA",0,1,0,0,0,0,0,0,0,0,0
"292","yfeD",0,1,0,0,0,0,0,0,0,0,0
"293","exbD",1,0,0,0,0,0,0,0,1,0,0
"294","sucB",1,0,0,0.222222222222222,0.111111111111111,0.0555555555555556,0,0.111111111111111,0.277777777777778,0,0.222222222222222
"295","ilvM",1,0,0,0,0,0,0.333333333333333,0,0.666666666666667,0,0
"296","rimJ",0,1,0,0,0,0,0,0,0,0,0
"297","ydhR",0,1,0,0,0,0,0,0,0,0,0
"298","ais",0,1,0,0,0,0,0,0,0,0,0
"299","ybiV",0,1,0,0,0,0,0,0,0,0,0
"300","pykF",1,0,0,1,0,0,0,0,0,0,0
"301","ynaJ",0,1,0,0,0,0,0,0,0,0,0
"302","osmC",1,0,0,0.571428571428571,0,0.285714285714286,0,0,0.142857142857143,0,0
"303","yhbS",0,1,0,0,0,0,0,0,0,0,0
"304","ung",0,1,0,0,0,0,0,0,0,0,0
"305","bfd",0,1,0,0,0,0,0,0,0,0,0
"306","yedE",0,1,0,0,0,0,0,0,0,0,0
"307","yceH",0,1,0,0,0,0,0,0,0,0,0
"308","yceB",0,1,0,0,0,0,0,0,0,0,0
"309","ftsZ",1,0,0,0.181818181818182,0,0.0909090909090909,0.0909090909090909,0,0.636363636363636,0,0
"310","aroG",1,0,0,0.5,0,0,0,0,0.5,0,0
"311","cspG",0,1,0,0,0,0,0,0,0,0,0
"312","flhC",1,0,0.121212121212121,0.151515151515152,0.121212121212121,0,0,0,0.333333333333333,0,0.272727272727273
"313","glpF",1,0,0,0.25,0.25,0,0,0,0.5,0,0
"314","cspA",1,0,0,0.5,0,0,0,0,0.5,0,0
"315","glpT",1,0,0,0.1875,0.0625,0,0,0.0625,0.1875,0,0.5
"316","flhD",1,0,0.121212121212121,0.151515151515152,0.121212121212121,0,0,0,0.333333333333333,0,0.272727272727273
"317","pspC",1,0,0,0,0,0,0,0,0,0,1
"318","pspA",1,0,0,0,0,0,0,0,0,0,1
"319","pspB",1,0,0,0,0,0,0,0,0,0,1
"320","secE",0,1,0,0,0,0,0,0,0,0,0
"321","speE",0,1,0,0,0,0,0,0,0,0,0
"322","rplY",1,0,0,0,0,0.5,0,0,0.5,0,0
"323","potA",0,1,0,0,0,0,0,0,0,0,0
"324","speB",1,0,0,0.5,0,0,0,0,0.5,0,0
"325","stpA",1,0,0,0.2,0,0.4,0,0,0.4,0,0
"326","thiI",0,1,0,0,0,0,0,0,0,0,0
"327","rpsA",1,0,0,0,0,0.5,0,0,0.5,0,0
"328","pcnB",1,0,0,0.25,0,0.25,0,0,0.25,0.25,0
"329","yhbE",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0
"330","yidC",0,1,0,0,0,0,0,0,0,0,0
"331","secA",0,1,0,0,0,0,0,0,0,0,0
"332","rnpA",0,1,0,0,0,0,0,0,0,0,0
"333","yebC",0,1,0,0,0,0,0,0,0,0,0
"334","pyrF",1,0,0,1,0,0,0,0,0,0,0
"335","queA",0,1,0,0,0,0,0,0,0,0,0
"336","rpsT",0,1,0,0,0,0,0,0,0,0,0
"337","rpsF",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"338","yhdZ",1,0,0,1,0,0,0,0,0,0,0
"339","ydiY",0,1,0,0,0,0,0,0,0,0,0
"340","soxS",1,0,0,0.2,0,0.3,0.1,0,0.4,0,0
"341","potB",0,1,0,0,0,0,0,0,0,0,0
"342","greA",1,0,0,1,0,0,0,0,0,0,0
"343","ybfE",0,1,0,0,0,0,0,0,0,0,0
"344","spoT",1,0,0,0,0,0.5,0,0,0.5,0,0
"345","rpsB",0,1,0,0,0,0,0,0,0,0,0
"346","modA",1,0,0,1,0,0,0,0,0,0,0
"347","priB",1,0,0,0.142857142857143,0,0,0.285714285714286,0,0.571428571428571,0,0
"348","prfC",0,1,0,0,0,0,0,0,0,0,0
"349","purB",1,0,0,0,0,0,0,0,1,0,0
"350","tsf",1,0,0,0,0,0,0,0,1,0,0
"351","cobS",0,1,0,0,0,0,0,0,0,0,0
"352","yfhL",0,1,0,0,0,0,0,0,0,0,0
"353","apt",0,1,0,0,0,0,0,0,0,0,0
"354","uraA",1,0,0,1,0,0,0,0,0,0,0
"355","ybgI",0,1,0,0,0,0,0,0,0,0,0
"356","yihX",0,1,0,0,0,0,0,0,0,0,0
"357","yfdY",0,1,0,0,0,0,0,0,0,0,0
"358","uspA",1,0,0,0.25,0,0,0,0,0.25,0,0.5
"359","mrr",0,1,0,0,0,0,0,0,0,0,0
"360","srmB",0,1,0,0,0,0,0,0,0,0,0
"361","yecA",0,1,0,0,0,0,0,0,0,0,0
"362","yaeH",0,1,0,0,0,0,0,0,0,0,0
"363","yiiS",0,1,0,0,0,0,0,0,0,0,0
"364","grxB",0,1,0,0,0,0,0,0,0,0,0
"365","yacL",0,1,0,0,0,0,0,0,0,0,0
"366","ybhC",0,1,0,0,0,0,0,0,0,0,0
"367","arcA",0,1,0,0,0,0,0,0,0,0,0
"368","mscL",0,1,0,0,0,0,0,0,0,0,0
"369","yjeI",0,1,0,0,0,0,0,0,0,0,0
"370","hdhA",0,1,0,0,0,0,0,0,0,0,0
"371","ycbZ",0,1,0,0,0,0,0,0,0,0,0
"372","osmE",1,0,0,0.111111111111111,0,0,0,0,0.444444444444444,0,0.444444444444444
"373","rof",0,1,0,0,0,0,0,0,0,0,0
"374","elaB",0,1,0,0,0,0,0,0,0,0,0
"375","yhaH",0,1,0,0,0,0,0,0,0,0,0
"376","ytfK",1,0,0.25,0,0,0.25,0.25,0.25,0,0,0
"377","cysQ",0,1,0,0,0,0,0,0,0,0,0
"378","holA",0,1,0,0,0,0,0,0,0,0,0
"379","elaA",0,1,0,0,0,0,0,0,0,0,0
"380","bolA",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"381","prc",0,1,0,0,0,0,0,0,0,0,0
"382","nrdB",1,0,0,0.333333333333333,0,0,0,0.166666666666667,0.5,0,0
"383","yeaO",0,1,0,0,0,0,0,0,0,0,0
"384","rbfA",1,0,0,0.25,0.25,0,0,0,0.5,0,0
"385","iclR",0,1,0,0,0,0,0,0,0,0,0
"386","csdA",0,1,0,0,0,0,0,0,0,0,0
"387","aspS",0,1,0,0,0,0,0,0,0,0,0
"388","rpoD",1,0,0,0.5,0,0,0,0,0,0.5,0
"389","nupC",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0,0
"390","narP",0,1,0,0,0,0,0,0,0,0,0
"391","valS",1,0,0,1,0,0,0,0,0,0,0
"392","ibpA",1,0,0,0.5,0,0,0,0.5,0,0,0
"393","ydgK",0,1,0,0,0,0,0,0,0,0,0
"394","accB",1,0,0,1,0,0,0,0,0,0,0
"395","evgA",1,0,0,0.5,0,0,0,0,0.5,0,0
"396","trxC",1,0,0,1,0,0,0,0,0,0,0
"397","ibpB",1,0,0,0.125,0,0,0,0.125,0.25,0,0.5
"398","ucpA",0,1,0,0,0,0,0,0,0,0,0
"399","sbmC",0,1,0,0,0,0,0,0,0,0,0
"400","exuR",1,0,0.25,0,0,0,0,0,0.5,0.25,0
"401","lexA",0,1,0,0,0,0,0,0,0,0,0
"402","pfkB",0,1,0,0,0,0,0,0,0,0,0
"403","bfr",0,1,0,0,0,0,0,0,0,0,0
"404","ybaQ",0,1,0,0,0,0,0,0,0,0,0
"405","gnsB",0,1,0,0,0,0,0,0,0,0,0
"406","accC",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"407","cspE",1,0,0,0.2,0,0,0.4,0,0.4,0,0
"408","yrbL",1,0,0,1,0,0,0,0,0,0,0
"409","ybcM",0,1,0,0,0,0,0,0,0,0,0
"410","yqcA",0,1,0,0,0,0,0,0,0,0,0
"411","lpxC",1,0,0,0,0,0.2,0.2,0,0.6,0,0
"412","ydgC",0,1,0,0,0,0,0,0,0,0,0
