"","FFL","No_FFL","C3","C1","C2","C4","I2","I4","I3","I1","NonPl_X"
"1",1,0,0.027027027027027,0.193693693693694,0.0900900900900901,0.0945945945945946,0.0405405405405405,0.252252252252252,0.166666666666667,0.135135135135135,0
"2",1,0,0.0666666666666667,0.0666666666666667,0.1,0.266666666666667,0.166666666666667,0.1,0.133333333333333,0.1,0
"3",1,0,0.0769230769230769,0.179487179487179,0.128205128205128,0.0769230769230769,0.0769230769230769,0.205128205128205,0.102564102564103,0.153846153846154,0
"4",1,0,0,0.310344827586207,0.0862068965517241,0.120689655172414,0.0172413793103448,0.275862068965517,0.137931034482759,0.0517241379310345,0
"5",1,0,0.06,0.22,0.16,0.08,0.02,0.22,0.08,0.16,0
"6",1,0,0.12,0.08,0.12,0.24,0.2,0.08,0.08,0.08,0
"7",1,0,0.138461538461538,0.0769230769230769,0.2,0.0769230769230769,0.123076923076923,0.138461538461538,0.0923076923076923,0.153846153846154,0
"8",1,0,0.1,0.1,0.142857142857143,0.171428571428571,0.0857142857142857,0.128571428571429,0.142857142857143,0.128571428571429,0
"9",1,0,0.116788321167883,0.109489051094891,0.0875912408759124,0.109489051094891,0.109489051094891,0.160583941605839,0.160583941605839,0.145985401459854,0
"10",1,0,0.0773809523809524,0.178571428571429,0.113095238095238,0.0892857142857143,0.0416666666666667,0.208333333333333,0.160714285714286,0.130952380952381,0
"11",1,0,0.112903225806452,0.129032258064516,0.145161290322581,0.17741935483871,0.0806451612903226,0.145161290322581,0.0806451612903226,0.129032258064516,0
"12",1,0,0.102941176470588,0.161764705882353,0.235294117647059,0.117647058823529,0.102941176470588,0.0588235294117647,0.117647058823529,0.102941176470588,0
"13",1,0,0.0819672131147541,0.229508196721311,0.114754098360656,0.180327868852459,0.0163934426229508,0.213114754098361,0.131147540983607,0.0327868852459016,0
"14",1,0,0.0714285714285714,0.0952380952380952,0.0714285714285714,0.19047619047619,0.166666666666667,0.0952380952380952,0.119047619047619,0.19047619047619,0
"15",1,0,0.108870967741935,0.165322580645161,0.133064516129032,0.189516129032258,0.064516129032258,0.116935483870968,0.137096774193548,0.0846774193548387,0
"16",1,0,0,0.326923076923077,0.0769230769230769,0.192307692307692,0,0.326923076923077,0,0.0769230769230769,0
"17",1,0,0.0434782608695652,0.217391304347826,0.0869565217391304,0.0869565217391304,0.0434782608695652,0.173913043478261,0.0869565217391304,0.260869565217391,0
"18",1,0,0.0454545454545455,0.181818181818182,0.0909090909090909,0.159090909090909,0.0681818181818182,0.204545454545455,0.204545454545455,0.0454545454545455,0
"19",1,0,0.0454545454545455,0.159090909090909,0.0909090909090909,0.136363636363636,0.136363636363636,0.136363636363636,0.204545454545455,0.0909090909090909,0
"20",1,0,0.0196078431372549,0.215686274509804,0.156862745098039,0.117647058823529,0.0392156862745098,0.215686274509804,0.137254901960784,0.0980392156862745,0
"21",1,0,0.182142857142857,0.05,0.110714285714286,0.125,0.2,0.0464285714285714,0.15,0.135714285714286,0
"22",1,0,0.203947368421052,0.0789473684210526,0.0986842105263158,0.0921052631578947,0.151315789473684,0.0921052631578947,0.125,0.157894736842105,0
"23",1,0,0.155844155844156,0.025974025974026,0.142857142857143,0.181818181818182,0.168831168831169,0.103896103896104,0.103896103896104,0.116883116883117,0
"24",1,0,0.0142857142857143,0.171428571428571,0.142857142857143,0.0857142857142857,0.0285714285714286,0.371428571428571,0.114285714285714,0.0714285714285714,0
"25",1,0,0.0754716981132075,0.0377358490566038,0.150943396226415,0.150943396226415,0.188679245283019,0.0943396226415094,0.207547169811321,0.0943396226415094,0
"26",1,0,0.062015503875969,0.209302325581395,0.0930232558139535,0.0930232558139535,0.0542635658914729,0.224806201550388,0.13953488372093,0.124031007751938,0
"27",1,0,0.157894736842105,0.105263157894737,0.0526315789473684,0.157894736842105,0.157894736842105,0.0526315789473684,0,0.315789473684211,0
"28",1,0,0.0185185185185185,0.351851851851852,0.0925925925925926,0.0925925925925926,0,0.240740740740741,0.111111111111111,0.0925925925925926,0
"29",1,0,0.0294117647058824,0.279411764705882,0.0882352941176471,0.117647058823529,0.0294117647058824,0.205882352941176,0.147058823529412,0.102941176470588,0
"30",1,0,0.0526315789473684,0.171052631578947,0.0921052631578947,0.157894736842105,0.0263157894736842,0.223684210526316,0.184210526315789,0.0921052631578947,0
"31",1,0,0.180327868852459,0.0557377049180328,0.147540983606557,0.121311475409836,0.19672131147541,0.0524590163934426,0.101639344262295,0.144262295081967,0
"32",1,0,0.0307692307692308,0.2,0.123076923076923,0.107692307692308,0.0615384615384615,0.246153846153846,0.0769230769230769,0.153846153846154,0
"33",1,0,0.0357142857142857,0.178571428571429,0.160714285714286,0.178571428571429,0.0892857142857143,0.160714285714286,0.0714285714285714,0.125,0
"34",1,0,0.166666666666667,0.0277777777777778,0.138888888888889,0.138888888888889,0.194444444444445,0.0972222222222222,0.0972222222222222,0.138888888888889,0
"35",1,0,0.181818181818182,0.0454545454545455,0.0909090909090909,0.227272727272727,0.0909090909090909,0.181818181818182,0.0909090909090909,0.0909090909090909,0
"36",1,0,0.0357142857142857,0.142857142857143,0.160714285714286,0.214285714285714,0.0178571428571429,0.214285714285714,0.107142857142857,0.107142857142857,0
"37",1,0,0.157894736842105,0.0526315789473684,0.087719298245614,0.210526315789474,0.192982456140351,0.0526315789473684,0.0526315789473684,0.192982456140351,0
"38",1,0,0.0127388535031847,0.299363057324841,0.0764331210191083,0.10828025477707,0.0127388535031847,0.248407643312102,0.10828025477707,0.133757961783439,0
"39",1,0,0.163265306122449,0.122448979591837,0.122448979591837,0.204081632653061,0.0816326530612245,0.102040816326531,0.0816326530612245,0.122448979591837,0
"40",1,0,0.0238095238095238,0.285714285714286,0.0952380952380952,0.0714285714285714,0.0476190476190476,0.285714285714286,0.142857142857143,0.0476190476190476,0
"41",1,0,0.0217391304347826,0.239130434782609,0.130434782608696,0.195652173913043,0.0652173913043478,0.130434782608696,0.152173913043478,0.0652173913043478,0
"42",1,0,0.0338983050847458,0.220338983050848,0.0847457627118644,0.169491525423729,0.0338983050847458,0.271186440677966,0.101694915254237,0.0847457627118644,0
"43",1,0,0.23936170212766,0.0212765957446809,0.101063829787234,0.117021276595745,0.276595744680851,0.0159574468085106,0.074468085106383,0.154255319148936,0
"44",1,0,0.118343195266272,0.0887573964497042,0.142011834319527,0.124260355029586,0.165680473372781,0.109467455621302,0.112426035502959,0.13905325443787,0
"45",1,0,0.0425531914893617,0.127659574468085,0.127659574468085,0.212765957446809,0.127659574468085,0.148936170212766,0.106382978723404,0.106382978723404,0
"46",1,0,0.191780821917808,0.0547945205479452,0.164383561643836,0.205479452054795,0.178082191780822,0.0273972602739726,0.136986301369863,0.0410958904109589,0
"47",1,0,0.0298507462686567,0.17910447761194,0.119402985074627,0.208955223880597,0.0895522388059701,0.194029850746269,0.0895522388059701,0.0895522388059701,0
"48",1,0,0.133333333333333,0,0.111111111111111,0.2,0.2,0.155555555555556,0.0888888888888889,0.111111111111111,0
"49",1,0,0.0232558139534884,0.186046511627907,0.0930232558139535,0.186046511627907,0.0232558139534884,0.348837209302325,0.0930232558139535,0.0465116279069767,0
"50",1,0,0.133333333333333,0.133333333333333,0.133333333333333,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.333333333333333,0
"51",1,0,0.0851063829787234,0.106382978723404,0.148936170212766,0.0212765957446809,0.148936170212766,0.148936170212766,0.127659574468085,0.212765957446809,0
"52",1,0,0.0958904109589041,0.205479452054795,0.13013698630137,0.0958904109589041,0.089041095890411,0.10958904109589,0.157534246575342,0.116438356164384,0
"53",1,0,0.0555555555555556,0.166666666666667,0.166666666666667,0.111111111111111,0.0555555555555556,0.0555555555555556,0.222222222222222,0.166666666666667,0
"54",1,0,0.0740740740740741,0.148148148148148,0.0740740740740741,0.333333333333333,0.111111111111111,0.037037037037037,0.0740740740740741,0.148148148148148,0
"55",1,0,0.037037037037037,0.296296296296296,0.0740740740740741,0.222222222222222,0,0.259259259259259,0.037037037037037,0.0740740740740741,0
"56",1,0,0.104294478527607,0.159509202453988,0.122699386503068,0.184049079754601,0.0552147239263804,0.134969325153374,0.116564417177914,0.122699386503068,0
"57",1,0,0.0256410256410256,0.230769230769231,0.102564102564103,0.128205128205128,0.0769230769230769,0.128205128205128,0.230769230769231,0.0769230769230769,0
"58",1,0,0.0888888888888889,0.177777777777778,0.133333333333333,0.111111111111111,0.111111111111111,0.133333333333333,0.133333333333333,0.111111111111111,0
"59",1,0,0.0555555555555556,0.166666666666667,0.111111111111111,0.166666666666667,0.0185185185185185,0.203703703703704,0.148148148148148,0.12962962962963,0
"60",1,0,0.0689655172413793,0.206896551724138,0.137931034482759,0.137931034482759,0.0344827586206897,0.137931034482759,0.206896551724138,0.0689655172413793,0
"61",1,0,0,0.28,0.2,0.12,0.04,0.16,0.08,0.12,0
"62",1,0,0.0163934426229508,0.295081967213115,0.0983606557377049,0.0819672131147541,0,0.360655737704918,0.0655737704918033,0.0819672131147541,0
"63",1,0,0.132978723404255,0.132978723404255,0.143617021276596,0.0797872340425532,0.0904255319148936,0.122340425531915,0.132978723404255,0.164893617021277,0
"64",1,0,0.0504587155963303,0.26605504587156,0.0917431192660551,0.0871559633027523,0.0275229357798165,0.229357798165138,0.128440366972477,0.119266055045872,0
"65",1,0,0.032258064516129,0.241935483870968,0.0806451612903226,0.0806451612903226,0.032258064516129,0.193548387096774,0.145161290322581,0.193548387096774,0
"66",1,0,0.108108108108108,0.108108108108108,0.0540540540540541,0.0810810810810811,0.0810810810810811,0.0540540540540541,0.243243243243243,0.27027027027027,0
"67",1,0,0.12719298245614,0.12719298245614,0.144736842105263,0.153508771929825,0.118421052631579,0.114035087719298,0.105263157894737,0.109649122807018,0
"68",1,0,0.0794044665012407,0.15136476426799,0.156327543424317,0.114143920595533,0.0942928039702233,0.158808933002481,0.119106699751861,0.126550868486352,0
"69",1,0,0.190735694822889,0.0653950953678474,0.119891008174387,0.136239782016349,0.209809264305177,0.0544959128065395,0.111716621253406,0.111716621253406,0
"70",1,0,0.0975609756097561,0.219512195121951,0.195121951219512,0.0487804878048781,0.0487804878048781,0.121951219512195,0.146341463414634,0.121951219512195,0
"71",1,0,0.0405405405405405,0.135135135135135,0.148648648648649,0.202702702702703,0.135135135135135,0.108108108108108,0.0945945945945946,0.135135135135135,0
"72",1,0,0.0526315789473684,0.157894736842105,0.157894736842105,0.105263157894737,0.157894736842105,0.0263157894736842,0.184210526315789,0.157894736842105,0
"73",1,0,0.0821917808219178,0.123287671232877,0.123287671232877,0.191780821917808,0.0684931506849315,0.191780821917808,0.0958904109589041,0.123287671232877,0
"74",1,0,0.0126582278481013,0.164556962025316,0.113924050632911,0.139240506329114,0.10126582278481,0.20253164556962,0.113924050632911,0.151898734177215,0
"75",1,0,0,0.375,0.0375,0.075,0,0.4375,0.05,0.025,0
"76",1,0,0.0609756097560976,0.195121951219512,0.158536585365854,0.0853658536585366,0.0487804878048781,0.24390243902439,0.109756097560976,0.0975609756097561,0
"77",1,0,0.142857142857143,0.0892857142857143,0.160714285714286,0.178571428571429,0.196428571428571,0.0357142857142857,0.107142857142857,0.0892857142857143,0
"78",1,0,0.0159362549800797,0.282868525896414,0.0916334661354581,0.0756972111553784,0.0517928286852589,0.262948207171315,0.103585657370518,0.115537848605578,0
"79",1,0,0.161111111111111,0.0611111111111111,0.127777777777778,0.116666666666667,0.155555555555556,0.0833333333333333,0.127777777777778,0.166666666666667,0
"80",1,0,0.0161290322580645,0.274193548387097,0.0913978494623656,0.129032258064516,0.0591397849462366,0.182795698924731,0.102150537634409,0.145161290322581,0
"81",1,0,0.15,0.1,0.075,0.125,0.075,0.075,0.075,0.325,0
"82",1,0,0.0689655172413793,0.206896551724138,0.103448275862069,0.172413793103448,0.0689655172413793,0.0689655172413793,0.103448275862069,0.206896551724138,0
"83",1,0,0.025,0.275,0.175,0.075,0.05,0.125,0.1,0.175,0
"84",1,0,0.0344827586206897,0.206896551724138,0.103448275862069,0.0344827586206897,0.0689655172413793,0.0689655172413793,0.206896551724138,0.275862068965517,0
"85",1,0,0.0789473684210526,0.184210526315789,0.131578947368421,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.131578947368421,0.315789473684211,0
"86",1,0,0.03125,0.4375,0.03125,0,0,0.1875,0.15625,0.15625,0
"87",1,0,0.212121212121212,0.0909090909090909,0.151515151515152,0.0909090909090909,0.0606060606060606,0.0606060606060606,0.0606060606060606,0.272727272727273,0
"88",1,0,0.153846153846154,0.115384615384615,0.0769230769230769,0.115384615384615,0.0769230769230769,0,0.0769230769230769,0.384615384615385,0
"89",1,0,0.04,0.32,0.04,0.08,0,0.16,0.28,0.08,0
"90",1,0,0.0333333333333333,0.233333333333333,0.1,0.0333333333333333,0.1,0.1,0.133333333333333,0.266666666666667,0
"91",1,0,0.127586206896552,0.113793103448276,0.0931034482758621,0.148275862068966,0.117241379310345,0.120689655172414,0.124137931034483,0.155172413793104,0
"92",1,0,0.295454545454545,0.0454545454545455,0.113636363636364,0.181818181818182,0.181818181818182,0,0.0909090909090909,0.0909090909090909,0
"93",1,0,0,0.288135593220339,0.101694915254237,0.135593220338983,0.0508474576271186,0.220338983050848,0.11864406779661,0.0847457627118644,0
"94",1,0,0,0.256410256410256,0.102564102564103,0.128205128205128,0,0.282051282051282,0.102564102564103,0.128205128205128,0
"95",1,0,0.185185185185185,0.037037037037037,0.111111111111111,0.259259259259259,0,0.0740740740740741,0.111111111111111,0.222222222222222,0
"96",1,0,0,0.26984126984127,0.111111111111111,0.0952380952380952,0.0317460317460317,0.301587301587302,0.0793650793650794,0.111111111111111,0
"97",1,0,0.0789473684210526,0.184210526315789,0.157894736842105,0.131578947368421,0.0263157894736842,0.184210526315789,0.131578947368421,0.105263157894737,0
"98",1,0,0.166666666666667,0.0238095238095238,0.119047619047619,0.214285714285714,0.166666666666667,0.0238095238095238,0.119047619047619,0.166666666666667,0
"99",1,0,0.193548387096774,0.0967741935483871,0,0.161290322580645,0.0645161290322581,0.161290322580645,0.193548387096774,0.129032258064516,0
"100",1,0,0.0612244897959184,0.163265306122449,0.142857142857143,0.102040816326531,0.0816326530612245,0.183673469387755,0.102040816326531,0.163265306122449,0
"101",1,0,0,0.27906976744186,0.13953488372093,0.13953488372093,0.0232558139534884,0.209302325581395,0.186046511627907,0.0232558139534884,0
"102",1,0,0.0606060606060606,0.0606060606060606,0.121212121212121,0.121212121212121,0.181818181818182,0.181818181818182,0.151515151515152,0.121212121212121,0
"103",1,0,0,0.354838709677419,0.032258064516129,0.129032258064516,0,0.32258064516129,0.129032258064516,0.032258064516129,0
"104",1,0,0.06,0.18,0.22,0.06,0.02,0.26,0.12,0.08,0
"105",1,0,0.0784313725490196,0.196078431372549,0.137254901960784,0.0980392156862745,0.0392156862745098,0.196078431372549,0.176470588235294,0.0784313725490196,0
"106",1,0,0.0227272727272727,0.25,0.0681818181818182,0.0909090909090909,0.0454545454545455,0.295454545454545,0.0909090909090909,0.136363636363636,0
"107",1,0,0.0961538461538462,0.230769230769231,0.192307692307692,0.0961538461538462,0.0192307692307692,0.192307692307692,0.0192307692307692,0.153846153846154,0
"108",1,0,0.0294117647058824,0.294117647058824,0.147058823529412,0.235294117647059,0.0294117647058824,0.0882352941176471,0.0882352941176471,0.0882352941176471,0
"109",1,0,0.0967741935483871,0.354838709677419,0.161290322580645,0.0645161290322581,0,0.129032258064516,0.0967741935483871,0.0967741935483871,0
"110",1,0,0.0454545454545455,0.272727272727273,0.181818181818182,0.159090909090909,0.113636363636364,0.0227272727272727,0.0909090909090909,0.113636363636364,0
"111",1,0,0.173553719008264,0.107438016528926,0.0743801652892562,0.148760330578512,0.148760330578512,0.0495867768595041,0.12396694214876,0.173553719008264,0
"112",1,0,0.114649681528662,0.133757961783439,0.14968152866242,0.117834394904459,0.114649681528662,0.111464968152866,0.14968152866242,0.10828025477707,0
"113",1,0,0.155844155844156,0.0779220779220779,0.181818181818182,0.246753246753247,0.12987012987013,0.0649350649350649,0.038961038961039,0.103896103896104,0
"114",1,0,0.0196078431372549,0.196078431372549,0.196078431372549,0.235294117647059,0.0980392156862745,0.137254901960784,0.0588235294117647,0.0588235294117647,0
"115",1,0,0.170731707317073,0.0975609756097561,0.24390243902439,0.146341463414634,0.146341463414634,0.0731707317073171,0.024390243902439,0.0975609756097561,0
"116",1,0,0.0806451612903226,0.0806451612903226,0.145161290322581,0.17741935483871,0.209677419354839,0.0967741935483871,0.145161290322581,0.0645161290322581,0
