"","FFL","No_FFL","C3","C1","C2","C4","I2","I4","I3","I1","NonPl_X"
"Plastic
genes",68.1528662420382,31.8471337579618,6.86095486254722,14.3305897923732,8.6462440602568,8.25360061028851,4.9830883907317,7.92184814477808,8.21859403865773,8.93794634240494,0
"Non-plastic
genes",27.5167785234899,72.4832214765101,1.23042505592841,7.32662192393736,2.40492170022371,2.68456375838926,1.1744966442953,5.36912751677852,2.18120805369128,5.14541387024609,0
