"","FFL","No_FFL","C3","C1","C2","C4","I2","I4","I3","I1","NonPl_X","coherent","incoherent","homogenous","heterogenous"
"Plastic
genes",67.6666666666667,32.3333333333333,2.29724663066493,18.1823119075013,9.52415083169632,6.83616586895578,4.13194781249039,11.7033972368419,6.30368002994506,8.68776634857102,0,36.8398752388183,30.8267914278484,36.3149035874985,31.3517630791682
"Anticor",76,24,3.50623282513342,15.7931629353631,11.2361645897489,7.96122163485099,6.0093265175221,14.0846496432056,7.67689088834768,9.73235096582822,0,38.4967819850964,37.5032180149036,39.3933719212243,36.6066280787757
"Cor",59.3333333333333,40.6666666666667,1.08826043619645,20.5714608796394,7.81213707364378,5.71111010306057,2.25456910745868,9.32214483047816,4.93046917154244,7.64318173131383,0,35.1829684925402,24.1503648407931,33.2364352537727,26.0968980795606
"No_sel",87,13,7.9984718984719,1.54154641654642,14.7310778402884,9.35492217334323,37.27890734996,7.49848358269411,6.97613711824238,1.62045362045362,0,33.6260183286499,53.3739816713501,54.3174092476724,32.6825907523276
"Non-plastic
genes",28.3333333333333,71.6666666666667,0.63442265795207,10.132217129276,2.37473686444275,2.34998938969527,1.32310924369748,8.47811695385225,0.956345315904139,2.08439577851343,0,15.491366041366,12.8419672919673,20.5678659847778,7.76546734855558
