"","V1","Loop_number","No_loop","Loop"
"1","frmA",0,0,1
"2","marA",19,0,1
"3","rprA",0,0,1
"4","phoP",0,0,1
"5","rclA",0,0,1
"6","rclC",0,0,1
"7","rclB",0,0,1
"8","tsuB",0,0,1
"9","yjgH",0,0,1
"10","yfcF",0,0,1
"11","recN",4,0,1
"12","nfo",6,0,1
"13","hscA",0,0,1
"14","iscX",0,0,1
"15","cbl",5,0,1
"16","cysC",1,0,1
"17","cysH",4,0,1
"18","cysA",2,0,1
"19","cysW",2,0,1
"20","comR",0,0,1
"21","kefC",0,0,1
"22","tcyN",0,0,1
"23","cynT",2,0,1
"24","cynS",1,0,1
"25","cynX",1,0,1
"26","yqhG",0,0,1
"27","arnB",0,0,1
"28","osmY",20,0,1
"29","gadB",33,0,1
"30","dps",14,0,1
"31","add",1,0,1
"32","ahpF",4,0,1
"33","clpB",2,0,1
"34","dnaJ",0,0,1
"35","dnaK",0,0,1
"36","grxA",0,0,1
"37","gshA",0,0,1
"38","gshB",0,0,1
"39","marB",28,0,1
"40","marR",18,0,1
"41","proP",3,0,1
"42","htpX",1,0,1
"43","katG",10,0,1
"44","groL",2,0,1
"45","groS",5,0,1
"46","hslO",0,0,1
"47","hslU",0,0,1
"48","hslV",0,0,1
"49","htpG",2,0,1
"50","osmB",2,0,1
"51","ybjC",7,0,1
"52","bhsA",5,0,1
"53","yccA",1,0,1
"54","ldtC",1,0,1
"55","spy",2,0,1
"56","yebE",1,0,1
"57","nrdF",3,0,1
"58","phoB",0,0,1
"59","phoU",10,0,1
"60","ahpC",2,0,1
"61","fdx",0,0,1
"62","ndh",12,0,1
"63","pepB",0,0,1
"64","pstA",10,0,1
"65","pstB",13,0,1
"66","pstC",12,0,1
"67","pstS",12,0,1
"68","tcyJ",37,0,1
"69","rpoS",18,0,1
"70","mcbA",0,0,1
"71","iscR",1,0,1
"72","nrdE",3,0,1
"73","nrdH",3,0,1
"74","nrdI",3,0,1
"75","sufA",8,0,1
"76","sufB",8,0,1
"77","sufC",8,0,1
"78","sufD",8,0,1
"79","sufE",8,0,1
"80","sufS",8,0,1
"81","hiuH",4,0,1
"82","sodA",33,0,1
"83","msrP",4,0,1
"84","msrA",0,0,1
"85","msrQ",4,0,1
"86","sodB",7,0,1
"87","iscA",2,0,1
"88","chaA",0,0,1
"89","uspE",0,0,1
"90","cysK",1,0,1
"91","osmC",7,0,1
"92","iscU",2,0,1
"93","phoA",2,0,1
"94","yqhD",0,0,1
"95","pspA",2,0,1
"96","inaA",9,0,1
"97","soxS",10,0,1
"98","cysM",2,0,1
"99","lysA",2,0,1
"100","frmR",0,0,1
"101","cysD",1,0,1
"102","cysN",1,0,1
"103","cysJ",6,0,1
"104","uspA",4,0,1
"105","osmE",9,0,1
"106","otsB",0,0,1
"107","sodC",0,0,1
"108","yfcG",0,0,1
"109","otsA",0,0,1
"110","hscB",0,0,1
"111","katE",1,0,1
"112","hprS",0,0,1
"113","degP",1,0,1
"114","cysI",4,0,1
"115","cpxP",3,0,1
"116","hprR",0,0,1
"117","cysP",2,0,1
"118","tsuA",0,0,1
"119","frmB",0,0,1
"120","bdcA",0,0,1
"121","soxR",4,0,1
"122","sbp",0,0,1
"123","iscS",2,0,1
"124","yciW",1,0,1
"125","clpP",3,0,1
"126","phoR",2,0,1
"127","yhhW",0,0,1
