"","V1","FFL","No_FFL","ID_A_N","ID_A_P","ID_D_N","ID_D_N.1","II_A_N","II_A_P","II_D_N","II_D_N.1"
"434","yiiR",0,1,0,0,0,0,0,0,0,0
"435","ubiA",1,0,0.142857142857143,0.0714285714285714,0,0.0714285714285714,0.357142857142857,0,0.357142857142857,0
"436","thrL",1,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0
"437","rseA",1,0,0,0.571428571428572,0.0571428571428571,0.0857142857142857,0.0571428571428571,0.0857142857142857,0.142857142857143,0
"438","yoaC",0,1,0,0,0,0,0,0,0,0
"439","ydcY",0,1,0,0,0,0,0,0,0,0
"440","yidQ",1,0,0,0,0,0,0,1,0,0
"441","yajD",0,1,0,0,0,0,0,0,0,0
"442","greB",0,1,0,0,0,0,0,0,0,0
"443","ilvL",1,0,0,0,0,0,0,0,1,0
"444","rbsD",1,0,0,0.2,0,0,0.2,0,0.6,0
"445","htpX",1,0,0,0,0,0,1,0,0,0
"446","frr",0,1,0,0,0,0,0,0,0,0
"447","hupA",1,0,0,0,0,0,0,1,0,0
"448","crp",1,0,0,0,0,0,0,0,1,0
"449","fucU",1,0,0,1,0,0,0,0,0,0
"450","rpoH",1,0,0,0.65,0,0,0,0.25,0.1,0
"451","rpoS",1,0,0.111111111111111,0.277777777777778,0,0.111111111111111,0,0.0555555555555556,0.333333333333333,0.111111111111111
"452","groS",1,0,0,0.4,0.2,0,0,0,0.2,0.2
"453","hslU",0,1,0,0,0,0,0,0,0,0
"454","groL",1,0,0,1,0,0,0,0,0,0
"455","cspB",0,1,0,0,0,0,0,0,0,0
"456","cspB",0,1,0,0,0,0,0,0,0,0
"457","ompF",1,0,0,0.357142857142857,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.142857142857143,0.285714285714286,0
"458","hslJ",1,0,0,0,0,0,0,0,1,0
"459","cheW",0,1,0,0,0,0,0,0,0,0
"460","recA",1,0,0,0,0,0.5,0,0,0.5,0
"461","ycfJ",0,1,0,0,0,0,0,0,0,0
"462","yhdN",0,1,0,0,0,0,0,0,0,0
"463","yjcB",0,1,0,0,0,0,0,0,0,0
"464","fliQ",1,0,0,1,0,0,0,0,0,0
"465","nmpC",0,1,0,0,0,0,0,0,0,0
