"","V1","FFL","No_FFL","Pos_pos","Pos_mixt","Pos_neg","Neg_pos","Neg_mixt","Neg_neg","Mixt_pos","Mixt_mixt_hom","Mixt_mixt_het","Mixt_neg"
"213","torD",1,0,0,1,0,0,0,0,0,0,0,0
"214","sdaB",0,1,0,0,0,0,0,0,0,0,0,0
"215","gltP",1,0,0,0.75,0.25,0,0,0,0,0,0,0
"216","agaV",1,0,0,1,0,0,0,0,0,0,0,0
"217","sucB",1,0,0.103448275862069,0.310344827586207,0.137931034482759,0,0.172413793103448,0.0689655172413793,0.0689655172413793,0.0689655172413793,0,0.0689655172413793
"218","yafD",1,0,1,0,0,0,0,0,0,0,0,0
"219","aldA",1,0,0.136363636363636,0.409090909090909,0.136363636363636,0.0454545454545455,0.0909090909090909,0,0.136363636363636,0.0454545454545455,0,0
"220","ilvM",1,0,0,0,1,0,0,0,0,0,0,0
"221","codB",1,0,0,0,0,0,1,0,0,0,0,0
"222","cdsA",0,1,0,0,0,0,0,0,0,0,0,0
"223","pyrD",1,0,0,0,0.5,0,0.5,0,0,0,0,0
"224","yiaD",0,1,0,0,0,0,0,0,0,0,0,0
"225","glgC",1,0,0.166666666666667,0.416666666666667,0.0833333333333333,0,0.0833333333333333,0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0
"226","amn",0,1,0,0,0,0,0,0,0,0,0,0
"227","eco",0,1,0,0,0,0,0,0,0,0,0,0
"228","uhpB",0,1,0,0,0,0,0,0,0,0,0,0
"229","ybhG",0,1,0,0,0,0,0,0,0,0,0,0
"230","pck",1,0,1,0,0,0,0,0,0,0,0,0
"231","rimJ",0,1,0,0,0,0,0,0,0,0,0,0
"232","can",1,0,1,0,0,0,0,0,0,0,0,0
"233","iscA",1,0,0,0,1,0,0,0,0,0,0,0
"234","chaA",0,1,0,0,0,0,0,0,0,0,0,0
"235","ydhR",0,1,0,0,0,0,0,0,0,0,0,0
"236","pflB",1,0,0.351351351351351,0.324324324324324,0.027027027027027,0.0810810810810811,0.108108108108108,0,0.0540540540540541,0,0.0540540540540541,0
"237","ydgJ",0,1,0,0,0,0,0,0,0,0,0,0
"238","acs",1,0,0.032258064516129,0.258064516129032,0.290322580645161,0,0.0967741935483871,0.0967741935483871,0.032258064516129,0.0967741935483871,0.032258064516129,0.0645161290322581
"239","asd",1,0,0,0,1,0,0,0,0,0,0,0
"240","tpx",1,0,0,0,1,0,0,0,0,0,0,0
"241","emrD",1,0,0,1,0,0,0,0,0,0,0,0
"242","yjjP",0,1,0,0,0,0,0,0,0,0,0,0
"243","ydiE",0,1,0,0,0,0,0,0,0,0,0,0
"244","glgA",1,0,0.285714285714286,0.428571428571429,0,0,0,0,0.142857142857143,0,0.142857142857143,0
"245","yqaB",0,1,0,0,0,0,0,0,0,0,0,0
"246","glyA",0,1,0,0,0,0,0,0,0,0,0,0
"247","ais",0,1,0,0,0,0,0,0,0,0,0,0
"248","aroD",0,1,0,0,0,0,0,0,0,0,0,0
"249","folP",0,1,0,0,0,0,0,0,0,0,0,0
"250","yiiQ",0,1,0,0,0,0,0,0,0,0,0,0
"251","napH",1,0,0.216216216216216,0.162162162162162,0.027027027027027,0.486486486486487,0,0,0.108108108108108,0,0,0
"252","ccmH",1,0,0.205128205128205,0.128205128205128,0,0.461538461538462,0.0769230769230769,0.0256410256410256,0.102564102564103,0,0,0
"253","ybiV",0,1,0,0,0,0,0,0,0,0,0,0
"254","efp",0,1,0,0,0,0,0,0,0,0,0,0
"255","hemD",0,1,0,0,0,0,0,0,0,0,0,0
"256","yeaD",0,1,0,0,0,0,0,0,0,0,0,0
"257","nemA",1,0,0,0.5,0.5,0,0,0,0,0,0,0
"258","pykF",1,0,0,0.5,0,0,0,0,0.5,0,0,0
"259","efeB",0,1,0,0,0,0,0,0,0,0,0,0
"260","yejG",0,1,0,0,0,0,0,0,0,0,0,0
"261","purC",0,1,0,0,0,0,0,0,0,0,0,0
"262","uspE",1,0,0,0.5,0,0,0.5,0,0,0,0,0
"263","cyoA",1,0,0.146341463414634,0.487804878048781,0.170731707317073,0.024390243902439,0.024390243902439,0,0,0.0975609756097561,0.0487804878048781,0
"264","lldD",0,1,0,0,0,0,0,0,0,0,0,0
"265","ilvI",0,1,0,0,0,0,0,0,0,0,0,0
"266","glpK",0,1,0,0,0,0,0,0,0,0,0,0
"267","nrfC",1,0,0.219512195121951,0.121951219512195,0,0.439024390243903,0.024390243902439,0,0.0975609756097561,0,0.0975609756097561,0
"268","eda",1,0,0,0.2,0.6,0,0,0.2,0,0,0,0
"269","nirB",1,0,0.0869565217391304,0.521739130434782,0.260869565217391,0,0.0869565217391304,0,0,0,0,0.0434782608695652
"270","pheP",0,1,0,0,0,0,0,0,0,0,0,0
"271","cysK",0,1,0,0,0,0,0,0,0,0,0,0
"272","csgE",1,0,0.180327868852459,0.366120218579235,0.169398907103825,0.0546448087431694,0.0601092896174863,0.0109289617486339,0.0546448087431694,0.0163934426229508,0.0765027322404372,0.0109289617486339
"273","napF",1,0,0.181818181818182,0.204545454545455,0.0681818181818182,0.409090909090909,0,0,0.0909090909090909,0.0454545454545455,0,0
"274","ynaJ",0,1,0,0,0,0,0,0,0,0,0,0
"275","torA",1,0,0,0.5,0,0,0,0.5,0,0,0,0
"276","nanE",1,0,0,0.5,0,0,0.5,0,0,0,0,0
"277","betA",1,0,0.5,0,0.5,0,0,0,0,0,0,0
"278","thiD",0,1,0,0,0,0,0,0,0,0,0,0
"279","ydhP",0,1,0,0,0,0,0,0,0,0,0,0
"280","galP",1,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0
"281","yojI",0,1,0,0,0,0,0,0,0,0,0,0
"282","osmC",1,0,0.3,0.4,0,0.1,0,0,0.1,0.1,0,0
"283","cadA",1,0,0.256756756756757,0.337837837837838,0.0810810810810811,0.175675675675676,0.0675675675675676,0,0.0540540540540541,0.0135135135135135,0.0135135135135135,0
"284","yhbS",0,1,0,0,0,0,0,0,0,0,0,0
"285","sucA",1,0,0.075,0.3,0.2,0,0.15,0.1,0.05,0.05,0.025,0.05
"286","msrB",1,0,0,0,0.75,0,0,0.25,0,0,0,0
"287","ung",1,0,0,1,0,0,0,0,0,0,0,0
"288","zraR",1,0,1,0,0,0,0,0,0,0,0,0
"289","tpiA",1,0,0,0.5,0,0,0,0,0.5,0,0,0
"290","trmH",0,1,0,0,0,0,0,0,0,0,0,0
"291","ybaN",0,1,0,0,0,0,0,0,0,0,0,0
"292","trpA",1,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0
"293","nrdG",1,0,0,0.5,0.25,0,0.25,0,0,0,0,0
"294","brnQ",0,1,0,0,0,0,0,0,0,0,0,0
"295","sdhC",1,0,0.0476190476190476,0.428571428571429,0.285714285714286,0,0.0952380952380952,0.0476190476190476,0,0.0476190476190476,0.0476190476190476,0
"296","add",0,1,0,0,0,0,0,0,0,0,0,0
"297","envC",0,1,0,0,0,0,0,0,0,0,0,0
"298","galE",1,0,0,0.222222222222222,0.277777777777778,0,0.0555555555555556,0,0.0555555555555556,0.0555555555555556,0.111111111111111,0.222222222222222
"299","fumC",1,0,0.15,0.35,0.075,0.175,0.125,0,0.075,0,0.05,0
"300","bfd",0,1,0,0,0,0,0,0,0,0,0,0
"301","deoB",1,0,0,0.5,0.25,0.25,0,0,0,0,0,0
"302","yjjW",0,1,0,0,0,0,0,0,0,0,0,0
"303","crr",1,0,0.222222222222222,0.555555555555556,0.111111111111111,0,0,0,0.111111111111111,0,0,0
"304","galK",1,0,0,0.210526315789474,0.263157894736842,0,0.0526315789473684,0,0.0526315789473684,0.0526315789473684,0.105263157894737,0.263157894736842
"305","xseB",0,1,0,0,0,0,0,0,0,0,0,0
"306","kgtP",1,0,0,0,1,0,0,0,0,0,0,0
"307","wzzE",0,1,0,0,0,0,0,0,0,0,0,0
"308","moaB",1,0,1,0,0,0,0,0,0,0,0,0
"309","slyB",0,1,0,0,0,0,0,0,0,0,0,0
"310","fhuE",0,1,0,0,0,0,0,0,0,0,0,0
"311","yeeN",0,1,0,0,0,0,0,0,0,0,0,0
"312","hmp",1,0,0.0833333333333333,0.5,0.0833333333333333,0,0.166666666666667,0,0.0833333333333333,0,0.0833333333333333,0
"313","yfeX",0,1,0,0,0,0,0,0,0,0,0,0
"314","gltK",1,0,0.36,0,0,0.64,0,0,0,0,0,0
"315","yedE",0,1,0,0,0,0,0,0,0,0,0,0
"316","hisM",1,0,0.625,0.375,0,0,0,0,0,0,0,0
"317","putP",1,0,0,0,1,0,0,0,0,0,0,0
"318","speC",1,0,0,1,0,0,0,0,0,0,0,0
"319","menC",0,1,0,0,0,0,0,0,0,0,0,0
"320","moaE",1,0,1,0,0,0,0,0,0,0,0,0
"321","exuT",1,0,0,0.333333333333333,0,0,0.666666666666667,0,0,0,0,0
"322","ybjM",0,1,0,0,0,0,0,0,0,0,0,0
"323","iscU",1,0,0,0,1,0,0,0,0,0,0,0
"324","ilvC",0,1,0,0,0,0,0,0,0,0,0,0
"325","ybiT",1,0,0,0,0,0,0,1,0,0,0,0
"326","phoA",1,0,0.5,0,0,0.5,0,0,0,0,0,0
"327","yceH",0,1,0,0,0,0,0,0,0,0,0,0
"328","ulaD",1,0,0,0.2,0.2,0,0.4,0.2,0,0,0,0
"329","napA",1,0,0.216216216216216,0.162162162162162,0.027027027027027,0.486486486486487,0,0,0.108108108108108,0,0,0
"330","ubiE",0,1,0,0,0,0,0,0,0,0,0,0
"331","cusR",1,0,0,0,0,1,0,0,0,0,0,0
"332","potI",1,0,1,0,0,0,0,0,0,0,0,0
"333","ispA",0,1,0,0,0,0,0,0,0,0,0,0
"334","ylaC",0,1,0,0,0,0,0,0,0,0,0,0
"335","pldB",0,1,0,0,0,0,0,0,0,0,0,0
"336","yceB",0,1,0,0,0,0,0,0,0,0,0,0
"337","yjaH",0,1,0,0,0,0,0,0,0,0,0,0
"338","dsbA",0,1,0,0,0,0,0,0,0,0,0,0
"339","kefG",0,1,0,0,0,0,0,0,0,0,0,0
"340","adhE",1,0,0.357142857142857,0.285714285714286,0,0.214285714285714,0,0,0.142857142857143,0,0,0
"341","fepG",0,1,0,0,0,0,0,0,0,0,0,0
