"","FBL","No_FBL","Inhibiting","Activating","Size2","Size3","Size4","Size5","Size6"
"Plastic
genes",84.9353049907579,15.0646950092421,24.750979773037,60.1843252177209,5.06231234927956,3.58511096328004,21.2839238487434,55.0039578294549,0
"Non-plastic
genes",37.277648878577,62.722351121423,7.33062865400493,29.947020224572,4.99626065704906,2.72789558909208,11.1113978209676,18.4420948114682,0
