"","FFL","No_FFL","C3","C1","C2","C4","I2","I4","I3","I1","NonPl_X","coherent","incoherent","homogenous","heterogenous"
"All_plast",100,5.4481546572935,13.690820404999,7.90694415914099,1.70927856560545,1.82913893370835,9.61266780648048,7.96657257992935,1.76486396829103,1.39102768935809,54.1286858924872,25.1361820634539,20.735132044059,39.1770049505499,6.69430915696293
"Anticor",100,7.14285714285714,0,16.0680400948258,2.32428880643166,0.958487940630798,0.240800865800866,16.1381931560503,0.684253246753247,1.79961605854463,61.7863198309627,19.3508168418883,18.862863327149,32.447034116677,5.76664605236034
"Cor",100,3.80622837370242,26.9552830811227,0,1.11342089283266,2.67267622803955,18.6926772991805,0.0494315373208107,2.81182245282591,0.995163525440342,46.7095249832376,30.7413802019949,22.5490948147675,45.697391917624,7.59308309913846
"No_sel",100,16.2790697674419,15.5992689345406,24.0330179375614,7.30838978587058,7.13154640668255,8.41514353401947,10.5755247940802,9.68280394000795,11.3507514909855,5.9035531762518,54.0722230646551,40.0242237590931,58.6229552002016,35.4734916235466
"Sel",100,333.333333333333,6.94444444444444,9.54106280193237,14.1908212560386,8.63526570048309,19.0217391304348,20.2898550724638,14.4927536231884,6.88405797101449,0,39.3115942028985,60.6884057971014,55.7971014492754,44.2028985507246
