"","FBL","No_FBL","Inhibiting","Activating","Size2","Size3","Size4","Size5","Size6"
"1",1,0,0.570107858243451,0.429892141756547,0.012326656394453,0.0523882896764253,0.226502311248074,0.70878274268105,0
"2",0,1,0,0,0,0,0,0,0
"3",0,1,0,0,0,0,0,0,0
"4",0,1,0,0,0,0,0,0,0
"5",0,1,0,0,0,0,0,0,0
"6",1,0,0.406544312967882,0.593455687032118,0.00205264428881913,0.0147307413668196,0.123762376237624,0.859454238106738,0
"7",1,0,0.144827586206897,0.855172413793105,0.0103448275862069,0.0413793103448276,0.189655172413793,0.758620689655174,0
"8",1,0,0.52783505154639,0.472164948453607,0.00927835051546392,0.0371134020618557,0.189690721649484,0.763917525773193,0
"9",1,0,0.823529411764712,0.176470588235294,0.0089126559714795,0.0463458110516934,0.20855614973262,0.73618538324421,0
"10",1,0,0.320505968287894,0.679494031712125,0.00249420986994477,0.0204881525031178,0.146623908783182,0.830393728843823,0
"11",1,0,0.705985915492963,0.294014084507042,0.00880281690140845,0.028169014084507,0.211267605633803,0.751760563380289,0
"12",0,1,0,0,0,0,0,0,0
"13",1,0,0.034965034965035,0.965034965034971,0.00699300699300699,0.0314685314685315,0.202797202797203,0.758741258741262,0
"14",1,0,1,0,0.0465116279069767,0.13953488372093,0.255813953488372,0.558139534883721,0
"15",0,1,0,0,0,0,0,0,0
"16",1,0,0.0588235294117647,0.941176470588235,0.117647058823529,0.117647058823529,0.294117647058824,0.470588235294118,0
"17",1,0,0.295454545454545,0.704545454545458,0.00324675324675325,0.0162337662337662,0.157467532467532,0.823051948051952,0
"18",1,0,0.999999999999998,0,0.00657894736842105,0.0263157894736842,0.184210526315789,0.782894736842104,0
"19",0,1,0,0,0,0,0,0,0
"20",1,0,0,0.999999999999996,0.00315457413249211,0.0157728706624606,0.135646687697161,0.845425867507883,0
"21",1,0,1,0,0.166666666666667,0,0.333333333333333,0.5,0
"22",0,1,0,0,0,0,0,0,0
"23",0,1,0,0,0,0,0,0,0
"24",0,1,0,0,0,0,0,0,0
"25",1,0,0.643650793650792,0.356349206349205,0.00476190476190476,0.0142857142857143,0.176190476190476,0.804761904761902,0
"26",1,0,0.448334756618272,0.551665243381728,0.00256191289496157,0.0115286080273271,0.139197267292912,0.846712211784838,0
"27",1,0,0,1,0.0256410256410256,0.0512820512820513,0.282051282051282,0.641025641025641,0
"28",1,0,0.334821428571428,0.665178571428574,0.00669642857142857,0.0267857142857143,0.194196428571428,0.772321428571433,0
"29",1,0,0.366594360086767,0.633405639913226,0.00325379609544469,0.0162689804772234,0.150759219088937,0.829718004338385,0
"30",1,0,0,1,0.1,0.2,0.2,0.5,0
"31",0,1,0,0,0,0,0,0,0
"32",0,1,0,0,0,0,0,0,0
"33",0,1,0,0,0,0,0,0,0
"34",0,1,0,0,0,0,0,0,0
"35",0,1,0,0,0,0,0,0,0
"36",1,0,0.168067226890756,0.831932773109241,0.00980392156862745,0.0448179271708683,0.207282913165266,0.738095238095236,0
"37",1,0,0.203703703703704,0.796296296296299,0.0432098765432099,0.0925925925925926,0.327160493827161,0.537037037037038,0
"38",1,0,0.717391304347826,0.282608695652174,0.0434782608695652,0.108695652173913,0.239130434782609,0.608695652173913,0
"39",1,0,0,0.999999999999999,0.027027027027027,0.0540540540540541,0.351351351351351,0.567567567567568,0
"40",0,1,0,0,0,0,0,0,0
"41",1,0,0.190666666666667,0.809333333333328,0.0146666666666667,0.0546666666666666,0.238666666666666,0.691999999999998,0
"42",1,0,0.687898089171974,0.312101910828025,0.0191082802547771,0.0828025477707006,0.267515923566879,0.630573248407643,0
"43",1,0,0.395463510848128,0.604536489151876,0.00690335305719921,0.0355029585798817,0.186390532544379,0.771203155818544,0
"44",1,0,0,1,0.333333333333333,0,0.666666666666667,0,0
"45",0,1,0,0,0,0,0,0,0
"46",0,1,0,0,0,0,0,0,0
"47",0,1,0,0,0,0,0,0,0
"48",1,0,0.553763440860215,0.446236559139785,0.0161290322580645,0.0376344086021505,0.236559139784946,0.709677419354838,0
"49",1,0,0.527027027027027,0.472972972972974,0.018018018018018,0.0315315315315315,0.247747747747748,0.702702702702701,0
"50",0,1,0,0,0,0,0,0,0
"51",1,0,0.241651487553125,0.75834851244689,0.0042501517911354,0.0163934426229508,0.159684274438372,0.819672131147563,0
"52",0,1,0,0,0,0,0,0,0
"53",1,0,1,0,0.0131578947368421,0.0263157894736842,0.263157894736842,0.697368421052632,0
"54",1,0,0.0333333333333333,0.966666666666667,0.1,0.133333333333333,0.366666666666667,0.4,0
"55",1,0,0.233727810650887,0.766272189349115,0.014792899408284,0.0236686390532544,0.251479289940828,0.710059171597635,0
"56",0,1,0,0,0,0,0,0,0
"57",1,0,0,1,0.0350877192982456,0.0701754385964912,0.350877192982456,0.543859649122807,0
"58",0,1,0,0,0,0,0,0,0
"59",0,1,0,0,0,0,0,0,0
"60",1,0,0.473684210526317,0.526315789473686,0.0191387559808612,0.0287081339712919,0.267942583732057,0.684210526315792,0
"61",1,0,0,1,0.25,0.125,0.5,0.125,0
"62",1,0,0,1,0.0155038759689922,0.0310077519379845,0.317829457364341,0.635658914728683,0
"63",0,1,0,0,0,0,0,0,0
"64",0,1,0,0,0,0,0,0,0
"65",0,1,0,0,0,0,0,0,0
"66",0,1,0,0,0,0,0,0,0
"67",0,1,0,0,0,0,0,0,0
"68",0,1,0,0,0,0,0,0,0
"69",0,1,0,0,0,0,0,0,0
"70",0,1,0,0,0,0,0,0,0
"71",1,0,0.655172413793103,0.344827586206897,0.103448275862069,0.137931034482759,0.448275862068966,0.310344827586207,0
"72",0,1,0,0,0,0,0,0,0
"73",1,0,0.381986143187063,0.618013856812925,0.00600461893764434,0.0337182448036952,0.17367205542725,0.786605080831399,0
"74",1,0,0,1,0.25,0.5,0.25,0,0
"75",1,0,0.5,0.5,0.0510204081632653,0.13265306122449,0.255102040816327,0.561224489795919,0
"76",0,1,0,0,0,0,0,0,0
"77",1,0,0.892857142857143,0.107142857142857,0.142857142857143,0.142857142857143,0.25,0.464285714285714,0
"78",0,1,0,0,0,0,0,0,0
"79",0,1,0,0,0,0,0,0,0
"80",0,1,0,0,0,0,0,0,0
"81",1,0,0.293059125964011,0.706940874035994,0.0102827763496144,0.0282776349614396,0.197943444730077,0.763496143958874,0
"82",1,0,0.566591422121897,0.433408577878105,0.0135440180586907,0.0316027088036117,0.212189616252821,0.742663656884874,0
"83",0,1,0,0,0,0,0,0,0
"84",0,1,0,0,0,0,0,0,0
"85",0,1,0,0,0,0,0,0,0
"86",1,0,0.444444444444445,0.555555555555557,0.0289855072463768,0.0386473429951691,0.207729468599034,0.724637681159422,0
"87",1,0,0.5,0.5,0.5,0.5,0,0,0
