"","V1","FFL","No_FFL","Pos_pos","Pos_mixt","Pos_neg","Neg_pos","Neg_mixt","Neg_neg","Mixt_pos","Mixt_mixt_hom","Mixt_mixt_het","Mixt_neg","NP_X"
"1","cfa",1,0,0,0,0,0,0,0,0,0,1,0,0
"2","yeaQ",0,1,0,0,0,0,0,0,0,0,0,0,0
"3","ompC",1,0,0,0,0,0,0.0697674418604651,0.0697674418604651,0,0,0.86046511627907,0,0
"4","slp",1,0,0.0175438596491228,0.0350877192982456,0,0,0.0175438596491228,0,0,0.0350877192982456,0.894736842105264,0,0
"5","hdeB",1,0,0.0196078431372549,0,0,0,0.0196078431372549,0.0392156862745098,0,0.0392156862745098,0.882352941176471,0,0
"6","hdeD",1,0,0.024390243902439,0,0,0,0,0,0,0.024390243902439,0.951219512195122,0,0
"7","osmY",1,0,0,0,0,0,0,0.113636363636364,0,0.0227272727272727,0.772727272727272,0.0909090909090909,0
"8","cbpA",1,0,0,0,0,0,0,0,0,0.125,0.875,0,0
"9","hdeA",1,0,0.0196078431372549,0,0,0,0.0196078431372549,0.0392156862745098,0,0.0392156862745098,0.882352941176471,0,0
"10","yahO",0,1,0,0,0,0,0,0,0,0,0,0,0
"11","yccJ",1,0,0,0,0,0.25,0,0,0,0,0.75,0,0
"12","asr",1,0,0,0,0,0,0,0,0,0.142857142857143,0.857142857142857,0,0
"13","ydiZ",0,1,0,0,0,0,0,0,0,0,0,0,0
"14","yebV",0,1,0,0,0,0,0,0,0,0,0,0,0
"15","yhiM",1,0,0.0434782608695652,0,0,0,0,0.0434782608695652,0,0.0869565217391304,0.826086956521739,0,0
"16","wrbA",1,0,0,0,0,0.2,0,0,0,0,0.8,0,0
"17","ycaC",1,0,0,0,0,0,0,0,0,0,1,0,0
"18","gadB",1,0,0.0114942528735632,0,0,0,0,0.0229885057471264,0,0.0229885057471264,0.919540229885057,0.0229885057471264,0
"19","gadA",1,0,0.0178571428571429,0,0.0357142857142857,0,0,0,0,0.0178571428571429,0.928571428571429,0,0
"20","yiaG",1,0,0,0,0,0,0,0,0,0.5,0.5,0,0
"21","dps",1,0,0,0,0,0,0,0,0,0.0294117647058824,0.970588235294118,0,0
"22","ybaT",1,0,0,0,0,0,0,0,0,0,1,0,0
"23","aceK",1,0,0,0,0,0,0,0,0,0,1,0,0
"24","acnA",1,0,0,0,0,0,0,0,0.0384615384615385,0,0.961538461538461,0,0
"25","add",0,1,0,0,0,0,0,0,0,0,0,0,0
"26","ahpF",1,0,0,0,0,0,0,0,0,0,1,0,0
"27","alaT",1,0,0.2,0,0,0,0,0,0,0,0.8,0,0
"28","alaU",1,0,0.285714285714286,0,0,0,0,0,0,0,0.714285714285714,0,0
"29","aroA",0,1,0,0,0,0,0,0,0,0,0,0,0
"30","aroH",0,1,0,0,0,0,0,0,0,0,0,0,0
"31","aroP",1,0,0,0,0,0,0,0,0,0,1,0,0
"32","bcsE",0,1,0,0,0,0,0,0,0,0,0,0,0
"33","cyaA",0,1,0,0,0,0,0,0,0,0,0,0,0
"34","cyoB",1,0,0,0.0487804878048781,0,0,0,0,0,0.024390243902439,0.926829268292683,0,0
"35","dadA",0,1,0,0,0,0,0,0,0,0,0,0,0
"36","dadX",0,1,0,0,0,0,0,0,0,0,0,0,0
"37","acrR",0,1,0,0,0,0,0,0,0,0,0,0,0
"38","atpH",0,1,0,0,0,0,0,0,0,0,0,0,0
"39","bax",0,1,0,0,0,0,0,0,0,0,0,0,0
"40","bioB",0,1,0,0,0,0,0,0,0,0,0,0,0
"41","borD",1,0,0,0,0,1,0,0,0,0,0,0,0
"42","btuB",0,1,0,0,0,0,0,0,0,0,0,0,0
"43","cirA",1,0,0,0,0,0,0,0,0,0,1,0,0
"44","cpxA",1,0,0,0,0,0,0,0,0,0,1,0,0
"45","cpxR",1,0,0,0,0,0,0,0,0,0,1,0,0
"46","dadX",0,1,0,0,0,0,0,0,0,0,0,0,0
"47","dcuR",1,0,0,0,0,0,0,0,0,0,1,0,0
"48","artM",1,0,0,0,0,0,0,0,0,0,1,0,0
"49","asnA",1,0,0,0,0,0,0,0,0,0,1,0,0
"50","aspA",1,0,0,0,0,0,0,0,0,0,1,0,0
"51","atpA",0,1,0,0,0,0,0,0,0,0,0,0,0
"52","atpB",0,1,0,0,0,0,0,0,0,0,0,0,0
"53","atpC",0,1,0,0,0,0,0,0,0,0,0,0,0
"54","atpD",0,1,0,0,0,0,0,0,0,0,0,0,0
"55","atpE",0,1,0,0,0,0,0,0,0,0,0,0,0
"56","atpF",0,1,0,0,0,0,0,0,0,0,0,0,0
"57","atpG",0,1,0,0,0,0,0,0,0,0,0,0,0
"58","atpI",0,1,0,0,0,0,0,0,0,0,0,0,0
"59","aer",1,0,0,0,0,0,0.1,0,0.2,0,0.7,0,0
"60","cca",0,1,0,0,0,0,0,0,0,0,0,0,0
"61","cdd",0,1,0,0,0,0,0,0,0,0,0,0,0
"62","cheA",1,0,0,0,0,0,0,0,0,0,1,0,0
"63","cheB",1,0,0,0,0,0,0,0,0.666666666666667,0,0.333333333333333,0,0
"64","cheR",1,0,0,0,0,0,0,0,0.666666666666667,0,0.333333333333333,0,0
"65","cheW",1,0,0,0,0,0,0,0,0,0,1,0,0
"66","cheY",1,0,0,0,0,0,0,0,0.666666666666667,0,0.333333333333333,0,0
"67","cheZ",1,0,0,0,0,0,0,0,0.666666666666667,0,0.333333333333333,0,0
"68","clpB",1,0,0,0,0,0,0,0,0,0,1,0,0
"69","clpX",1,0,0,0,0,0,0,0,0.25,0,0.75,0,0
"70","deoA",1,0,0,0,0,0,0,0,0,0,1,0,0
"71","deoB",1,0,0,0,0,0,0,0,0,0,1,0,0
"72","deoC",1,0,0,0,0,0,0,0,0,0,1,0,0
"73","deoD",1,0,0,0,0,0,0,0,0,0,1,0,0
"74","dapB",0,1,0,0,0,0,0,0,0,0,0,0,0
"75","dcyD",0,1,0,0,0,0,0,0,0,0,0,0,0
"76","edd",1,0,0,0,0,0,0,0,0,0,1,0,0
"77","eno",1,0,0,0,0,0,0,0,0.25,0,0.75,0,0
"78","fdoG",1,0,0,0,0,0,0,0,0,0,1,0,0
"79","fimA",1,0,0,0,0,0.166666666666667,0,0,0,0,0.833333333333333,0,0
"80","fimC",1,0,0,0,0,0.166666666666667,0,0,0,0,0.833333333333333,0,0
"81","fimI",1,0,0,0,0,0.166666666666667,0,0,0,0,0.833333333333333,0,0
