"","FBL_number","No_FBL","FBL"
"1",0,0,1
"2",65,0,1
"3",11,0,1
"4",52,0,1
"5",37,0,1
"6",65,0,1
"7",11,0,1
"8",65,0,1
"9",16,0,1
"10",22,0,1
"11",10,0,1
"12",12,0,1
"13",18,0,1
"14",65,0,1
"15",0,0,1
"16",28,0,1
"17",28,0,1
"18",28,0,1
"19",16,0,1
"20",28,0,1
"21",28,0,1
"22",16,0,1
"23",28,0,1
"24",28,0,1
"25",19,0,1
"26",19,0,1
"27",23,0,1
"28",0,0,1
"29",7,0,1
"30",3,0,1
"31",7,0,1
"32",3,0,1
"33",3,0,1
"34",5,0,1
"35",5,0,1
"36",7,0,1
"37",7,0,1
"38",5,0,1
"39",7,0,1
"40",0,0,1
"41",23,0,1
"42",33,0,1
"43",3,0,1
"44",0,0,1
"45",19,0,1
"46",26,0,1
"47",43,0,1
"48",49,0,1
"49",63,0,1
"50",0,0,1
"51",9,0,1
"52",0,0,1
"53",9,0,1
"54",6,0,1
"55",0,0,1
"56",3,0,1
"57",0,0,1
"58",28,0,1
"59",6,0,1
"60",9,0,1
"61",9,0,1
"62",0,0,1
"63",8,0,1
"64",5,0,1
"65",5,0,1
"66",4,0,1
"67",3,0,1
"68",17,0,1
"69",0,0,1
"70",17,0,1
"71",0,0,1
"72",1,0,1
"73",0,0,1
"74",5,0,1
"75",5,0,1
"76",2,0,1
"77",5,0,1
"78",2,0,1
"79",1,0,1
"80",5,0,1
"81",2,0,1
"82",2,0,1
"83",5,0,1
"84",5,0,1
"85",5,0,1
"86",2,0,1
"87",5,0,1
"88",0,0,1
"89",46,0,1
"90",46,0,1
"91",21,0,1
"92",31,0,1
"93",11,0,1
"94",31,0,1
"95",31,0,1
"96",31,0,1
"97",31,0,1
"98",21,0,1
"99",31,0,1
"100",31,0,1
"101",0,0,1
"102",8,0,1
"103",4,0,1
"104",0,0,1
"105",0,0,1
"106",3,0,1
"107",2,0,1
"108",2,0,1
"109",0,0,1
"110",0,0,1
"111",2,0,1
"112",0,0,1
"113",0,0,1
"114",34,0,1
"115",41,0,1
"116",102,0,1
"117",40,0,1
"118",0,0,1
"119",70,0,1
"120",21,0,1
"121",21,0,1
"122",0,0,1
"123",0,0,1
"124",10,0,1
"125",9,0,1
"126",0,0,1
"127",1,0,1
"128",1,0,1
"129",12,0,1
"130",10,0,1
"131",72,0,1
"132",0,0,1
"133",13,0,1
"134",27,0,1
"135",3,0,1
"136",0,0,1
"137",0,0,1
"138",2,0,1
"139",2,0,1
"140",9,0,1
"141",3,0,1
"142",5,0,1
"143",27,0,1
"144",0,0,1
"145",4,0,1
"146",7,0,1
"147",4,0,1
"148",8,0,1
"149",9,0,1
"150",3,0,1
"151",7,0,1
"152",9,0,1
"153",7,0,1
"154",6,0,1
"155",7,0,1
"156",5,0,1
"157",10,0,1
"158",0,0,1
"159",12,0,1
"160",56,0,1
"161",7,0,1
"162",0,0,1
"163",3,0,1
"164",2,0,1
"165",4,0,1
"166",4,0,1
"167",9,0,1
"168",9,0,1
"169",1,0,1
"170",14,0,1
"171",43,0,1
"172",0,0,1
"173",0,0,1
"174",27,0,1
"175",21,0,1
"176",7,0,1
"177",21,0,1
"178",6,0,1
"179",4,0,1
"180",21,0,1
"181",12,0,1
"182",3,0,1
"183",0,0,1
"184",23,0,1
"185",4,0,1
"186",37,0,1
"187",23,0,1
"188",15,0,1
"189",5,0,1
"190",10,0,1
"191",18,0,1
"192",23,0,1
"193",23,0,1
"194",0,0,1
"195",89,0,1
"196",0,0,1
"197",46,0,1
"198",29,0,1
"199",30,0,1
"200",10,0,1
"201",6,0,1
"202",35,0,1
"203",71,0,1
"204",0,0,1
"205",0,0,1
"206",0,0,1
"207",0,0,1
"208",0,0,1
"209",0,0,1
"210",0,0,1
"211",0,0,1
"212",0,0,1
"213",0,0,1
"214",0,0,1
"215",55,0,1
"216",41,0,1
"217",18,0,1
"218",2,0,1
"219",55,0,1
"220",47,0,1
"221",26,0,1
"222",55,0,1
"223",7,0,1
"224",55,0,1
"225",26,0,1
"226",0,0,1
"227",25,0,1
"228",15,0,1
"229",2,0,1
"230",1,0,1
"231",4,0,1
"232",47,0,1
"233",2,0,1
"234",15,0,1
"235",0,0,1
"236",40,0,1
"237",29,0,1
"238",22,0,1
"239",0,0,1
"240",13,0,1
"241",7,0,1
"242",10,0,1
"243",2,0,1
"244",1,0,1
"245",10,0,1
"246",2,0,1
"247",1,0,1
"248",7,0,1
"249",0,0,1
"250",0,0,1
"251",1,0,1
"252",1,0,1
"253",0,0,1
"254",0,0,1
"255",1,0,1
"256",0,0,1
"257",0,0,1
"258",0,0,1
"259",1,0,1
"260",1,0,1
"261",0,0,1
"262",24,0,1
"263",8,0,1
"264",4,0,1
"265",0,0,1
"266",0,0,1
"267",0,0,1
"268",11,0,1
"269",3,0,1
"270",7,0,1
"271",0,0,1
"272",3,0,1
"273",33,0,1
"274",18,0,1
"275",6,0,1
"276",6,0,1
"277",3,0,1
"278",2,0,1
"279",23,0,1
"280",11,0,1
"281",15,0,1
"282",14,0,1
"283",0,0,1
"284",1,0,1
"285",1,0,1
"286",0,0,1
"287",2,0,1
"288",1,0,1
"289",1,0,1
"290",0,0,1
"291",2,0,1
"292",0,0,1
"293",34,0,1
"294",62,0,1
"295",21,0,1
"296",22,0,1
"297",5,0,1
"298",3,0,1
"299",2,0,1
"300",30,0,1
"301",2,0,1
"302",5,0,1
"303",18,0,1
"304",39,0,1
"305",0,0,1
"306",1,0,1
"307",33,0,1
"308",1,0,1
"309",12,0,1
"310",39,0,1
"311",8,0,1
"312",6,0,1
"313",3,0,1
"314",0,0,1
"315",16,0,1
"316",13,0,1
"317",3,0,1
"318",13,0,1
"319",3,0,1
"320",4,0,1
"321",3,0,1
"322",7,0,1
"323",3,0,1
"324",4,0,1
"325",0,0,1
"326",3,0,1
"327",25,0,1
"328",12,0,1
"329",9,0,1
"330",10,0,1
"331",3,0,1
"332",19,0,1
"333",14,0,1
"334",11,0,1
"335",14,0,1
"336",29,0,1
"337",0,0,1
"338",12,0,1
"339",32,0,1
"340",33,0,1
"341",13,0,1
"342",17,0,1
"343",0,0,1
"344",5,0,1
"345",18,0,1
"346",14,0,1
"347",0,0,1
"348",30,0,1
"349",92,0,1
"350",56,0,1
"351",0,0,1
"352",0,0,1
"353",2,0,1
"354",8,0,1
"355",22,0,1
"356",5,0,1
"357",2,0,1
"358",2,0,1
"359",3,0,1
"360",4,0,1
"361",4,0,1
"362",4,0,1
"363",0,0,1
"364",0,0,1
"365",73,0,1
"366",0,0,1
"367",3,0,1
"368",5,0,1
"369",53,0,1
"370",17,0,1
"371",0,0,1
"372",0,0,1
"373",7,0,1
"374",0,0,1
"375",132,0,1
"376",94,0,1
"377",30,0,1
"378",28,0,1
"379",18,0,1
"380",110,0,1
"381",86,0,1
"382",164,0,1
"383",29,0,1
"384",205,0,1
"385",24,0,1
"386",29,0,1
"387",238,0,1
"388",0,0,1
"389",2,0,1
"390",8,0,1
"391",6,0,1
"392",4,0,1
"393",6,0,1
"394",6,0,1
"395",4,0,1
"396",6,0,1
"397",4,0,1
"398",2,0,1
"399",6,0,1
"400",4,0,1
"401",4,0,1
"402",0,0,1
"403",13,0,1
"404",10,0,1
"405",22,0,1
"406",23,0,1
"407",12,0,1
"408",16,0,1
"409",22,0,1
"410",12,0,1
"411",13,0,1
"412",12,0,1
"413",28,0,1
"414",22,0,1
"415",0,0,1
"416",26,0,1
"417",26,0,1
"418",0,0,1
"419",26,0,1
"420",26,0,1
"421",26,0,1
"422",26,0,1
"423",17,0,1
"424",2,0,1
"425",26,0,1
"426",0,0,1
"427",9,0,1
"428",0,0,1
"429",0,0,1
"430",36,0,1
"431",29,0,1
"432",30,0,1
"433",1,0,1
"434",26,0,1
"435",26,0,1
"436",29,0,1
"437",0,0,1
"438",0,0,1
"439",73,0,1
"440",6,0,1
"441",3,0,1
"442",15,0,1
"443",26,0,1
"444",18,0,1
"445",1,0,1
"446",6,0,1
"447",17,0,1
"448",42,0,1
"449",0,0,1
"450",74,0,1
"451",24,0,1
"452",4,0,1
"453",0,0,1
"454",24,0,1
"455",24,0,1
"456",24,0,1
"457",21,0,1
"458",24,0,1
"459",0,0,1
"460",58,0,1
"461",36,0,1
"462",36,0,1
"463",2,0,1
"464",7,0,1
"465",7,0,1
"466",7,0,1
"467",3,0,1
"468",11,0,1
"469",4,0,1
"470",10,0,1
"471",0,0,1
"472",6,0,1
"473",0,0,1
"474",0,0,1
"475",16,0,1
"476",8,0,1
"477",8,0,1
"478",16,0,1
"479",0,0,1
"480",0,0,1
"481",4,0,1
"482",0,0,1
"483",1,0,1
"484",3,0,1
"485",3,0,1
"486",5,0,1
"487",1,0,1
"488",10,0,1
"489",3,0,1
"490",0,0,1
"491",3,0,1
"492",0,0,1
"493",0,0,1
"494",0,0,1
"495",9,0,1
"496",1,0,1
"497",0,0,1
"498",22,0,1
"499",11,0,1
"500",0,0,1
"501",1,0,1
"502",6,0,1
"503",5,0,1
"504",0,0,1
"505",0,0,1
"506",11,0,1
"507",6,0,1
"508",18,0,1
"509",11,0,1
"510",11,0,1
"511",11,0,1
"512",4,0,1
"513",11,0,1
"514",13,0,1
"515",0,0,1
"516",11,0,1
"517",4,0,1
"518",4,0,1
"519",7,0,1
"520",9,0,1
"521",6,0,1
"522",3,0,1
"523",7,0,1
"524",7,0,1
"525",2,0,1
"526",0,0,1
"527",8,0,1
"528",13,0,1
"529",15,0,1
"530",17,0,1
"531",25,0,1
"532",8,0,1
"533",13,0,1
"534",17,0,1
"535",0,0,1
"536",3,0,1
"537",5,0,1
"538",1,0,1
"539",1,0,1
"540",1,0,1
"541",1,0,1
"542",1,0,1
"543",0,0,1
"544",8,0,1
"545",8,0,1
"546",0,0,1
"547",1,0,1
"548",2,0,1
"549",5,0,1
"550",2,0,1
"551",4,0,1
"552",2,0,1
"553",5,0,1
"554",0,0,1
"555",8,0,1
"556",0,0,1
"557",22,0,1
"558",0,0,1
"559",8,0,1
"560",7,0,1
"561",2,0,1
"562",21,0,1
"563",13,0,1
"564",49,0,1
"565",18,0,1
"566",4,0,1
"567",83,0,1
"568",0,0,1
"569",36,0,1
"570",16,0,1
"571",22,0,1
"572",6,0,1
"573",0,0,1
"574",30,0,1
"575",37,0,1
"576",13,0,1
"577",36,0,1
"578",20,0,1
"579",46,0,1
"580",0,0,1
"581",4,0,1
"582",0,0,1
"583",0,0,1
"584",0,0,1
"585",9,0,1
"586",9,0,1
"587",0,0,1
"588",7,0,1
"589",0,0,1
"590",21,0,1
"591",0,0,1
"592",1,0,1
"593",9,0,1
