"","V1","Loop_number","No_loop","Loop"
"1","aidB",5,0,1
"2","ssuD",4,0,1
"3","tauA",5,0,1
"4","tauB",2,0,1
"5","tauC",2,0,1
"6","csgA",23,0,1
"7","csgD",140,0,1
"8","csgE",183,0,1
"9","csgF",183,0,1
"10","csgG",183,0,1
"11","iraP",11,0,1
"12","tcyJ",107,0,1
"13","yccT",5,0,1
"14","gadC",67,0,1
"15","gadF",104,0,1
"16","mdtE",92,0,1
"17","mdtF",92,0,1
"18","yhiD",51,0,1
"19","dctR",51,0,1
"20","rpoS",57,0,1
"21","mcbA",0,0,1
"22","yciE",4,0,1
"23","yciF",3,0,1
"24","yciG",3,0,1
"25","metE",5,0,1
"26","metR",2,0,1
"27","prpB",4,0,1
"28","prpC",4,0,1
"29","prpD",4,0,1
"30","prpR",1,0,1
"31","adiA",7,0,1
"32","appC",15,0,1
"33","appX",10,0,1
"34","hyaA",30,0,1
"35","hyaB",30,0,1
"36","hyaC",30,0,1
"37","hyaD",30,0,1
"38","hyaE",30,0,1
"39","hyaF",30,0,1
"40","araA",0,0,1
"41","araB",0,0,1
"42","araC",1,0,1
"43","araF",11,0,1
"44","caiA",18,0,1
"45","ttdR",0,0,1
"46","mlrA",2,0,1
"47","galS",1,0,1
"48","mglA",65,0,1
"49","mglB",53,0,1
"50","mglC",60,0,1
"51","glcA",14,0,1
"52","glcB",14,0,1
"53","glcD",14,0,1
"54","glcE",14,0,1
"55","glcF",14,0,1
"56","glcG",14,0,1
"57","hcaR",0,0,1
"58","iscR",0,0,1
"59","nrdE",3,0,1
"60","nrdH",3,0,1
"61","nrdI",3,0,1
"62","sufA",13,0,1
"63","sufB",13,0,1
"64","sufC",13,0,1
"65","sufD",13,0,1
"66","sufE",13,0,1
"67","sufS",13,0,1
"68","selO",0,0,1
"69","mhpA",1,0,1
"70","fdhF",6,0,1
"71","fdnG",2,0,1
"72","fdnH",1,0,1
"73","fdnI",1,0,1
"74","hcp",16,0,1
"75","hcr",10,0,1
"76","nirB",23,0,1
"77","nirD",17,0,1
"78","nrfA",41,0,1
"79","nrfB",41,0,1
"80","nrfC",41,0,1
"81","nrfD",41,0,1
"82","ytfE",1,0,1
"83","amtB",4,0,1
"84","argT",6,0,1
"85","ddpA",3,0,1
"86","ddpB",3,0,1
"87","ddpD",3,0,1
"88","ddpX",3,0,1
"89","glnA",5,0,1
"90","glnG",3,0,1
"91","glnK",10,0,1
"92","glnL",5,0,1
"93","hisM",8,0,1
"94","hisP",8,0,1
"95","patA",3,0,1
"96","potF",6,0,1
"97","potG",1,0,1
"98","potH",1,0,1
"99","potI",1,0,1
"100","yhdW",0,0,1
"101","prpE",4,0,1
"102","appA",10,0,1
"103","appB",10,0,1
"104","betA",2,0,1
"105","betB",2,0,1
"106","betI",1,0,1
"107","caiD",11,0,1
"108","lldR",0,0,1
"109","slp",57,0,1
"110","hdeB",51,0,1
"111","hdeD",41,0,1
"112","hdeA",51,0,1
"113","yccJ",4,0,1
"114","yhiM",23,0,1
"115","wrbA",5,0,1
"116","glsA",6,0,1
"117","gadB",87,0,1
"118","gadA",56,0,1
"119","gadE",84,0,1
"120","gadX",57,0,1
"121","ybaT",3,0,1
"122","glcC",5,0,1
"123","gltB",65,0,1
"124","gltD",65,0,1
"125","lldD",0,0,1
"126","rcsA",5,0,1
"127","purD",3,0,1
"128","putA",1,0,1
"129","fliA",77,0,1
"130","fliE",60,0,1
"131","fliF",69,0,1
"132","fliG",69,0,1
"133","fliH",69,0,1
"134","fliI",69,0,1
"135","fliJ",69,0,1
"136","fliK",69,0,1
"137","hisJ",8,0,1
"138","fliZ",89,0,1
"139","purH",3,0,1
"140","nlpA",1,0,1
"141","pdeL",1,0,1
"142","nrdF",3,0,1
"143","cyoC",41,0,1
"144","cyoD",41,0,1
"145","cyoE",41,0,1
"146","lldP",4,0,1
"147","rmf",3,0,1
