"","FFL","No_FFL","C3","C1","C2","C4","I2","I4","I3","I1","NonPl_X"
"1",0,1,0,0,0,0,0,0,0,0,0
"2",1,0,0.5,0,0,0,0.5,0,0,0,0
"3",1,0,0,0.5,0,0,0,0.5,0,0,0
"4",1,0,0.5,0,0,0,0.5,0,0,0,0
"5",0,1,0,0,0,0,0,0,0,0,0
"6",0,1,0,0,0,0,0,0,0,0,0
"7",1,0,0,0,0,0,1,0,0,0,0
"8",0,1,0,0,0,0,0,0,0,0,0
"9",0,1,0,0,0,0,0,0,0,0,0
"10",0,1,0,0,0,0,0,0,0,0,0
"11",0,1,0,0,0,0,0,0,0,0,0
"12",0,1,0,0,0,0,0,0,0,0,0
"13",0,1,0,0,0,0,0,0,0,0,0
"14",0,1,0,0,0,0,0,0,0,0,0
"15",0,1,0,0,0,0,0,0,0,0,0
"16",1,0,0,0,0,1,0,0,0,0,0
"17",1,0,0,0,0,1,0,0,0,0,0
"18",0,1,0,0,0,0,0,0,0,0,0
"19",1,0,0,0,0,0,0,1,0,0,0
"20",1,0,0,0,0,1,0,0,0,0,0
"21",0,1,0,0,0,0,0,0,0,0,0
"22",0,1,0,0,0,0,0,0,0,0,0
"23",0,1,0,0,0,0,0,0,0,0,0
"24",0,1,0,0,0,0,0,0,0,0,0
"25",0,1,0,0,0,0,0,0,0,0,0
"26",0,1,0,0,0,0,0,0,0,0,0
"27",1,0,0,0,0.5,0,0,0.5,0,0,0
"28",0,1,0,0,0,0,0,0,0,0,0
"29",1,0,0,0,0,0,0,0,1,0,0
"30",0,1,0,0,0,0,0,0,0,0,0
"31",0,1,0,0,0,0,0,0,0,0,0
"32",0,1,0,0,0,0,0,0,0,0,0
"33",1,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0
"34",0,1,0,0,0,0,0,0,0,0,0
"35",0,1,0,0,0,0,0,0,0,0,0
"36",0,1,0,0,0,0,0,0,0,0,0
"37",0,1,0,0,0,0,0,0,0,0,0
"38",0,1,0,0,0,0,0,0,0,0,0
"39",1,0,0,0.307692307692308,0.153846153846154,0.153846153846154,0,0.0769230769230769,0.0769230769230769,0.230769230769231,0
"40",1,0,0.5,0,0,0,0,0,0.5,0,0
"41",0,1,0,0,0,0,0,0,0,0,0
"42",1,0,1,0,0,0,0,0,0,0,0
"43",1,0,0.2,0,0,0,0.2,0,0.2,0.4,0
"44",0,1,0,0,0,0,0,0,0,0,0
"45",1,0,0.5,0,0,0.5,0,0,0,0,0
"46",0,1,0,0,0,0,0,0,0,0,0
"47",1,0,0,0,0,1,0,0,0,0,0
"48",1,0,0,0,0,0,0,1,0,0,0
"49",1,0,0,0.5,0,0,0,0,0.5,0,0
"50",0,1,0,0,0,0,0,0,0,0,0
"51",0,1,0,0,0,0,0,0,0,0,0
"52",1,0,0,1,0,0,0,0,0,0,0
"53",1,0,0,0,0,0.5,0,0,0,0.5,0
"54",1,0,0,0.5,0,0,0,0.5,0,0,0
"55",1,0,0,0,0,0,0,0,1,0,0
"56",0,1,0,0,0,0,0,0,0,0,0
"57",1,0,0,0.5,0,0.5,0,0,0,0,0
"58",0,1,0,0,0,0,0,0,0,0,0
"59",0,1,0,0,0,0,0,0,0,0,0
"60",0,1,0,0,0,0,0,0,0,0,0
"61",1,0,0,0,0.5,0,0,0.5,0,0,0
"62",1,0,0,0,0,0.333333333333333,0,0.666666666666667,0,0,0
"63",0,1,0,0,0,0,0,0,0,0,0
"64",0,1,0,0,0,0,0,0,0,0,0
"65",0,1,0,0,0,0,0,0,0,0,0
"66",0,1,0,0,0,0,0,0,0,0,0
"67",0,1,0,0,0,0,0,0,0,0,0
"68",1,0,0,0,0,0,0,0.5,0,0.5,0
"69",0,1,0,0,0,0,0,0,0,0,0
"70",1,0,0,0,0,0,0.5,0,0,0.5,0
"71",0,1,0,0,0,0,0,0,0,0,0
"72",1,0,0,0.5,0,0,0,0.5,0,0,0
"73",0,1,0,0,0,0,0,0,0,0,0
"74",1,0,0.0645161290322581,0.193548387096774,0.0967741935483871,0.0806451612903226,0.0967741935483871,0.0806451612903226,0.225806451612903,0.161290322580645,0
"75",1,0,0.153846153846154,0.153846153846154,0.153846153846154,0.0615384615384615,0.0153846153846154,0.138461538461538,0.184615384615385,0.138461538461538,0
"76",1,0,0.0566037735849057,0.207547169811321,0.113207547169811,0.0943396226415094,0.0377358490566038,0.150943396226415,0.132075471698113,0.207547169811321,0
"77",1,0,0.116883116883117,0.142857142857143,0.0909090909090909,0.12987012987013,0.155844155844156,0.0649350649350649,0.12987012987013,0.168831168831169,0
"78",1,0,0.0714285714285714,0.160714285714286,0.0535714285714286,0.0892857142857143,0.0535714285714286,0.178571428571429,0.142857142857143,0.25,0
"79",1,0,0,0.448979591836735,0.102040816326531,0.0204081632653061,0,0.224489795918367,0.102040816326531,0.102040816326531,0
"80",1,0,0.0714285714285714,0.357142857142857,0.0714285714285714,0.214285714285714,0,0.0714285714285714,0.0714285714285714,0.142857142857143,0
"81",1,0,0.2,0,0.2,0,0.2,0,0.4,0,0
"82",1,0,0,0.333333333333333,0.111111111111111,0.222222222222222,0,0,0.111111111111111,0.222222222222222,0
"83",0,1,0,0,0,0,0,0,0,0,0
"84",1,0,0,0.133333333333333,0,0,0,0.466666666666667,0.133333333333333,0.266666666666667,0
"85",1,0,0.25,0,0,0,0.25,0,0.25,0.25,0
"86",1,0,0,0.6,0,0,0,0.2,0.2,0,0
"87",1,0,0.130434782608696,0.130434782608696,0.130434782608696,0.0434782608695652,0.0434782608695652,0.130434782608696,0.130434782608696,0.260869565217391,0
"88",1,0,0.210526315789474,0.210526315789474,0.0526315789473684,0.105263157894737,0,0.0526315789473684,0.157894736842105,0.210526315789474,0
"89",1,0,0,0.428571428571429,0.142857142857143,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0
"90",1,0,0,0.25,0.333333333333333,0.0833333333333333,0,0.166666666666667,0.0833333333333333,0.0833333333333333,0
"91",1,0,0,0.5,0.125,0.0625,0,0.0625,0.125,0.125,0
"92",1,0,0.0416666666666667,0.208333333333333,0.0833333333333333,0.166666666666667,0.0416666666666667,0.125,0.166666666666667,0.166666666666667,0
"93",1,0,0,0.2,0.2,0,0,0.2,0.4,0,0
"94",1,0,0.461538461538462,0,0.230769230769231,0.153846153846154,0,0,0.0769230769230769,0.0769230769230769,0
"95",0,1,0,0,0,0,0,0,0,0,0
"96",0,1,0,0,0,0,0,0,0,0,0
"97",1,0,0.0666666666666667,0.2,0.133333333333333,0.0666666666666667,0,0.133333333333333,0.133333333333333,0.266666666666667,0
"98",1,0,0,0.375,0,0,0,0.125,0.25,0.25,0
"99",0,1,0,0,0,0,0,0,0,0,0
"100",0,1,0,0,0,0,0,0,0,0,0
"101",1,0,0.2,0.1,0.2,0.1,0,0,0.3,0.1,0
"102",1,0,0,0.285714285714286,0.428571428571429,0.142857142857143,0,0,0,0.142857142857143,0
"103",1,0,0,0.4,0.05,0.05,0,0.2,0.2,0.1,0
"104",0,1,0,0,0,0,0,0,0,0,0
"105",1,0,0.136363636363636,0,0.0454545454545455,0.181818181818182,0.136363636363636,0.0454545454545455,0.227272727272727,0.227272727272727,0
"106",1,0,0,0,0.5,0,0,0,0,0.5,0
"107",1,0,0.2,0.1,0,0,0.1,0.1,0.2,0.3,0
"108",1,0,0,0,0,0,0,0.166666666666667,0.5,0.333333333333333,0
"109",0,1,0,0,0,0,0,0,0,0,0
"110",1,0,0,0,1,0,0,0,0,0,0
"111",0,1,0,0,0,0,0,0,0,0,0
"112",0,1,0,0,0,0,0,0,0,0,0
"113",0,1,0,0,0,0,0,0,0,0,0
"114",0,1,0,0,0,0,0,0,0,0,0
"115",1,0,0,0,1,0,0,0,0,0,0
"116",0,1,0,0,0,0,0,0,0,0,0
"117",0,1,0,0,0,0,0,0,0,0,0
"118",0,1,0,0,0,0,0,0,0,0,0
"119",0,1,0,0,0,0,0,0,0,0,0
"120",0,1,0,0,0,0,0,0,0,0,0
"121",0,1,0,0,0,0,0,0,0,0,0
"122",0,1,0,0,0,0,0,0,0,0,0
"123",0,1,0,0,0,0,0,0,0,0,0
"124",0,1,0,0,0,0,0,0,0,0,0
"125",0,1,0,0,0,0,0,0,0,0,0
"126",0,1,0,0,0,0,0,0,0,0,0
"127",0,1,0,0,0,0,0,0,0,0,0
"128",0,1,0,0,0,0,0,0,0,0,0
"129",0,1,0,0,0,0,0,0,0,0,0
"130",0,1,0,0,0,0,0,0,0,0,0
"131",0,1,0,0,0,0,0,0,0,0,0
"132",0,1,0,0,0,0,0,0,0,0,0
"133",0,1,0,0,0,0,0,0,0,0,0
"134",0,1,0,0,0,0,0,0,0,0,0
"135",0,1,0,0,0,0,0,0,0,0,0
"136",0,1,0,0,0,0,0,0,0,0,0
"137",0,1,0,0,0,0,0,0,0,0,0
"138",0,1,0,0,0,0,0,0,0,0,0
"139",0,1,0,0,0,0,0,0,0,0,0
"140",1,0,0,1,0,0,0,0,0,0,0
"141",1,0,0,1,0,0,0,0,0,0,0
"142",0,1,0,0,0,0,0,0,0,0,0
"143",0,1,0,0,0,0,0,0,0,0,0
"144",0,1,0,0,0,0,0,0,0,0,0
"145",0,1,0,0,0,0,0,0,0,0,0
"146",0,1,0,0,0,0,0,0,0,0,0
"147",0,1,0,0,0,0,0,0,0,0,0
"148",1,0,0,0.8,0,0,0,0,0,0.2,0
"149",0,1,0,0,0,0,0,0,0,0,0
"150",1,0,1,0,0,0,0,0,0,0,0
"151",0,1,0,0,0,0,0,0,0,0,0
"152",0,1,0,0,0,0,0,0,0,0,0
"153",0,1,0,0,0,0,0,0,0,0,0
"154",1,0,0,1,0,0,0,0,0,0,0
"155",1,0,0,0,0,0,0,0,0,1,0
"156",1,0,0,0,0,0,0,0,0,1,0
"157",1,0,0,0,0,0.25,0,0.5,0,0.25,0
"158",0,1,0,0,0,0,0,0,0,0,0
"159",1,0,0,0,0,0,0,0,0,1,0
"160",0,1,0,0,0,0,0,0,0,0,0
"161",0,1,0,0,0,0,0,0,0,0,0
"162",1,0,0,0,0.5,0,0,0,0.5,0,0
"163",0,1,0,0,0,0,0,0,0,0,0
"164",0,1,0,0,0,0,0,0,0,0,0
"165",0,1,0,0,0,0,0,0,0,0,0
"166",1,0,0,0.666666666666667,0,0,0,0.333333333333333,0,0,0
"167",0,1,0,0,0,0,0,0,0,0,0
"168",0,1,0,0,0,0,0,0,0,0,0
"169",1,0,0,0.5,0,0.5,0,0,0,0,0
"170",1,0,0,1,0,0,0,0,0,0,0
"171",0,1,0,0,0,0,0,0,0,0,0
"172",0,1,0,0,0,0,0,0,0,0,0
"173",0,1,0,0,0,0,0,0,0,0,0
"174",1,0,0,1,0,0,0,0,0,0,0
"175",1,0,0,0.5,0,0.5,0,0,0,0,0
"176",1,0,0,0,0,0,0,0,0,1,0
"177",1,0,0,0.333333333333333,0,0.666666666666667,0,0,0,0,0
"178",0,1,0,0,0,0,0,0,0,0,0
"179",1,0,0,0,0,0,0,0,0,1,0
"180",1,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0
"181",0,1,0,0,0,0,0,0,0,0,0
"182",1,0,0,0.3,0,0.1,0.2,0.2,0,0.2,0
"183",1,0,0.5,0,0,0.125,0.125,0,0.125,0.125,0
"184",1,0,0,0,0.25,0.125,0.5,0,0.125,0,0
"185",1,0,0.5,0,0,0,0.5,0,0,0,0
"186",0,1,0,0,0,0,0,0,0,0,0
"187",1,0,0.235294117647059,0.117647058823529,0.235294117647059,0.0588235294117647,0.0588235294117647,0,0.176470588235294,0.117647058823529,0
"188",0,1,0,0,0,0,0,0,0,0,0
"189",1,0,0,0,0,0,0,0,1,0,0
"190",1,0,0.25,0,0,0.25,0,0,0.25,0.25,0
"191",0,1,0,0,0,0,0,0,0,0,0
"192",0,1,0,0,0,0,0,0,0,0,0
"193",1,0,0,0,0,0,0,0,1,0,0
"194",1,0,0,0,0,0.5,0,0,0,0.5,0
"195",0,1,0,0,0,0,0,0,0,0,0
"196",0,1,0,0,0,0,0,0,0,0,0
"197",1,0,0,0.222222222222222,0.111111111111111,0.111111111111111,0,0.222222222222222,0,0.333333333333333,0
"198",1,0,0,0,0.5,0,0.5,0,0,0,0
"199",1,0,0,1,0,0,0,0,0,0,0
"200",0,1,0,0,0,0,0,0,0,0,0
"201",0,1,0,0,0,0,0,0,0,0,0
"202",1,0,0,0,0,0,0,0,0,1,0
"203",0,1,0,0,0,0,0,0,0,0,0
"204",0,1,0,0,0,0,0,0,0,0,0
"205",0,1,0,0,0,0,0,0,0,0,0
"206",0,1,0,0,0,0,0,0,0,0,0
"207",0,1,0,0,0,0,0,0,0,0,0
"208",0,1,0,0,0,0,0,0,0,0,0
"209",1,0,0,0,0,0,0,0.5,0.5,0,0
"210",0,1,0,0,0,0,0,0,0,0,0
"211",1,0,0.0769230769230769,0.153846153846154,0.230769230769231,0.153846153846154,0.153846153846154,0,0,0.230769230769231,0
"212",0,1,0,0,0,0,0,0,0,0,0
"213",0,1,0,0,0,0,0,0,0,0,0
"214",1,0,0,0,0,0,0,0,0.5,0.5,0
"215",1,0,0,0.4,0,0.2,0,0.2,0,0.2,0
"216",0,1,0,0,0,0,0,0,0,0,0
"217",0,1,0,0,0,0,0,0,0,0,0
"218",1,0,0.75,0,0,0,0,0,0.25,0,0
"219",1,0,0.25,0.0625,0,0.25,0.1875,0.0625,0.0625,0.125,0
"220",1,0,0,0,0,0,1,0,0,0,0
"221",0,1,0,0,0,0,0,0,0,0,0
"222",1,0,0.0540540540540541,0.135135135135135,0.135135135135135,0.0810810810810811,0.0810810810810811,0.135135135135135,0.297297297297297,0.0810810810810811,0
"223",1,0,0.142857142857143,0.0476190476190476,0.0952380952380952,0.142857142857143,0.142857142857143,0.0476190476190476,0.142857142857143,0.238095238095238,0
"224",1,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0
"225",1,0,1,0,0,0,0,0,0,0,0
"226",1,0,0,0.75,0,0,0,0.25,0,0,0
"227",0,1,0,0,0,0,0,0,0,0,0
"228",1,0,0.125,0,0.25,0,0,0.375,0,0.25,0
"229",0,1,0,0,0,0,0,0,0,0,0
"230",1,0,0.2,0,0,0,0,0.2,0.4,0.2,0
"231",1,0,0,0,0.5,0,0,0.25,0,0.25,0
"232",1,0,0,0,0,0,0,0,0,1,0
"233",1,0,0.2,0,0.2,0.2,0,0,0.4,0,0
"234",1,0,0,0.333333333333333,0.166666666666667,0.166666666666667,0,0.25,0.0833333333333333,0,0
"235",0,1,0,0,0,0,0,0,0,0,0
"236",0,1,0,0,0,0,0,0,0,0,0
"237",1,0,0,0,0,0,1,0,0,0,0
"238",1,0,0,0,0,0,0,0.5,0.5,0,0
"239",1,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0
"240",0,1,0,0,0,0,0,0,0,0,0
"241",0,1,0,0,0,0,0,0,0,0,0
"242",0,1,0,0,0,0,0,0,0,0,0
"243",1,0,0,0,0.5,0,0,0,0,0.5,0
"244",1,0,0,0,0,0,0,0,0,1,0
"245",1,0,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0
"246",0,1,0,0,0,0,0,0,0,0,0
"247",0,1,0,0,0,0,0,0,0,0,0
"248",0,1,0,0,0,0,0,0,0,0,0
"249",0,1,0,0,0,0,0,0,0,0,0
"250",1,0,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0
"251",1,0,1,0,0,0,0,0,0,0,0
"252",0,1,0,0,0,0,0,0,0,0,0
"253",0,1,0,0,0,0,0,0,0,0,0
"254",0,1,0,0,0,0,0,0,0,0,0
"255",1,0,1,0,0,0,0,0,0,0,0
"256",1,0,0,0,0,0,0,1,0,0,0
"257",1,0,0,0.571428571428571,0,0,0,0.285714285714286,0.142857142857143,0,0
"258",0,1,0,0,0,0,0,0,0,0,0
"259",0,1,0,0,0,0,0,0,0,0,0
"260",0,1,0,0,0,0,0,0,0,0,0
"261",0,1,0,0,0,0,0,0,0,0,0
"262",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"263",0,1,0,0,0,0,0,0,0,0,0
"264",0,1,0,0,0,0,0,0,0,0,0
"265",1,0,0,1,0,0,0,0,0,0,0
"266",1,0,0,0.2,0,0,0,0,0.4,0.4,0
"267",1,0,0.5,0,0,0,0,0,0.5,0,0
"268",1,0,0,0,0,0,0,0,0,1,0
"269",0,1,0,0,0,0,0,0,0,0,0
"270",0,1,0,0,0,0,0,0,0,0,0
"271",1,0,0,1,0,0,0,0,0,0,0
"272",0,1,0,0,0,0,0,0,0,0,0
"273",1,0,0,0,0,0,0,0,0,1,0
"274",0,1,0,0,0,0,0,0,0,0,0
"275",0,1,0,0,0,0,0,0,0,0,0
"276",1,0,0,1,0,0,0,0,0,0,0
"277",0,1,0,0,0,0,0,0,0,0,0
"278",1,0,0,1,0,0,0,0,0,0,0
"279",1,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0.333333333333333,0
"280",0,1,0,0,0,0,0,0,0,0,0
"281",0,1,0,0,0,0,0,0,0,0,0
"282",1,0,0,0,0,1,0,0,0,0,0
"283",0,1,0,0,0,0,0,0,0,0,0
"284",0,1,0,0,0,0,0,0,0,0,0
"285",1,0,0,0,0,0,0,0,1,0,0
"286",0,1,0,0,0,0,0,0,0,0,0
"287",0,1,0,0,0,0,0,0,0,0,0
"288",1,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0,0.166666666666667,0.333333333333333,0
"289",0,1,0,0,0,0,0,0,0,0,0
"290",0,1,0,0,0,0,0,0,0,0,0
"291",0,1,0,0,0,0,0,0,0,0,0
"292",1,0,0,0.5,0,0,0,0,0,0.5,0
"293",0,1,0,0,0,0,0,0,0,0,0
"294",1,0,0,0,0.5,0,0,0.375,0.125,0,0
"295",0,1,0,0,0,0,0,0,0,0,0
"296",0,1,0,0,0,0,0,0,0,0,0
"297",1,0,0,0.5,0,0,0,0.166666666666667,0,0.333333333333333,0
"298",0,1,0,0,0,0,0,0,0,0,0
"299",0,1,0,0,0,0,0,0,0,0,0
"300",0,1,0,0,0,0,0,0,0,0,0
"301",0,1,0,0,0,0,0,0,0,0,0
"302",0,1,0,0,0,0,0,0,0,0,0
"303",0,1,0,0,0,0,0,0,0,0,0
"304",0,1,0,0,0,0,0,0,0,0,0
"305",1,0,0,1,0,0,0,0,0,0,0
"306",1,0,0,1,0,0,0,0,0,0,0
"307",0,1,0,0,0,0,0,0,0,0,0
"308",1,0,0,0,0,0,0,0,0,1,0
"309",0,1,0,0,0,0,0,0,0,0,0
"310",0,1,0,0,0,0,0,0,0,0,0
"311",0,1,0,0,0,0,0,0,0,0,0
"312",0,1,0,0,0,0,0,0,0,0,0
"313",0,1,0,0,0,0,0,0,0,0,0
"314",0,1,0,0,0,0,0,0,0,0,0
"315",0,1,0,0,0,0,0,0,0,0,0
"316",0,1,0,0,0,0,0,0,0,0,0
"317",0,1,0,0,0,0,0,0,0,0,0
"318",0,1,0,0,0,0,0,0,0,0,0
"319",0,1,0,0,0,0,0,0,0,0,0
"320",1,0,0,0,0,0,0,1,0,0,0
"321",1,0,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0,0
"322",1,0,0,0,1,0,0,0,0,0,0
"323",0,1,0,0,0,0,0,0,0,0,0
"324",0,1,0,0,0,0,0,0,0,0,0
"325",0,1,0,0,0,0,0,0,0,0,0
"326",1,0,0.25,0,0,0,0.5,0,0.25,0,0
"327",1,0,0.5,0,0,0,0,0,0.333333333333333,0.166666666666667,0
"328",0,1,0,0,0,0,0,0,0,0,0
"329",1,0,0.15625,0.09375,0.09375,0.25,0.09375,0.0625,0.15625,0.09375,0
"330",0,1,0,0,0,0,0,0,0,0,0
"331",1,0,0,0.285714285714286,0.114285714285714,0.0857142857142857,0.0285714285714286,0.342857142857143,0.114285714285714,0.0285714285714286,0
"332",1,0,0,0.5,0,0.25,0,0,0.25,0,0
"333",0,1,0,0,0,0,0,0,0,0,0
"334",1,0,0,0.166666666666667,0,0.166666666666667,0,0.166666666666667,0.333333333333333,0.166666666666667,0
"335",1,0,0,0.5,0,0,0,0.25,0.25,0,0
"336",1,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,0
