"","V1","FFL","No_FFL","C_Ho_N","C_Ho_P","C_He_N","C_He_N.1","I_Ho_N","I_Ho_P","I_He_N","I_He_N.1","NP_X"
"62","mglA",1,0,0,0.142857142857143,0,0.0714285714285714,0.142857142857143,0.0714285714285714,0.571428571428571,0,0
"63","mglB",1,0,0,0.166666666666667,0,0,0.166666666666667,0.0833333333333333,0.583333333333333,0,0
"64","mglC",1,0,0,0.142857142857143,0,0.0714285714285714,0.142857142857143,0.0714285714285714,0.571428571428571,0,0
"65","nirB",1,0,0.2,0.2,0,0,0.1,0.1,0.4,0,0
"66","fumB",1,0,0,0.533333333333333,0.0666666666666667,0.133333333333333,0,0.133333333333333,0.133333333333333,0,0
"67","entB",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"68","fepB",1,0,0,0,0,0,0,0,1,0,0
"69","ompW",1,0,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"70","efeO",0,1,0,0,0,0,0,0,0,0,0
"71","fes",1,0,0,0.5,0,0.25,0,0,0.25,0,0
"72","entC",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"73","fadE",1,0,0,1,0,0,0,0,0,0,0
"74","fepC",1,0,0,0,0,0,0,0,1,0,0
"75","galT",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"76","yddA",0,1,0,0,0,0,0,0,0,0,0
"77","hisQ",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0,0
"78","aroF",1,0,0,0.5,0,0,0,0,0.5,0,0
"79","gcvP",1,0,0,0.75,0,0,0,0,0.25,0,0
"80","acs",1,0,0.133333333333333,0.133333333333333,0,0.0666666666666667,0.133333333333333,0.0666666666666667,0.466666666666667,0,0
"81","napF",1,0,0,0.375,0.125,0,0,0,0.5,0,0
"82","fepG",1,0,0,0,0,0,0,0,1,0,0
"83","yqhD",0,1,0,0,0,0,0,0,0,0,0
"84","aroG",1,0,0,0.5,0,0,0,0,0.5,0,0
"85","fepG",1,0,0,0,0,0,0,0,1,0,0
"86","fadE",1,0,0,1,0,0,0,0,0,0,0
"87","fepB",1,0,0,0,0,0,0,0,1,0,0
"88","aroF",1,0,0,0.5,0,0,0,0,0.5,0,0
"89","idnO",1,0,0,0.5,0,0.5,0,0,0,0,0
"90","idnD",1,0,0,0.5,0,0.5,0,0,0,0,0
"91","garR",1,0,0,0.25,0,0.25,0,0,0.5,0,0
"92","lamB",1,0,0,1,0,0,0,0,0,0,0
"93","fecR",1,0,0,0,0,0,0,0,1,0,0
"94","cysM",1,0,0,0.5,0,0,0,0,0.5,0,0
"95","fecI",1,0,0,0,0,0,0,0,1,0,0
"96","cysD",1,0,0,1,0,0,0,0,0,0,0
"97","cysN",1,0,0,1,0,0,0,0,0,0,0
"98","cysU",1,0,0,0.5,0,0,0,0,0.5,0,0
"99","cysJ",1,0,0,0.333333333333333,0,0.166666666666667,0.166666666666667,0.333333333333333,0,0,0
"100","ccmG",1,0,0,0.5,0.166666666666667,0,0,0,0.333333333333333,0,0
"101","yadS",1,0,0,1,0,0,0,0,0,0,0
"102","livG",1,0,0,0,0,0,0,0,1,0,0
"103","cysI",1,0,0,0.5,0,0,0,0.5,0,0,0
"104","allB",0,1,0,0,0,0,0,0,0,0,0
"105","carB",1,0,0,0.5,0,0,0,0,0.5,0,0
"106","cysP",1,0,0,0.5,0,0,0,0,0.5,0,0
"107","argD",1,0,0,0,0,0,0,0,1,0,0
"108","uidA",1,0,0,0,0,0,0,0,1,0,0
"109","nanA",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0
"110","nagE",1,0,0,0,0,0,0,0,1,0,0
"111","ubiA",1,0,0.142857142857143,0.0714285714285714,0,0.0714285714285714,0.357142857142857,0,0.357142857142857,0,0
"112","lrhA",0,1,0,0,0,0,0,0,0,0,0
"113","garP",1,0,0,0.25,0,0.25,0,0,0.5,0,0
"114","tsuA",0,1,0,0,0,0,0,0,0,0,0
"115","tsuB",0,1,0,0,0,0,0,0,0,0,0
"116","cysC",1,0,0,1,0,0,0,0,0,0,0
"117","cysH",1,0,0,0.5,0,0,0,0.5,0,0,0
"118","cysA",1,0,0,0.5,0,0,0,0,0.5,0,0
"119","cysW",1,0,0,0.5,0,0,0,0,0.5,0,0
"120","tcyN",0,1,0,0,0,0,0,0,0,0,0
