"","V1","FFL","No_FFL","C_Ho_N","C_Ho_P","C_He_N","C_He_N.1","I_Ho_N","I_Ho_P","I_He_N","I_He_N.1","NP_X"
"1","ydcZ",0,1,0,0,0,0,0,0,0,0,0
"2","yecD",0,1,0,0,0,0,0,0,0,0,0
"3","yhbW",1,0,0,0.5,0,0,0,0.5,0,0,0
"4","yhiM",1,0,0,0.2,0,0.4,0.2,0,0.2,0,0
"5","yibQ",0,1,0,0,0,0,0,0,0,0,0
"6","rutE",1,0,0,1,0,0,0,0,0,0,0
"7","mdtC",1,0,0,1,0,0,0,0,0,0,0
"8","rsxE",0,1,0,0,0,0,0,0,0,0,0
"9","cusR",1,0,0,1,0,0,0,0,0,0,0
"10","ydiP",0,1,0,0,0,0,0,0,0,0,0
"11","ylbF",0,1,0,0,0,0,0,0,0,0,0
"12","hybG",1,0,0,0,0,0,0,0,1,0,0
"13","yrfG",0,1,0,0,0,0,0,0,0,0,0
"14","ycgM",0,1,0,0,0,0,0,0,0,0,0
"15","slt",1,0,0,1,0,0,0,0,0,0,0
"16","ulaC",1,0,0,0.25,0,0,0,0,0.25,0,0.5
"17","yoaB",0,1,0,0,0,0,0,0,0,0,0
"18","yadG",0,1,0,0,0,0,0,0,0,0,0
"19","ydjA",0,1,0,0,0,0,0,0,0,0,0
"20","rcsB",1,0,0,0,0,0,0,0,1,0,0
"21","prpC",1,0,0,0.5,0,0,0,0,0,0,0.5
"22","rsuA",0,1,0,0,0,0,0,0,0,0,0
"23","fpr",1,0,0,1,0,0,0,0,0,0,0
"24","dedA",0,1,0,0,0,0,0,0,0,0,0
"25","trmA",0,1,0,0,0,0,0,0,0,0,0
"26","ycjX",0,1,0,0,0,0,0,0,0,0,0
"27","csrD",0,1,0,0,0,0,0,0,0,0,0
"28","zraR",0,1,0,0,0,0,0,0,0,0,0
"29","metJ",1,0,0,0,0,0,0,0,1,0,0
"30","speC",1,0,0,0,0,1,0,0,0,0,0
"31","uhpB",0,1,0,0,0,0,0,0,0,0,0
"32","fepG",1,0,0,0,0,0,0,0,1,0,0
"33","pck",1,0,0,1,0,0,0,0,0,0,0
"34","ybhG",1,0,0,0,0,0,0,0,1,0,0
"35","yieP",0,1,0,0,0,0,0,0,0,0,0
"36","grpE",0,1,0,0,0,0,0,0,0,0,0
"37","pgl",0,1,0,0,0,0,0,0,0,0,0
"38","pepD",1,0,0,0,0,0,0,0,1,0,0
"39","nrdI",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"40","mdtF",1,0,0.0285714285714286,0.457142857142857,0,0.257142857142857,0,0,0.114285714285714,0,0.142857142857143
"41","hypD",1,0,0,0.2,0,0,0,0,0,0,0.8
"42","iap",0,1,0,0,0,0,0,0,0,0,0
"43","cyoE",1,0,0,0.222222222222222,0,0,0.111111111111111,0.111111111111111,0.333333333333333,0.0555555555555556,0.166666666666667
"44","gatZ",1,0,0,0.5,0,0,0,0,0.5,0,0
"45","ccmH",1,0,0,0.428571428571429,0.285714285714286,0,0,0,0.142857142857143,0,0.142857142857143
"46","ssuD",1,0,0,0.5,0,0,0,0,0.25,0.25,0
"47","aroH",1,0,0,0,0,0,0,0,1,0,0
"48","fadE",1,0,0,1,0,0,0,0,0,0,0
"49","gltL",1,0,0,1,0,0,0,0,0,0,0
"50","yncD",0,1,0,0,0,0,0,0,0,0,0
"51","murE",1,0,0,0,0,0.2,0.2,0,0.6,0,0
"52","fdhD",0,1,0,0,0,0,0,0,0,0,0
"53","moeA",1,0,0,0.333333333333333,0.166666666666667,0.333333333333333,0,0,0.166666666666667,0,0
"54","kefB",0,1,0,0,0,0,0,0,0,0,0
"55","cyaA",1,0,0,0,0,0,0,0,1,0,0
"56","ybjM",0,1,0,0,0,0,0,0,0,0,0
"57","hybE",1,0,0,0,0,0,0,0,1,0,0
"58","mgsA",0,1,0,0,0,0,0,0,0,0,0
"59","ulaE",1,0,0,0.25,0,0,0,0,0.25,0,0.5
"60","zntR",0,1,0,0,0,0,0,0,0,0,0
"61","yciH",1,0,0,1,0,0,0,0,0,0,0
"62","tauC",1,0,0,1,0,0,0,0,0,0,0
"63","mdtI",1,0,0,0,0,0,0,0,1,0,0
"64","pykA",1,0,0,1,0,0,0,0,0,0,0
"65","flhE",1,0,0,1,0,0,0,0,0,0,0
"66","yfeD",0,1,0,0,0,0,0,0,0,0,0
"67","nrfC",1,0,0,0.75,0,0,0,0,0.25,0,0
"68","fimA",1,0,0,0.5,0,0,0,0.25,0,0,0.25
"69","ugpC",1,0,0,1,0,0,0,0,0,0,0
