"","V1","FFL","No_FFL","C_Ho_N","C_Ho_P","C_He_N","C_He_N.1","I_Ho_N","I_Ho_P","I_He_N","I_He_N.1","NP_X"
"70","exuT",1,0,0,0,0.5,0,0,0.5,0,0,0
"71","envC",0,1,0,0,0,0,0,0,0,0,0
"72","mdtG",0,1,0,0,0,0,0,0,0,0,0
"73","fimC",1,0,0,0.5,0,0,0,0.25,0,0,0.25
"74","folP",0,1,0,0,0,0,0,0,0,0,0
"75","yhhQ",0,1,0,0,0,0,0,0,0,0,0
"76","agaV",1,0,0,0.5,0,0,0,0,0.5,0,0
"77","ycdX",0,1,0,0,0,0,0,0,0,0,0
"78","bfd",0,1,0,0,0,0,0,0,0,0,0
"79","prlC",0,1,0,0,0,0,0,0,0,0,0
"80","nrdD",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"81","fadR",1,0,0,0,0,0.5,0,0,0.5,0,0
"82","recC",1,0,0,1,0,0,0,0,0,0,0
"83","dadA",0,1,0,0,0,0,0,0,0,0,0
"84","hyaE",1,0,0,0.6,0,0,0,0.1,0.3,0,0
"85","aceK",1,0,0,0.166666666666667,0,0,0,0,0.333333333333333,0,0.5
"86","yaeP",0,1,0,0,0,0,0,0,0,0,0
"87","sanA",0,1,0,0,0,0,0,0,0,0,0
"88","mutM",1,0,0,0,0,0,0,0,0,1,0
"89","yiaD",0,1,0,0,0,0,0,0,0,0,0
"90","yfcZ",1,0,0,0,0,0,1,0,0,0,0
"91","dld",0,1,0,0,0,0,0,0,0,0,0
"92","glpK",1,0,0,0.5,0,0,0,0,0.5,0,0
"93","pepB",0,1,0,0,0,0,0,0,0,0,0
"94","yjjP",0,1,0,0,0,0,0,0,0,0,0
"95","fimI",1,0,0,0.5,0,0,0,0.25,0,0,0.25
"96","rimI",0,1,0,0,0,0,0,0,0,0,0
"97","nrdH",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"98","ymdB",0,1,0,0,0,0,0,0,0,0,0
"99","selA",0,1,0,0,0,0,0,0,0,0,0
"100","cdsA",0,1,0,0,0,0,0,0,0,0,0
"101","putP",1,0,0,0,0,0,0.25,0,0.75,0,0
"102","dmsB",1,0,0,0.0833333333333333,0.0833333333333333,0,0,0,0.25,0,0.583333333333333
"103","rzpD",0,1,0,0,0,0,0,0,0,0,0
"104","yfcA",0,1,0,0,0,0,0,0,0,0,0
"105","hypC",1,0,0,0.2,0,0,0,0,0,0,0.8
"106","grxA",0,1,0,0,0,0,0,0,0,0,0
"107","ais",0,1,0,0,0,0,0,0,0,0,0
"108","yehS",0,1,0,0,0,0,0,0,0,0,0
"109","ycdY",0,1,0,0,0,0,0,0,0,0,0
"110","torD",1,0,0,0.5,0,0,0,0,0.5,0,0
"111","glnD",1,0,0,0.333333333333333,0,0.166666666666667,0,0.333333333333333,0.166666666666667,0,0
"112","yjjW",0,1,0,0,0,0,0,0,0,0,0
"113","fepB",1,0,0,0,0,0,0,0,1,0,0
"114","ydgJ",0,1,0,0,0,0,0,0,0,0,0
"115","slp",1,0,0,0.380952380952381,0,0.19047619047619,0.0476190476190476,0,0.19047619047619,0,0.19047619047619
"116","smg",0,1,0,0,0,0,0,0,0,0,0
"117","potI",1,0,0,1,0,0,0,0,0,0,0
"118","ygiW",0,1,0,0,0,0,0,0,0,0,0
"119","entA",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"120","pmrD",0,1,0,0,0,0,0,0,0,0,0
"121","ydhV",1,0,0,0,1,0,0,0,0,0,0
"122","phoA",1,0,0,1,0,0,0,0,0,0,0
"123","yqiA",0,1,0,0,0,0,0,0,0,0,0
"124","nanE",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0
"125","nrfB",1,0,0,0.75,0,0,0,0,0.25,0,0
"126","fis",1,0,0,0.222222222222222,0,0.444444444444444,0,0,0.111111111111111,0,0.222222222222222
"127","yhdH",0,1,0,0,0,0,0,0,0,0,0
"128","dadX",1,0,0,0,0,0,0,0,1,0,0
"129","nrdR",0,1,0,0,0,0,0,0,0,0,0
"130","fucK",1,0,0,0.5,0.166666666666667,0,0,0,0.166666666666667,0,0.166666666666667
"131","ispA",0,1,0,0,0,0,0,0,0,0,0
"132","nhaB",0,1,0,0,0,0,0,0,0,0,0
"133","gadA",1,0,0.0344827586206897,0.379310344827586,0.0344827586206897,0.275862068965517,0.0344827586206897,0.0344827586206897,0.172413793103448,0,0.0344827586206897
"134","ybaV",0,1,0,0,0,0,0,0,0,0,0
"135","yqaB",0,1,0,0,0,0,0,0,0,0,0
"136","gshB",0,1,0,0,0,0,0,0,0,0,0
"137","tpiA",1,0,0,1,0,0,0,0,0,0,0
"138","cysE",0,1,0,0,0,0,0,0,0,0,0
"139","gltA",1,0,0,0.25,0.125,0,0.125,0,0.25,0,0.25
"140","betB",1,0,0,0,0,0,0.25,0,0.5,0,0.25
"141","lnt",0,1,0,0,0,0,0,0,0,0,0
"142","glmU",0,1,0,0,0,0,0,0,0,0,0
"143","fadL",1,0,0.142857142857143,0.285714285714286,0.142857142857143,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0
"144","hybB",1,0,0,0,0,0,0,0,1,0,0
"145","prpD",1,0,0,0.5,0,0,0,0,0,0,0.5
"146","pheP",0,1,0,0,0,0,0,0,0,0,0
"147","ybiX",0,1,0,0,0,0,0,0,0,0,0
"148","ycfP",0,1,0,0,0,0,0,0,0,0,0
"149","mltC",0,1,0,0,0,0,0,0,0,0,0
"150","pepN",0,1,0,0,0,0,0,0,0,0,0
"151","ybiV",0,1,0,0,0,0,0,0,0,0,0
"152","yhfK",0,1,0,0,0,0,0,0,0,0,0
"153","fucR",1,0,0,1,0,0,0,0,0,0,0
"154","sufA",1,0,0,0.375,0,0,0,0,0.25,0,0.375
"155","sufS",1,0,0,0.375,0,0,0,0,0.25,0,0.375
"156","amn",1,0,0,0,0,1,0,0,0,0,0
"157","yneE",0,1,0,0,0,0,0,0,0,0,0
"158","yodC",0,1,0,0,0,0,0,0,0,0,0
"159","aidB",1,0,0,0.75,0,0,0,0,0.25,0,0
"160","ygaZ",0,1,0,0,0,0,0,0,0,0,0
"161","glgC",1,0,0,0.333333333333333,0,0,0,0.166666666666667,0.5,0,0
"162","yebY",0,1,0,0,0,0,0,0,0,0,0
"163","fdx",0,1,0,0,0,0,0,0,0,0,0
"164","hcp",1,0,0,0,0,0,0,1,0,0,0
"165","fliF",1,0,0,0.625,0,0.125,0,0,0.25,0,0
"166","yafD",0,1,0,0,0,0,0,0,0,0,0
"167","nadA",0,1,0,0,0,0,0,0,0,0,0
"168","clpA",0,1,0,0,0,0,0,0,0,0,0
"169","gatA",1,0,0,0.5,0,0,0,0,0.5,0,0
"170","appA",1,0,0,0.857142857142857,0,0,0,0.142857142857143,0,0,0
"171","ydhR",0,1,0,0,0,0,0,0,0,0,0
"172","fliK",1,0,0,0.625,0,0.125,0,0,0.25,0,0
"173","potG",1,0,0,1,0,0,0,0,0,0,0
"174","ygdQ",0,1,0,0,0,0,0,0,0,0,0
"175","pdxY",0,1,0,0,0,0,0,0,0,0,0
"176","ccmF",1,0,0,0.5,0.166666666666667,0,0,0,0.166666666666667,0,0.166666666666667
"177","ynaJ",0,1,0,0,0,0,0,0,0,0,0
"178","ydfG",0,1,0,0,0,0,0,0,0,0,0
"179","aspC",0,1,0,0,0,0,0,0,0,0,0
"180","flgI",1,0,0,1,0,0,0,0,0,0,0
"181","mdtL",0,1,0,0,0,0,0,0,0,0,0
"182","aroF",1,0,0,0.5,0,0,0,0,0.5,0,0
"183","rnt",0,1,0,0,0,0,0,0,0,0,0
"184","yhiD",1,0,0.0555555555555556,0.333333333333333,0,0.166666666666667,0.0555555555555556,0,0.277777777777778,0,0.111111111111111
"185","yjaH",0,1,0,0,0,0,0,0,0,0,0
"186","sufC",1,0,0,0.375,0,0,0,0,0.25,0,0.375
"187","uspE",0,1,0,0,0,0,0,0,0,0,0
"188","efeU",0,1,0,0,0,0,0,0,0,0,0
"189","clpS",0,1,0,0,0,0,0,0,0,0,0
"190","ulaR",0,1,0,0,0,0,0,0,0,0,0
"191","chaA",0,1,0,0,0,0,0,0,0,0,0
"192","ycjF",0,1,0,0,0,0,0,0,0,0,0
"193","glgS",1,0,0,0,0,0,0,0.5,0.5,0,0
"194","ogt",0,1,0,0,0,0,0,0,0,0,0
"195","ymdA",0,1,0,0,0,0,0,0,0,0,0
"196","artM",1,0,0,0.5,0,0,0,0,0.5,0,0
"197","hisI",1,0,0,0.5,0,0,0,0.5,0,0,0
"198","betI",1,0,0,0,0,0,0,0,1,0,0
