"","FBL_number","No_FBL","FBL"
"1",0,0,1
"2",0,0,1
"3",53,0,1
"4",0,0,1
"5",246,0,1
"6",0,0,1
"7",0,0,1
"8",35,0,1
"9",61,0,1
"10",0,0,1
"11",8,0,1
"12",0,0,1
"13",68,0,1
"14",57,0,1
"15",0,0,1
"16",25,0,1
"17",1,0,1
"18",40,0,1
"19",0,0,1
"20",0,0,1
"21",0,0,1
"22",33,0,1
"23",0,0,1
"24",0,0,1
"25",0,0,1
"26",8,0,1
"27",23,0,1
"28",13,0,1
"29",0,0,1
"30",1,0,1
"31",0,0,1
"32",0,0,1
"33",0,0,1
"34",0,0,1
"35",0,0,1
"36",0,0,1
"37",0,0,1
"38",25,0,1
"39",694,0,1
"40",675,0,1
"41",181,0,1
"42",371,0,1
"43",1379,0,1
"44",607,0,1
"45",0,0,1
"46",2,0,1
"47",0,0,1
"48",0,0,1
"49",294,0,1
"50",280,0,1
"51",216,0,1
"52",309,0,1
"53",213,0,1
"54",0,0,1
"55",0,0,1
"56",18,0,1
"57",33,0,1
"58",0,0,1
"59",498,0,1
"60",39,0,1
"61",20,0,1
"62",0,0,1
"63",96,0,1
"64",223,0,1
"65",0,0,1
"66",0,0,1
"67",0,0,1
"68",0,0,1
"69",0,0,1
"70",0,0,1
"71",423,0,1
"72",449,0,1
"73",0,0,1
"74",31,0,1
"75",0,0,1
"76",0,0,1
"77",117,0,1
"78",0,0,1
"79",558,0,1
"80",0,0,1
"81",131,0,1
"82",0,0,1
"83",83,0,1
"84",0,0,1
"85",127,0,1
"86",147,0,1
"87",188,0,1
"88",177,0,1
"89",0,0,1
"90",0,0,1
"91",12,0,1
"92",1,0,1
"93",41,0,1
"94",105,0,1
"95",47,0,1
"96",0,0,1
"97",17,0,1
"98",26,0,1
"99",23,0,1
"100",0,0,1
"101",0,0,1
"102",0,0,1
"103",0,0,1
"104",0,0,1
"105",0,0,1
"106",14,0,1
"107",0,0,1
"108",0,0,1
"109",423,0,1
"110",1,0,1
"111",0,0,1
"112",44,0,1
"113",0,0,1
"114",70,0,1
"115",0,0,1
"116",28,0,1
"117",41,0,1
"118",57,0,1
"119",0,0,1
"120",62,0,1
"121",56,0,1
"122",0,0,1
"123",0,0,1
"124",0,0,1
"125",0,0,1
"126",14,0,1
"127",0,0,1
"128",0,0,1
"129",8,0,1
"130",0,0,1
"131",34,0,1
"132",0,0,1
"133",0,0,1
"134",19,0,1
"135",0,0,1
"136",0,0,1
"137",0,0,1
"138",0,0,1
"139",0,0,1
"140",0,0,1
"141",0,0,1
"142",0,0,1
"143",0,0,1
"144",0,0,1
"145",0,0,1
"146",305,0,1
"147",186,0,1
"148",0,0,1
"149",0,0,1
"150",0,0,1
"151",57,0,1
"152",0,0,1
"153",100,0,1
"154",0,0,1
"155",0,0,1
"156",0,0,1
"157",0,0,1
