"","FFL","No_FFL","PP","PM","PN","NP","NM","NN","MP","MM2","MM1","MN","NonPl_X","coherent","incoherent","homogenous_pos","homogenous_neg","heterogenous"
"All_plast",90,10,5.05960755207867,8.00669226704529,2.60850496967185,8.82699836052099,13.3817871026241,8.18846381837144,9.35609383800532,14.0662315081161,12.4546630382918,8.05095754527437,0,51.2044692470509,38.7955307529491,23.242699750605,18.8479263333177,47.9093739160773
"Anticor",92,8,8.86335976707746,9.22975066551112,1.155169029772,14.6251236401108,11.8057822160629,1.80731592288676,14.2454866284453,13.2665719368844,13.5345026492807,3.46693754396857,0,53.2520429460121,38.7479570539879,37.7339700356336,6.42942249662734,47.8366074677391
"Cor",88,12,1.25585533707988,6.78363386857946,4.0618409095717,3.02887308093115,14.9577919891852,14.5696117138561,4.46670104756537,14.8658910793479,11.374823427303,12.6349775465802,0,49.1568955480898,38.8431044519102,8.7514294655764,31.266430170008,47.9821403644156
"No_sel",88.6666666666667,11.3333333333333,6.23743107245197,14.808308954445,7.24837954212442,4.37713456912064,9.40845672859358,4.36472493905249,10.1386821315771,10.3655174754802,10.8996625329475,10.8183687208738,0,43.4928501311772,45.1738165354895,20.7532477731497,22.4314732020507,45.4819456914663
"Sel",58.3333333333333,41.6666666666667,5.56292235000948,5.11009007397118,0.287332031897249,8.38448260825446,7.86846170118693,1.76456116718896,14.2121752275663,7.57900510934515,5.58338376337155,1.98091930054202,0,29.1616870300669,29.1716463032665,28.1595801858303,4.03281249962823,26.1409406478748
