"","Coherent","Incoherent","No_loop","Loop"
"1",0,0,1,0
"2",0,0,1,0
"3",1,0,0,1
"4",0.516129032258064,0.483870967741935,0,1
"5",0.5,0.5,0,1
"6",0,0,1,0
"7",0.75,0.25,0,1
"8",0,0,1,0
"9",0.222222222222222,0.777777777777778,0,1
"10",0,0,1,0
"11",0,0,1,0
"12",0,0,1,0
"13",0,0,1,0
"14",0,0,1,0
"15",0.222222222222222,0.777777777777778,0,1
"16",1,0,0,1
"17",0,0,1,0
"18",0,0,1,0
"19",0,1,0,1
"20",0,0,1,0
"21",0,0,1,0
"22",1,0,0,1
"23",0,0,1,0
"24",1,0,0,1
"25",0,0,1,0
"26",0,0,1,0
"27",0,0,1,0
"28",0,0,1,0
"29",0,1,0,1
"30",0,0,1,0
"31",0,0,1,0
"32",0,0,1,0
"33",0,0,1,0
"34",0,0,1,0
"35",0,0,1,0
"36",0,0,1,0
"37",0,0,1,0
"38",0,1,0,1
"39",0,0,1,0
"40",0,0,1,0
"41",0,1,0,1
"42",0,0,1,0
"43",0,0,1,0
"44",0,0,1,0
"45",0,1,0,1
"46",0.181818181818182,0.818181818181818,0,1
"47",0,1,0,1
"48",1,0,0,1
"49",0,0,1,0
"50",0,0,1,0
"51",0,0,1,0
"52",0,0,1,0
"53",0,0,1,0
"54",0.24390243902439,0.75609756097561,0,1
"55",0,0,1,0
"56",0,0,1,0
"57",0,0,1,0
"58",0,0,1,0
"59",0,0,1,0
"60",1,0,0,1
"61",0,0,1,0
"62",1,0,0,1
"63",0,0,1,0
"64",0,1,0,1
"65",0,0,1,0
"66",0,0,1,0
"67",0,0,1,0
"68",0,0,1,0
"69",0,0,1,0
"70",0,1,0,1
"71",0,0,1,0
"72",0,1,0,1
"73",0,0,1,0
"74",0,0,1,0
"75",0,0,1,0
"76",0,0,1,0
"77",0,0,1,0
"78",0,0,1,0
"79",1,0,0,1
"80",0,0,1,0
"81",0.705882352941177,0.294117647058824,0,1
"82",0,0,1,0
"83",0,0,1,0
"84",0,0,1,0
"85",0,0,1,0
"86",0,1,0,1
"87",1,0,0,1
"88",0,0,1,0
"89",0,0,1,0
"90",0.323529411764706,0.676470588235294,0,1
"91",0,0,1,0
"92",0,0,1,0
"93",0,0,1,0
"94",0,0,1,0
"95",0,0,1,0
"96",0,0,1,0
"97",1,0,0,1
"98",0,0,1,0
"99",0.35,0.65,0,1
"100",1,0,0,1
"101",0,0,1,0
"102",0,0,1,0
"103",0,0,1,0
"104",0,0,1,0
"105",0,0,1,0
"106",0,0,1,0
"107",0,0,1,0
"108",0,1,0,1
"109",0,0,1,0
"110",0,0,1,0
"111",0,0,1,0
"112",0,1,0,1
"113",0,0,1,0
"114",0.677419354838709,0.32258064516129,0,1
"115",0,0,1,0
"116",0.727272727272727,0.272727272727273,0,1
"117",0,0,1,0
"118",0,0,1,0
"119",0,0,1,0
"120",0,0,1,0
"121",0,0,1,0
"122",0,0,1,0
"123",0.5,0.5,0,1
"124",0,0,1,0
"125",0,0,1,0
"126",0,0,1,0
"127",0,0,1,0
"128",0,0,1,0
"129",1,0,0,1
"130",0,0,1,0
"131",0,0,1,0
"132",0,0,1,0
"133",0,0,1,0
"134",0,0,1,0
"135",0,0,1,0
"136",0,0,1,0
"137",0,0,1,0
"138",0,0,1,0
"139",0,0,1,0
"140",1,0,0,1
"141",0,0,1,0
"142",0,1,0,1
"143",0,0,1,0
"144",0,0,1,0
"145",0,0,1,0
"146",0,0,1,0
"147",0,0,1,0
"148",0,0,1,0
"149",0,0,1,0
"150",0,0,1,0
"151",1,0,0,1
"152",0.90378006872852,0.0962199312714777,0,1
"153",0,0,1,0
"154",0,0,1,0
"155",0,0,1,0
"156",0,0,1,0
"157",0,1,0,1
"158",1,0,0,1
"159",0,0,1,0
"160",1,0,0,1
"161",0,0,1,0
"162",0.206349206349206,0.793650793650793,0,1
"163",0,0,1,0
"164",0,0,1,0
"165",0,1,0,1
"166",0,0,1,0
"167",0.285714285714286,0.714285714285714,0,1
"168",0.451612903225806,0.548387096774193,0,1
"169",0.333333333333333,0.666666666666667,0,1
"170",0,0,1,0
"171",0,0,1,0
"172",0,0,1,0
"173",0.411764705882353,0.588235294117647,0,1
"174",0,0,1,0
"175",0,0,1,0
"176",0,0,1,0
"177",0,0,1,0
"178",0,0,1,0
"179",0.230769230769231,0.769230769230769,0,1
"180",0,1,0,1
"181",0,0,1,0
"182",0,0,1,0
"183",0.657894736842105,0.342105263157895,0,1
"184",0,0,1,0
"185",0,0,1,0
"186",0,0,1,0
"187",0,0,1,0
"188",0,0,1,0
"189",0,0,1,0
"190",0,0,1,0
"191",0,0,1,0
"192",0,0,1,0
"193",0,0,1,0
"194",0,0,1,0
"195",0.0769230769230769,0.923076923076923,0,1
"196",1,0,0,1
"197",0.2,0.8,0,1
"198",0,0,1,0
"199",0,0,1,0
"200",0,0,1,0
"201",0,0,1,0
"202",0,0,1,0
"203",0,0,1,0
"204",0,0,1,0
"205",0,0,1,0
"206",0,0,1,0
"207",0,0,1,0
"208",0,0,1,0
"209",1,0,0,1
"210",0,0,1,0
"211",0,0,1,0
"212",0,0,1,0
"213",0,0,1,0
"214",0,0,1,0
"215",0,0,1,0
"216",0,0,1,0
"217",1,0,0,1
"218",0,0,1,0
"219",0,1,0,1
"220",0,0,1,0
"221",1,0,0,1
"222",0,0,1,0
"223",1,0,0,1
"224",0,0,1,0
"225",0,1,0,1
"226",0,0,1,0
"227",0,0,1,0
"228",0,0,1,0
"229",0.172413793103448,0.827586206896551,0,1
"230",0,0,1,0
"231",0,0,1,0
"232",0.5,0.5,0,1
"233",0,0,1,0
"234",0,0,1,0
"235",0,0,1,0
"236",0.387096774193548,0.612903225806451,0,1
"237",0,0,1,0
"238",0,0,1,0
"239",0.294117647058823,0.705882352941177,0,1
"240",0,0,1,0
"241",0.181818181818182,0.818181818181818,0,1
"242",0,0,1,0
"243",0,0,1,0
"244",0,0,1,0
"245",0,0,1,0
"246",0,0,1,0
"247",0.235294117647059,0.764705882352941,0,1
"248",0,0,1,0
"249",0,0,1,0
"250",0,0,1,0
"251",1,0,0,1
"252",0.333333333333333,0.666666666666667,0,1
"253",0,0,1,0
"254",0,0,1,0
"255",0,0,1,0
"256",0,0,1,0
"257",0,0,1,0
"258",0,0,1,0
"259",0,0,1,0
"260",0,0,1,0
"261",0,0,1,0
"262",0,0,1,0
"263",1,0,0,1
"264",0.545454545454546,0.454545454545455,0,1
"265",0,0,1,0
"266",0,0,1,0
"267",0.294117647058823,0.705882352941177,0,1
"268",0,0,1,0
"269",0,0,1,0
"270",0,0,1,0
"271",0,0,1,0
"272",0,0,1,0
"273",0,1,0,1
"274",0,0,1,0
"275",0,1,0,1
"276",0,0,1,0
"277",0,0,1,0
"278",0,1,0,1
"279",0,1,0,1
"280",0,0,1,0
"281",0,0,1,0
"282",0.0833333333333333,0.916666666666667,0,1
"283",0,0,1,0
"284",0.375,0.625,0,1
"285",0,0,1,0
"286",0,0,1,0
"287",0,0,1,0
"288",0,0,1,0
"289",0,0,1,0
"290",0.511627906976744,0.488372093023256,0,1
"291",0,0,1,0
"292",0,0,1,0
"293",0,0,1,0
"294",0,0,1,0
"295",0,0,1,0
"296",0,0,1,0
"297",1,0,0,1
"298",0,0,1,0
"299",0,0,1,0
"300",0,0,1,0
"301",0,0,1,0
"302",0,0,1,0
"303",0,0,1,0
"304",0,1,0,1
"305",0,0,1,0
"306",0,0,1,0
"307",0.222222222222222,0.777777777777778,0,1
"308",0,0,1,0
"309",0.714285714285714,0.285714285714286,0,1
"310",0,0,1,0
"311",0,0,1,0
"312",0,0,1,0
"313",0.268292682926829,0.731707317073171,0,1
"314",0,0,1,0
"315",0,0,1,0
"316",0,0,1,0
"317",0.59375,0.40625,0,1
"318",0.380952380952381,0.619047619047619,0,1
"319",1,0,0,1
"320",1,0,0,1
"321",0,1,0,1
"322",0,0,1,0
"323",0,0,1,0
"324",0,0,1,0
"325",0,0,1,0
"326",1,0,0,1
"327",0,0,1,0
"328",0,0,1,0
"329",0,0,1,0
"330",1,0,0,1
"331",0,0,1,0
"332",0,0,1,0
"333",0,0,1,0
"334",0,0,1,0
"335",0,0,1,0
"336",1,0,0,1
"337",0,0,1,0
"338",0,1,0,1
"339",0,0,1,0
"340",0.294117647058824,0.705882352941177,0,1
"341",0,0,1,0
"342",0,0,1,0
"343",0,0,1,0
"344",0.05,0.95,0,1
"345",0,0,1,0
"346",0,0,1,0
"347",0,0,1,0
"348",0,0,1,0
"349",0.431372549019608,0.568627450980392,0,1
"350",0,0,1,0
"351",1,0,0,1
"352",0,0,1,0
"353",0.714285714285714,0.285714285714286,0,1
"354",0,0,1,0
"355",1,0,0,1
"356",0,0,1,0
"357",0,1,0,1
"358",0,0,1,0
"359",0,0,1,0
"360",0,0,1,0
"361",0,0,1,0
"362",0,1,0,1
"363",0,0,1,0
"364",0.6,0.4,0,1
"365",0,0,1,0
"366",0,0,1,0
"367",0.206896551724138,0.793103448275862,0,1
"368",0,0,1,0
"369",0,0,1,0
"370",0,0,1,0
"371",0,0,1,0
"372",0,0,1,0
"373",0,0,1,0
"374",0,0,1,0
"375",0.416666666666667,0.583333333333333,0,1
"376",0,0,1,0
"377",0,0,1,0
"378",0,0,1,0
"379",0.2,0.8,0,1
"380",0,0,1,0
"381",1,0,0,1
"382",0,0,1,0
"383",0,0,1,0
"384",0,0,1,0
"385",0,0,1,0
"386",0,0,1,0
"387",0,0,1,0
"388",1,0,0,1
"389",0,0,1,0
"390",0.647058823529412,0.352941176470588,0,1
"391",0,0,1,0
"392",1,0,0,1
"393",0,0,1,0
"394",0.548387096774193,0.451612903225806,0,1
"395",0,0,1,0
"396",0,0,1,0
"397",0,0,1,0
"398",0,0,1,0
"399",0,0,1,0
"400",0,1,0,1
"401",0,0,1,0
"402",0,0,1,0
"403",0,0,1,0
"404",0,0,1,0
"405",0,1,0,1
"406",0.5,0.5,0,1
"407",0,0,1,0
"408",0,0,1,0
"409",0,0,1,0
"410",0,0,1,0
"411",0,0,1,0
"412",0,0,1,0
"413",0,0,1,0
"414",0,0,1,0
"415",0,0,1,0
"416",0.299270072992701,0.700729927007299,0,1
"417",0,0,1,0
"418",0,0,1,0
"419",1,0,0,1
"420",0,0,1,0
"421",0.0810810810810811,0.918918918918918,0,1
"422",0,1,0,1
"423",0,0,1,0
"424",0,0,1,0
"425",0,1,0,1
"426",0,0,1,0
"427",0.464285714285714,0.535714285714286,0,1
"428",0,0,1,0
"429",1,0,0,1
"430",0.2,0.8,0,1
"431",0,0,1,0
"432",0,0,1,0
"433",0,0,1,0
"434",0,0,1,0
"435",0,0,1,0
"436",0.45,0.55,0,1
"437",0,0,1,0
"438",1,0,0,1
"439",0.0833333333333333,0.916666666666667,0,1
"440",0,0,1,0
"441",0,0,1,0
"442",0,1,0,1
"443",0,0,1,0
"444",0,0,1,0
"445",0,0,1,0
"446",1,0,0,1
"447",0,0,1,0
"448",0,0,1,0
"449",0,0,1,0
"450",0.451612903225806,0.548387096774193,0,1
"451",0,1,0,1
"452",0,0,1,0
"453",0,0,1,0
"454",0,1,0,1
"455",0.56,0.44,0,1
"456",0.277777777777778,0.722222222222222,0,1
"457",0,0,1,0
"458",0.171428571428571,0.828571428571429,0,1
"459",0,0,1,0
"460",0,0,1,0
"461",0,1,0,1
"462",0,0,1,0
"463",0,0,1,0
"464",0,0,1,0
"465",1,0,0,1
"466",0,0,1,0
"467",0,0,1,0
"468",0,0,1,0
"469",0,0,1,0
"470",0,0,1,0
"471",0,0,1,0
"472",0,0,1,0
"473",0.285714285714286,0.714285714285714,0,1
"474",0.238095238095238,0.761904761904762,0,1
"475",0.999999999999999,0,0,1
"476",1,0,0,1
"477",0,0,1,0
"478",0.32258064516129,0.677419354838709,0,1
"479",0,0,1,0
"480",0,0,1,0
"481",0,0,1,0
"482",0,0,1,0
"483",0,0,1,0
"484",0,0,1,0
"485",0,0,1,0
"486",0,0,1,0
"487",0,0,1,0
"488",0.423728813559322,0.576271186440677,0,1
"489",0,0,1,0
"490",0.264705882352941,0.735294117647059,0,1
"491",0,0,1,0
"492",0,0,1,0
"493",0.236842105263158,0.763157894736842,0,1
"494",0,0,1,0
"495",0,0,1,0
"496",0,0,1,0
"497",0,0,1,0
"498",0,1,0,1
"499",0,0,1,0
"500",1,0,0,1
"501",0,0,1,0
"502",0,0,1,0
"503",0,0,1,0
"504",0,0,1,0
"505",0,0,1,0
"506",0,1,0,1
"507",1,0,0,1
"508",0,0,1,0
"509",0,0,1,0
"510",0,0,1,0
"511",0,0,1,0
"512",0,0,1,0
"513",0,0,1,0
"514",1,0,0,1
"515",0.333333333333333,0.666666666666667,0,1
"516",1,0,0,1
"517",0,0,1,0
"518",0,0,1,0
"519",0,0,1,0
"520",0,0,1,0
"521",0.2,0.8,0,1
"522",0,0,1,0
"523",0,0,1,0
"524",0,0,1,0
"525",0,0,1,0
"526",0,0,1,0
"527",0,0,1,0
"528",0,0,1,0
"529",0,0,1,0
"530",1,0,0,1
"531",1,0,0,1
"532",0,0,1,0
"533",0,0,1,0
"534",0,0,1,0
"535",0,0,1,0
"536",0,0,1,0
"537",1,0,0,1
"538",0,0,1,0
"539",1,0,0,1
"540",0,0,1,0
"541",0.225,0.775,0,1
"542",0,0,1,0
"543",0,0,1,0
"544",0,0,1,0
"545",0,0,1,0
"546",0.4,0.6,0,1
"547",0,0,1,0
"548",0,0,1,0
"549",0,0,1,0
"550",0.153846153846154,0.846153846153846,0,1
"551",0,0,1,0
"552",1,0,0,1
"553",1,0,0,1
"554",0,0,1,0
"555",0,1,0,1
"556",0,0,1,0
"557",0,0,1,0
"558",0,0,1,0
"559",0,1,0,1
"560",0,0,1,0
"561",0,0,1,0
"562",0,0,1,0
"563",0.333333333333333,0.666666666666667,0,1
"564",0,0,1,0
"565",0,0,1,0
"566",1,0,0,1
"567",0,0,1,0
"568",0,0,1,0
"569",0.4375,0.5625,0,1
"570",0,0,1,0
"571",0,0,1,0
"572",0,0,1,0
"573",0,0,1,0
"574",1,0,0,1
"575",0,0,1,0
"576",0,0,1,0
"577",0,0,1,0
"578",0,0,1,0
"579",0,1,0,1
"580",0,0,1,0
"581",0,0,1,0
"582",0,1,0,1
"583",0,0,1,0
"584",0.275862068965517,0.724137931034483,0,1
"585",0,0,1,0
"586",0.689655172413793,0.310344827586207,0,1
"587",0,0,1,0
"588",0,0,1,0
"589",0,0,1,0
"590",0,0,1,0
"591",0,0,1,0
"592",0,0,1,0
"593",0,0,1,0
"594",0,0,1,0
"595",0,0,1,0
"596",0,0,1,0
"597",0,0,1,0
"598",0.235294117647059,0.764705882352941,0,1
"599",1,0,0,1
"600",0,0,1,0
"601",0,0,1,0
"602",0,1,0,1
"603",0,0,1,0
"604",0,0,1,0
"605",0,0,1,0
"606",0,0,1,0
"607",1,0,0,1
"608",1,0,0,1
"609",0,0,1,0
"610",0,0,1,0
"611",0.269230769230769,0.730769230769231,0,1
"612",0,1,0,1
"613",0,0,1,0
"614",0,0,1,0
"615",0,0,1,0
"616",0.25,0.75,0,1
"617",0.434782608695652,0.565217391304348,0,1
"618",0,0,1,0
"619",0,1,0,1
"620",0,0,1,0
"621",0,0,1,0
"622",0.409090909090909,0.590909090909091,0,1
"623",0.166666666666667,0.833333333333334,0,1
"624",0.24390243902439,0.75609756097561,0,1
"625",1,0,0,1
"626",0,1,0,1
"627",0.25,0.75,0,1
"628",0,0,1,0
"629",0,0,1,0
"630",0,0,1,0
