"","V1","FFL","No_FFL","ID_A_N","ID_A_P","ID_D_N","ID_D_N.1","II_A_N","II_A_P","II_D_N","II_D_N.1","NP_X"
"425","ygiS",0,1,0,0,0,0,0,0,0,0,0
"426","tus",0,1,0,0,0,0,0,0,0,0,0
"427","yaeH",0,1,0,0,0,0,0,0,0,0,0
"428","rng",0,1,0,0,0,0,0,0,0,0,0
"429","malS",1,0,0,1,0,0,0,0,0,0,0
"430","flgK",0,1,0,0,0,0,0,0,0,0,0
"431","yohK",0,1,0,0,0,0,0,0,0,0,0
"432","yqjE",0,1,0,0,0,0,0,0,0,0,0
"433","yccX",0,1,0,0,0,0,0,0,0,0,0
"434","speG",1,0,0,0,0,0,0,0,0.5,0.5,0
"435","flgI",1,0,0,1,0,0,0,0,0,0,0
"436","degQ",0,1,0,0,0,0,0,0,0,0,0
"437","yqjD",0,1,0,0,0,0,0,0,0,0,0
"438","yieL",0,1,0,0,0,0,0,0,0,0,0
"439","ygiC",1,0,0,0.5,0,0,0,0.5,0,0,0
"440","ypeB",0,1,0,0,0,0,0,0,0,0,0
"441","recB",1,0,0,0,0,0.5,0,0,0.5,0,0
"442","nupG",1,0,0,0,0,0,0,0,1,0,0
"443","yjaB",0,1,0,0,0,0,0,0,0,0,0
"444","nrfE",1,0,0,0.75,0,0,0,0,0.25,0,0
"445","yigI",0,1,0,0,0,0,0,0,0,0,0
"446","rseC",1,0,0,0.575757575757575,0.0606060606060606,0.0909090909090909,0.0606060606060606,0.0606060606060606,0.151515151515152,0,0
"447","lpxA",1,0,0,0,0,0,0,1,0,0,0
"448","tktB",1,0,0,1,0,0,0,0,0,0,0
"449","flhE",1,0,0,1,0,0,0,0,0,0,0
"450","fkpA",0,1,0,0,0,0,0,0,0,0,0
"451","nusB",1,0,0.2,0.4,0,0,0.2,0,0.2,0,0
"452","ydbK",0,1,0,0,0,0,0,0,0,0,0
"453","yiiS",0,1,0,0,0,0,0,0,0,0,0
"454","yhjG",0,1,0,0,0,0,0,0,0,0,0
"455","grxB",0,1,0,0,0,0,0,0,0,0,0
"456","yacL",0,1,0,0,0,0,0,0,0,0,0
"457","ycjD",0,1,0,0,0,0,0,0,0,0,0
"458","poxB",1,0,0,0.727272727272727,0,0,0,0.272727272727273,0,0,0
"459","aldB",1,0,0,0,0,0.5,0,0.5,0,0,0
"460","pepN",0,1,0,0,0,0,0,0,0,0,0
"461","ybhC",0,1,0,0,0,0,0,0,0,0,0
"462","arcA",0,1,0,0,0,0,0,0,0,0,0
"463","ygdR",0,1,0,0,0,0,0,0,0,0,0
"464","ybjX",1,0,0,0,0,0.5,0,0,0.5,0,0
"465","flgH",1,0,0,1,0,0,0,0,0,0,0
"466","infC",1,0,0,0,0,0.5,0,0,0.5,0,0
"467","nadD",0,1,0,0,0,0,0,0,0,0,0
"468","mscL",0,1,0,0,0,0,0,0,0,0,0
"469","ycaQ",0,1,0,0,0,0,0,0,0,0,0
"470","agp",0,1,0,0,0,0,0,0,0,0,0
"471","pqiA",1,0,0,1,0,0,0,0,0,0,0
"472","fadH",1,0,0,1,0,0,0,0,0,0,0
"473","ybeM",0,1,0,0,0,0,0,0,0,0,0
"474","fieF",0,1,0,0,0,0,0,0,0,0,0
"475","yjeI",0,1,0,0,0,0,0,0,0,0,0
"476","yhfY",0,1,0,0,0,0,0,0,0,0,0
"477","ybhF",1,0,0,0,0,0,0,0,1,0,0
"478","hdhA",0,1,0,0,0,0,0,0,0,0,0
"479","yrdD",0,1,0,0,0,0,0,0,0,0,0
"480","ycbZ",0,1,0,0,0,0,0,0,0,0,0
"481","mutT",0,1,0,0,0,0,0,0,0,0,0
"482","yrdB",0,1,0,0,0,0,0,0,0,0,0
"483","yjdP",0,1,0,0,0,0,0,0,0,0,0
"484","osmE",1,0,0.222222222222222,0.111111111111111,0,0,0.222222222222222,0,0.444444444444444,0,0
"485","pinQ",0,1,0,0,0,0,0,0,0,0,0
"486","lepA",0,1,0,0,0,0,0,0,0,0,0
"487","aroH",1,0,0,0,0,0,0,0,1,0,0
"488","yhaL",0,1,0,0,0,0,0,0,0,0,0
"489","rof",0,1,0,0,0,0,0,0,0,0,0
"490","yfaE",1,0,0,0.333333333333333,0,0,0,0.166666666666667,0.5,0,0
"491","yqjG",0,1,0,0,0,0,0,0,0,0,0
"492","treA",0,1,0,0,0,0,0,0,0,0,0
"493","astE",1,0,0,1,0,0,0,0,0,0,0
"494","yheT",0,1,0,0,0,0,0,0,0,0,0
"495","flhA",1,0,0,1,0,0,0,0,0,0,0
"496","elaB",0,1,0,0,0,0,0,0,0,0,0
"497","yqjC",0,1,0,0,0,0,0,0,0,0,0
"498","ccmG",1,0,0,0.5,0.166666666666667,0,0,0,0.333333333333333,0,0
"499","smf",0,1,0,0,0,0,0,0,0,0,0
"500","ackA",1,0,0,0.25,0.25,0,0,0.5,0,0,0
"501","ybjP",0,1,0,0,0,0,0,0,0,0,0
"502","yhaH",0,1,0,0,0,0,0,0,0,0,0
"503","nusA",1,0,0,0.25,0.25,0,0,0,0.5,0,0
"504","lepB",0,1,0,0,0,0,0,0,0,0,0
"505","ygbI",0,1,0,0,0,0,0,0,0,0,0
"506","msyB",0,1,0,0,0,0,0,0,0,0,0
"507","ndk",0,1,0,0,0,0,0,0,0,0,0
"508","hofQ",0,1,0,0,0,0,0,0,0,0,0
"509","atpF",0,1,0,0,0,0,0,0,0,0,0
"510","rplT",1,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0
"511","rsmC",0,1,0,0,0,0,0,0,0,0,0
"512","selD",0,1,0,0,0,0,0,0,0,0,0
"513","nlpI",0,1,0,0,0,0,0,0,0,0,0
"514","ychA",0,1,0,0,0,0,0,0,0,0,0
"515","ytfK",1,0,0.25,0,0,0.25,0.25,0.25,0,0,0
"516","emrB",1,0,0,0,0,0,0,0,1,0,0
"517","narI",1,0,0,0.454545454545455,0,0,0,0.272727272727273,0.272727272727273,0,0
"518","tatC",0,1,0,0,0,0,0,0,0,0,0
"519","otsB",0,1,0,0,0,0,0,0,0,0,0
"520","yhbY",0,1,0,0,0,0,0,0,0,0,0
"521","ompR",1,0,0,0,0,0,0.666666666666667,0,0.333333333333333,0,0
"522","ybjS",0,1,0,0,0,0,0,0,0,0,0
"523","nuoK",1,0,0.142857142857143,0.142857142857143,0,0.0714285714285714,0.214285714285714,0,0.285714285714286,0.142857142857143,0
"524","ybiB",1,0,0,0,0,0.5,0,0,0.5,0,0
"525","yhhA",0,1,0,0,0,0,0,0,0,0,0
"526","mcrC",0,1,0,0,0,0,0,0,0,0,0
"527","bioC",0,1,0,0,0,0,0,0,0,0,0
"528","rpsL",1,0,0,0,0,0,1,0,0,0,0
"529","proS",0,1,0,0,0,0,0,0,0,0,0
"530","sapB",0,1,0,0,0,0,0,0,0,0,0
"531","yfcL",0,1,0,0,0,0,0,0,0,0,0
"532","priA",0,1,0,0,0,0,0,0,0,0,0
"533","yecE",0,1,0,0,0,0,0,0,0,0,0
"534","yadS",1,0,0,1,0,0,0,0,0,0,0
"535","nagA",1,0,0,0,0,0,0,0,1,0,0
"536","mukE",1,0,0,0.5,0,0,0,0,0.5,0,0
"537","yfcQ",0,1,0,0,0,0,0,0,0,0,0
"538","cysQ",0,1,0,0,0,0,0,0,0,0,0
"539","emrA",1,0,0,0,0,0,0,0,1,0,0
"540","torT",0,1,0,0,0,0,0,0,0,0,0
"541","yfiC",0,1,0,0,0,0,0,0,0,0,0
"542","surA",0,1,0,0,0,0,0,0,0,0,0
"543","phoQ",1,0,0,0.5,0,0,0,0,0.5,0,0
"544","holA",0,1,0,0,0,0,0,0,0,0,0
"545","elaA",0,1,0,0,0,0,0,0,0,0,0
"546","livG",1,0,0,0,0,0,0,0,1,0,0
"547","tolR",0,1,0,0,0,0,0,0,0,0,0
"548","atoS",0,1,0,0,0,0,0,0,0,0,0
"549","fkpB",1,0,0,1,0,0,0,0,0,0,0
"550","bolA",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"551","pnp",1,0,0,0.375,0.125,0,0,0,0.375,0.125,0
"552","yfgJ",0,1,0,0,0,0,0,0,0,0,0
"553","yhcO",0,1,0,0,0,0,0,0,0,0,0
"554","prc",0,1,0,0,0,0,0,0,0,0,0
"555","dkgA",1,0,0,1,0,0,0,0,0,0,0
"556","narL",1,0,0,0,0,0,0,0,1,0,0
"557","pepT",0,1,0,0,0,0,0,0,0,0,0
"558","trg",1,0,0,0,0,0,0,1,0,0,0
"559","tatD",0,1,0,0,0,0,0,0,0,0,0
"560","fadB",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"561","aroC",0,1,0,0,0,0,0,0,0,0,0
"562","aroB",0,1,0,0,0,0,0,0,0,0,0
"563","holB",0,1,0,0,0,0,0,0,0,0,0
"564","nrdB",1,0,0,0.333333333333333,0,0,0,0.166666666666667,0.5,0,0
"565","secF",0,1,0,0,0,0,0,0,0,0,0
"566","ydcJ",0,1,0,0,0,0,0,0,0,0,0
"567","ydfK",0,1,0,0,0,0,0,0,0,0,0
"568","yeaH",1,0,0,1,0,0,0,0,0,0,0
"569","atpC",0,1,0,0,0,0,0,0,0,0,0
"570","ygaM",0,1,0,0,0,0,0,0,0,0,0
"571","ygiW",0,1,0,0,0,0,0,0,0,0,0
"572","bioA",0,1,0,0,0,0,0,0,0,0,0
"573","melR",1,0,0,1,0,0,0,0,0,0,0
"574","yejO",0,1,0,0,0,0,0,0,0,0,0
"575","pta",1,0,0,1,0,0,0,0,0,0,0
"576","sodC",0,1,0,0,0,0,0,0,0,0,0
"577","cydC",1,0,0,0.375,0,0,0,0.25,0.375,0,0
"578","ecnB",1,0,0,0,0,0,1,0,0,0,0
"579","yeaO",0,1,0,0,0,0,0,0,0,0,0
"580","fabA",1,0,0,1,0,0,0,0,0,0,0
"581","ycgB",0,1,0,0,0,0,0,0,0,0,0
"582","blc",0,1,0,0,0,0,0,0,0,0,0
"583","fadD",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"584","yfcG",0,1,0,0,0,0,0,0,0,0,0
"585","recJ",1,0,0,1,0,0,0,0,0,0,0
"586","fbaB",0,1,0,0,0,0,0,0,0,0,0
"587","pyrC",1,0,0,0,0,0,0.333333333333333,0,0.666666666666667,0,0
"588","ychF",1,0,0,0,0,0,0,0,1,0,0
"589","cydD",1,0,0,0.428571428571429,0,0,0,0.285714285714286,0.285714285714286,0,0
"590","pdxA",0,1,0,0,0,0,0,0,0,0,0
"591","ybeX",0,1,0,0,0,0,0,0,0,0,0
"592","yciI",0,1,0,0,0,0,0,0,0,0,0
"593","pyrI",0,1,0,0,0,0,0,0,0,0,0
"594","atpA",1,0,0,0,0,0,0,0,1,0,0
"595","slmA",0,1,0,0,0,0,0,0,0,0,0
"596","flgF",1,0,0,1,0,0,0,0,0,0,0
"597","rluD",0,1,0,0,0,0,0,0,0,0,0
"598","xylE",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0,0
"599","yjdI",0,1,0,0,0,0,0,0,0,0,0
"600","ydcI",0,1,0,0,0,0,0,0,0,0,0
"601","rihB",0,1,0,0,0,0,0,0,0,0,0
"602","ydbL",0,1,0,0,0,0,0,0,0,0,0
"603","ldhA",0,1,0,0,0,0,0,0,0,0,0
"604","ssuB",1,0,0,0.5,0,0,0,0,0.25,0.25,0
"605","flgD",1,0,0,1,0,0,0,0,0,0,0
"606","yggF",0,1,0,0,0,0,0,0,0,0,0
"607","artM",1,0,0,0.5,0,0,0,0,0.5,0,0
"608","ytjA",0,1,0,0,0,0,0,0,0,0,0
"609","yidE",0,1,0,0,0,0,0,0,0,0,0
"610","rbfA",1,0,0,0.25,0.25,0,0,0,0.5,0,0
"611","yjfY",0,1,0,0,0,0,0,0,0,0,0
"612","yohJ",0,1,0,0,0,0,0,0,0,0,0
"613","nuoH",1,0,0.142857142857143,0.142857142857143,0,0.0714285714285714,0.214285714285714,0,0.285714285714286,0.142857142857143,0
"614","fadL",1,0,0.142857142857143,0.285714285714286,0.142857142857143,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0
"615","csgC",1,0,0,0.3125,0.0625,0.3125,0,0,0.3125,0,0
"616","ynfN",0,1,0,0,0,0,0,0,0,0,0
"617","dnaN",1,0,0,0.5,0,0,0,0,0.5,0,0
"618","ymgE",0,1,0,0,0,0,0,0,0,0,0
"619","nuoN",1,0,0.117647058823529,0.117647058823529,0,0.0588235294117647,0.294117647058824,0,0.294117647058824,0.117647058823529,0
"620","gspF",1,0,0,0,0,0,0,0,1,0,0
"621","iclR",0,1,0,0,0,0,0,0,0,0,0
"622","flgA",1,0,0,1,0,0,0,0,0,0,0
"623","flgM",1,0,0,0.384615384615385,0,0.384615384615385,0.153846153846154,0,0.0769230769230769,0,0
"624","proV",1,0,0,0.571428571428571,0,0,0,0.285714285714286,0.142857142857143,0,0
"625","proW",1,0,0,0.571428571428571,0,0,0,0.285714285714286,0.142857142857143,0,0
"626","flgC",1,0,0,1,0,0,0,0,0,0,0
"627","flhB",1,0,0,1,0,0,0,0,0,0,0
"628","flgB",1,0,0,1,0,0,0,0,0,0,0
"629","cpxA",1,0,0,0.5,0,0.166666666666667,0,0,0.333333333333333,0,0
"630","fdhD",0,1,0,0,0,0,0,0,0,0,0
"631","flgN",1,0,0,0.714285714285714,0,0.142857142857143,0,0,0.142857142857143,0,0
"632","yecR",0,1,0,0,0,0,0,0,0,0,0
"633","ppiA",1,0,0,0.5,0,0,0,0,0.5,0,0
"634","speA",1,0,0,0,0,0,0,0,1,0,0
"635","mutL",1,0,0,1,0,0,0,0,0,0,0
"636","csdA",0,1,0,0,0,0,0,0,0,0,0
"637","dnaK",0,1,0,0,0,0,0,0,0,0,0
"638","ribF",0,1,0,0,0,0,0,0,0,0,0
"639","yjdC",0,1,0,0,0,0,0,0,0,0,0
"640","flgG",1,0,0,1,0,0,0,0,0,0,0
"641","msbA",0,1,0,0,0,0,0,0,0,0,0
"642","narX",1,0,0,0,0,0,0.5,0,0.5,0,0
"643","aspS",0,1,0,0,0,0,0,0,0,0,0
"644","gshA",0,1,0,0,0,0,0,0,0,0,0
"645","asnS",0,1,0,0,0,0,0,0,0,0,0
"646","otsA",0,1,0,0,0,0,0,0,0,0,0
"647","ybdG",0,1,0,0,0,0,0,0,0,0,0
"648","leuS",0,1,0,0,0,0,0,0,0,0,0
"649","rimI",0,1,0,0,0,0,0,0,0,0,0
"650","flgE",1,0,0,1,0,0,0,0,0,0,0
"651","galF",0,1,0,0,0,0,0,0,0,0,0
"652","folC",0,1,0,0,0,0,0,0,0,0,0
"653","purU",1,0,0,0,0,0,0,0,1,0,0
"654","hscB",0,1,0,0,0,0,0,0,0,0,0
"655","hflX",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0,0
"656","parC",0,1,0,0,0,0,0,0,0,0,0
"657","cof",0,1,0,0,0,0,0,0,0,0,0
"658","yciK",0,1,0,0,0,0,0,0,0,0,0
"659","ftsN",0,1,0,0,0,0,0,0,0,0,0
"660","yciT",0,1,0,0,0,0,0,0,0,0,0
"661","accA",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"662","folD",0,1,0,0,0,0,0,0,0,0,0
"663","ispH",1,0,0,1,0,0,0,0,0,0,0
"664","rpoD",1,0,0,0.5,0,0,0,0,0,0.5,0
"665","ansP",0,1,0,0,0,0,0,0,0,0,0
"666","yhhS",0,1,0,0,0,0,0,0,0,0,0
"667","ligA",0,1,0,0,0,0,0,0,0,0,0
"668","pepA",0,1,0,0,0,0,0,0,0,0,0
"669","ybaL",0,1,0,0,0,0,0,0,0,0,0
"670","trkH",0,1,0,0,0,0,0,0,0,0,0
"671","sapA",0,1,0,0,0,0,0,0,0,0,0
"672","hslR",0,1,0,0,0,0,0,0,0,0,0
"673","cysS",0,1,0,0,0,0,0,0,0,0,0
"674","topA",1,0,0,0.8,0,0,0,0,0.2,0,0
"675","ynfC",0,1,0,0,0,0,0,0,0,0,0
"676","ybaB",0,1,0,0,0,0,0,0,0,0,0
"677","waaQ",0,1,0,0,0,0,0,0,0,0,0
"678","avtA",0,1,0,0,0,0,0,0,0,0,0
"679","sbcD",1,0,0,0,0,0,0.5,0,0.5,0,0
"680","glmS",1,0,0,1,0,0,0,0,0,0,0
"681","yheS",0,1,0,0,0,0,0,0,0,0,0
"682","udk",0,1,0,0,0,0,0,0,0,0,0
"683","ycdY",0,1,0,0,0,0,0,0,0,0,0
"684","nupC",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0,0
"685","glyQ",0,1,0,0,0,0,0,0,0,0,0
"686","dsbD",0,1,0,0,0,0,0,0,0,0,0
"687","hisS",0,1,0,0,0,0,0,0,0,0,0
"688","rfbD",0,1,0,0,0,0,0,0,0,0,0
"689","rfbB",0,1,0,0,0,0,0,0,0,0,0
"690","bcp",0,1,0,0,0,0,0,0,0,0,0
"691","pspE",1,0,0,0,0,0,0,1,0,0,0
"692","ybjL",0,1,0,0,0,0,0,0,0,0,0
"693","nhaR",1,0,0,0.333333333333333,0,0.166666666666667,0,0,0.5,0,0
"694","ytfJ",1,0,0,0,1,0,0,0,0,0,0
"695","mltC",0,1,0,0,0,0,0,0,0,0,0
"696","pdhR",1,0,0,0.6,0,0,0,0.2,0,0.2,0
"697","dsbG",0,1,0,0,0,0,0,0,0,0,0
"698","ypjD",0,1,0,0,0,0,0,0,0,0,0
"699","rsuA",0,1,0,0,0,0,0,0,0,0,0
"700","ybjN",1,0,0,0.444444444444444,0,0,0,0.222222222222222,0.222222222222222,0.111111111111111,0
"701","yajC",0,1,0,0,0,0,0,0,0,0,0
"702","pheT",0,1,0,0,0,0,0,0,0,0,0
"703","rpmA",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0
"704","hflK",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0,0
"705","yccA",1,0,0,1,0,0,0,0,0,0,0
"706","waaG",0,1,0,0,0,0,0,0,0,0,0
"707","fabF",0,1,0,0,0,0,0,0,0,0,0
"708","yhdT",0,1,0,0,0,0,0,0,0,0,0
"709","ydbJ",0,1,0,0,0,0,0,0,0,0,0
"710","waaA",1,0,0,0,0,0,0,0,1,0,0
"711","menE",0,1,0,0,0,0,0,0,0,0,0
"712","yobD",0,1,0,0,0,0,0,0,0,0,0
"713","creB",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0,0
"714","narP",0,1,0,0,0,0,0,0,0,0,0
"715","yciA",0,1,0,0,0,0,0,0,0,0,0
"716","yjiX",0,1,0,0,0,0,0,0,0,0,0
"717","clpB",1,0,0,1,0,0,0,0,0,0,0
"718","prfA",1,0,0,0.25,0.125,0,0,0.25,0.375,0,0
"719","valS",1,0,0,1,0,0,0,0,0,0,0
"720","rho",0,1,0,0,0,0,0,0,0,0,0
"721","yibN",1,0,0,1,0,0,0,0,0,0,0
"722","recR",0,1,0,0,0,0,0,0,0,0,0
"723","dacA",0,1,0,0,0,0,0,0,0,0,0
"724","recF",1,0,0,0.5,0,0,0,0,0.5,0,0
"725","evgS",1,0,0,0.6,0,0.2,0,0,0.2,0,0
"726","ileS",1,0,0,1,0,0,0,0,0,0,0
"727","ispG",0,1,0,0,0,0,0,0,0,0,0
"728","ygaZ",0,1,0,0,0,0,0,0,0,0,0
"729","gyrA",1,0,0,0.4,0,0.2,0,0,0.2,0.2,0
"730","yqaA",0,1,0,0,0,0,0,0,0,0,0
"731","rfbA",0,1,0,0,0,0,0,0,0,0,0
"732","yjjA",0,1,0,0,0,0,0,0,0,0,0
"733","blr",0,1,0,0,0,0,0,0,0,0,0
"734","katE",1,0,0,0,0,0,0,1,0,0,0
"735","ibpA",1,0,0,0.5,0,0,0,0.5,0,0,0
"736","lolB",0,1,0,0,0,0,0,0,0,0,0
"737","yggT",0,1,0,0,0,0,0,0,0,0,0
"738","ydgK",0,1,0,0,0,0,0,0,0,0,0
"739","proP",1,0,0,1,0,0,0,0,0,0,0
"740","yccS",0,1,0,0,0,0,0,0,0,0,0
"741","sspB",0,1,0,0,0,0,0,0,0,0,0
"742","ygiM",1,0,0,0,0,0,0,0,1,0,0
"743","proY",0,1,0,0,0,0,0,0,0,0,0
"744","atpH",1,0,0,0,0,0,0,0,1,0,0
"745","yjeH",1,0,0,0,0,0.5,0,0,0.5,0,0
"746","ybcI",0,1,0,0,0,0,0,0,0,0,0
"747","acrD",1,0,0,1,0,0,0,0,0,0,0
"748","holC",0,1,0,0,0,0,0,0,0,0,0
"749","yoaE",0,1,0,0,0,0,0,0,0,0,0
"750","acpT",0,1,0,0,0,0,0,0,0,0,0
"751","dacB",0,1,0,0,0,0,0,0,0,0,0
"752","accB",1,0,0,1,0,0,0,0,0,0,0
"753","dnaE",0,1,0,0,0,0,0,0,0,0,0
"754","rdgC",0,1,0,0,0,0,0,0,0,0,0
"755","yehM",0,1,0,0,0,0,0,0,0,0,0
"756","usg",0,1,0,0,0,0,0,0,0,0,0
"757","xseA",1,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0.333333333333333,0
"758","gudD",0,1,0,0,0,0,0,0,0,0,0
"759","nrdA",1,0,0,0.333333333333333,0,0,0,0.166666666666667,0.5,0,0
"760","ygeA",1,0,0,1,0,0,0,0,0,0,0
"761","evgA",1,0,0,0.5,0,0,0,0,0.5,0,0
"762","aat",0,1,0,0,0,0,0,0,0,0,0
"763","rpsU",1,0,0,0,0,0.5,0,0,0.5,0,0
"764","yfcO",0,1,0,0,0,0,0,0,0,0,0
"765","menF",0,1,0,0,0,0,0,0,0,0,0
"766","ispD",0,1,0,0,0,0,0,0,0,0,0
"767","tdk",0,1,0,0,0,0,0,0,0,0,0
"768","aroK",1,0,0,0,0,0,0,0,1,0,0
"769","cydA",1,0,0,0.5,0,0,0,0,0.5,0,0
"770","aphA",0,1,0,0,0,0,0,0,0,0,0
"771","truB",1,0,0,0.25,0.25,0,0,0,0.5,0,0
"772","tyrP",1,0,0,0,0,0,0.5,0,0.5,0,0
"773","coaA",0,1,0,0,0,0,0,0,0,0,0
"774","yheO",0,1,0,0,0,0,0,0,0,0,0
"775","trxC",1,0,0,1,0,0,0,0,0,0,0
"776","purE",1,0,0,0,0,0,0,0,1,0,0
"777","hycH",1,0,0,0.428571428571429,0,0.285714285714286,0,0.285714285714286,0,0,0
"778","hisH",1,0,0,0.5,0,0,0,0.5,0,0,0
"779","yaiA",1,0,0,0,0,0,0,0,1,0,0
"780","ibpB",1,0,0,0.375,0,0,0,0.375,0.25,0,0
"781","dinI",1,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0
"782","yihF",0,1,0,0,0,0,0,0,0,0,0
"783","glpG",0,1,0,0,0,0,0,0,0,0,0
"784","ucpA",0,1,0,0,0,0,0,0,0,0,0
"785","ygdD",0,1,0,0,0,0,0,0,0,0,0
"786","carA",1,0,0,0.5,0,0,0,0,0.5,0,0
"787","lipB",1,0,0,1,0,0,0,0,0,0,0
"788","fhuA",1,0,0,0,0,0,0,0,1,0,0
"789","artQ",1,0,0,0.5,0,0,0,0,0.5,0,0
"790","yqgF",0,1,0,0,0,0,0,0,0,0,0
"791","sbmC",0,1,0,0,0,0,0,0,0,0,0
"792","flgL",0,1,0,0,0,0,0,0,0,0,0
"793","yfaA",0,1,0,0,0,0,0,0,0,0,0
"794","hisA",1,0,0,0.5,0,0,0,0.5,0,0,0
"795","mreB",1,0,0,0,0,0,0,0,1,0,0
"796","yghW",0,1,0,0,0,0,0,0,0,0,0
"797","atpG",0,1,0,0,0,0,0,0,0,0,0
"798","ygbA",0,1,0,0,0,0,0,0,0,0,0
"799","rnhB",0,1,0,0,0,0,0,0,0,0,0
"800","waaC",1,0,0,1,0,0,0,0,0,0,0
"801","infB",1,0,0,0.25,0.25,0,0,0,0.5,0,0
"802","yceJ",1,0,0,1,0,0,0,0,0,0,0
"803","yigL",0,1,0,0,0,0,0,0,0,0,0
"804","frwC",0,1,0,0,0,0,0,0,0,0,0
"805","dgoK",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"806","oppB",1,0,0.5,0,0,0,0.5,0,0,0,0
"807","dgoA",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"808","ybgS",0,1,0,0,0,0,0,0,0,0,0
"809","hcaB",0,1,0,0,0,0,0,0,0,0,0
"810","recX",1,0,0,0,0,0.5,0,0,0.5,0,0
"811","nac",1,0,0,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,0,0
"812","ygdQ",0,1,0,0,0,0,0,0,0,0,0
"813","yigB",0,1,0,0,0,0,0,0,0,0,0
"814","appY",1,0,0,0.4,0,0,0,0.2,0.4,0,0
"815","bioF",0,1,0,0,0,0,0,0,0,0,0
"816","mtr",1,0,0,0.142857142857143,0,0,0.285714285714286,0,0.571428571428571,0,0
"817","yaeF",0,1,0,0,0,0,0,0,0,0,0
"818","slt",1,0,0,1,0,0,0,0,0,0,0
"819","bcsC",0,1,0,0,0,0,0,0,0,0,0
"820","yegS",0,1,0,0,0,0,0,0,0,0,0
"821","yigZ",0,1,0,0,0,0,0,0,0,0,0
"822","exuR",1,0,0.25,0,0,0,0,0,0.5,0.25,0
"823","yicH",0,1,0,0,0,0,0,0,0,0,0
"824","fxsA",0,1,0,0,0,0,0,0,0,0,0
"825","yciU",0,1,0,0,0,0,0,0,0,0,0
"826","acnA",1,0,0,0.470588235294118,0,0.117647058823529,0.0588235294117647,0.235294117647059,0.117647058823529,0,0
"827","lexA",0,1,0,0,0,0,0,0,0,0,0
"828","yfaS",0,1,0,0,0,0,0,0,0,0,0
"829","yaaX",0,1,0,0,0,0,0,0,0,0,0
"830","hslV",0,1,0,0,0,0,0,0,0,0,0
"831","talA",1,0,0,1,0,0,0,0,0,0,0
"832","galU",0,1,0,0,0,0,0,0,0,0,0
"833","asnC",0,1,0,0,0,0,0,0,0,0,0
"834","ynfB",1,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0
"835","trpE",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"836","pfkB",0,1,0,0,0,0,0,0,0,0,0
"837","fbp",0,1,0,0,0,0,0,0,0,0,0
"838","bfr",0,1,0,0,0,0,0,0,0,0,0
"839","ugpA",1,0,0,1,0,0,0,0,0,0,0
"840","ascG",0,1,0,0,0,0,0,0,0,0,0
"841","ybaY",0,1,0,0,0,0,0,0,0,0,0
"842","sgcX",0,1,0,0,0,0,0,0,0,0,0
"843","cadC",1,0,0,0.333333333333333,0,0,0.166666666666667,0,0.5,0,0
"844","ydhK",0,1,0,0,0,0,0,0,0,0,0
"845","yliI",0,1,0,0,0,0,0,0,0,0,0
"846","yeaG",1,0,0,0.5,0,0,0,0.5,0,0,0
"847","ybaQ",0,1,0,0,0,0,0,0,0,0,0
"848","chaB",0,1,0,0,0,0,0,0,0,0,0
"849","dcrB",0,1,0,0,0,0,0,0,0,0,0
"850","sapF",0,1,0,0,0,0,0,0,0,0,0
"851","ypfJ",0,1,0,0,0,0,0,0,0,0,0
"852","pyrB",0,1,0,0,0,0,0,0,0,0,0
"853","ycaN",0,1,0,0,0,0,0,0,0,0,0
"854","yggE",0,1,0,0,0,0,0,0,0,0,0
"855","yjjV",0,1,0,0,0,0,0,0,0,0,0
"856","yohC",0,1,0,0,0,0,0,0,0,0,0
"857","yqaE",1,0,0,0,1,0,0,0,0,0,0
"858","yaeR",0,1,0,0,0,0,0,0,0,0,0
"859","ygdI",0,1,0,0,0,0,0,0,0,0,0
"860","yjbJ",0,1,0,0,0,0,0,0,0,0,0
"861","ssuC",1,0,0,0.5,0,0,0,0,0.25,0.25,0
"862","ssuA",1,0,0,0.5,0,0,0,0,0.25,0.25,0
"863","narK",1,0,0,0.416666666666667,0.0833333333333333,0,0,0.25,0.25,0,0
