"","FBL","No_FBL","Inhibiting","Activating","Size2","Size3","Size4","Size5","Size6"
"1",1,0,0.52783505154639,0.472164948453607,0.00927835051546392,0.0371134020618557,0.189690721649484,0.763917525773193,0
"2",1,0,1,0,0.0465116279069767,0.13953488372093,0.255813953488372,0.558139534883721,0
"3",1,0,0.643650793650792,0.356349206349205,0.00476190476190476,0.0142857142857143,0.176190476190476,0.804761904761902,0
"4",1,0,0,1,0.1,0.2,0.2,0.5,0
"5",0,1,0,0,0,0,0,0,0
"6",1,0,0.241651487553125,0.75834851244689,0.0042501517911354,0.0163934426229508,0.159684274438372,0.819672131147563,0
"7",1,0,0.233727810650887,0.766272189349115,0.014792899408284,0.0236686390532544,0.251479289940828,0.710059171597635,0
"8",1,0,0,1,0.0350877192982456,0.0701754385964912,0.350877192982456,0.543859649122807,0
"9",1,0,0.381986143187063,0.618013856812925,0.00600461893764434,0.0337182448036952,0.17367205542725,0.786605080831399,0
"10",1,0,0.444444444444445,0.555555555555557,0.0289855072463768,0.0386473429951691,0.207729468599034,0.724637681159422,0
"11",0,1,0,0,0,0,0,0,0
"12",1,0,0.753787878787878,0.246212121212121,0.00757575757575758,0.0227272727272727,0.193181818181818,0.776515151515151,0
"13",1,0,0.442123585726723,0.557876414273284,0.00435161009573542,0.0174064403829417,0.170583115752828,0.807658833768488,0
"14",1,0,0.340723453908985,0.659276546091049,0.00262543757292882,0.0154609101516919,0.133605600933489,0.848308051341945,0
"15",1,0,0.235972328977709,0.764027671022326,0.0026902382782475,0.0119139123750961,0.137586471944658,0.847809377402046,0
"16",1,0,0.999999999999997,0,0.0112044817927171,0.0336134453781513,0.198879551820728,0.756302521008401,0
"17",1,0,0.528418683173879,0.471581316826103,0.00393922341024198,0.0168823860438942,0.144625773776027,0.83455261676982,0
"18",1,0,1,0,0.0155038759689922,0.0697674418604651,0.255813953488372,0.658914728682171,0
"19",1,0,0.479490092136741,0.520509907863092,0.00132525558500568,0.0100971854095671,0.113340906222392,0.875236652782812,0
"20",1,0,0.238095238095238,0.76190476190476,0.019047619047619,0.0380952380952381,0.233333333333334,0.709523809523808,0
"21",1,0,0,1,1,0,0,0,0
"22",1,0,0.109677419354839,0.890322580645167,0.00860215053763441,0.021505376344086,0.223655913978494,0.746236559139788,0
"23",1,0,0.00168918918918919,0.9983108108108,0.0101351351351351,0.0253378378378378,0.211148648648649,0.753378378378374,0
"24",0,1,0,0,0,0,0,0,0
"25",1,0,0.405861210948285,0.594138789051667,0.00221177771633951,0.00967652750898535,0.135194912911253,0.852916781863364,0
"26",0,1,0,0,0,0,0,0,0
"27",1,0,0.27538726333907,0.724612736660922,0.0154905335628227,0.0567986230636833,0.222030981067126,0.705679862306362,0
"28",1,0,0.923076923076923,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.307692307692308,0.538461538461539,0
"29",1,0,0,1,0.02,0.04,0.3,0.64,0
"30",1,0,0.776371308016875,0.223628691983122,0.00843881856540084,0.0253164556962025,0.223628691983122,0.742616033755272,0
"31",1,0,0.571428571428571,0.428571428571428,0.0714285714285714,0.142857142857143,0.357142857142857,0.428571428571428,0
"32",1,0,0.829268292682927,0.170731707317073,0.0487804878048781,0.0487804878048781,0.341463414634146,0.560975609756098,0
"33",1,0,0,1,1,0,0,0,0
"34",0,1,0,0,0,0,0,0,0
"35",1,0,0,1,0.0909090909090909,0.0909090909090909,0.5,0.318181818181818,0
"36",1,0,0.526128266033256,0.473871733966747,0.00831353919239905,0.0273159144893112,0.216152019002376,0.748218527315917,0
"37",0,1,0,0,0,0,0,0,0
"38",0,1,0,0,0,0,0,0,0
"39",1,0,0.776798825256981,0.223201174743026,0.00293685756240822,0.012481644640235,0.147577092511014,0.83700440528635,0
"40",1,0,0.120588235294117,0.879411764705879,0.00441176470588235,0.0147058823529412,0.160294117647058,0.820588235294115,0
"41",1,0,0.0476190476190476,0.952380952380949,0.00992063492063492,0.0317460317460317,0.220238095238095,0.738095238095236,0
"42",1,0,0.695399393326573,0.304600606673402,0.00278058645096057,0.0184529828109201,0.146612740141557,0.832153690596537,0
"43",1,0,0.394692580826023,0.605307419174001,0.00186880956830499,0.0134554288917959,0.128013455428893,0.856662306111029,0
"44",1,0,0.190319934372437,0.809680065627567,0.00574241181296144,0.0188679245283019,0.173092698933552,0.802296964725187,0
"45",1,0,0.644763860369604,0.355236139630387,0.00308008213552361,0.0154004106776181,0.14476386036961,0.83675564681724,0
"46",1,0,0.401226158038145,0.598773841961853,0.00408719346049046,0.0156675749318801,0.168256130790191,0.811989100817451,0
"47",1,0,0.464096385542172,0.535903614457831,0.00192771084337349,0.0101204819277108,0.142168674698796,0.845783132530087,0
"48",0,1,0,0,0,0,0,0,0
"49",0,1,0,0,0,0,0,0,0
"50",1,0,0,1,0.2,0.2,0.4,0.2,0
"51",1,0,1,0,0.0240963855421687,0.036144578313253,0.289156626506024,0.650602409638554,0
"52",0,1,0,0,0,0,0,0,0
"53",1,0,0.583984375000001,0.416015625000003,0.00260416666666667,0.0130208333333333,0.145182291666667,0.83919270833332,0
"54",1,0,0.519941456275175,0.480058543724861,0.00292718624222466,0.0120746432491767,0.15075009147457,0.834248079034071,0
"55",1,0,0.364969801553067,0.63503019844694,0.00431406384814495,0.0232959447799827,0.163934426229508,0.808455565142362,0
"56",1,0,0.456270328876064,0.543729671123993,0.00144560896277557,0.00867365377665341,0.111673292374413,0.878207444886216,0
"57",0,1,0,0,0,0,0,0,0
"58",1,0,0.558823529411763,0.441176470588234,0.0110294117647059,0.0220588235294118,0.264705882352941,0.702205882352939,0
"59",1,0,0.609555189456345,0.39044481054366,0.00658978583196046,0.0247116968698517,0.186161449752883,0.782537067545304,0
"60",0,1,0,0,0,0,0,0,0
"61",0,1,0,0,0,0,0,0,0
"62",1,0,0.391061452513966,0.608938547486034,0.0167597765363128,0.0167597765363128,0.223463687150838,0.743016759776538,0
"63",1,0,0.559288537549405,0.440711462450591,0.00592885375494071,0.0217391304347826,0.181818181818182,0.790513833992091,0
"64",1,0,0.274809160305344,0.725190839694654,0.0152671755725191,0.0190839694656489,0.240458015267176,0.725190839694654,0
"65",0,1,0,0,0,0,0,0,0
"66",1,0,0.198237885462555,0.801762114537446,0.039647577092511,0.0881057268722467,0.286343612334802,0.58590308370044,0
"67",1,0,0.557046979865771,0.442953020134228,0.0268456375838926,0.0335570469798658,0.308724832214765,0.630872483221476,0
"68",1,0,0.75,0.25,0.05,0.05,0.4,0.5,0
"69",1,0,0.267080745341615,0.732919254658386,0.0186335403726708,0.0434782608695652,0.211180124223603,0.726708074534163,0
"70",0,1,0,0,0,0,0,0,0
