"","FFL","No_FFL","C3","C1","C2","C4","I2","I4","I3","I1","NonPl_X","coherent","incoherent","homogenous","heterogenous"
"All_plast",100,5.4481546572935,0.288517867603984,0.146455770357352,22.4083648641697,28.4399797624754,0.539521501735913,0.751257383506944,0.4180919646649,1.13649677797305,45.8713141075128,51.2833182646064,2.84536762788081,1.72575252320419,52.402933369283
"Anticor",100,7.14285714285714,0.586309523809524,0,0,57.7941017316017,1.09638476602762,0,0,2.30952380952381,38.2136801690373,58.3804112554113,3.40590857555143,1.68269428983715,60.1036255411255
"Cor",100,3.80622837370242,0,0.288350634371396,44.118891376168,0,0,1.47911920835796,0.823163764340235,0,53.2904750167624,44.4072420105394,2.3022829726982,1.76746984272936,44.9420551405082
"No_sel",100,16.2790697674419,0.551207498139244,0.622975714162985,0.660665860701,1.23250640187059,0.512883502358812,0.790721891181827,0.680969274697264,0.851623033140079,94.0964468237482,3.06735547487382,2.83619770137798,2.47778860584287,3.42576457040894
"Sel",100,333.333333333333,0,0,0,0,0,0,0,0,100,0,0,0,0
