"","FBL","No_FBL","Inhibiting","Activating","Size2","Size3","Size4","Size5","Size6"
"Plastic
genes",21.6494845360825,78.3505154639175,1.40024321147453,20.2492413246079,7.67743036868803,3.25737339717592,5.91719820082984,4.79748256938868,0
"Non-plastic
genes",7.2137657180675,92.7862342819325,0.220309530466419,6.99345618760109,5.3778856765607,0.700652929372921,0.891375555272536,0.243851556861352,0
