"","V1","FFL","No_FFL","ID_A_N","ID_A_P","ID_D_N","ID_D_N.1","II_A_N","II_A_P","II_D_N","II_D_N.1"
"862","mhpR",1,0,0,1,0,0,0,0,0,0
"863","rbsR",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"864","yjfN",0,1,0,0,0,0,0,0,0,0
"865","purN",1,0,0,0,0,0,0,0,1,0
"866","dhaK",1,0,0.2,0.2,0,0.2,0.2,0,0,0.2
"867","udp",1,0,0,0,0,0,0,0,1,0
"868","dhaL",1,0,0,1,0,0,0,0,0,0
"869","rbsK",1,0,0,0.142857142857143,0,0,0.285714285714286,0,0.571428571428571,0
"870","fruA",0,1,0,0,0,0,0,0,0,0
"871","astA",1,0,0,1,0,0,0,0,0,0
"872","astC",1,0,0,0.714285714285714,0,0,0,0,0.285714285714286,0
"873","yehS",0,1,0,0,0,0,0,0,0,0
"874","glgS",1,0,0,0,0,0,0,0.5,0.5,0
"875","hcaR",0,1,0,0,0,0,0,0,0,0
"876","ymdA",0,1,0,0,0,0,0,0,0,0
"877","ybaE",0,1,0,0,0,0,0,0,0,0
"878","ygfZ",0,1,0,0,0,0,0,0,0,0
"879","astD",1,0,0,1,0,0,0,0,0,0
"880","argT",1,0,0,0.5,0,0,0,0.5,0,0
"881","pflD",0,1,0,0,0,0,0,0,0,0
"882","ybgI",0,1,0,0,0,0,0,0,0,0
"883","rmf",0,1,0,0,0,0,0,0,0,0
"884","fpr",1,0,0,1,0,0,0,0,0,0
"885","motA",0,1,0,0,0,0,0,0,0,0
"886","yqeC",0,1,0,0,0,0,0,0,0,0
"887","sdaA",1,0,0.5,0,0,0,0.5,0,0,0
"888","ispE",0,1,0,0,0,0,0,0,0,0
"889","prpR",1,0,0,0.5,0,0,0,0,0.5,0
"890","ybeL",0,1,0,0,0,0,0,0,0,0
"891","ykgF",0,1,0,0,0,0,0,0,0,0
"892","ykgE",1,0,0,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,0
"893","tolA",0,1,0,0,0,0,0,0,0,0
"894","yidF",0,1,0,0,0,0,0,0,0,0
"895","ybhQ",0,1,0,0,0,0,0,0,0,0
"896","glcC",1,0,0,0.2,0,0.2,0,0,0.4,0.2
"897","yihX",0,1,0,0,0,0,0,0,0,0
"898","yaiZ",0,1,0,0,0,0,0,0,0,0
"899","yfdY",0,1,0,0,0,0,0,0,0,0
"900","yieK",0,1,0,0,0,0,0,0,0,0
"901","apaG",0,1,0,0,0,0,0,0,0,0
"902","fadA",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"903","yajO",0,1,0,0,0,0,0,0,0,0
"904","ydhF",0,1,0,0,0,0,0,0,0,0
"905","mltA",0,1,0,0,0,0,0,0,0,0
"906","yhfZ",0,1,0,0,0,0,0,0,0,0
"907","pflC",0,1,0,0,0,0,0,0,0,0
"908","yahN",0,1,0,0,0,0,0,0,0,0
"909","yniA",0,1,0,0,0,0,0,0,0,0
"910","astB",1,0,0,1,0,0,0,0,0,0
"911","smpB",0,1,0,0,0,0,0,0,0,0
"912","rsd",1,0,0,0.375,0,0.375,0,0,0.25,0
"913","cheA",0,1,0,0,0,0,0,0,0,0
"914","rpmG",0,1,0,0,0,0,0,0,0,0
"915","yfbU",0,1,0,0,0,0,0,0,0,0
"916","cspI",0,1,0,0,0,0,0,0,0,0
"917","uspA",1,0,0,0.25,0,0,0,0.5,0.25,0
"918","bioH",0,1,0,0,0,0,0,0,0,0
"919","dhaM",1,0,0,1,0,0,0,0,0,0
"920","ygcN",0,1,0,0,0,0,0,0,0,0
"921","ydhQ",0,1,0,0,0,0,0,0,0,0
"922","dacC",1,0,0,0,0,0,0,0,1,0
"923","flgJ",1,0,0,1,0,0,0,0,0,0
"924","hdfR",0,1,0,0,0,0,0,0,0,0
"925","sfsA",1,0,0,1,0,0,0,0,0,0
"926","amtB",1,0,0,1,0,0,0,0,0,0
"927","mrr",0,1,0,0,0,0,0,0,0,0
"928","yqeF",0,1,0,0,0,0,0,0,0,0
"929","ugpB",1,0,0,1,0,0,0,0,0,0
"930","yhjV",0,1,0,0,0,0,0,0,0,0
"931","malT",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0
"932","ynaE",0,1,0,0,0,0,0,0,0,0
"933","glgX",0,1,0,0,0,0,0,0,0,0
"934","panF",0,1,0,0,0,0,0,0,0,0
"935","sseA",0,1,0,0,0,0,0,0,0,0
"936","sbmA",1,0,0,0,0,0,0,1,0,0
"937","srmB",0,1,0,0,0,0,0,0,0,0
"938","putA",1,0,0,0.5,0,0,0,0,0.5,0
"939","hcaD",0,1,0,0,0,0,0,0,0,0
"940","yecA",0,1,0,0,0,0,0,0,0,0
"941","chaC",0,1,0,0,0,0,0,0,0,0
"942","yfaQ",0,1,0,0,0,0,0,0,0,0
"943","ygiS",0,1,0,0,0,0,0,0,0,0
"944","tus",0,1,0,0,0,0,0,0,0,0
"945","yaeH",0,1,0,0,0,0,0,0,0,0
"946","rng",0,1,0,0,0,0,0,0,0,0
"947","malS",1,0,0,1,0,0,0,0,0,0
"948","flgK",0,1,0,0,0,0,0,0,0,0
"949","yohK",0,1,0,0,0,0,0,0,0,0
"950","yqjE",0,1,0,0,0,0,0,0,0,0
"951","yccX",0,1,0,0,0,0,0,0,0,0
"952","speG",1,0,0,0,0,0,0,0,0.5,0.5
"953","flgI",1,0,0,1,0,0,0,0,0,0
"954","degQ",0,1,0,0,0,0,0,0,0,0
"955","yqjD",0,1,0,0,0,0,0,0,0,0
"956","yieL",0,1,0,0,0,0,0,0,0,0
"957","ygiC",1,0,0,0.5,0,0,0,0.5,0,0
"958","ypeB",0,1,0,0,0,0,0,0,0,0
"959","recB",1,0,0,0,0,0.5,0,0,0.5,0
"960","nupG",1,0,0,0,0,0,0,0,1,0
"961","yjaB",0,1,0,0,0,0,0,0,0,0
"962","nrfE",1,0,0,0.75,0,0,0,0,0.25,0
"963","yigI",0,1,0,0,0,0,0,0,0,0
"964","rseC",1,0,0,0.575757575757575,0.0606060606060606,0.0909090909090909,0.0606060606060606,0.0606060606060606,0.151515151515152,0
"965","lpxA",1,0,0,0,0,0,0,1,0,0
"966","tktB",1,0,0,1,0,0,0,0,0,0
"967","flhE",1,0,0,1,0,0,0,0,0,0
"968","fkpA",0,1,0,0,0,0,0,0,0,0
"969","nusB",1,0,0.2,0.4,0,0,0.2,0,0.2,0
"970","ydbK",0,1,0,0,0,0,0,0,0,0
"971","yiiS",0,1,0,0,0,0,0,0,0,0
"972","yhjG",0,1,0,0,0,0,0,0,0,0
"973","grxB",0,1,0,0,0,0,0,0,0,0
"974","yacL",0,1,0,0,0,0,0,0,0,0
"975","ycjD",0,1,0,0,0,0,0,0,0,0
"976","poxB",1,0,0,0.727272727272727,0,0,0,0.272727272727273,0,0
"977","aldB",1,0,0,0,0,0.5,0,0.5,0,0
"978","pepN",0,1,0,0,0,0,0,0,0,0
"979","ybhC",0,1,0,0,0,0,0,0,0,0
"980","arcA",0,1,0,0,0,0,0,0,0,0
"981","ygdR",0,1,0,0,0,0,0,0,0,0
"982","ybjX",1,0,0,0,0,0.5,0,0,0.5,0
"983","flgH",1,0,0,1,0,0,0,0,0,0
"984","infC",1,0,0,0,0,0.5,0,0,0.5,0
"985","nadD",0,1,0,0,0,0,0,0,0,0
"986","mscL",0,1,0,0,0,0,0,0,0,0
"987","ycaQ",0,1,0,0,0,0,0,0,0,0
"988","agp",0,1,0,0,0,0,0,0,0,0
"989","pqiA",1,0,0,1,0,0,0,0,0,0
"990","fadH",1,0,0,1,0,0,0,0,0,0
"991","ybeM",0,1,0,0,0,0,0,0,0,0
"992","fieF",0,1,0,0,0,0,0,0,0,0
"993","yjeI",0,1,0,0,0,0,0,0,0,0
"994","yhfY",0,1,0,0,0,0,0,0,0,0
"995","ybhF",1,0,0,0,0,0,0,0,1,0
"996","hdhA",0,1,0,0,0,0,0,0,0,0
"997","yrdD",0,1,0,0,0,0,0,0,0,0
"998","ycbZ",0,1,0,0,0,0,0,0,0,0
"999","mutT",0,1,0,0,0,0,0,0,0,0
"1000","yrdB",0,1,0,0,0,0,0,0,0,0
"1001","yjdP",0,1,0,0,0,0,0,0,0,0
"1002","osmE",1,0,0.222222222222222,0.111111111111111,0,0,0.222222222222222,0,0.444444444444444,0
"1003","pinQ",0,1,0,0,0,0,0,0,0,0
"1004","ddpX",1,0,0,1,0,0,0,0,0,0
"1005","lepA",0,1,0,0,0,0,0,0,0,0
"1006","aroH",1,0,0,0,0,0,0,0,1,0
"1007","yhaL",0,1,0,0,0,0,0,0,0,0
"1008","rof",0,1,0,0,0,0,0,0,0,0
"1009","yfaE",1,0,0,0.333333333333333,0,0,0,0.166666666666667,0.5,0
"1010","yqjG",0,1,0,0,0,0,0,0,0,0
"1011","treA",0,1,0,0,0,0,0,0,0,0
"1012","astE",1,0,0,1,0,0,0,0,0,0
"1013","yheT",0,1,0,0,0,0,0,0,0,0
"1014","flhA",1,0,0,1,0,0,0,0,0,0
"1015","elaB",0,1,0,0,0,0,0,0,0,0
"1016","yqjC",0,1,0,0,0,0,0,0,0,0
"1017","ccmG",1,0,0,0.5,0.166666666666667,0,0,0,0.333333333333333,0
"1018","smf",0,1,0,0,0,0,0,0,0,0
"1019","ackA",1,0,0,0.25,0.25,0,0,0.5,0,0
"1020","ybjP",0,1,0,0,0,0,0,0,0,0
"1021","yhaH",0,1,0,0,0,0,0,0,0,0
"1022","nusA",1,0,0,0.25,0.25,0,0,0,0.5,0
"1023","lepB",0,1,0,0,0,0,0,0,0,0
"1024","ygbI",0,1,0,0,0,0,0,0,0,0
"1025","msyB",0,1,0,0,0,0,0,0,0,0
"1026","ndk",0,1,0,0,0,0,0,0,0,0
"1027","hofQ",0,1,0,0,0,0,0,0,0,0
"1028","atpF",0,1,0,0,0,0,0,0,0,0
"1029","rplT",1,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0
"1030","rsmC",0,1,0,0,0,0,0,0,0,0
"1031","selD",0,1,0,0,0,0,0,0,0,0
"1032","nlpI",0,1,0,0,0,0,0,0,0,0
"1033","ychA",0,1,0,0,0,0,0,0,0,0
"1034","ytfK",1,0,0.25,0,0,0.25,0.25,0.25,0,0
"1035","yhdW",0,1,0,0,0,0,0,0,0,0
"1036","emrB",1,0,0,0,0,0,0,0,1,0
"1037","narI",1,0,0,0.454545454545455,0,0,0,0.272727272727273,0.272727272727273,0
"1038","tatC",0,1,0,0,0,0,0,0,0,0
"1039","otsB",0,1,0,0,0,0,0,0,0,0
"1040","yhbY",0,1,0,0,0,0,0,0,0,0
"1041","ompR",1,0,0,0,0,0,0.666666666666667,0,0.333333333333333,0
"1042","ybjS",0,1,0,0,0,0,0,0,0,0
"1043","nuoK",1,0,0.142857142857143,0.142857142857143,0,0.0714285714285714,0.214285714285714,0,0.285714285714286,0.142857142857143
"1044","ybiB",1,0,0,0,0,0.5,0,0,0.5,0
"1045","yhhA",0,1,0,0,0,0,0,0,0,0
"1046","mcrC",0,1,0,0,0,0,0,0,0,0
"1047","bioC",0,1,0,0,0,0,0,0,0,0
"1048","rpsL",1,0,0,0,0,0,1,0,0,0
"1049","proS",0,1,0,0,0,0,0,0,0,0
"1050","sapB",0,1,0,0,0,0,0,0,0,0
"1051","yfcL",0,1,0,0,0,0,0,0,0,0
"1052","priA",0,1,0,0,0,0,0,0,0,0
"1053","yecE",0,1,0,0,0,0,0,0,0,0
"1054","aidB",1,0,0,0.75,0,0,0,0,0.25,0
"1055","yadS",1,0,0,1,0,0,0,0,0,0
"1056","nagA",1,0,0,0,0,0,0,0,1,0
"1057","mukE",1,0,0,0.5,0,0,0,0,0.5,0
"1058","yfcQ",0,1,0,0,0,0,0,0,0,0
"1059","cysQ",0,1,0,0,0,0,0,0,0,0
"1060","emrA",1,0,0,0,0,0,0,0,1,0
"1061","torT",0,1,0,0,0,0,0,0,0,0
"1062","yfiC",0,1,0,0,0,0,0,0,0,0
"1063","surA",0,1,0,0,0,0,0,0,0,0
"1064","phoQ",1,0,0,0.5,0,0,0,0,0.5,0
"1065","holA",0,1,0,0,0,0,0,0,0,0
"1066","elaA",0,1,0,0,0,0,0,0,0,0
"1067","livG",1,0,0,0,0,0,0,0,1,0
"1068","tolR",0,1,0,0,0,0,0,0,0,0
"1069","mglC",1,0,0,0.142857142857143,0,0.0714285714285714,0.142857142857143,0.0714285714285714,0.571428571428571,0
"1070","atoS",0,1,0,0,0,0,0,0,0,0
"1071","fkpB",1,0,0,1,0,0,0,0,0,0
"1072","bolA",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"1073","pnp",1,0,0,0.375,0.125,0,0,0,0.375,0.125
"1074","sufE",1,0,0,0.375,0,0.125,0,0.25,0.25,0
"1075","yfgJ",0,1,0,0,0,0,0,0,0,0
"1076","yhcO",0,1,0,0,0,0,0,0,0,0
"1077","prc",0,1,0,0,0,0,0,0,0,0
"1078","dkgA",1,0,0,1,0,0,0,0,0,0
"1079","narL",1,0,0,0,0,0,0,0,1,0
"1080","pepT",0,1,0,0,0,0,0,0,0,0
"1081","trg",1,0,0,0,0,0,0,1,0,0
"1082","tatD",0,1,0,0,0,0,0,0,0,0
"1083","fadB",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"1084","aroC",0,1,0,0,0,0,0,0,0,0
"1085","aroB",0,1,0,0,0,0,0,0,0,0
"1086","holB",0,1,0,0,0,0,0,0,0,0
"1087","nrdB",1,0,0,0.333333333333333,0,0,0,0.166666666666667,0.5,0
"1088","secF",0,1,0,0,0,0,0,0,0,0
"1089","ydcJ",0,1,0,0,0,0,0,0,0,0
"1090","ydfK",0,1,0,0,0,0,0,0,0,0
"1091","yeaH",1,0,0,1,0,0,0,0,0,0
"1092","atpC",0,1,0,0,0,0,0,0,0,0
"1093","ygaM",0,1,0,0,0,0,0,0,0,0
"1094","ygiW",0,1,0,0,0,0,0,0,0,0
"1095","bioA",0,1,0,0,0,0,0,0,0,0
"1096","melR",1,0,0,1,0,0,0,0,0,0
"1097","yejO",0,1,0,0,0,0,0,0,0,0
"1098","pta",1,0,0,1,0,0,0,0,0,0
"1099","sodC",0,1,0,0,0,0,0,0,0,0
"1100","cydC",1,0,0,0.375,0,0,0,0.25,0.375,0
"1101","ecnB",1,0,0,0,0,0,1,0,0,0
"1102","yeaO",0,1,0,0,0,0,0,0,0,0
"1103","fabA",1,0,0,1,0,0,0,0,0,0
"1104","ycgB",0,1,0,0,0,0,0,0,0,0
"1105","blc",0,1,0,0,0,0,0,0,0,0
"1106","fadD",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"1107","yfcG",0,1,0,0,0,0,0,0,0,0
"1108","recJ",1,0,0,1,0,0,0,0,0,0
"1109","fbaB",0,1,0,0,0,0,0,0,0,0
"1110","pyrC",1,0,0,0,0,0,0.333333333333333,0,0.666666666666667,0
"1111","ychF",1,0,0,0,0,0,0,0,1,0
"1112","cydD",1,0,0,0.428571428571429,0,0,0,0.285714285714286,0.285714285714286,0
"1113","pdxA",0,1,0,0,0,0,0,0,0,0
"1114","ybeX",0,1,0,0,0,0,0,0,0,0
"1115","yciI",0,1,0,0,0,0,0,0,0,0
"1116","pyrI",0,1,0,0,0,0,0,0,0,0
"1117","atpA",1,0,0,0,0,0,0,0,1,0
"1118","slmA",0,1,0,0,0,0,0,0,0,0
"1119","flgF",1,0,0,1,0,0,0,0,0,0
"1120","rluD",0,1,0,0,0,0,0,0,0,0
"1121","xylE",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0
"1122","yjdI",0,1,0,0,0,0,0,0,0,0
"1123","ydcI",0,1,0,0,0,0,0,0,0,0
"1124","rihB",0,1,0,0,0,0,0,0,0,0
"1125","ydbL",0,1,0,0,0,0,0,0,0,0
"1126","ldhA",0,1,0,0,0,0,0,0,0,0
"1127","ssuB",1,0,0,0.5,0,0,0,0,0.25,0.25
"1128","flgD",1,0,0,1,0,0,0,0,0,0
"1129","yggF",0,1,0,0,0,0,0,0,0,0
"1130","artM",1,0,0,0.5,0,0,0,0,0.5,0
"1131","ytjA",0,1,0,0,0,0,0,0,0,0
"1132","yidE",0,1,0,0,0,0,0,0,0,0
"1133","rbfA",1,0,0,0.25,0.25,0,0,0,0.5,0
"1134","yjfY",0,1,0,0,0,0,0,0,0,0
"1135","adiA",1,0,0,0.333333333333333,0,0.166666666666667,0,0.333333333333333,0.166666666666667,0
"1136","yohJ",0,1,0,0,0,0,0,0,0,0
"1137","nuoH",1,0,0.142857142857143,0.142857142857143,0,0.0714285714285714,0.214285714285714,0,0.285714285714286,0.142857142857143
"1138","fadL",1,0,0.142857142857143,0.285714285714286,0.142857142857143,0.142857142857143,0,0.142857142857143,0,0.142857142857143
"1139","csgC",1,0,0,0.3125,0.0625,0.3125,0,0,0.3125,0
"1140","ynfN",0,1,0,0,0,0,0,0,0,0
"1141","dnaN",1,0,0,0.5,0,0,0,0,0.5,0
"1142","ymgE",0,1,0,0,0,0,0,0,0,0
"1143","nuoN",1,0,0.117647058823529,0.117647058823529,0,0.0588235294117647,0.294117647058824,0,0.294117647058824,0.117647058823529
"1144","gspF",1,0,0,0,0,0,0,0,1,0
"1145","iclR",0,1,0,0,0,0,0,0,0,0
"1146","flgA",1,0,0,1,0,0,0,0,0,0
"1147","flgM",1,0,0,0.384615384615385,0,0.384615384615385,0.153846153846154,0,0.0769230769230769,0
"1148","proV",1,0,0,0.571428571428571,0,0,0,0.285714285714286,0.142857142857143,0
"1149","proW",1,0,0,0.571428571428571,0,0,0,0.285714285714286,0.142857142857143,0
"1150","flgC",1,0,0,1,0,0,0,0,0,0
"1151","flhB",1,0,0,1,0,0,0,0,0,0
"1152","flgB",1,0,0,1,0,0,0,0,0,0
"1153","cpxA",1,0,0,0.5,0,0.166666666666667,0,0,0.333333333333333,0
"1154","fdhD",0,1,0,0,0,0,0,0,0,0
"1155","flgN",1,0,0,0.714285714285714,0,0.142857142857143,0,0,0.142857142857143,0
"1156","yecR",0,1,0,0,0,0,0,0,0,0
"1157","ppiA",1,0,0,0.5,0,0,0,0,0.5,0
"1158","speA",1,0,0,0,0,0,0,0,1,0
"1159","mutL",1,0,0,1,0,0,0,0,0,0
"1160","csdA",0,1,0,0,0,0,0,0,0,0
"1161","dnaK",0,1,0,0,0,0,0,0,0,0
"1162","ribF",0,1,0,0,0,0,0,0,0,0
"1163","yjdC",0,1,0,0,0,0,0,0,0,0
"1164","flgG",1,0,0,1,0,0,0,0,0,0
"1165","msbA",0,1,0,0,0,0,0,0,0,0
"1166","narX",1,0,0,0,0,0,0.5,0,0.5,0
"1167","aspS",0,1,0,0,0,0,0,0,0,0
"1168","gshA",0,1,0,0,0,0,0,0,0,0
"1169","asnS",0,1,0,0,0,0,0,0,0,0
"1170","otsA",0,1,0,0,0,0,0,0,0,0
"1171","ybdG",0,1,0,0,0,0,0,0,0,0
"1172","leuS",0,1,0,0,0,0,0,0,0,0
"1173","rimI",0,1,0,0,0,0,0,0,0,0
"1174","flgE",1,0,0,1,0,0,0,0,0,0
"1175","galF",0,1,0,0,0,0,0,0,0,0
"1176","folC",0,1,0,0,0,0,0,0,0,0
"1177","purU",1,0,0,0,0,0,0,0,1,0
"1178","hscB",0,1,0,0,0,0,0,0,0,0
"1179","hflX",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0
"1180","parC",0,1,0,0,0,0,0,0,0,0
"1181","cof",0,1,0,0,0,0,0,0,0,0
"1182","yciK",0,1,0,0,0,0,0,0,0,0
"1183","ftsN",0,1,0,0,0,0,0,0,0,0
"1184","yciT",0,1,0,0,0,0,0,0,0,0
"1185","accA",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"1186","folD",0,1,0,0,0,0,0,0,0,0
"1187","ispH",1,0,0,1,0,0,0,0,0,0
"1188","rpoD",1,0,0,0.5,0,0,0,0,0,0.5
"1189","ansP",0,1,0,0,0,0,0,0,0,0
"1190","yhhS",0,1,0,0,0,0,0,0,0,0
"1191","ligA",0,1,0,0,0,0,0,0,0,0
"1192","pepA",0,1,0,0,0,0,0,0,0,0
"1193","ybaL",0,1,0,0,0,0,0,0,0,0
"1194","trkH",0,1,0,0,0,0,0,0,0,0
"1195","sapA",0,1,0,0,0,0,0,0,0,0
"1196","hslR",0,1,0,0,0,0,0,0,0,0
"1197","cysS",0,1,0,0,0,0,0,0,0,0
"1198","topA",1,0,0,0.8,0,0,0,0,0.2,0
"1199","ynfC",0,1,0,0,0,0,0,0,0,0
"1200","ybaB",0,1,0,0,0,0,0,0,0,0
"1201","waaQ",0,1,0,0,0,0,0,0,0,0
"1202","avtA",0,1,0,0,0,0,0,0,0,0
"1203","sbcD",1,0,0,0,0,0,0.5,0,0.5,0
"1204","glmS",1,0,0,1,0,0,0,0,0,0
"1205","yheS",0,1,0,0,0,0,0,0,0,0
"1206","udk",0,1,0,0,0,0,0,0,0,0
"1207","ycdY",0,1,0,0,0,0,0,0,0,0
"1208","nupC",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0
"1209","glyQ",0,1,0,0,0,0,0,0,0,0
"1210","dsbD",0,1,0,0,0,0,0,0,0,0
"1211","hisS",0,1,0,0,0,0,0,0,0,0
"1212","rfbD",0,1,0,0,0,0,0,0,0,0
"1213","rfbB",0,1,0,0,0,0,0,0,0,0
"1214","bcp",0,1,0,0,0,0,0,0,0,0
"1215","pspE",1,0,0,0,0,0,0,1,0,0
"1216","ybjL",0,1,0,0,0,0,0,0,0,0
"1217","nhaR",1,0,0,0.333333333333333,0,0.166666666666667,0,0,0.5,0
"1218","ytfJ",1,0,0,0,1,0,0,0,0,0
"1219","mltC",0,1,0,0,0,0,0,0,0,0
"1220","pdhR",1,0,0,0.6,0,0,0,0.2,0,0.2
"1221","dsbG",0,1,0,0,0,0,0,0,0,0
"1222","ypjD",0,1,0,0,0,0,0,0,0,0
"1223","rsuA",0,1,0,0,0,0,0,0,0,0
"1224","ybjN",1,0,0,0.444444444444444,0,0,0,0.222222222222222,0.222222222222222,0.111111111111111
"1225","yajC",0,1,0,0,0,0,0,0,0,0
"1226","pheT",0,1,0,0,0,0,0,0,0,0
"1227","rpmA",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0
"1228","hflK",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0
"1229","yccA",1,0,0,1,0,0,0,0,0,0
"1230","waaG",0,1,0,0,0,0,0,0,0,0
"1231","fabF",0,1,0,0,0,0,0,0,0,0
"1232","yhdT",0,1,0,0,0,0,0,0,0,0
"1233","ydbJ",0,1,0,0,0,0,0,0,0,0
"1234","waaA",1,0,0,0,0,0,0,0,1,0
"1235","menE",0,1,0,0,0,0,0,0,0,0
"1236","yobD",0,1,0,0,0,0,0,0,0,0
"1237","creB",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0
"1238","narP",0,1,0,0,0,0,0,0,0,0
"1239","prpD",1,0,0,0.5,0,0,0,0,0,0.5
"1240","yciA",0,1,0,0,0,0,0,0,0,0
"1241","yjiX",0,1,0,0,0,0,0,0,0,0
"1242","clpB",1,0,0,1,0,0,0,0,0,0
"1243","prfA",1,0,0,0.25,0.125,0,0,0.25,0.375,0
"1244","valS",1,0,0,1,0,0,0,0,0,0
"1245","rho",0,1,0,0,0,0,0,0,0,0
"1246","yibN",1,0,0,1,0,0,0,0,0,0
"1247","recR",0,1,0,0,0,0,0,0,0,0
"1248","dacA",0,1,0,0,0,0,0,0,0,0
"1249","recF",1,0,0,0.5,0,0,0,0,0.5,0
"1250","evgS",1,0,0,0.6,0,0.2,0,0,0.2,0
"1251","ileS",1,0,0,1,0,0,0,0,0,0
"1252","ispG",0,1,0,0,0,0,0,0,0,0
"1253","ygaZ",0,1,0,0,0,0,0,0,0,0
"1254","gyrA",1,0,0,0.4,0,0.2,0,0,0.2,0.2
"1255","yqaA",0,1,0,0,0,0,0,0,0,0
"1256","rfbA",0,1,0,0,0,0,0,0,0,0
"1257","yjjA",0,1,0,0,0,0,0,0,0,0
"1258","blr",0,1,0,0,0,0,0,0,0,0
"1259","katE",1,0,0,0,0,0,0,1,0,0
"1260","ibpA",1,0,0,0.5,0,0,0,0.5,0,0
"1261","lolB",0,1,0,0,0,0,0,0,0,0
"1262","yggT",0,1,0,0,0,0,0,0,0,0
"1263","ydgK",0,1,0,0,0,0,0,0,0,0
"1264","proP",1,0,0,1,0,0,0,0,0,0
"1265","yccS",0,1,0,0,0,0,0,0,0,0
"1266","sspB",0,1,0,0,0,0,0,0,0,0
"1267","ygiM",1,0,0,0,0,0,0,0,1,0
"1268","proY",0,1,0,0,0,0,0,0,0,0
"1269","atpH",1,0,0,0,0,0,0,0,1,0
"1270","yjeH",1,0,0,0,0,0.5,0,0,0.5,0
"1271","ybcI",0,1,0,0,0,0,0,0,0,0
"1272","acrD",1,0,0,1,0,0,0,0,0,0
"1273","holC",0,1,0,0,0,0,0,0,0,0
"1274","yoaE",0,1,0,0,0,0,0,0,0,0
"1275","acpT",0,1,0,0,0,0,0,0,0,0
"1276","dacB",0,1,0,0,0,0,0,0,0,0
"1277","accB",1,0,0,1,0,0,0,0,0,0
"1278","dnaE",0,1,0,0,0,0,0,0,0,0
"1279","rdgC",0,1,0,0,0,0,0,0,0,0
"1280","yehM",0,1,0,0,0,0,0,0,0,0
"1281","usg",0,1,0,0,0,0,0,0,0,0
"1282","xseA",1,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0.333333333333333
"1283","gudD",0,1,0,0,0,0,0,0,0,0
"1284","nrdA",1,0,0,0.333333333333333,0,0,0,0.166666666666667,0.5,0
"1285","ygeA",1,0,0,1,0,0,0,0,0,0
"1286","evgA",1,0,0,0.5,0,0,0,0,0.5,0
"1287","aat",0,1,0,0,0,0,0,0,0,0
"1288","rpsU",1,0,0,0,0,0.5,0,0,0.5,0
"1289","yfcO",0,1,0,0,0,0,0,0,0,0
"1290","menF",0,1,0,0,0,0,0,0,0,0
"1291","ispD",0,1,0,0,0,0,0,0,0,0
"1292","hyaA",1,0,0,0.6,0,0,0,0.1,0.3,0
"1293","tdk",0,1,0,0,0,0,0,0,0,0
"1294","aroK",1,0,0,0,0,0,0,0,1,0
"1295","cydA",1,0,0,0.5,0,0,0,0,0.5,0
"1296","aphA",0,1,0,0,0,0,0,0,0,0
"1297","truB",1,0,0,0.25,0.25,0,0,0,0.5,0
"1298","tyrP",1,0,0,0,0,0,0.5,0,0.5,0
"1299","coaA",0,1,0,0,0,0,0,0,0,0
"1300","yheO",0,1,0,0,0,0,0,0,0,0
"1301","trxC",1,0,0,1,0,0,0,0,0,0
"1302","purE",1,0,0,0,0,0,0,0,1,0
"1303","hycH",1,0,0,0.428571428571429,0,0.285714285714286,0,0.285714285714286,0,0
"1304","hisH",1,0,0,0.5,0,0,0,0.5,0,0
"1305","yaiA",1,0,0,0,0,0,0,0,1,0
"1306","ibpB",1,0,0,0.375,0,0,0,0.375,0.25,0
"1307","dinI",1,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0
"1308","yihF",0,1,0,0,0,0,0,0,0,0
"1309","glpG",0,1,0,0,0,0,0,0,0,0
"1310","ucpA",0,1,0,0,0,0,0,0,0,0
"1311","ygdD",0,1,0,0,0,0,0,0,0,0
"1312","carA",1,0,0,0.5,0,0,0,0,0.5,0
"1313","lipB",1,0,0,1,0,0,0,0,0,0
"1314","fhuA",1,0,0,0,0,0,0,0,1,0
"1315","artQ",1,0,0,0.5,0,0,0,0,0.5,0
"1316","yqgF",0,1,0,0,0,0,0,0,0,0
"1317","sbmC",0,1,0,0,0,0,0,0,0,0
"1318","flgL",0,1,0,0,0,0,0,0,0,0
"1319","yfaA",0,1,0,0,0,0,0,0,0,0
"1320","hisA",1,0,0,0.5,0,0,0,0.5,0,0
