"","V1","FFL","No_FFL","ID_A_N","ID_A_P","ID_D_N","ID_D_N.1","II_A_N","II_A_P","II_D_N","II_D_N.1"
"416","yciH",1,0,0,1,0,0,0,0,0,0
"417","mdtI",1,0,0,0,0,0,0,0,1,0
"418","pykA",1,0,0,1,0,0,0,0,0,0
"419","yfeD",0,1,0,0,0,0,0,0,0,0
"420","nrfC",1,0,0,0.75,0,0,0,0,0.25,0
"421","ugpC",1,0,0,1,0,0,0,0,0,0
"422","exuT",1,0,0,0,0.5,0,0,0.5,0,0
"423","envC",0,1,0,0,0,0,0,0,0,0
"424","folP",0,1,0,0,0,0,0,0,0,0
"425","agaV",1,0,0,0.5,0,0,0,0,0.5,0
"426","ycdX",0,1,0,0,0,0,0,0,0,0
"427","bfd",0,1,0,0,0,0,0,0,0,0
"428","nrdD",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"429","recC",1,0,0,1,0,0,0,0,0,0
"430","dadA",0,1,0,0,0,0,0,0,0,0
"431","yaeP",0,1,0,0,0,0,0,0,0,0
"432","sanA",0,1,0,0,0,0,0,0,0,0
"433","mutM",1,0,0,0,0,0,0,0,0,1
"434","yiaD",0,1,0,0,0,0,0,0,0,0
"435","yfcZ",1,0,0,0,0,0,1,0,0,0
"436","dld",0,1,0,0,0,0,0,0,0,0
"437","glpK",1,0,0,0.5,0,0,0,0,0.5,0
"438","yjjP",0,1,0,0,0,0,0,0,0,0
"439","nrdH",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"440","selA",0,1,0,0,0,0,0,0,0,0
"441","cdsA",0,1,0,0,0,0,0,0,0,0
"442","putP",1,0,0,0,0,0,0.25,0,0.75,0
"443","dmsB",1,0,0.25,0.0833333333333333,0.0833333333333333,0,0.166666666666667,0,0.25,0.166666666666667
"444","hypC",1,0,0,0.6,0,0.2,0,0.2,0,0
"445","ais",0,1,0,0,0,0,0,0,0,0
"446","torD",1,0,0,0.5,0,0,0,0,0.5,0
"447","glnD",1,0,0,0.333333333333333,0,0.166666666666667,0,0.333333333333333,0.166666666666667,0
"448","yjjW",0,1,0,0,0,0,0,0,0,0
"449","fepB",1,0,0,0,0,0,0,0,1,0
"450","ydgJ",0,1,0,0,0,0,0,0,0,0
"451","slp",1,0,0,0.476190476190476,0,0.19047619047619,0.0476190476190476,0,0.238095238095238,0.0476190476190476
"452","smg",0,1,0,0,0,0,0,0,0,0
"453","potI",1,0,0,1,0,0,0,0,0,0
"454","entA",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"455","ydhV",1,0,0,0,1,0,0,0,0,0
"456","phoA",1,0,0,1,0,0,0,0,0,0
"457","yqiA",0,1,0,0,0,0,0,0,0,0
"458","nanE",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0
"459","nrfB",1,0,0,0.75,0,0,0,0,0.25,0
"460","fis",1,0,0,0.222222222222222,0,0.444444444444444,0,0.222222222222222,0.111111111111111,0
"461","yhdH",0,1,0,0,0,0,0,0,0,0
"462","dadX",1,0,0,0,0,0,0,0,1,0
"463","nrdR",0,1,0,0,0,0,0,0,0,0
"464","fucK",1,0,0,0.666666666666667,0.166666666666667,0,0,0,0.166666666666667,0
"465","ispA",0,1,0,0,0,0,0,0,0,0
"466","gadA",1,0,0.0344827586206897,0.413793103448276,0.0344827586206897,0.275862068965517,0.0344827586206897,0.0344827586206897,0.172413793103448,0
"467","yqaB",0,1,0,0,0,0,0,0,0,0
"468","tpiA",1,0,0,1,0,0,0,0,0,0
"469","cysE",0,1,0,0,0,0,0,0,0,0
"470","gltA",1,0,0,0.25,0.125,0,0.125,0.25,0.25,0
"471","betB",1,0,0,0,0,0,0.25,0,0.75,0
"472","hybB",1,0,0,0,0,0,0,0,1,0
"473","pheP",0,1,0,0,0,0,0,0,0,0
"474","ybiV",0,1,0,0,0,0,0,0,0,0
"475","yhfK",0,1,0,0,0,0,0,0,0,0
"476","fucR",1,0,0,1,0,0,0,0,0,0
"477","sufA",1,0,0,0.375,0,0.125,0,0.25,0.25,0
"478","sufS",1,0,0,0.375,0,0.125,0,0.25,0.25,0
"479","amn",1,0,0,0,0,1,0,0,0,0
"480","glgC",1,0,0,0.333333333333333,0,0,0,0.166666666666667,0.5,0
"481","yebY",0,1,0,0,0,0,0,0,0,0
"482","yafD",0,1,0,0,0,0,0,0,0,0
"483","nadA",0,1,0,0,0,0,0,0,0,0
"484","clpA",0,1,0,0,0,0,0,0,0,0
"485","ydhR",0,1,0,0,0,0,0,0,0,0
"486","ccmF",1,0,0,0.5,0.166666666666667,0,0,0,0.333333333333333,0
"487","ynaJ",0,1,0,0,0,0,0,0,0,0
"488","aroF",1,0,0,0.5,0,0,0,0,0.5,0
"489","yjaH",0,1,0,0,0,0,0,0,0,0
"490","sufC",1,0,0,0.375,0,0.125,0,0.25,0.25,0
"491","uspE",0,1,0,0,0,0,0,0,0,0
"492","efeU",0,1,0,0,0,0,0,0,0,0
"493","clpS",0,1,0,0,0,0,0,0,0,0
"494","chaA",0,1,0,0,0,0,0,0,0,0
"495","ogt",0,1,0,0,0,0,0,0,0,0
"496","idnO",1,0,0,0.5,0,0.5,0,0,0,0
"497","idnD",1,0,0,0.5,0,0.5,0,0,0,0
"498","idnT",1,0,0,0.5,0,0.5,0,0,0,0
"499","idnK",1,0,0,0.6,0,0.2,0,0,0.2,0
"500","idnR",1,0,0,0.5,0,0,0,0,0.5,0
"501","gntT",1,0,0,0.5,0,0,0,0,0.5,0
"502","gntU",1,0,0,0.2,0,0,0.2,0,0.6,0
"503","cspG",0,1,0,0,0,0,0,0,0,0
"504","gntK",1,0,0,0.2,0,0,0.2,0,0.6,0
"505","yjgR",0,1,0,0,0,0,0,0,0,0
"506","yjjZ",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"507","flhC",1,0,0.121212121212121,0.151515151515152,0.121212121212121,0,0.272727272727273,0,0.333333333333333,0
"508","alr",0,1,0,0,0,0,0,0,0,0
"509","glpF",1,0,0,0.25,0.25,0,0,0,0.5,0
"510","glpC",1,0,0,0.636363636363636,0,0.0909090909090909,0,0.0909090909090909,0.181818181818182,0
"511","glpB",1,0,0,0.636363636363636,0,0.0909090909090909,0,0.0909090909090909,0.181818181818182,0
"512","yddH",0,1,0,0,0,0,0,0,0,0
"513","cspA",1,0,0,0.5,0,0,0,0,0.5,0
"514","glpT",1,0,0,0.1875,0.0625,0,0.25,0.0625,0.1875,0.25
"515","codA",1,0,0,0,0,0,0,0,1,0
"516","flhD",1,0,0.121212121212121,0.151515151515152,0.121212121212121,0,0.272727272727273,0,0.333333333333333,0
"517","metQ",1,0,0,0,0,0,0,0,1,0
"518","mcrB",0,1,0,0,0,0,0,0,0,0
"519","fdx",0,1,0,0,0,0,0,0,0,0
"520","garR",1,0,0,0.25,0,0.25,0,0,0.5,0
"521","metI",1,0,0,0,0,0,0,0,1,0
"522","malZ",0,1,0,0,0,0,0,0,0,0
"523","ykgM",0,1,0,0,0,0,0,0,0,0
"524","kdgK",0,1,0,0,0,0,0,0,0,0
"525","zraP",1,0,0,1,0,0,0,0,0,0
"526","pspC",1,0,0,0,0,0,0,1,0,0
"527","pspD",1,0,0,0,0,0,0,1,0,0
"528","pspA",1,0,0,0,0,0,0,1,0,0
"529","pspB",1,0,0,0,0,0,0,1,0,0
"530","miaA",1,0,0,1,0,0,0,0,0,0
"531","yjiN",0,1,0,0,0,0,0,0,0,0
"532","yghJ",0,1,0,0,0,0,0,0,0,0
"533","mqo",0,1,0,0,0,0,0,0,0,0
"534","cirA",1,0,0,0.25,0.25,0.125,0,0,0.375,0
"535","zwf",1,0,0,0.307692307692308,0,0.230769230769231,0.0769230769230769,0.153846153846154,0.230769230769231,0
"536","dapE",0,1,0,0,0,0,0,0,0,0
"537","secE",0,1,0,0,0,0,0,0,0,0
"538","cdd",1,0,0,0,0,0,0,0,1,0
"539","yebK",0,1,0,0,0,0,0,0,0,0
"540","ompX",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"541","fabH",1,0,0,0.25,0,0.5,0,0,0.25,0
"542","yifK",0,1,0,0,0,0,0,0,0,0
"543","uup",0,1,0,0,0,0,0,0,0,0
"544","pyrH",0,1,0,0,0,0,0,0,0,0
"545","argI",1,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0
"546","speE",0,1,0,0,0,0,0,0,0,0
"547","tsx",1,0,0,0,0,0,0,0,1,0
"548","rplU",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0
"549","rplY",1,0,0,0,0,0.5,0,0,0.5,0
"550","ldrD",0,1,0,0,0,0,0,0,0,0
"551","yegD",0,1,0,0,0,0,0,0,0,0
"552","yddJ",0,1,0,0,0,0,0,0,0,0
"553","dnaJ",0,1,0,0,0,0,0,0,0,0
"554","caiT",1,0,0,0.666666666666667,0,0.111111111111111,0,0.111111111111111,0.111111111111111,0
"555","alaS",0,1,0,0,0,0,0,0,0,0
"556","nusG",0,1,0,0,0,0,0,0,0,0
"557","dnaB",0,1,0,0,0,0,0,0,0,0
"558","deoC",1,0,0,0.5,0,0,0,0,0.5,0
"559","era",0,1,0,0,0,0,0,0,0,0
"560","rplL",1,0,0,0,0,0,1,0,0,0
"561","plsX",0,1,0,0,0,0,0,0,0,0
"562","lyxK",1,0,0,0.3,0.2,0,0,0.4,0.1,0
"563","yceD",0,1,0,0,0,0,0,0,0,0
"564","glmU",0,1,0,0,0,0,0,0,0,0
"565","nadR",0,1,0,0,0,0,0,0,0,0
"566","rep",0,1,0,0,0,0,0,0,0,0
"567","rplJ",1,0,0,0,0,0,1,0,0,0
"568","speD",0,1,0,0,0,0,0,0,0,0
"569","yiaK",1,0,0,0.3,0.2,0,0,0.4,0.1,0
"570","ispF",0,1,0,0,0,0,0,0,0,0
"571","glpD",1,0,0,0.25,0,0,0,0,0.75,0
"572","pabB",0,1,0,0,0,0,0,0,0,0
"573","gudP",0,1,0,0,0,0,0,0,0,0
"574","malI",0,1,0,0,0,0,0,0,0,0
"575","fepA",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"576","hslO",0,1,0,0,0,0,0,0,0,0
"577","serB",0,1,0,0,0,0,0,0,0,0
"578","trmD",1,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0
"579","yhiN",0,1,0,0,0,0,0,0,0,0
"580","rpsN",1,0,0,0,0,0,1,0,0,0
"581","rpmB",0,1,0,0,0,0,0,0,0,0
"582","rplN",1,0,0,0,0,0,1,0,0,0
"583","mreD",1,0,0,0,0,0,0,0,1,0
"584","pntA",1,0,0,0.5,0,0.25,0,0,0.25,0
"585","rbsB",1,0,0,0.2,0,0,0.2,0,0.6,0
"586","sgbU",1,0,0,0.3,0.2,0,0,0.4,0.1,0
"587","tyrS",0,1,0,0,0,0,0,0,0,0
"588","ybfA",0,1,0,0,0,0,0,0,0,0
"589","modF",0,1,0,0,0,0,0,0,0,0
"590","wzzB",0,1,0,0,0,0,0,0,0,0
"591","coaE",0,1,0,0,0,0,0,0,0,0
"592","inaA",1,0,0,0.666666666666667,0,0,0,0.222222222222222,0.111111111111111,0
"593","rpmH",0,1,0,0,0,0,0,0,0,0
"594","cytR",0,1,0,0,0,0,0,0,0,0
"595","yhjR",1,0,0,1,0,0,0,0,0,0
"596","maa",0,1,0,0,0,0,0,0,0,0
"597","potA",0,1,0,0,0,0,0,0,0,0
"598","deaD",1,0,0,0,0,0,0,0,1,0
"599","argS",1,0,0,0,0,0,0,0,1,0
"600","rplE",1,0,0,0,0,0,1,0,0,0
"601","pyrE",0,1,0,0,0,0,0,0,0,0
"602","sgbE",1,0,0,0.3,0.2,0,0,0.4,0.1,0
"603","rpsS",1,0,0,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0.444444444444444,0
"604","aroL",1,0,0,0,0,0,0,0,1,0
"605","ptsI",1,0,0,0.4,0,0,0,0,0.6,0
"606","rph",0,1,0,0,0,0,0,0,0,0
"607","bax",0,1,0,0,0,0,0,0,0,0
"608","rplS",1,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0
"609","speB",1,0,0,0.5,0,0,0,0,0.5,0
"610","cobT",0,1,0,0,0,0,0,0,0,0
"611","tgt",0,1,0,0,0,0,0,0,0,0
"612","stpA",1,0,0,0.2,0,0.4,0,0,0.4,0
"613","copA",1,0,0,0,0,0,0,0,1,0
"614","pitA",0,1,0,0,0,0,0,0,0,0
"615","proQ",0,1,0,0,0,0,0,0,0,0
"616","thiI",0,1,0,0,0,0,0,0,0,0
"617","guaB",1,0,0,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0.5,0
"618","tdcG",1,0,0,0.777777777777778,0,0,0,0.222222222222222,0,0
"619","upp",1,0,0,0.5,0,0,0,0,0.5,0
"620","cueO",0,1,0,0,0,0,0,0,0,0
"621","rplA",0,1,0,0,0,0,0,0,0,0
"622","gltX",1,0,0,0,0,0,0,0,1,0
"623","rpsA",1,0,0,0,0,0.5,0,0,0.5,0
"624","lamB",1,0,0,1,0,0,0,0,0,0
"625","rluA",0,1,0,0,0,0,0,0,0,0
"626","rpsO",1,0,0,0.5,0.166666666666667,0,0,0,0.333333333333333,0
"627","pcnB",1,0,0,0.25,0,0.25,0,0,0.25,0.25
"628","fabI",0,1,0,0,0,0,0,0,0,0
"629","ldrA",0,1,0,0,0,0,0,0,0,0
"630","hokD",1,0,0,0,0,0,0.5,0,0.5,0
"631","rhlE",0,1,0,0,0,0,0,0,0,0
"632","yhbE",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0
"633","rplM",1,0,0.333333333333333,0,0,0,0.666666666666667,0,0,0
"634","rplD",1,0,0,0.2,0,0.4,0,0,0.4,0
"635","fecA",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0
"636","lysP",0,1,0,0,0,0,0,0,0,0
"637","rplF",1,0,0,0,0,0,1,0,0,0
"638","yidC",0,1,0,0,0,0,0,0,0,0
"639","pdxY",0,1,0,0,0,0,0,0,0,0
"640","recO",0,1,0,0,0,0,0,0,0,0
"641","wecB",1,0,0,0,0,0,0.5,0,0.5,0
"642","rpsD",1,0,0,0,0,0.5,0,0,0.5,0
"643","rpsI",1,0,0.125,0,0,0,0.75,0,0.125,0
"644","secA",0,1,0,0,0,0,0,0,0,0
"645","rpoA",1,0,0,0,0,0.5,0,0,0.5,0
"646","dbpA",0,1,0,0,0,0,0,0,0,0
"647","yihQ",0,1,0,0,0,0,0,0,0,0
"648","rplO",1,0,0,0,0,0,1,0,0,0
"649","rplP",1,0,0,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0.444444444444444,0
"650","hsdM",0,1,0,0,0,0,0,0,0,0
"651","gutQ",1,0,0,0.5,0,0.1,0,0,0.4,0
"652","hokB",0,1,0,0,0,0,0,0,0,0
"653","rimM",1,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0
"654","rplV",1,0,0,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0.444444444444444,0
"655","rpmF",0,1,0,0,0,0,0,0,0,0
"656","dnaA",1,0,0,0,0,0,0,0,1,0
"657","cmk",0,1,0,0,0,0,0,0,0,0
"658","rplW",1,0,0,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0.444444444444444,0
"659","aroE",0,1,0,0,0,0,0,0,0,0
"660","yqgB",0,1,0,0,0,0,0,0,0,0
"661","tilS",0,1,0,0,0,0,0,0,0,0
"662","yebO",0,1,0,0,0,0,0,0,0,0
"663","yihL",0,1,0,0,0,0,0,0,0,0
"664","rnpA",0,1,0,0,0,0,0,0,0,0
"665","pyrG",0,1,0,0,0,0,0,0,0,0
"666","yebC",0,1,0,0,0,0,0,0,0,0
"667","ybgC",0,1,0,0,0,0,0,0,0,0
"668","pyrF",1,0,0,1,0,0,0,0,0,0
"669","rpsK",1,0,0,0,0,0.25,0.25,0,0.5,0
"670","gsk",0,1,0,0,0,0,0,0,0,0
"671","queA",0,1,0,0,0,0,0,0,0,0
"672","rpmD",1,0,0,0,0,0,1,0,0,0
"673","rplK",1,0,0,0,0,0,1,0,0,0
"674","rpsT",0,1,0,0,0,0,0,0,0,0
"675","entD",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"676","ydcL",0,1,0,0,0,0,0,0,0,0
"677","rpsE",1,0,0,0,0,0,1,0,0,0
"678","prfB",0,1,0,0,0,0,0,0,0,0
"679","argA",1,0,0,0,0,0,0.333333333333333,0,0.666666666666667,0
"680","rpsF",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"681","yadC",0,1,0,0,0,0,0,0,0,0
"682","lpxK",0,1,0,0,0,0,0,0,0,0
"683","proX",1,0,0,0.571428571428571,0,0,0,0.285714285714286,0.142857142857143,0
"684","rplQ",1,0,0,0,0,0.25,0.25,0,0.5,0
"685","rpsH",0,1,0,0,0,0,0,0,0,0
"686","mipA",0,1,0,0,0,0,0,0,0,0
"687","serC",1,0,0,0,0,0,0,0,1,0
"688","fecR",1,0,0,0,0,0,0,0,1,0
"689","yhdZ",1,0,0,1,0,0,0,0,0,0
"690","thiL",1,0,0,1,0,0,0,0,0,0
"691","purM",1,0,0,0,0,0,0,0,1,0
"692","rplX",1,0,0,0,0,0,1,0,0,0
"693","aroM",1,0,0,0,0,0,0,0,1,0
"694","yhgF",0,1,0,0,0,0,0,0,0,0
"695","metG",0,1,0,0,0,0,0,0,0,0
"696","ilvH",1,0,0,0,0,0,0,0,1,0
"697","ycdZ",1,0,0,0,0,0,0,0,1,0
"698","rpmC",1,0,0,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0.444444444444444,0
"699","yjfC",0,1,0,0,0,0,0,0,0,0
"700","rpsG",0,1,0,0,0,0,0,0,0,0
"701","cvpA",1,0,0,0,0,0,0,0,1,0
"702","cusC",1,0,0,1,0,0,0,0,0,0
"703","prmA",0,1,0,0,0,0,0,0,0,0
"704","araF",1,0,0,0.5,0.125,0,0.125,0.125,0.125,0
"705","rpsJ",1,0,0,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0.444444444444444,0
"706","atpB",1,0,0,1,0,0,0,0,0,0
"707","metK",1,0,0,0.2,0,0.2,0,0,0.6,0
"708","bipA",0,1,0,0,0,0,0,0,0,0
"709","atpI",1,0,0,1,0,0,0,0,0,0
"710","feoB",1,0,0,0.5,0,0.25,0,0,0.25,0
"711","ldrC",0,1,0,0,0,0,0,0,0,0
"712","ydiY",0,1,0,0,0,0,0,0,0,0
"713","rplB",1,0,0,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0.444444444444444,0
"714","rffG",0,1,0,0,0,0,0,0,0,0
"715","soxS",1,0,0,0.2,0,0.3,0.1,0,0.4,0
"716","tauA",1,0,0,1,0,0,0,0,0,0
"717","adk",0,1,0,0,0,0,0,0,0,0
"718","nlpA",1,0,0,0,0,1,0,0,0,0
"719","yjjG",0,1,0,0,0,0,0,0,0,0
"720","yajR",0,1,0,0,0,0,0,0,0,0
"721","fhuC",1,0,0,0,0,0,0,0,1,0
"722","glpA",1,0,0,0.538461538461539,0.0769230769230769,0.0769230769230769,0,0.0769230769230769,0.230769230769231,0
"723","infA",0,1,0,0,0,0,0,0,0,0
"724","ycaO",0,1,0,0,0,0,0,0,0,0
"725","galS",1,0,0,0.5,0,0,0,0,0.5,0
"726","purR",1,0,0,0,0,0,0,0,1,0
"727","ascF",1,0,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0.5,0
"728","wecC",0,1,0,0,0,0,0,0,0,0
"729","pheS",0,1,0,0,0,0,0,0,0,0
"730","rnb",0,1,0,0,0,0,0,0,0,0
"731","potB",0,1,0,0,0,0,0,0,0,0
"732","coaD",0,1,0,0,0,0,0,0,0,0
"733","rplI",1,0,0,0.142857142857143,0,0,0.285714285714286,0,0.571428571428571,0
"734","rpsP",1,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0
"735","prpE",1,0,0,0.5,0,0,0,0,0,0.5
"736","guaA",1,0,0,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0.5,0
"737","rpsM",1,0,0,0,0,0.25,0.25,0,0.5,0
"738","mrcA",0,1,0,0,0,0,0,0,0,0
"739","greA",1,0,0,1,0,0,0,0,0,0
"740","murA",0,1,0,0,0,0,0,0,0,0
"741","recG",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0
"742","secD",0,1,0,0,0,0,0,0,0,0
"743","fecD",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0
"744","rplC",1,0,0,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0.444444444444444,0
"745","parE",0,1,0,0,0,0,0,0,0,0
"746","purL",1,0,0,0,0,0,0,0,1,0
"747","rplR",1,0,0,0,0,0,1,0,0,0
"748","ygiQ",0,1,0,0,0,0,0,0,0,0
"749","tolQ",0,1,0,0,0,0,0,0,0,0
"750","rpsC",1,0,0,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0.444444444444444,0
"751","fhuB",1,0,0,0,0,0,0,0,1,0
"752","malM",1,0,0,1,0,0,0,0,0,0
"753","ybfE",0,1,0,0,0,0,0,0,0,0
"754","fecC",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0
"755","cysM",1,0,0,0.5,0,0,0,0,0.5,0
"756","rluC",0,1,0,0,0,0,0,0,0,0
"757","proB",0,1,0,0,0,0,0,0,0,0
"758","mhpB",1,0,0,1,0,0,0,0,0,0
"759","spoT",1,0,0,0,0,0.5,0,0,0.5,0
"760","rpsB",0,1,0,0,0,0,0,0,0,0
"761","narG",1,0,0,0.454545454545455,0,0,0,0.272727272727273,0.272727272727273,0
"762","lnt",0,1,0,0,0,0,0,0,0,0
"763","fhuD",1,0,0,0,0,0,0,0,1,0
"764","rpiB",1,0,0,0.5,0,0,0,0,0.5,0
"765","tauC",1,0,0,1,0,0,0,0,0,0
"766","yhdY",1,0,0,1,0,0,0,0,0,0
"767","glnK",1,0,0,0.5,0,0,0,0.5,0,0
"768","ychH",1,0,0,1,0,0,0,0,0,0
"769","ydhL",0,1,0,0,0,0,0,0,0,0
"770","aroA",1,0,0,0,0,0,0,0,1,0
"771","fecI",1,0,0,0,0,0,0,0,1,0
"772","purF",1,0,0,0,0,0,0,0,1,0
"773","znuA",1,0,0,0.5,0,0.5,0,0,0,0
"774","mutY",0,1,0,0,0,0,0,0,0,0
"775","narH",1,0,0,0.454545454545455,0,0,0,0.272727272727273,0.272727272727273,0
"776","suhB",0,1,0,0,0,0,0,0,0,0
"777","fecB",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0
"778","gadX",1,0,0.0434782608695652,0.304347826086957,0.0434782608695652,0.217391304347826,0.0869565217391304,0.0434782608695652,0.217391304347826,0.0434782608695652
"779","glnA",1,0,0,0.8,0,0,0,0.2,0,0
"780","hcaE",1,0,0,1,0,0,0,0,0,0
"781","ygbE",0,1,0,0,0,0,0,0,0,0
"782","modA",1,0,0,1,0,0,0,0,0,0
"783","yfcJ",0,1,0,0,0,0,0,0,0,0
"784","mreC",1,0,0,0,0,0,0,0,1,0
"785","atpE",0,1,0,0,0,0,0,0,0,0
"786","prpC",1,0,0,0.5,0,0,0,0,0,0.5
"787","fecE",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0
"788","lysS",0,1,0,0,0,0,0,0,0,0
"789","purK",1,0,0,0,0,0,0,0,1,0
"790","lysA",1,0,0,0.5,0,0,0,0.5,0,0
"791","ynfD",0,1,0,0,0,0,0,0,0,0
"792","frmR",0,1,0,0,0,0,0,0,0,0
"793","mrdA",0,1,0,0,0,0,0,0,0,0
"794","cysD",1,0,0,1,0,0,0,0,0,0
"795","mglB",1,0,0,0.166666666666667,0,0,0.166666666666667,0.0833333333333333,0.583333333333333,0
"796","mltB",0,1,0,0,0,0,0,0,0,0
"797","fusA",1,0,0,0,0,0,0.5,0,0,0.5
"798","tig",0,1,0,0,0,0,0,0,0,0
"799","priB",1,0,0,0.142857142857143,0,0,0.285714285714286,0,0.571428571428571,0
"800","iadA",0,1,0,0,0,0,0,0,0,0
"801","purD",1,0,0,0,0,0,0,0,1,0
"802","prfC",0,1,0,0,0,0,0,0,0,0
"803","metF",1,0,0,0,0,0,0,0,1,0
"804","nirD",1,0,0.222222222222222,0.222222222222222,0,0,0.111111111111111,0.111111111111111,0.333333333333333,0
"805","thrA",1,0,0,0.4,0,0.2,0,0.2,0.2,0
"806","yeiR",0,1,0,0,0,0,0,0,0,0
"807","purB",1,0,0,0,0,0,0,0,1,0
"808","yeiB",1,0,0,0,0,0,0,0,1,0
"809","tsf",1,0,0,0,0,0,0,0,1,0
"810","recQ",1,0,0,0,0,0.5,0,0,0.5,0
"811","kdpA",1,0,0,0,0,0,0,0,1,0
"812","cobS",0,1,0,0,0,0,0,0,0,0
"813","yjeT",0,1,0,0,0,0,0,0,0,0
"814","rpsR",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"815","gutM",1,0,0,0.4,0,0,0,0,0.6,0
"816","ybaK",0,1,0,0,0,0,0,0,0,0
"817","ydiJ",0,1,0,0,0,0,0,0,0,0
"818","ycfZ",0,1,0,0,0,0,0,0,0,0
"819","ynjD",0,1,0,0,0,0,0,0,0,0
"820","yfhL",0,1,0,0,0,0,0,0,0,0
"821","narJ",1,0,0,0.454545454545455,0,0,0,0.272727272727273,0.272727272727273,0
"822","mepA",0,1,0,0,0,0,0,0,0,0
"823","apt",0,1,0,0,0,0,0,0,0,0
"824","yieH",0,1,0,0,0,0,0,0,0,0
"825","cysN",1,0,0,1,0,0,0,0,0,0
"826","yqeB",0,1,0,0,0,0,0,0,0,0
"827","ndh",1,0,0.166666666666667,0,0,0,0.416666666666667,0,0.416666666666667,0
"828","iap",0,1,0,0,0,0,0,0,0,0
"829","yneE",0,1,0,0,0,0,0,0,0,0
"830","yehX",1,0,0,1,0,0,0,0,0,0
"831","rstA",0,1,0,0,0,0,0,0,0,0
"832","ybiX",0,1,0,0,0,0,0,0,0,0
"833","yhcN",0,1,0,0,0,0,0,0,0,0
"834","yehY",1,0,0,1,0,0,0,0,0,0
"835","yccF",0,1,0,0,0,0,0,0,0,0
"836","gpt",1,0,0,0,0,0,0,0,1,0
"837","cysU",1,0,0,0.5,0,0,0,0,0.5,0
"838","purH",1,0,0,0,0,0,0,0,1,0
"839","fepE",1,0,0,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0
"840","yeaW",0,1,0,0,0,0,0,0,0,0
"841","prpB",1,0,0,0.5,0,0,0,0,0,0.5
"842","ynfM",0,1,0,0,0,0,0,0,0,0
"843","yidD",0,1,0,0,0,0,0,0,0,0
"844","eutG",0,1,0,0,0,0,0,0,0,0
"845","holD",0,1,0,0,0,0,0,0,0,0
"846","cysJ",1,0,0,0.333333333333333,0,0.166666666666667,0.166666666666667,0.333333333333333,0,0
"847","ybgO",0,1,0,0,0,0,0,0,0,0
"848","yfcA",0,1,0,0,0,0,0,0,0,0
"849","abgT",0,1,0,0,0,0,0,0,0,0
"850","yaiW",1,0,0,0,0,0,0,1,0,0
"851","abgB",0,1,0,0,0,0,0,0,0,0
"852","ymdB",0,1,0,0,0,0,0,0,0,0
"853","yhfA",0,1,0,0,0,0,0,0,0,0
"854","ppsA",1,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0
"855","abgA",0,1,0,0,0,0,0,0,0,0
"856","fdhF",1,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0
"857","ykgG",0,1,0,0,0,0,0,0,0,0
"858","ynjE",0,1,0,0,0,0,0,0,0,0
"859","uraA",1,0,0,1,0,0,0,0,0,0
"860","ygeV",0,1,0,0,0,0,0,0,0,0
"861","yadI",0,1,0,0,0,0,0,0,0,0
