"","V1","FFL","No_FFL","Pos_pos","Pos_mixt","Pos_neg","Neg_pos","Neg_mixt","Neg_neg","Mixt_pos","Mixt_mixt_hom","Mixt_mixt_het","Mixt_neg"
"1","frmA",0,1,0,0,0,0,0,0,0,0,0,0
"2","marR",1,0,0.44,0.28,0,0.16,0,0,0.12,0,0,0
"3","marA",1,0,0.162162162162162,0.486486486486487,0.162162162162162,0.027027027027027,0.0540540540540541,0,0,0.027027027027027,0.0810810810810811,0
"4","marB",1,0,0.25,0.425,0.025,0.05,0.075,0,0.075,0.025,0.075,0
"5","rprA",1,0,1,0,0,0,0,0,0,0,0,0
"6","rpoS",1,0,0.105263157894737,0.473684210526316,0.298245614035088,0,0.0175438596491228,0,0.0526315789473684,0.0175438596491228,0.0350877192982456,0
"7","phoP",1,0,0,1,0,0,0,0,0,0,0,0
"8","phoU",1,0,0.411764705882353,0,0,0.294117647058824,0,0,0.294117647058824,0,0,0
"9","pstB",1,0,0.411764705882353,0,0,0.294117647058824,0,0,0.294117647058824,0,0,0
"10","rclB",0,1,0,0,0,0,0,0,0,0,0,0
"11","tsuA",0,1,0,0,0,0,0,0,0,0,0,0
"12","tsuB",0,1,0,0,0,0,0,0,0,0,0,0
"13","hiuH",1,0,0.5,0,0,0.5,0,0,0,0,0,0
"14","msrP",1,0,0.5,0,0,0.5,0,0,0,0,0,0
"15","msrQ",1,0,0.5,0,0,0.5,0,0,0,0,0,0
"16","yjgH",0,1,0,0,0,0,0,0,0,0,0,0
"17","bdcA",0,1,0,0,0,0,0,0,0,0,0,0
"18","ahpF",1,0,0.5,0.333333333333333,0,0,0,0,0.166666666666667,0,0,0
"19","yfcF",0,1,0,0,0,0,0,0,0,0,0,0
"20","ahpC",1,0,0,0.5,0,0,0.5,0,0,0,0,0
"21","recN",1,0,0,0,1,0,0,0,0,0,0,0
"22","nfo",1,0,0.333333333333333,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0
"23","hscA",0,1,0,0,0,0,0,0,0,0,0,0
"24","iscX",0,1,0,0,0,0,0,0,0,0,0,0
"25","gshB",0,1,0,0,0,0,0,0,0,0,0,0
"26","cbl",1,0,0.428571428571429,0.428571428571429,0,0,0.142857142857143,0,0,0,0,0
"27","cysC",0,1,0,0,0,0,0,0,0,0,0,0
"28","cysH",1,0,0.4,0,0,0.6,0,0,0,0,0,0
"29","cysA",1,0,0,1,0,0,0,0,0,0,0,0
"30","cysW",1,0,0,1,0,0,0,0,0,0,0,0
