"","FBL","No_FBL","Inhibiting","Activating","Size2","Size3","Size4","Size5","Size6"
"Plastic
genes",0.213675213675214,99.7863247863248,0.213675213675214,0,0.213675213675214,0,0,0,0
"Non-plastic
genes",0,100,0,0,0,0,0,0,0
