"","V1","FFL","No_FFL","ID_A_N","ID_A_P","ID_D_N","ID_D_N.1","II_A_N","II_A_P","II_D_N","II_D_N.1","NP_X"
"71","sucD",1,0,0.111111111111111,0.222222222222222,0.111111111111111,0.0555555555555556,0.111111111111111,0.111111111111111,0.277777777777778,0,0
"72","metJ",1,0,0,0,0,0,0,0,1,0,0
"73","yceI",1,0,0,1,0,0,0,0,0,0,0
"74","sdaC",0,1,0,0,0,0,0,0,0,0,0
"75","ycdX",0,1,0,0,0,0,0,0,0,0,0
"76","smg",0,1,0,0,0,0,0,0,0,0,0
"77","ulaC",1,0,0,0.25,0,0,0.5,0,0.25,0,0
"78","gcvT",1,0,0,0.5,0.25,0,0,0,0.25,0,0
"79","ynfE",1,0,0,0.4,0.4,0,0,0,0.2,0,0
"80","nrdD",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"81","ompW",1,0,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"82","efeO",0,1,0,0,0,0,0,0,0,0,0
"83","malP",1,0,0,1,0,0,0,0,0,0,0
"84","yqiA",0,1,0,0,0,0,0,0,0,0,0
"85","gltI",1,0,0,1,0,0,0,0,0,0,0
"86","dcuC",1,0,0,0,0,0,0,1,0,0,0
"87","yfeC",0,1,0,0,0,0,0,0,0,0,0
"88","leuD",1,0,0,1,0,0,0,0,0,0,0
"89","ycgM",0,1,0,0,0,0,0,0,0,0,0
"90","hybG",1,0,0,0,0,0,0,0,1,0,0
"91","mdtJ",1,0,0,0,0,0,0,0,1,0,0
"92","fes",1,0,0,0.5,0,0.25,0,0,0.25,0,0
"93","entA",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"94","entE",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"95","yoaB",0,1,0,0,0,0,0,0,0,0,0
"96","yjjI",0,1,0,0,0,0,0,0,0,0,0
"97","ogt",0,1,0,0,0,0,0,0,0,0,0
"98","mntH",1,0,0,0.25,0,0,0.25,0,0.5,0,0
"99","leuC",1,0,0,1,0,0,0,0,0,0,0
"100","shiA",1,0,0,1,0,0,0,0,0,0,0
"101","dcuS",1,0,0,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0
"102","leuB",1,0,0,1,0,0,0,0,0,0,0
"103","sdhB",1,0,0,0.375,0.25,0.125,0,0,0.25,0,0
"104","gcvR",0,1,0,0,0,0,0,0,0,0,0
"105","dadX",1,0,0,0,0,0,0,0,1,0,0
"106","entC",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"107","ravA",0,1,0,0,0,0,0,0,0,0,0
"108","selA",0,1,0,0,0,0,0,0,0,0,0
"109","fucK",1,0,0,0.666666666666667,0.166666666666667,0,0,0,0.166666666666667,0,0
"110","efeU",0,1,0,0,0,0,0,0,0,0,0
"111","manX",1,0,0,0.125,0.125,0,0.125,0,0.5,0.125,0
"112","ispU",0,1,0,0,0,0,0,0,0,0,0
"113","msrA",0,1,0,0,0,0,0,0,0,0,0
"114","fadE",1,0,0,1,0,0,0,0,0,0,0
"115","ugpC",1,0,0,1,0,0,0,0,0,0,0
"116","manZ",1,0,0,0.166666666666667,0,0,0.166666666666667,0,0.5,0.166666666666667,0
"117","ccmD",1,0,0,0.5,0.166666666666667,0,0,0,0.333333333333333,0,0
"118","rfe",1,0,0,0,0,0,0,0,1,0,0
"119","ydhY",1,0,0,0,1,0,0,0,0,0,0
"120","yhjE",1,0,0,0.5,0,0,0,0.5,0,0,0
"121","fepC",1,0,0,0,0,0,0,0,1,0,0
"122","mgsA",0,1,0,0,0,0,0,0,0,0,0
"123","sucC",1,0,0.1,0.2,0.15,0.05,0.1,0.1,0.3,0,0
"124","hypE",1,0,0,0.6,0,0.2,0,0.2,0,0,0
"125","gcvH",1,0,0,0.75,0,0,0,0,0.25,0,0
"126","tas",0,1,0,0,0,0,0,0,0,0,0
"127","folE",1,0,0,0,0,0,0,0,1,0,0
"128","csrD",0,1,0,0,0,0,0,0,0,0,0
"129","pykA",1,0,0,1,0,0,0,0,0,0,0
"130","yaeP",0,1,0,0,0,0,0,0,0,0,0
"131","trmA",0,1,0,0,0,0,0,0,0,0,0
"132","pepD",1,0,0,0,0,0,0,0,1,0,0
"133","edd",1,0,0,0.5,0,0,0,0,0.5,0,0
"134","yciH",1,0,0,1,0,0,0,0,0,0,0
"135","dld",0,1,0,0,0,0,0,0,0,0,0
"136","pgi",1,0,0,1,0,0,0,0,0,0,0
"137","galT",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"138","yhdH",0,1,0,0,0,0,0,0,0,0,0
"139","ynfH",1,0,0,0.5,0.25,0,0,0,0.25,0,0
"140","sodB",1,0,0,0,0,0,0.428571428571429,0,0.571428571428571,0,0
"141","sstT",1,0,0,0,0,0,0.5,0,0.5,0,0
"142","nadB",0,1,0,0,0,0,0,0,0,0,0
"143","ybjI",0,1,0,0,0,0,0,0,0,0,0
"144","purT",1,0,0,0.5,0,0,0,0,0.5,0,0
"145","fdoI",0,1,0,0,0,0,0,0,0,0,0
"146","exbB",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0,0
"147","yebZ",0,1,0,0,0,0,0,0,0,0,0
"148","pnuC",0,1,0,0,0,0,0,0,0,0,0
"149","rutE",1,0,0,1,0,0,0,0,0,0,0
"150","yeiE",0,1,0,0,0,0,0,0,0,0,0
"151","yncD",0,1,0,0,0,0,0,0,0,0,0
"152","moeA",1,0,0,0.333333333333333,0.166666666666667,0.333333333333333,0,0,0.166666666666667,0,0
"153","melA",1,0,0,1,0,0,0,0,0,0,0
"154","grpE",0,1,0,0,0,0,0,0,0,0,0
"155","ilvE",1,0,0,0,0,0,0,0,1,0,0
"156","yddA",0,1,0,0,0,0,0,0,0,0,0
"157","cysE",0,1,0,0,0,0,0,0,0,0,0
"158","sanA",0,1,0,0,0,0,0,0,0,0,0
"159","manY",1,0,0,0.285714285714286,0,0,0.142857142857143,0,0.428571428571429,0.142857142857143,0
"160","hisQ",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0,0
"161","dfp",0,1,0,0,0,0,0,0,0,0,0
"162","ydiP",0,1,0,0,0,0,0,0,0,0,0
"163","cyoB",1,0,0,0.222222222222222,0,0,0.166666666666667,0.111111111111111,0.333333333333333,0.166666666666667,0
"164","ycjY",0,1,0,0,0,0,0,0,0,0,0
"165","tdh",1,0,0,1,0,0,0,0,0,0,0
"166","ybjJ",0,1,0,0,0,0,0,0,0,0,0
"167","yhfK",0,1,0,0,0,0,0,0,0,0,0
"168","yibQ",0,1,0,0,0,0,0,0,0,0,0
"169","ccmF",1,0,0,0.5,0.166666666666667,0,0,0,0.333333333333333,0,0
"170","nth",0,1,0,0,0,0,0,0,0,0,0
"171","recC",1,0,0,1,0,0,0,0,0,0,0
"172","aegA",0,1,0,0,0,0,0,0,0,0,0
"173","uvrY",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0
"174","fucR",1,0,0,1,0,0,0,0,0,0,0
"175","rpsQ",1,0,0,0.111111111111111,0,0.222222222222222,0.222222222222222,0,0.444444444444444,0,0
"176","fepD",1,0,0,0,0,0,0,0,1,0,0
"177","aroP",1,0,0,0.5,0,0,0,0,0.5,0,0
"178","yfeD",0,1,0,0,0,0,0,0,0,0,0
"179","aqpZ",0,1,0,0,0,0,0,0,0,0,0
"180","gltL",1,0,0,1,0,0,0,0,0,0,0
"181","cycA",1,0,0.142857142857143,0,0.285714285714286,0,0.142857142857143,0.285714285714286,0,0.142857142857143,0
"182","aroF",1,0,0,0.5,0,0,0,0,0.5,0,0
"183","nadE",1,0,0,0,0,0,0,0,1,0,0
"184","gcvP",1,0,0,0.75,0,0,0,0,0.25,0,0
"185","yebY",0,1,0,0,0,0,0,0,0,0,0
"186","mutM",1,0,0,0,0,0,0,0,0,1,0
"187","mdtC",1,0,0,1,0,0,0,0,0,0,0
"188","rcsB",1,0,0,0,0,0,0,0,1,0,0
"189","exbD",1,0,0,0,0,0,0,0,1,0,0
"190","ydhW",1,0,0,0,1,0,0,0,0,0,0
"191","crl",0,1,0,0,0,0,0,0,0,0,0
"192","yieP",0,1,0,0,0,0,0,0,0,0,0
"193","znuB",1,0,0,1,0,0,0,0,0,0,0
"194","yeaC",0,1,0,0,0,0,0,0,0,0,0
"195","torD",1,0,0,0.5,0,0,0,0,0.5,0,0
"196","sdaB",0,1,0,0,0,0,0,0,0,0,0
"197","gltP",1,0,0.25,0,0.25,0,0.5,0,0,0,0
"198","agaV",1,0,0,0.5,0,0,0,0,0.5,0,0
"199","sucB",1,0,0.111111111111111,0.222222222222222,0.111111111111111,0.0555555555555556,0.111111111111111,0.111111111111111,0.277777777777778,0,0
"200","yafD",0,1,0,0,0,0,0,0,0,0,0
"201","aldA",1,0,0,0.461538461538462,0,0.0769230769230769,0.0769230769230769,0.153846153846154,0.230769230769231,0,0
"202","ilvM",1,0,0,0,0,0,0.333333333333333,0,0.666666666666667,0,0
"203","codB",1,0,0,0,0,0,0,0,1,0,0
"204","cdsA",0,1,0,0,0,0,0,0,0,0,0
"205","pyrD",1,0,0,0,0,0,0,0,1,0,0
"206","yiaD",0,1,0,0,0,0,0,0,0,0,0
"207","glgC",1,0,0,0.333333333333333,0,0,0,0.166666666666667,0.5,0,0
"208","amn",1,0,0,0,0,1,0,0,0,0,0
"209","eco",0,1,0,0,0,0,0,0,0,0,0
"210","uhpB",0,1,0,0,0,0,0,0,0,0,0
"211","ybhG",1,0,0,0,0,0,0,0,1,0,0
"212","pck",1,0,0,1,0,0,0,0,0,0,0
"213","rimJ",0,1,0,0,0,0,0,0,0,0,0
"214","can",1,0,0,1,0,0,0,0,0,0,0
"215","iscA",1,0,0,0,0,0,0,0,1,0,0
"216","chaA",0,1,0,0,0,0,0,0,0,0,0
"217","ydhR",0,1,0,0,0,0,0,0,0,0,0
"218","pflB",1,0,0,0.4375,0.0625,0.0625,0,0.1875,0.25,0,0
"219","ydgJ",0,1,0,0,0,0,0,0,0,0,0
"220","acs",1,0,0.133333333333333,0.133333333333333,0,0.0666666666666667,0.133333333333333,0.0666666666666667,0.466666666666667,0,0
"221","asd",0,1,0,0,0,0,0,0,0,0,0
"222","tpx",1,0,0,0,0,0,0.333333333333333,0,0.666666666666667,0,0
"223","emrD",1,0,0,0,0,1,0,0,0,0,0
"224","yjjP",0,1,0,0,0,0,0,0,0,0,0
"225","ydiE",0,1,0,0,0,0,0,0,0,0,0
"226","glgA",1,0,0,0.4,0,0,0,0.2,0.4,0,0
"227","yqaB",0,1,0,0,0,0,0,0,0,0,0
"228","glyA",1,0,0,0,0,0,0,0,1,0,0
"229","ais",0,1,0,0,0,0,0,0,0,0,0
"230","aroD",0,1,0,0,0,0,0,0,0,0,0
"231","folP",0,1,0,0,0,0,0,0,0,0,0
"232","yiiQ",0,1,0,0,0,0,0,0,0,0,0
"233","napH",1,0,0,0.428571428571429,0.142857142857143,0,0,0,0.428571428571429,0,0
"234","ccmH",1,0,0,0.428571428571429,0.285714285714286,0,0,0,0.285714285714286,0,0
"235","ybiV",0,1,0,0,0,0,0,0,0,0,0
"236","efp",0,1,0,0,0,0,0,0,0,0,0
"237","hemD",0,1,0,0,0,0,0,0,0,0,0
"238","yeaD",1,0,0,0,0,0,0,0,1,0,0
"239","nemA",1,0,0,0,0,0,0.333333333333333,0,0.666666666666667,0,0
"240","pykF",1,0,0,1,0,0,0,0,0,0,0
"241","efeB",0,1,0,0,0,0,0,0,0,0,0
"242","yejG",0,1,0,0,0,0,0,0,0,0,0
"243","purC",1,0,0,0,0,0,0,0,1,0,0
"244","uspE",0,1,0,0,0,0,0,0,0,0,0
"245","cyoA",1,0,0,0.222222222222222,0,0,0.166666666666667,0.111111111111111,0.333333333333333,0.166666666666667,0
"246","ilvI",1,0,0,0,0,0,0,0,1,0,0
"247","glpK",1,0,0,0.5,0,0,0,0,0.5,0,0
"248","eda",1,0,0,0,0,0,0.25,0,0.75,0,0
"249","pheP",0,1,0,0,0,0,0,0,0,0,0
"250","cysK",1,0,0,1,0,0,0,0,0,0,0
"251","napF",1,0,0,0.375,0.125,0,0,0,0.5,0,0
"252","ynaJ",0,1,0,0,0,0,0,0,0,0,0
"253","torA",1,0,0,0.5,0,0,0,0,0.5,0,0
"254","nanE",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0
"255","thiD",0,1,0,0,0,0,0,0,0,0,0
"256","ydhP",0,1,0,0,0,0,0,0,0,0,0
"257","galP",1,0,0,0.111111111111111,0,0,0.222222222222222,0,0.666666666666667,0,0
"258","yojI",1,0,0,1,0,0,0,0,0,0,0
"259","osmC",1,0,0,0.571428571428571,0,0.285714285714286,0,0,0.142857142857143,0,0
"260","cadA",1,0,0,0.434782608695652,0,0.260869565217391,0,0,0.217391304347826,0.0869565217391304,0
"261","yhbS",0,1,0,0,0,0,0,0,0,0,0
"262","sucA",1,0,0.0952380952380952,0.19047619047619,0.142857142857143,0.0476190476190476,0.142857142857143,0.0952380952380952,0.285714285714286,0,0
"263","msrB",1,0,0,0,0,0,0.25,0,0.75,0,0
"264","ung",0,1,0,0,0,0,0,0,0,0,0
"265","zraR",0,1,0,0,0,0,0,0,0,0,0
"266","tpiA",1,0,0,1,0,0,0,0,0,0,0
"267","trmH",1,0,0,0,0,0.5,0,0,0.5,0,0
"268","ybaN",0,1,0,0,0,0,0,0,0,0,0
"269","trpA",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"270","nrdG",1,0,0,0.25,0.25,0,0,0,0.5,0,0
"271","brnQ",0,1,0,0,0,0,0,0,0,0,0
"272","sdhC",1,0,0,0.214285714285714,0.285714285714286,0.142857142857143,0,0.0714285714285714,0.285714285714286,0,0
"273","add",1,0,0,1,0,0,0,0,0,0,0
"274","envC",0,1,0,0,0,0,0,0,0,0,0
"275","galE",1,0,0,0.25,0,0,0,0,0.75,0,0
"276","fumC",1,0,0,0.333333333333333,0,0.285714285714286,0.0952380952380952,0.0952380952380952,0.19047619047619,0,0
"277","bfd",0,1,0,0,0,0,0,0,0,0,0
"278","deoB",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"279","yjjW",0,1,0,0,0,0,0,0,0,0,0
"280","crr",1,0,0,0.571428571428571,0,0,0,0,0.428571428571429,0,0
"281","galK",1,0,0,0.25,0,0,0,0,0.75,0,0
"282","xseB",0,1,0,0,0,0,0,0,0,0,0
"283","kgtP",1,0,1,0,0,0,0,0,0,0,0
"284","wzzE",0,1,0,0,0,0,0,0,0,0,0
"285","moaB",0,1,0,0,0,0,0,0,0,0,0
"286","slyB",0,1,0,0,0,0,0,0,0,0,0
"287","fhuE",0,1,0,0,0,0,0,0,0,0,0
"288","yeeN",0,1,0,0,0,0,0,0,0,0,0
"289","hmp",1,0,0,0.25,0,0.25,0.25,0,0.25,0,0
"290","yfeX",0,1,0,0,0,0,0,0,0,0,0
"291","gltK",1,0,0,1,0,0,0,0,0,0,0
"292","yedE",0,1,0,0,0,0,0,0,0,0,0
"293","putP",1,0,0,0,0,0,0.25,0,0.75,0,0
"294","speC",1,0,0,0,0,1,0,0,0,0,0
"295","menC",0,1,0,0,0,0,0,0,0,0,0
"296","moaE",0,1,0,0,0,0,0,0,0,0,0
"297","exuT",1,0,0,0,0.5,0,0,0.5,0,0,0
"298","ybjM",0,1,0,0,0,0,0,0,0,0,0
"299","iscU",1,0,0,0,0,0,0,0,1,0,0
"300","ilvC",1,0,0,1,0,0,0,0,0,0,0
"301","ybiT",0,1,0,0,0,0,0,0,0,0,0
"302","phoA",1,0,0,1,0,0,0,0,0,0,0
"303","yceH",0,1,0,0,0,0,0,0,0,0,0
"304","ulaD",1,0,0,0.25,0,0,0.5,0,0.25,0,0
"305","napA",1,0,0,0.428571428571429,0.142857142857143,0,0,0,0.428571428571429,0,0
"306","ubiE",0,1,0,0,0,0,0,0,0,0,0
"307","cusR",1,0,0,1,0,0,0,0,0,0,0
"308","ispA",0,1,0,0,0,0,0,0,0,0,0
"309","ylaC",0,1,0,0,0,0,0,0,0,0,0
"310","pldB",0,1,0,0,0,0,0,0,0,0,0
"311","yceB",0,1,0,0,0,0,0,0,0,0,0
"312","yjaH",0,1,0,0,0,0,0,0,0,0,0
"313","dsbA",1,0,0,1,0,0,0,0,0,0,0
"314","kefG",0,1,0,0,0,0,0,0,0,0,0
"315","adhE",1,0,0,0.6,0.2,0,0,0,0.2,0,0
"316","fepG",1,0,0,0,0,0,0,0,1,0,0
"317","nrdR",0,1,0,0,0,0,0,0,0,0,0
"318","menB",0,1,0,0,0,0,0,0,0,0,0
"319","pqqL",0,1,0,0,0,0,0,0,0,0,0
"320","ftsZ",1,0,0,0.181818181818182,0,0.0909090909090909,0.0909090909090909,0,0.636363636363636,0,0
"321","glnH",1,0,0,0.25,0,0,0,0.75,0,0,0
"322","ypeC",0,1,0,0,0,0,0,0,0,0,0
"323","yqhD",0,1,0,0,0,0,0,0,0,0,0
"324","ubiB",0,1,0,0,0,0,0,0,0,0,0
"325","glnD",1,0,0,0.333333333333333,0,0.166666666666667,0,0.333333333333333,0.166666666666667,0,0
"326","thiM",0,1,0,0,0,0,0,0,0,0,0
"327","aroG",1,0,0,0.5,0,0,0,0,0.5,0,0
"328","ptsG",1,0,0,0.4,0,0,0,0,0.6,0,0
