"","Coherent","Incoherent","No_loop","Loop"
"1",0.2,0.8,0,1
"2",0.2,0.8,0,1
"3",1,0,0,1
"4",1,0,0,1
"5",0,0,1,0
"6",1,0,0,1
"7",0,0,1,0
"8",0,0,1,0
"9",0,0,1,0
"10",0,0,1,0
"11",0,0,1,0
"12",0.666666666666667,0.333333333333333,0,1
"13",1,0,0,1
"14",0,0,1,0
"15",0,0,1,0
"16",0,0,1,0
"17",0,0,1,0
"18",0.294117647058823,0.705882352941177,0,1
"19",0.775,0.225,0,1
"20",0,0,1,0
"21",1,0,0,1
"22",0.294117647058823,0.705882352941177,0,1
"23",0.333333333333333,0.666666666666667,0,1
"24",0.431372549019608,0.568627450980392,0,1
"25",0,0,1,0
"26",0,0,1,0
"27",0,0,1,0
"28",0.333333333333333,0.666666666666667,0,1
"29",0.386138613861386,0.613861386138614,0,1
"30",0,0,1,0
"31",0.636363636363636,0.363636363636364,0,1
"32",0.307692307692308,0.692307692307692,0,1
"33",0.1,0.9,0,1
"34",1,0,0,1
"35",0.333333333333333,0.666666666666667,0,1
"36",1,0,0,1
"37",0,0,1,0
"38",0,0,1,0
"39",0,0,1,0
"40",0,0,1,0
"41",0,0,1,0
"42",0,0,1,0
"43",0,0,1,0
"44",0.242424242424242,0.757575757575757,0,1
"45",0,1,0,1
"46",0,0,1,0
"47",0,0,1,0
"48",0,0,1,0
"49",0,0,1,0
"50",0,1,0,1
"51",0.618181818181818,0.381818181818182,0,1
"52",0,1,0,1
"53",0.391959798994975,0.608040201005026,0,1
"54",0.299270072992701,0.700729927007299,0,1
"55",0,0,1,0
"56",0,0,1,0
"57",0.473684210526316,0.526315789473684,0,1
"58",0.157894736842105,0.842105263157894,0,1
"59",0.263157894736842,0.736842105263157,0,1
"60",0.473684210526316,0.526315789473684,0,1
"61",0.157894736842105,0.842105263157894,0,1
