"","Coherent","Incoherent","No_loop","Loop"
"1",0.547619047619048,0.452380952380953,0,1
"2",0,0,1,0
"3",0,0,1,0
"4",1,0,0,1
"5",0,0,1,0
"6",1,0,0,1
"7",0,0,1,0
"8",0,1,0,1
"9",0.636363636363636,0.363636363636364,0,1
"10",1,0,0,1
"11",0,0,1,0
"12",0.75,0.25,0,1
"13",0.272727272727273,0.727272727272727,0,1
"14",0,0,1,0
"15",0.2,0.8,0,1
"16",0,0,1,0
"17",0.409090909090909,0.590909090909091,0,1
"18",0.230769230769231,0.769230769230769,0,1
"19",0,0,1,0
"20",0,0,1,0
"21",0.4,0.6,0,1
"22",0.636363636363636,0.363636363636364,0,1
"23",0.0833333333333333,0.916666666666667,0,1
"24",0,0,1,0
"25",0.172413793103448,0.827586206896551,0,1
"26",0.136363636363636,0.863636363636363,0,1
"27",0.263157894736842,0.736842105263157,0,1
"28",0,1,0,1
"29",0.263157894736842,0.736842105263157,0,1
"30",0.230769230769231,0.769230769230769,0,1
"31",0,0,1,0
"32",0.529411764705882,0.470588235294118,0,1
"33",1,0,0,1
"34",0.5,0.5,0,1
"35",0.413793103448276,0.586206896551724,0,1
"36",0.263157894736842,0.736842105263157,0,1
"37",1,0,0,1
"38",0,0,1,0
"39",0.448275862068966,0.551724137931035,0,1
"40",0.05,0.95,0,1
"41",0.473684210526316,0.526315789473684,0,1
"42",0,0,1,0
"43",0.0555555555555556,0.944444444444445,0,1
"44",0,1,0,1
"45",0,0,1,0
"46",0.341463414634146,0.658536585365854,0,1
"47",0.171428571428571,0.828571428571429,0,1
"48",1,0,0,1
"49",0.333333333333333,0.666666666666667,0,1
"50",1,0,0,1
"51",0.323529411764706,0.676470588235294,0,1
"52",0,0,1,0
"53",0.131578947368421,0.868421052631578,0,1
"54",0,0,1,0
"55",1,0,0,1
"56",1,0,0,1
"57",1,0,0,1
"58",0,1,0,1
"59",1,0,0,1
"60",0,0,1,0
"61",0.275862068965517,0.724137931034483,0,1
"62",0.0714285714285714,0.928571428571428,0,1
"63",0.714285714285714,0.285714285714286,0,1
"64",0.59375,0.40625,0,1
"65",0,0,1,0
"66",0.172413793103448,0.827586206896551,0,1
"67",0,0,1,0
"68",0.689655172413793,0.310344827586207,0,1
"69",0,0,1,0
"70",1,0,0,1
"71",0.0714285714285714,0.928571428571428,0,1
"72",0,0,1,0
"73",0,0,1,0
"74",0,1,0,1
"75",0,0,1,0
"76",0.473684210526316,0.526315789473684,0,1
"77",0.408163265306123,0.591836734693878,0,1
"78",0.809523809523808,0.19047619047619,0,1
"79",0,0,1,0
"80",1,0,0,1
"81",1,0,0,1
"82",0,0,1,0
"83",0,0,1,0
"84",0,0,1,0
"85",1,0,0,1
"86",0.448275862068966,0.551724137931035,0,1
"87",0.172413793103448,0.827586206896551,0,1
"88",0,1,0,1
"89",0,0,1,0
"90",0.310344827586207,0.689655172413793,0,1
"91",0,0,1,0
"92",0.5,0.5,0,1
"93",0,0,1,0
"94",0.657894736842105,0.342105263157895,0,1
"95",0.206349206349206,0.793650793650793,0,1
"96",0,1,0,1
"97",0,0,1,0
"98",0,1,0,1
"99",0,0,1,0
"100",0,0,1,0
"101",0,0,1,0
"102",0.2,0.8,0,1
"103",1,0,0,1
"104",0,1,0,1
"105",0,0,1,0
"106",0,0,1,0
"107",0,0,1,0
"108",1,0,0,1
"109",1,0,0,1
"110",1,0,0,1
"111",0,1,0,1
"112",0,1,0,1
"113",0,1,0,1
"114",0.259259259259259,0.74074074074074,0,1
"115",0,0,1,0
"116",1,0,0,1
"117",0,1,0,1
"118",1,0,0,1
"119",0,0,1,0
"120",0.285714285714286,0.714285714285714,0,1
"121",0,0,1,0
"122",0,0,1,0
"123",1,0,0,1
"124",0,0,1,0
"125",0,0,1,0
"126",0,1,0,1
"127",0.181818181818182,0.818181818181818,0,1
"128",0,1,0,1
"129",0.32258064516129,0.677419354838709,0,1
"130",0,0,1,0
"131",1,0,0,1
"132",0.2,0.8,0,1
"133",1,0,0,1
"134",0,0,1,0
"135",0,0,1,0
"136",0.26984126984127,0.730158730158729,0,1
"137",0.588235294117647,0.411764705882353,0,1
"138",0.344827586206897,0.655172413793103,0,1
"139",0,0,1,0
"140",0,0,1,0
"141",0,0,1,0
"142",0.172413793103448,0.827586206896551,0,1
"143",0,0,1,0
"144",1,0,0,1
"145",0,0,1,0
"146",1,0,0,1
"147",1,0,0,1
"148",0,1,0,1
"149",0,0,1,0
"150",0.999999999999999,0,0,1
"151",0.170212765957447,0.829787234042553,0,1
"152",0,0,1,0
"153",0.172413793103448,0.827586206896551,0,1
"154",0,0,1,0
"155",0,0,1,0
"156",0,0,1,0
"157",0,0,1,0
"158",0,1,0,1
"159",0,0,1,0
"160",0.0588235294117647,0.941176470588235,0,1
"161",0,0,1,0
"162",0.253968253968254,0.746031746031745,0,1
"163",0,0,1,0
"164",0.75,0.25,0,1
"165",0,0,1,0
"166",0.0769230769230769,0.923076923076923,0,1
"167",0.230769230769231,0.769230769230769,0,1
"168",1,0,0,1
"169",0.206349206349206,0.793650793650793,0,1
"170",1,0,0,1
"171",0,0,1,0
"172",0,0,1,0
"173",0,0,1,0
"174",0.181818181818182,0.818181818181818,0,1
"175",0.644444444444444,0.355555555555555,0,1
"176",0,0,1,0
"177",0,0,1,0
"178",0.253968253968254,0.746031746031745,0,1
"179",0,0,1,0
"180",0,1,0,1
"181",0,0,1,0
"182",0,0,1,0
"183",0,0,1,0
"184",0.870967741935483,0.129032258064516,0,1
"185",0,0,1,0
"186",0.268292682926829,0.731707317073171,0,1
"187",0,0,1,0
"188",0,1,0,1
"189",0,1,0,1
"190",1,0,0,1
"191",0,0,1,0
"192",0.526315789473684,0.473684210526316,0,1
"193",0,0,1,0
"194",0.242424242424242,0.757575757575757,0,1
"195",0,0,1,0
"196",0.657894736842105,0.342105263157895,0,1
"197",0.451612903225806,0.548387096774193,0,1
"198",0.2,0.8,0,1
"199",1,0,0,1
"200",1,0,0,1
"201",0,0,1,0
"202",0.758620689655172,0.241379310344828,0,1
"203",0,0,1,0
"204",0,0,1,0
"205",0.222222222222222,0.777777777777778,0,1
"206",0,0,1,0
"207",0,0,1,0
"208",1,0,0,1
"209",0,0,1,0
"210",0,0,1,0
"211",1,0,0,1
"212",0,0,1,0
"213",0,1,0,1
"214",0,0,1,0
"215",0,0,1,0
"216",0,1,0,1
"217",0.365079365079365,0.634920634920634,0,1
"218",0,1,0,1
"219",0.888888888888889,0.111111111111111,0,1
"220",0,1,0,1
"221",0,1,0,1
"222",0,0,1,0
"223",0,0,1,0
"224",0,0,1,0
"225",0.269230769230769,0.730769230769231,0,1
"226",0,0,1,0
"227",0,0,1,0
"228",0,0,1,0
"229",0,0,1,0
"230",1,0,0,1
"231",0,0,1,0
"232",0.999999999999999,0,0,1
"233",0,0,1,0
"234",0,0,1,0
"235",0,0,1,0
"236",0.430555555555556,0.569444444444444,0,1
"237",0,0,1,0
"238",0.2,0.8,0,1
"239",0,0,1,0
"240",0,0,1,0
"241",0,0,1,0
"242",0,0,1,0
"243",0,0,1,0
"244",0.346153846153846,0.653846153846154,0,1
"245",0,0,1,0
"246",0,1,0,1
"247",0,0,1,0
"248",0,0,1,0
"249",0,0,1,0
"250",0,0,1,0
"251",0.774193548387096,0.225806451612903,0,1
"252",0.451612903225806,0.548387096774193,0,1
"253",0,0,1,0
"254",0,0,1,0
"255",0,0,1,0
"256",0,0,1,0
"257",0,0,1,0
"258",0,1,0,1
"259",0,0,1,0
"260",0,0,1,0
"261",0,0,1,0
"262",0,0,1,0
"263",0.253968253968254,0.746031746031745,0,1
"264",1,0,0,1
"265",1,0,0,1
"266",1,0,0,1
"267",0.387096774193548,0.612903225806451,0,1
"268",0,0,1,0
"269",0.352941176470588,0.647058823529412,0,1
"270",0,0,1,0
"271",1,0,0,1
"272",0.305389221556886,0.694610778443115,0,1
"273",0.677419354838709,0.32258064516129,0,1
"274",0,0,1,0
"275",0,1,0,1
"276",1,0,0,1
"277",1,0,0,1
"278",0,0,1,0
"279",0,0,1,0
"280",1,0,0,1
"281",0,1,0,1
"282",0.608695652173913,0.391304347826087,0,1
"283",0.218045112781955,0.781954887218047,0,1
"284",0,0,1,0
"285",0.26984126984127,0.730158730158729,0,1
"286",0,0,1,0
"287",0,0,1,0
"288",0,1,0,1
"289",1,0,0,1
"290",0,0,1,0
"291",0,0,1,0
"292",1,0,0,1
"293",0,1,0,1
"294",0,0,1,0
"295",0.41025641025641,0.58974358974359,0,1
