"","FFL","No_FFL","C3","C1","C2","C4","I2","I4","I3","I1","NonPl_X"
"Plastic
genes",3.84615384615385,96.1538461538462,0.106837606837607,0,3.20512820512821,0.534188034188034,0,0,0,0,0
"Non-plastic
genes",0,100,0,0,0,0,0,0,0,0,0
