"","V1","FBL_number","No_FBL","FBL"
"1","fumB",0,0,1
"2","hybE",0,0,1
"3","hybB",0,0,1
"4","dmsA",0,0,1
"5","hybF",0,0,1
"6","hybO",0,0,1
"7","tdcE",0,0,1
"8","clpA",0,0,1
"9","entF",0,0,1
"10","tdcD",0,0,1
"11","lysU",0,0,1
"12","ynfG",0,0,1
"13","pepE",0,0,1
"14","ansB",0,0,1
"15","ydcZ",0,0,1
"16","hypA",0,0,1
"17","hiuH",0,0,1
"18","grcA",0,0,1
"19","tdcF",0,0,1
"20","phoH",0,0,1
"21","hybD",0,0,1
"22","ynfF",0,0,1
"23","tonB",0,0,1
"24","hybC",0,0,1
"25","hypB",0,0,1
"26","dcuB",0,0,1
"27","frdB",0,0,1
"28","hypC",0,0,1
"29","rsxE",0,0,1
"30","ybdZ",0,0,1
"31","leuA",0,0,1
"32","clpS",0,0,1
"33","icd",0,0,1
"34","sodA",0,0,1
"35","fis",48,0,1
"36","tdcA",0,0,1
"37","frdD",0,0,1
"38","hypD",0,0,1
"39","ydhV",0,0,1
"40","dmsB",0,0,1
"41","entB",0,0,1
"42","fhuF",0,0,1
"43","dcuA",0,0,1
"44","pgl",0,0,1
"45","dmsD",0,0,1
"46","ydjA",0,0,1
"47","fepB",0,0,1
"48","yhbW",0,0,1
"49","mdtI",0,0,1
"50","fsr",0,0,1
"51","kbl",0,0,1
"52","kefB",0,0,1
"53","msrP",0,0,1
"54","serA",0,0,1
"55","glpQ",0,0,1
"56","ldtD",0,0,1
"57","metJ",0,0,1
"58","yceI",0,0,1
"59","preT",0,0,1
"60","smg",0,0,1
"61","ulaC",0,0,1
"62","ynfE",0,0,1
"63","ompW",0,0,1
"64","efeO",0,0,1
"65","yqiA",0,0,1
"66","gltI",0,0,1
"67","ghoS",0,0,1
"68","dcuC",0,0,1
"69","yfeC",0,0,1
"70","leuD",0,0,1
"71","ycgM",0,0,1
"72","hybG",0,0,1
"73","fes",0,0,1
"74","entA",0,0,1
"75","yoaB",0,0,1
"76","yjjI",0,0,1
"77","ogt",0,0,1
"78","mntH",0,0,1
"79","leuC",0,0,1
"80","shiA",0,0,1
"81","leuB",0,0,1
"82","gcvR",0,0,1
"83","entC",0,0,1
"84","ravA",0,0,1
"85","selA",0,0,1
"86","efeU",0,0,1
"87","ispU",0,0,1
"88","msrA",0,0,1
"89","fadE",0,0,1
"90","msrQ",0,0,1
"91","ugpC",0,0,1
"92","manZ",0,0,1
"93","ccmD",0,0,1
"94","ydhY",0,0,1
"95","yhjE",0,0,1
"96","fepC",0,0,1
"97","mgsA",0,0,1
"98","sucC",0,0,1
"99","hypE",0,0,1
"100","csrD",0,0,1
"101","pykA",0,0,1
"102","yaeP",0,0,1
"103","trmA",0,0,1
"104","pepD",0,0,1
"105","yciH",0,0,1
"106","galT",0,0,1
"107","yhdH",0,0,1
"108","ynfH",0,0,1
"109","sodB",0,0,1
"110","sstT",0,0,1
"111","ppnP",0,0,1
"112","nadB",0,0,1
"113","ybjI",0,0,1
"114","purT",0,0,1
"115","fdoI",0,0,1
"116","exbB",0,0,1
"117","yebZ",0,0,1
"118","ppsR",0,0,1
"119","pnuC",0,0,1
"120","gpr",0,0,1
"121","rutE",0,0,1
"122","yeiE",0,0,1
"123","moeA",0,0,1
"124","melA",0,0,1
"125","ilvE",0,0,1
"126","yddA",0,0,1
"127","cysE",0,0,1
"128","sanA",0,0,1
"129","manY",0,0,1
"130","hisQ",0,0,1
"131","dfp",0,0,1
"132","ydiP",0,0,1
"133","maoP",0,0,1
"134","ycjY",0,0,1
"135","tdh",0,0,1
"136","ybjJ",0,0,1
"137","yhfK",0,0,1
"138","yibQ",0,0,1
"139","ccmF",0,0,1
"140","nth",0,0,1
"141","recC",0,0,1
"142","preA",0,0,1
"143","gsiC",0,0,1
"144","aegA",0,0,1
"145","entH",0,0,1
"146","rpsQ",0,0,1
"147","fepD",0,0,1
"148","dtpB",0,0,1
"149","yfeD",0,0,1
"150","entS",0,0,1
"151","aqpZ",0,0,1
"152","gltL",0,0,1
"153","cycA",0,0,1
"154","aroF",0,0,1
"155","gcvP",0,0,1
"156","yebY",0,0,1
"157","mutM",0,0,1
"158","mdtC",0,0,1
"159","exbD",0,0,1
"160","ydhW",0,0,1
"161","crl",0,0,1
"162","znuB",0,0,1
"163","ghoT",0,0,1
"164","torD",0,0,1
"165","gltP",0,0,1
"166","agaV",0,0,1
"167","sucB",0,0,1
"168","yafD",0,0,1
"169","ilvM",0,0,1
"170","cdsA",0,0,1
"171","pyrD",0,0,1
"172","glgC",0,0,1
"173","amn",0,0,1
"174","uhpB",0,0,1
"175","ybhG",0,0,1
"176","smrA",0,0,1
"177","pck",0,0,1
"178","rimJ",0,0,1
"179","iscA",0,0,1
"180","chaA",0,0,1
"181","ydhR",0,0,1
"182","pflB",0,0,1
"183","ydgJ",0,0,1
"184","acs",0,0,1
"185","asd",0,0,1
"186","tpx",0,0,1
"187","emrD",0,0,1
"188","yjjP",0,0,1
"189","ydiE",0,0,1
"190","glgA",0,0,1
"191","yqaB",0,0,1
"192","ais",0,0,1
"193","aroD",0,0,1
"194","hpf",0,0,1
"195","yiiQ",0,0,1
"196","napH",0,0,1
"197","ccmH",0,0,1
"198","ybiV",0,0,1
"199","ldtE",0,0,1
"200","efp",0,0,1
"201","ubiU",0,0,1
"202","hemD",0,0,1
"203","pykF",0,0,1
"204","uspE",0,0,1
"205","ilvI",0,0,1
"206","glpK",0,0,1
"207","eda",0,0,1
"208","pheP",0,0,1
"209","cysK",0,0,1
"210","napF",0,0,1
"211","ynaJ",0,0,1
"212","torA",0,0,1
"213","nanE",0,0,1
"214","mlaF",0,0,1
"215","thiD",0,0,1
"216","ydhP",0,0,1
"217","galP",0,0,1
"218","yojI",0,0,1
"219","lysO",0,0,1
"220","osmC",0,0,1
"221","cadA",0,0,1
"222","yhbS",0,0,1
"223","msrB",0,0,1
"224","ung",0,0,1
"225","zraR",7,0,1
"226","trmH",0,0,1
"227","ybaN",0,0,1
"228","trpA",0,0,1
"229","brnQ",0,0,1
"230","envC",0,0,1
"231","arfB",0,0,1
"232","galE",0,0,1
"233","fumC",0,0,1
"234","bfd",0,0,1
"235","gluQ",0,0,1
"236","yjjW",0,0,1
"237","crr",0,0,1
"238","gstB",0,0,1
"239","xseB",0,0,1
"240","moaB",0,0,1
"241","slyB",0,0,1
"242","fhuE",0,0,1
"243","hmp",0,0,1
"244","yfeX",0,0,1
"245","gltK",0,0,1
"246","yedE",0,0,1
"247","putP",0,0,1
"248","speC",0,0,1
"249","menC",0,0,1
"250","moaE",0,0,1
"251","exuT",0,0,1
"252","ybjM",0,0,1
"253","iscU",0,0,1
"254","ilvC",0,0,1
"255","ybiT",0,0,1
"256","phoA",0,0,1
"257","yceH",0,0,1
"258","ulaD",0,0,1
"259","napA",0,0,1
"260","cusR",0,0,1
"261","ispA",0,0,1
"262","pldB",0,0,1
"263","yceB",0,0,1
"264","yjaH",0,0,1
"265","dsbA",0,0,1
"266","kefG",0,0,1
"267","adhE",0,0,1
"268","bidA",0,0,1
"269","fepG",0,0,1
"270","nrdR",0,0,1
"271","pdeK",0,0,1
"272","pqqL",0,0,1
"273","ftsZ",0,0,1
"274","glnH",0,0,1
"275","ypeC",0,0,1
"276","yqhD",0,0,1
"277","glnD",0,0,1
"278","mnaT",0,0,1
"279","thiM",0,0,1
"280","aroG",0,0,1
"281","cfa",0,0,1
"282","wzzE",0,0,1
"283","add",0,0,1
"284","aroP",0,0,1
"285","cyoB",0,0,1
