"","V1","FFL","No_FFL","ID_A_N","ID_A_P","ID_D_N","ID_D_N.1","II_A_N","II_A_P","II_D_N","II_D_N.1","NP_X"
"58","galM",1,0,0,0,0,0,0,0,0,0,1
"59","hipB",1,0,0,0,0,0,0,0,0,0,1
"60","hisL",0,1,0,0,0,0,0,0,0,0,0
"61","intF",0,1,0,0,0,0,0,0,0,0,0
"62","mobA",0,1,0,0,0,0,0,0,0,0,0
"63","mobB",0,1,0,0,0,0,0,0,0,0,0
"64","ogrK",0,1,0,0,0,0,0,0,0,0,0
"65","panD",1,0,0,0,0,0,0,0,0,0,1
"66","pdxJ",0,1,0,0,0,0,0,0,0,0,0
"67","pheM",0,1,0,0,0,0,0,0,0,0,0
"68","pmrD",0,1,0,0,0,0,0,0,0,0,0
"69","ssb",1,0,0,0,0,0,0,0,0,0,1
"70","sulA",1,0,0,0,0,0,0,0,0,0,1
"71","tfaS",0,1,0,0,0,0,0,0,0,0,0
"72","umuD",1,0,0,0,0,0,0,0,0,0,1
"73","yacC",0,1,0,0,0,0,0,0,0,0,0
"74","yciN",0,1,0,0,0,0,0,0,0,0,0
"75","yebG",1,0,0,0,0,0,0,0,0,0,1
"76","yedJ",0,1,0,0,0,0,0,0,0,0,0
"77","yeiS",0,1,0,0,0,0,0,0,0,0,0
"78","yfdK",0,1,0,0,0,0,0,0,0,0,0
"79","yhaJ",0,1,0,0,0,0,0,0,0,0,0
"80","yhbP",0,1,0,0,0,0,0,0,0,0,0
"81","yhhM",0,1,0,0,0,0,0,0,0,0,0
"82","yhiI",0,1,0,0,0,0,0,0,0,0,0
"83","yibL",0,1,0,0,0,0,0,0,0,0,0
"84","yidB",0,1,0,0,0,0,0,0,0,0,0
"85","yifN",0,1,0,0,0,0,0,0,0,0,0
"86","yihD",0,1,0,0,0,0,0,0,0,0,0
"87","yjaG",0,1,0,0,0,0,0,0,0,0,0
"88","yjbD",0,1,0,0,0,0,0,0,0,0,0
"89","yjbQ",1,0,0.25,0,0,0,0,0,0,0,0.75
"90","yjdJ",0,1,0,0,0,0,0,0,0,0,0
"91","yjhD",0,1,0,0,0,0,0,0,0,0,0
"92","yjjX",0,1,0,0,0,0,0,0,0,0,0
"93","ykgJ",0,1,0,0,0,0,0,0,0,0,0
"94","ymfK",0,1,0,0,0,0,0,0,0,0,0
"95","ymgA",1,0,0,0,0,0,0,0,0,0,1
"96","ynjH",1,0,0,0,0,0,0,0,0.5,0,0.5
"97","yoaF",0,1,0,0,0,0,0,0,0,0,0
"98","yoaH",0,1,0,0,0,0,0,0,0,0,0
"99","yrdA",0,1,0,0,0,0,0,0,0,0,0
"100","zipA",0,1,0,0,0,0,0,0,0,0,0
"101","zntR",0,1,0,0,0,0,0,0,0,0,0
"102","aceE",1,0,0,0,0,0,0,0,0,0,1
"103","alaT",1,0,0,0,0,0,0,0,0,0,1
"104","alaU",1,0,0,0,0,0,0,0,0,0,1
"105","alaX",1,0,0,0,0,0,0,0,0,0,1
"106","ansA",0,1,0,0,0,0,0,0,0,0,0
"107","argQ",0,1,0,0,0,0,0,0,0,0,0
"108","argZ",0,1,0,0,0,0,0,0,0,0,0
"109","artI",1,0,0,0,0,0,0,0,0,0,1
"110","artP",1,0,0,0,0,0,0,0,0,0,1
"111","cheB",0,1,0,0,0,0,0,0,0,0,0
"112","cheZ",0,1,0,0,0,0,0,0,0,0,0
"113","fbaA",1,0,0,0,0,0,0,0,0,0,1
"114","fliD",1,0,0,0,0,0,0,0,0,0,1
"115","fliL",1,0,0,0,0,0,0,0,0,0,1
"116","fliM",1,0,0,0,0,0,0,0,0,0,1
"117","fliO",1,0,0,0,0,0,0,0,0,0,1
"118","fliS",1,0,0,0,0,0,0,0,0,0,1
"119","fliT",1,0,0,0,0,0,0,0,0,0,1
"120","gatA",1,0,0,0,0,0,0,0,0,0,1
"121","gatB",1,0,0,0,0,0,0,0,0,0,1
"122","glnS",1,0,0,0,0,0,0,0,0,0,1
"123","glnW",1,0,0,0,0,0,0,0,0,0,1
"124","gltT",1,0,0,0,0,0,0,0,0,0,1
"125","gltU",1,0,0,0,0,0,0,0,0,0,1
"126","gltV",1,0,0,0,0,0,0,0,0,0,1
"127","gltW",1,0,0,0,0,0,0,0,0,0,1
"128","gnd",1,0,0,0,0,0,0,0,0,0,1
"129","ileT",1,0,0,0,0,0,0,0,0,0,1
"130","ileU",1,0,0,0,0,0,0,0,0,0,1
"131","leuW",1,0,0,0,0,0,0,0,0,0,1
"132","lpxD",1,0,0,0,0,0,0,0,0,0,1
"133","lysQ",0,1,0,0,0,0,0,0,0,0,0
"134","lysT",1,0,0,0,0,0,0,0,0,0,1
"135","lysW",1,0,0,0,0,0,0,0,0,0,1
"136","lysY",0,1,0,0,0,0,0,0,0,0,0
"137","lysZ",0,1,0,0,0,0,0,0,0,0,0
"138","malE",1,0,0,0,0,0,0,0,0,0,1
"139","metT",1,0,0,0,0,0,0,0,0,0,1
"140","metU",1,0,0,0,0,0,0,0,0,0,1
"141","nuoA",1,0,0,0,0,0,0,0,0,0,1
"142","nuoB",1,0,0,0,0,0,0,0,0,0,1
"143","nuoG",1,0,0,0,0,0,0,0,0,0,1
"144","nuoI",1,0,0,0,0,0,0,0,0,0,1
"145","nuoL",1,0,0,0,0,0,0,0,0,0,1
"146","oppA",1,0,0,0,0,0,0,0,0,0.25,0.75
"147","oppC",1,0,0.2,0,0,0,0,0,0,0,0.8
"148","pepQ",0,1,0,0,0,0,0,0,0,0,0
"149","potC",0,1,0,0,0,0,0,0,0,0,0
"150","potD",0,1,0,0,0,0,0,0,0,0,0
"151","pssA",0,1,0,0,0,0,0,0,0,0,0
"152","rfaD",1,0,0,0,0,0,0,0,0,0,1
"153","ribE",1,0,0,0,0,0,0,0,0,0,1
"154","serT",1,0,0,0,0,0,0,0,0,0,1
"155","tap",0,1,0,0,0,0,0,0,0,0,0
"156","tar",0,1,0,0,0,0,0,0,0,0,0
"157","thrV",1,0,0,0,0,0,0,0,0,0,1
"158","tsr",1,0,0,0,0,0,0,0,0,0,1
"159","tyrT",1,0,0,0,0,0,0,0,0,0,1
"160","tyrV",1,0,0,0,0,0,0,0,0,0,1
"161","yfdH",0,1,0,0,0,0,0,0,0,0,0
"162","pyrL",0,1,0,0,0,0,0,0,0,0,0
"163","yfaZ",0,1,0,0,0,0,0,0,0,0,0
"164","ampD",0,1,0,0,0,0,0,0,0,0,0
"165","cueR",0,1,0,0,0,0,0,0,0,0,0
"166","intR",0,1,0,0,0,0,0,0,0,0,0
"167","priC",0,1,0,0,0,0,0,0,0,0,0
"168","seqA",0,1,0,0,0,0,0,0,0,0,0
"169","yajG",0,1,0,0,0,0,0,0,0,0,0
"170","ytfP",0,1,0,0,0,0,0,0,0,0,0
"171","yeaQ",0,1,0,0,0,0,0,0,0,0,0
"172","osmY",1,0,0,0,0,0,0,0,0,0,1
"173","hdeA",1,0,0,0,0,0,0,0,0,0,1
"174","yahO",0,1,0,0,0,0,0,0,0,0,0
"175","nlpA",1,0,0,0,0,0,0,0,0,0,1
"176","rpoS",1,0,0,0,0,0,0,0,0,0,1
"177","rmf",0,1,0,0,0,0,0,0,0,0,0
"178","fliF",1,0,0,0,0,0.125,0,0,0,0,0.875
"179","fliG",1,0,0,0,0,0.125,0,0,0,0,0.875
"180","fliI",1,0,0,0,0,0.125,0,0,0,0,0.875
"181","fliJ",1,0,0,0,0,0.125,0,0,0,0,0.875
"182","fliK",1,0,0,0,0,0.125,0,0,0,0,0.875
"183","glcC",1,0,0,0,0,0,0,0,0,0,1
"184","iscR",1,0,0,0,0,0,0,0,0,0,1
"185","nrdH",1,0,0,0,0,0,0,0,0,0,1
"186","nrdI",1,0,0,0,0,0,0,0,0,0,1
"187","argT",1,0,0,0,0,0,0,0,0,0,1
"188","betI",1,0,0,0,0,0,0,0,0,0,1
"189","cyoC",1,0,0,0,0,0,0,0,0,0,1
"190","cyoD",1,0,0,0,0,0,0,0,0,0,1
"191","clpA",0,1,0,0,0,0,0,0,0,0,0
"192","hybD",1,0,0,0,0,0,0,0,0,0,1
"193","tonB",0,1,0,0,0,0,0,0,0,0,0
"194","fis",1,0,0,0,0,0,0,0,0,0,1
"195","gltA",1,0,0,0,0,0,0,0,0,0,1
"196","dadA",0,1,0,0,0,0,0,0,0,0,0
"197","sucD",1,0,0,0,0,0,0,0,0,0,1
"198","sdaC",0,1,0,0,0,0,0,0,0,0,0
"199","smg",0,1,0,0,0,0,0,0,0,0,0
"200","ycgM",0,1,0,0,0,0,0,0,0,0,0
"201","fucK",1,0,0,0,0,0,0,0,0,0,1
"202","mgsA",0,1,0,0,0,0,0,0,0,0,0
"203","sucC",1,0,0,0,0,0,0,0,0,0,1
"204","pepD",1,0,0,0,0,0,0,0,0,0,1
"205","yciH",1,0,0,0,0,0,0,0,0,0,1
"206","exbB",1,0,0,0,0,0,0,0,0,0,1
"207","pnuC",0,1,0,0,0,0,0,0,0,0,0
"208","sanA",0,1,0,0,0,0,0,0,0,0,0
"209","cyoB",1,0,0,0,0,0,0,0.0555555555555556,0,0,0.944444444444445
"210","uvrY",1,0,0,0,0,0,0,0,0,0,1
"211","yfeD",0,1,0,0,0,0,0,0,0,0,0
"212","exbD",1,0,0,0,0,0,0,0,0,0,1
"213","yeaC",0,1,0,0,0,0,0,0,0,0,0
"214","sucB",1,0,0,0,0,0,0,0,0,0,1
"215","ilvM",1,0,0,0,0,0,0,0,0,0,1
"216","eco",0,1,0,0,0,0,0,0,0,0,0
"217","rimJ",0,1,0,0,0,0,0,0,0,0,0
"218","ydhR",0,1,0,0,0,0,0,0,0,0,0
"219","ais",0,1,0,0,0,0,0,0,0,0,0
"220","ybiV",0,1,0,0,0,0,0,0,0,0,0
"221","pykF",1,0,0,0,0,0,0,0,0,0,1
"222","yejG",0,1,0,0,0,0,0,0,0,0,0
"223","cyoA",1,0,0,0,0,0,0,0.0555555555555556,0,0,0.944444444444445
"224","ynaJ",0,1,0,0,0,0,0,0,0,0,0
"225","osmC",1,0,0,0,0,0,0,0,0,0,1
"226","yhbS",0,1,0,0,0,0,0,0,0,0,0
"227","ung",0,1,0,0,0,0,0,0,0,0,0
"228","bfd",0,1,0,0,0,0,0,0,0,0,0
"229","yeeN",0,1,0,0,0,0,0,0,0,0,0
"230","yedE",0,1,0,0,0,0,0,0,0,0,0
"231","yceH",0,1,0,0,0,0,0,0,0,0,0
"232","ylaC",0,1,0,0,0,0,0,0,0,0,0
"233","yceB",0,1,0,0,0,0,0,0,0,0,0
"234","ftsZ",1,0,0,0,0,0,0,0,0,0,1
"235","aroG",1,0,0,0,0,0,0,0,0,0,1
"236","ptsG",1,0,0,0,0,0,0,0,0,0,1
"237","ycgM",0,1,0,0,0,0,0,0,0,0,0
"238","pepD",1,0,0,0,0,0,0,0,0,0,1
"239","nrdI",1,0,0,0,0,0,0,0,0,0,1
"240","mgsA",0,1,0,0,0,0,0,0,0,0,0
"241","yciH",1,0,0,0,0,0,0,0,0,0,1
"242","yfeD",0,1,0,0,0,0,0,0,0,0,0
"243","bfd",0,1,0,0,0,0,0,0,0,0,0
"244","dadA",0,1,0,0,0,0,0,0,0,0,0
"245","sanA",0,1,0,0,0,0,0,0,0,0,0
"246","nrdH",1,0,0,0,0,0,0,0,0,0,1
"247","ais",0,1,0,0,0,0,0,0,0,0,0
"248","smg",0,1,0,0,0,0,0,0,0,0,0
"249","fis",1,0,0,0,0,0,0,0,0,0,1
"250","fucK",1,0,0,0,0,0,0,0,0,0,1
"251","gltA",1,0,0,0,0,0,0,0,0,0,1
"252","ybiV",0,1,0,0,0,0,0,0,0,0,0
"253","fliF",1,0,0,0,0,0,0,0,0,0,1
"254","clpA",0,1,0,0,0,0,0,0,0,0,0
"255","ydhR",0,1,0,0,0,0,0,0,0,0,0
"256","fliK",1,0,0,0,0,0,0,0,0,0,1
"257","ynaJ",0,1,0,0,0,0,0,0,0,0,0
"258","betI",1,0,0,0,0,0,0,0,0,0,1
"259","cspG",0,1,0,0,0,0,0,0,0,0,0
"260","flhC",1,0,0.0909090909090909,0.151515151515152,0.121212121212121,0,0,0,0.333333333333333,0,0.303030303030303
"261","glpF",1,0,0,0.25,0.25,0,0,0,0.5,0,0
"262","cspA",1,0,0,0.5,0,0,0,0,0.25,0,0.25
"263","glpT",1,0,0,0.1875,0.0625,0,0,0,0.1875,0,0.5625
"264","flhD",1,0,0.0909090909090909,0.151515151515152,0.121212121212121,0,0,0,0.333333333333333,0,0.303030303030303
"265","pspC",1,0,0,0,0,0,0,0,0,0,1
"266","pspA",1,0,0,0,0,0,0,0,0,0,1
"267","pspB",1,0,0,0,0,0,0,0,0,0,1
"268","miaA",1,0,0,1,0,0,0,0,0,0,0
"269","secE",0,1,0,0,0,0,0,0,0,0,0
"270","speE",0,1,0,0,0,0,0,0,0,0,0
"271","tsx",1,0,0,0,0,0,0,0,1,0,0
"272","rplY",1,0,0,0,0,0.5,0,0,0.5,0,0
"273","speD",0,1,0,0,0,0,0,0,0,0,0
"274","ybfA",0,1,0,0,0,0,0,0,0,0,0
"275","yhjR",1,0,0,1,0,0,0,0,0,0,0
"276","potA",0,1,0,0,0,0,0,0,0,0,0
"277","speB",1,0,0,0.5,0,0,0,0,0.5,0,0
"278","stpA",1,0,0,0.2,0,0.4,0,0,0.4,0,0
"279","thiI",0,1,0,0,0,0,0,0,0,0,0
"280","rpsA",1,0,0,0,0,0.5,0,0,0.5,0,0
"281","pcnB",1,0,0,0.25,0,0.25,0,0,0.25,0.25,0
"282","yhbE",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0
"283","yidC",0,1,0,0,0,0,0,0,0,0,0
"284","secA",0,1,0,0,0,0,0,0,0,0,0
"285","yqgB",0,1,0,0,0,0,0,0,0,0,0
"286","rnpA",0,1,0,0,0,0,0,0,0,0,0
"287","pyrG",0,1,0,0,0,0,0,0,0,0,0
"288","yebC",0,1,0,0,0,0,0,0,0,0,0
"289","pyrF",1,0,0,1,0,0,0,0,0,0,0
"290","queA",0,1,0,0,0,0,0,0,0,0,0
"291","rpsT",0,1,0,0,0,0,0,0,0,0,0
"292","rpsF",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"293","yhdZ",1,0,0,1,0,0,0,0,0,0,0
"294","atpB",1,0,0,1,0,0,0,0,0,0,0
"295","metK",1,0,0,0.2,0,0.2,0,0,0.6,0,0
"296","ydiY",0,1,0,0,0,0,0,0,0,0,0
"297","soxS",1,0,0,0.2,0,0.2,0.1,0,0.4,0,0.1
"298","rnb",0,1,0,0,0,0,0,0,0,0,0
"299","potB",0,1,0,0,0,0,0,0,0,0,0
"300","guaA",1,0,0,0.166666666666667,0,0,0,0,0.5,0,0.333333333333333
"301","greA",1,0,0,1,0,0,0,0,0,0,0
"302","ybfE",0,1,0,0,0,0,0,0,0,0,0
"303","spoT",1,0,0,0,0,0.5,0,0,0.5,0,0
"304","rpsB",0,1,0,0,0,0,0,0,0,0,0
"305","aroA",1,0,0,0,0,0,0,0,1,0,0
"306","modA",1,0,0,1,0,0,0,0,0,0,0
"307","atpE",0,1,0,0,0,0,0,0,0,0,0
"308","priB",1,0,0,0.142857142857143,0,0,0.285714285714286,0,0.571428571428571,0,0
"309","prfC",0,1,0,0,0,0,0,0,0,0,0
"310","purB",1,0,0,0,0,0,0,0,1,0,0
"311","tsf",1,0,0,0,0,0,0,0,1,0,0
"312","cobS",0,1,0,0,0,0,0,0,0,0,0
"313","yfhL",0,1,0,0,0,0,0,0,0,0,0
"314","apt",0,1,0,0,0,0,0,0,0,0,0
"315","yhcN",0,1,0,0,0,0,0,0,0,0,0
"316","gpt",1,0,0,0,0,0,0,0,1,0,0
"317","uraA",1,0,0,1,0,0,0,0,0,0,0
"318","yehS",0,1,0,0,0,0,0,0,0,0,0
"319","glgS",1,0,0,0,0,0,0,0.5,0,0,0.5
"320","ymdA",0,1,0,0,0,0,0,0,0,0,0
"321","ybgI",0,1,0,0,0,0,0,0,0,0,0
"322","motA",0,1,0,0,0,0,0,0,0,0,0
"323","yihX",0,1,0,0,0,0,0,0,0,0,0
"324","yfdY",0,1,0,0,0,0,0,0,0,0,0
"325","rsd",1,0,0,0.375,0,0.375,0,0,0.125,0,0.125
"326","cheA",0,1,0,0,0,0,0,0,0,0,0
"327","uspA",1,0,0,0.25,0,0,0,0,0.25,0,0.5
"328","mrr",0,1,0,0,0,0,0,0,0,0,0
"329","srmB",0,1,0,0,0,0,0,0,0,0,0
"330","yecA",0,1,0,0,0,0,0,0,0,0,0
"331","yaeH",0,1,0,0,0,0,0,0,0,0,0
"332","flgI",1,0,0,1,0,0,0,0,0,0,0
"333","ygiC",1,0,0,0.5,0,0,0,0.25,0,0,0.25
"334","yjaB",0,1,0,0,0,0,0,0,0,0,0
"335","yigI",0,1,0,0,0,0,0,0,0,0,0
"336","yiiS",0,1,0,0,0,0,0,0,0,0,0
"337","grxB",0,1,0,0,0,0,0,0,0,0,0
"338","yacL",0,1,0,0,0,0,0,0,0,0,0
"339","ybhC",0,1,0,0,0,0,0,0,0,0,0
"340","arcA",0,1,0,0,0,0,0,0,0,0,0
"341","ygdR",0,1,0,0,0,0,0,0,0,0,0
"342","ybjX",1,0,0,0,0,0.5,0,0,0,0,0.5
"343","flgH",1,0,0,1,0,0,0,0,0,0,0
"344","mscL",0,1,0,0,0,0,0,0,0,0,0
"345","yjeI",0,1,0,0,0,0,0,0,0,0,0
"346","hdhA",0,1,0,0,0,0,0,0,0,0,0
"347","ycbZ",0,1,0,0,0,0,0,0,0,0,0
"348","osmE",1,0,0,0.111111111111111,0,0,0,0,0.222222222222222,0,0.666666666666667
"349","rof",0,1,0,0,0,0,0,0,0,0,0
"350","elaB",0,1,0,0,0,0,0,0,0,0,0
"351","yqjC",0,1,0,0,0,0,0,0,0,0,0
"352","yhaH",0,1,0,0,0,0,0,0,0,0,0
"353","ndk",0,1,0,0,0,0,0,0,0,0,0
"354","atpF",0,1,0,0,0,0,0,0,0,0,0
"355","ytfK",1,0,0,0,0,0.25,0.25,0.25,0,0,0.25
"356","nuoK",1,0,0,0.142857142857143,0,0.0714285714285714,0.0714285714285714,0,0.285714285714286,0,0.428571428571428
"357","cysQ",0,1,0,0,0,0,0,0,0,0,0
"358","surA",0,1,0,0,0,0,0,0,0,0,0
"359","holA",0,1,0,0,0,0,0,0,0,0,0
"360","elaA",0,1,0,0,0,0,0,0,0,0,0
"361","bolA",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"362","prc",0,1,0,0,0,0,0,0,0,0,0
"363","nrdB",1,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0,0.333333333333333
"364","yeaO",0,1,0,0,0,0,0,0,0,0,0
"365","yciI",0,1,0,0,0,0,0,0,0,0,0
"366","flgF",1,0,0,1,0,0,0,0,0,0,0
"367","flgD",1,0,0,1,0,0,0,0,0,0,0
"368","rbfA",1,0,0,0.25,0,0,0,0,0.5,0,0.25
"369","nuoH",1,0,0,0.142857142857143,0,0.0714285714285714,0.0714285714285714,0,0.285714285714286,0,0.428571428571428
"370","fadL",1,0,0.142857142857143,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0.285714285714286
"371","iclR",0,1,0,0,0,0,0,0,0,0,0
"372","speA",1,0,0,0,0,0,0,0,1,0,0
"373","csdA",0,1,0,0,0,0,0,0,0,0,0
"374","dnaK",0,1,0,0,0,0,0,0,0,0,0
"375","flgG",1,0,0,1,0,0,0,0,0,0,0
"376","aspS",0,1,0,0,0,0,0,0,0,0,0
"377","flgE",1,0,0,1,0,0,0,0,0,0,0
"378","purU",1,0,0,0,0,0,0,0,1,0,0
"379","rpoD",1,0,0,0.5,0,0,0,0,0,0.5,0
"380","hslR",0,1,0,0,0,0,0,0,0,0,0
"381","nupC",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0,0
"382","yccA",1,0,0,1,0,0,0,0,0,0,0
"383","narP",0,1,0,0,0,0,0,0,0,0,0
"384","yjiX",0,1,0,0,0,0,0,0,0,0,0
"385","valS",1,0,0,1,0,0,0,0,0,0,0
"386","ibpA",1,0,0,0,0,0,0,0.5,0,0,0.5
"387","ydgK",0,1,0,0,0,0,0,0,0,0,0
"388","atpH",1,0,0,0,0,0,0,0,1,0,0
"389","accB",1,0,0,1,0,0,0,0,0,0,0
"390","evgA",1,0,0,0.5,0,0,0,0,0.5,0,0
"391","trxC",1,0,0,1,0,0,0,0,0,0,0
"392","yaiA",1,0,0,0,0,0,0,0,1,0,0
"393","ibpB",1,0,0,0.125,0,0,0,0,0.125,0,0.75
"394","dinI",1,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0
"395","ucpA",0,1,0,0,0,0,0,0,0,0,0
"396","sbmC",0,1,0,0,0,0,0,0,0,0,0
"397","atpG",0,1,0,0,0,0,0,0,0,0,0
"398","oppB",1,0,0.5,0,0,0,0,0,0,0,0.5
"399","ygdQ",0,1,0,0,0,0,0,0,0,0,0
"400","exuR",1,0,0.25,0,0,0,0,0,0.5,0.25,0
"401","lexA",0,1,0,0,0,0,0,0,0,0,0
"402","hslV",0,1,0,0,0,0,0,0,0,0,0
"403","pfkB",0,1,0,0,0,0,0,0,0,0,0
"404","bfr",0,1,0,0,0,0,0,0,0,0,0
"405","ybaQ",0,1,0,0,0,0,0,0,0,0,0
"406","pstS",1,0,0,0.333333333333333,0.0833333333333333,0.0833333333333333,0,0,0,0,0.5
"407","nuoJ",1,0,0,0.142857142857143,0,0.0714285714285714,0.0714285714285714,0,0.285714285714286,0,0.428571428571428
"408","ybhB",0,1,0,0,0,0,0,0,0,0,0
"409","gnsB",0,1,0,0,0,0,0,0,0,0,0
"410","accC",1,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0,0.333333333333333
"411","osmB",1,0,0,1,0,0,0,0,0,0,0
"412","cspE",1,0,0,0.2,0,0,0.4,0,0.4,0,0
"413","phoB",0,1,0,0,0,0,0,0,0,0,0
"414","yrbL",1,0,0,1,0,0,0,0,0,0,0
"415","ybcM",0,1,0,0,0,0,0,0,0,0,0
"416","yqcA",0,1,0,0,0,0,0,0,0,0,0
"417","dinJ",1,0,0,0,0,0.285714285714286,0.285714285714286,0,0.285714285714286,0,0.142857142857143
"418","lpxC",1,0,0,0,0,0.2,0.2,0,0.6,0,0
"419","ydgC",0,1,0,0,0,0,0,0,0,0,0
"420","ymgD",0,1,0,0,0,0,0,0,0,0,0
"421","ychN",0,1,0,0,0,0,0,0,0,0,0
"422","yagU",1,0,0,0,0,0,0,0.5,0,0,0.5
"423","dsbB",0,1,0,0,0,0,0,0,0,0,0
"424","dgkA",0,1,0,0,0,0,0,0,0,0,0
"425","ybjQ",0,1,0,0,0,0,0,0,0,0,0
"426","hha",1,0,0,0.5,0,0,0,0,0.5,0,0
"427","yddM",0,1,0,0,0,0,0,0,0,0,0
"428","ygiN",0,1,0,0,0,0,0,0,0,0,0
"429","rpoE",1,0,0,0.391304347826087,0.0869565217391304,0,0,0.0869565217391304,0.173913043478261,0,0.260869565217391
"430","nlpC",0,1,0,0,0,0,0,0,0,0,0
"431","ytfB",0,1,0,0,0,0,0,0,0,0,0
"432","yniB",0,1,0,0,0,0,0,0,0,0,0
"433","ydgD",0,1,0,0,0,0,0,0,0,0,0
"434","folA",1,0,0,0.5,0,0,0,0,0,0,0.5
"435","folX",0,1,0,0,0,0,0,0,0,0,0
"436","fur",1,0,0,0.8,0,0,0,0,0.2,0,0
"437","leuL",1,0,0,0.4,0,0,0,0.4,0,0,0.2
"438","yiiR",0,1,0,0,0,0,0,0,0,0,0
"439","ubiA",1,0,0,0.0714285714285714,0,0.0714285714285714,0.214285714285714,0,0.285714285714286,0,0.357142857142857
"440","thrL",1,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,0
"441","rseA",1,0,0,0.457142857142857,0.0571428571428571,0,0,0.0571428571428571,0.0571428571428571,0,0.371428571428571
"442","yoaC",0,1,0,0,0,0,0,0,0,0,0
"443","ydcY",0,1,0,0,0,0,0,0,0,0,0
"444","yidQ",1,0,0,0,0,0,0,0,0,0,1
"445","yajD",0,1,0,0,0,0,0,0,0,0,0
"446","greB",0,1,0,0,0,0,0,0,0,0,0
"447","ilvL",1,0,0,0,0,0,0,0,1,0,0
