"","V1","FFL","No_FFL","C3","C1","C2","C4","I2","I4","I3","I1","NonPl_X"
"330","tpiA",1,0,0,1,0,0,0,0,0,0,0
"331","rsmJ",0,1,0,0,0,0,0,0,0,0,0
"332","yadG",0,1,0,0,0,0,0,0,0,0,0
"333","ycdX",0,1,0,0,0,0,0,0,0,0,0
"334","ycdY",0,1,0,0,0,0,0,0,0,0,0
"335","ydfG",0,1,0,0,0,0,0,0,0,0,0
"336","ymdB",0,1,0,0,0,0,0,0,0,0,0
"337","yrfG",0,1,0,0,0,0,0,0,0,0,0
"338","yehS",0,1,0,0,0,0,0,0,0,0,0
"339","alaA",0,1,0,0,0,0,0,0,0,0,0
"340","yfcZ",1,0,0,0,0,0,1,0,0,0,0
"341","pgpC",0,1,0,0,0,0,0,0,0,0,0
"342","yieP",0,1,0,0,0,0,0,0,0,0,0
"343","queG",0,1,0,0,0,0,0,0,0,0,0
"344","aidB",1,0,0,0.75,0,0,0,0,0.25,0,0
"345","ssuD",1,0,0,0.5,0,0,0,0,0.25,0.25,0
"346","tauC",1,0,0,1,0,0,0,0,0,0,0
"347","mdtF",1,0,0.0285714285714286,0.6,0,0.257142857142857,0,0,0.114285714285714,0,0
"348","yhiD",1,0,0.0555555555555556,0.444444444444445,0,0.166666666666667,0.0555555555555556,0,0.277777777777778,0,0
"349","mcbA",0,1,0,0,0,0,0,0,0,0,0
"350","prpC",1,0,0,0.5,0,0,0,0,0,0.5,0
"351","prpD",1,0,0,0.5,0,0,0,0,0,0.5,0
"352","hyaE",1,0,0,0.6,0,0,0,0.1,0.3,0,0
"353","ttdR",0,1,0,0,0,0,0,0,0,0,0
"354","nrdH",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"355","nrdI",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"356","sufA",1,0,0,0.375,0,0.125,0,0.25,0.25,0,0
"357","sufC",1,0,0,0.375,0,0.125,0,0.25,0.25,0,0
"358","sufS",1,0,0,0.375,0,0.125,0,0.25,0.25,0,0
"359","selO",0,1,0,0,0,0,0,0,0,0,0
"360","hcp",1,0,0,0,0,0,0,1,0,0,0
"361","nrfB",1,0,0,0.75,0,0,0,0,0.25,0,0
"362","nrfC",1,0,0,0.75,0,0,0,0,0.25,0,0
"363","potG",1,0,0,1,0,0,0,0,0,0,0
"364","potI",1,0,0,1,0,0,0,0,0,0,0
"365","appA",1,0,0,0.857142857142857,0,0,0,0.142857142857143,0,0,0
"366","betB",1,0,0,0,0,0,0.25,0,0.75,0,0
"367","betI",1,0,0,0,0,0,0,0,1,0,0
"368","hybE",1,0,0,0,0,0,0,0,1,0,0
"369","hybB",1,0,0,0,0,0,0,0,1,0,0
"370","clpA",0,1,0,0,0,0,0,0,0,0,0
"371","ydcZ",0,1,0,0,0,0,0,0,0,0,0
"372","hiuH",1,0,0,1,0,0,0,0,0,0,0
"373","hypC",1,0,0,0.6,0,0.2,0,0.2,0,0,0
"374","rsxE",0,1,0,0,0,0,0,0,0,0,0
"375","clpS",0,1,0,0,0,0,0,0,0,0,0
"376","fis",1,0,0,0.222222222222222,0,0.444444444444444,0,0.222222222222222,0.111111111111111,0,0
"377","hypD",1,0,0,0.6,0,0.2,0,0.2,0,0,0
"378","ydhV",1,0,0,0,1,0,0,0,0,0,0
"379","dmsB",1,0,0.25,0.0833333333333333,0.0833333333333333,0,0.166666666666667,0,0.25,0.166666666666667,0
"380","pgl",0,1,0,0,0,0,0,0,0,0,0
"381","ydjA",0,1,0,0,0,0,0,0,0,0,0
"382","fepB",1,0,0,0,0,0,0,0,1,0,0
"383","yhbW",1,0,0,0.5,0,0,0,0.5,0,0,0
"384","mdtI",1,0,0,0,0,0,0,0,1,0,0
"385","kefB",0,1,0,0,0,0,0,0,0,0,0
"386","metJ",1,0,0,0,0,0,0,0,1,0,0
"387","preT",1,0,0,1,0,0,0,0,0,0,0
"388","smg",0,1,0,0,0,0,0,0,0,0,0
"389","ulaC",1,0,0,0.25,0,0,0.5,0,0.25,0,0
"390","yqiA",0,1,0,0,0,0,0,0,0,0,0
"391","ghoS",0,1,0,0,0,0,0,0,0,0,0
"392","ycgM",0,1,0,0,0,0,0,0,0,0,0
"393","hybG",1,0,0,0,0,0,0,0,1,0,0
"394","entA",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0
"395","yoaB",0,1,0,0,0,0,0,0,0,0,0
"396","ogt",0,1,0,0,0,0,0,0,0,0,0
"397","selA",0,1,0,0,0,0,0,0,0,0,0
"398","efeU",0,1,0,0,0,0,0,0,0,0,0
"399","fadE",1,0,0,1,0,0,0,0,0,0,0
"400","ugpC",1,0,0,1,0,0,0,0,0,0,0
