"","FBL","No_FBL","Inhibiting","Activating","Size2","Size3","Size4","Size5","Size6"
"Plastic
genes",31.0900473933649,68.9099526066351,4.79274516952242,26.2973022238425,26.9292663629157,3.22325305026727,0.805243860931065,0.132284119250944,0
"Non-plastic
genes",0,100,0,0,0,0,0,0,0
